datetime	reltime	speed	x	y	z	d	error	integral	derivative	dt	diff_speed
2014-01-12_14:41:45_475202	1224.5	10.0	12.0	159.0	-219.0	0.0	0	0	0	0	0
2014-01-12_14:41:45_494224	3102.0	10.05	12.0	162.0	-217.0	0.0	-162.0	2.228540572024164e+16	1.1776316899702124e-12	-137564232840997.77	-0.0486
2014-01-12_14:41:45_512060	4886.890625	10.1	27.0	157.0	-217.0	0.0	-157.0	4.388299027662906e+16	-3.6346657097255746e-14	-137564232843231.98	-0.047099999999999996
2014-01-12_14:41:45_529934	6676.609375	10.14	13.0	159.0	-210.0	0.0	-159.0	6.575570329899877e+16	1.4538662838705667e-14	-137564232845092.52	-0.04769999999999999
2014-01-12_14:41:45_547824	8462.390625	10.19	20.0	154.0	-218.0	0.0	-154.0	8.694059515741558e+16	-3.6346657096296516e-14	-137564232846862.47	-0.0462
2014-01-12_14:41:45_565832	10263.0	10.24	10.0	172.0	-221.0	0.0	-172.0	1.1060164320738008e+17	1.3084796554498548e-13	-137564232848630.78	-0.05159999999999999
2014-01-12_14:41:45_583805	12060.6875	10.29	13.0	167.0	-226.0	0.0	-167.0	1.3357487009339696e+17	-3.634665709536172e-14	-137564232850400.45	-0.0501
2014-01-12_14:41:45_601502	13830.28125	10.34	14.0	174.0	-230.0	0.0	-174.0	1.575110466096772e+17	5.088531993284627e-14	-137564232852185.11	-0.052199999999999996
2014-01-12_14:41:45_619329	15612.703125	10.38	-28.0	138.0	-220.0	0.0	-138.0	1.764949107435239e+17	-2.616959310798296e-13	-137564232853961.73	-0.0414
2014-01-12_14:41:45_637017	17381.390625	10.43	-2.0	166.0	-210.0	0.0	-166.0	1.9933057339757206e+17	2.0354127972616697e-13	-137564232855711.78	-0.0498
2014-01-12_14:41:45_654749	19154.59375	10.48	15.0	149.0	-233.0	0.0	-149.0	2.1982764409333664e+17	-1.2357863411786962e-13	-137564232857480.48	-0.0447
2014-01-12_14:41:45_672321	20916.078125	10.52	-1.0	135.0	-224.0	0.0	-135.0	2.3839881552933293e+17	-1.0177063986047929e-13	-137564232859231.89	-0.040499999999999994
2014-01-12_14:41:45_690447	22724.578125	10.57	8.0	167.0	-226.0	0.0	-167.0	2.6137204241711686e+17	2.326186053924223e-13	-137564232860981.73	-0.0501
2014-01-12_14:41:45_708338	24514.109375	10.62	12.0	168.0	-225.0	0.0	-168.0	2.8448283353805552e+17	7.269331418420807e-15	-137564232862730.1	-0.05039999999999999
2014-01-12_14:41:45_726125	26292.90625	10.67	-3.0	158.0	-215.0	0.0	-158.0	3.0621798233064915e+17	-7.269331418326394e-14	-137564232864516.77	-0.0474
2014-01-12_14:41:45_743851	28068.5	10.72	6.0	169.0	-227.0	0.0	-169.0	3.294663376850522e+17	7.996264560055932e-14	-137564232866290.47	-0.050699999999999995
2014-01-12_14:41:45_761746	29854.890625	10.77	14.0	155.0	-221.0	0.0	-155.0	3.5078879377960045e+17	-1.0177063985395345e-13	-137564232868052.92	-0.04649999999999999
2014-01-12_14:41:45_779765	31656.390625	10.81	-1.0	158.0	-228.0	0.0	-158.0	3.725239425730303e+17	2.180799425414021e-14	-137564232869808.97	-0.0474
2014-01-12_14:41:45_815070	35195.0	10.86	11.0	163.0	-217.0	0.0	-163.0	3.949469125310945e+17	3.6346657089771065e-14	-137564232871559.89	-0.0489
2014-01-12_14:41:45_833110	36990.78125	10.91	21.0	158.0	-221.0	0.0	-158.0	4.166820613253539e+17	-3.634665708884645e-14	-137564232875059.34	-0.0474
2014-01-12_14:41:45_850871	38766.984375	10.97	61.0	205.0	-224.0	0.0	-205.0	4.4488272906511155e+17	3.416585766306681e-13	-137564232876866.61	-0.06149999999999999
2014-01-12_14:41:45_868785	40557.890625	10.98	52.0	28.0	-205.0	0.0	-28.0	4.4873452758571354e+17	-1.286671660911649e-12	-137564232878642.64	-0.0084
2014-01-12_14:41:45_886879	42367.703125	11.04	-13.0	205.0	-238.0	0.0	-205.0	4.769351953261955e+17	1.2866716608952138e-12	-137564232880399.8	-0.06149999999999999
2014-01-12_14:41:45_904965	44176.203125	11.08	106.0	136.0	-220.0	0.0	-136.0	4.956439309981719e+17	-5.015838678001199e-13	-137564232882179.44	-0.040799999999999996
2014-01-12_14:41:45_922788	45958.28125	11.16	77.0	248.0	-252.0	0.0	-248.0	5.2975986075339475e+17	8.14165118737464e-13	-137564232883963.14	-0.0744
2014-01-12_14:41:45_940461	47726.203125	11.16	-9.0	27.0	-191.0	0.0	-27.0	5.334740950413107e+17	-1.60652224320184e-12	-137564232885777.75	-0.0081
2014-01-12_14:41:45_958221	49502.296875	11.2	35.0	108.0	-204.0	0.0	-108.0	5.483310321931627e+17	5.888158447859837e-13	-137564232887518.48	-0.0324
2014-01-12_14:41:45_975911	51271.296875	11.25	85.0	170.0	-221.0	0.0	-170.0	5.717169517843387e+17	4.5069854785513603e-13	-137564232889270.6	-0.051
2014-01-12_14:41:45_993682	53048.1875	11.28	39.0	102.0	-190.0	0.0	-102.0	5.857485035392234e+17	-4.943145363509335e-13	-137564232891027.31	-0.0306
2014-01-12_14:41:46_011720	54852.296875	11.32	47.0	140.0	-184.0	0.0	-140.0	6.050074961442125e+17	2.7623459383965105e-13	-137564232892779.11	-0.041999999999999996
2014-01-12_14:41:46_029482	56628.796875	11.36	-35.0	121.0	-198.0	0.0	-121.0	6.216527683244521e+17	-1.3811729691805515e-13	-137564232894542.39	-0.0363
2014-01-12_14:41:46_047176	58398.078125	11.4	20.0	155.0	-208.0	0.0	-155.0	6.429752244233825e+17	2.4715726816594836e-13	-137564232896325.11	-0.04649999999999999
2014-01-12_14:41:46_064913	60171.484375	11.47	55.0	213.0	-192.0	0.0	-213.0	6.722764060306748e+17	4.216212221600445e-13	-137564232898085.94	-0.0639
2014-01-12_14:41:46_082782	61958.390625	11.5	-34.0	127.0	-217.0	0.0	-127.0	6.897470636089539e+17	-6.251625018155652e-13	-137564232899835.11	-0.038099999999999995
2014-01-12_14:41:46_100463	63731.703125	11.55	0.0	136.0	-202.0	0.0	-136.0	7.084557992835715e+17	6.54239827473012e-14	-137564232901599.95	-0.040799999999999996
2014-01-12_14:41:46_119156	65595.484375	11.59	-26.0	134.0	-248.0	0.0	-134.0	7.268894064926216e+17	-1.4538662832547727e-14	-137564232903358.69	-0.0402
2014-01-12_14:41:46_136890	67368.609375	11.63	-52.0	159.0	-186.0	0.0	-159.0	7.487621195245352e+17	1.8173328540452361e-13	-137564232905117.08	-0.04769999999999999
2014-01-12_14:41:46_154683	69151.1875	11.67	10.0	133.0	-231.0	0.0	-133.0	7.67058162501161e+17	-1.8900261681817178e-13	-137564232906960.53	-0.0399
2014-01-12_14:41:46_172281	70907.78125	11.72	10.0	158.0	-241.0	0.0	-158.0	7.887933113007383e+17	1.8173328539976705e-13	-137564232908717.6	-0.0474
2014-01-12_14:41:46_189957	72675.59375	11.76	10.0	125.0	-221.0	0.0	-125.0	8.059888404145486e+17	-2.398879367246144e-13	-137564232910482.75	-0.0375
2014-01-12_14:41:46_207612	74441.484375	11.81	-13.0	163.0	-190.0	0.0	-163.0	8.284118103792402e+17	2.7623459380061705e-13	-137564232912217.94	-0.0489
