datetime	speed	x	y	z	d	speed_real
2014-01-05_19:38:29_708135	0.2	23.0	148.0	-235.0	0.0	220
2014-01-05_19:38:29_813421	0.4	23.0	148.0	-235.0	0.0	221
2014-01-05_19:38:29_917766	0.6	23.0	148.0	-235.0	0.0	222
2014-01-05_19:38:30_022629	0.8	4.0	86.0	-211.0	0.0	223
2014-01-05_19:38:30_127108	1.0	4.0	86.0	-211.0	0.0	223
2014-01-05_19:38:30_231152	1.2	4.0	86.0	-211.0	0.0	224
2014-01-05_19:38:30_335497	1.4	21.0	168.0	-229.0	0.0	225
2014-01-05_19:38:30_439563	1.6	21.0	168.0	-229.0	0.0	226
2014-01-05_19:38:30_543880	1.8	21.0	168.0	-229.0	0.0	226
2014-01-05_19:38:30_648048	2.0	22.0	148.0	-230.0	0.0	227
2014-01-05_19:38:30_752930	2.2	22.0	148.0	-230.0	0.0	228
2014-01-05_19:38:30_857102	2.4	22.0	148.0	-230.0	0.0	229
2014-01-05_19:38:30_961455	2.6	33.0	136.0	-238.0	0.0	229
2014-01-05_19:38:31_065463	2.8	33.0	136.0	-238.0	0.0	230
2014-01-05_19:38:31_169603	3.0	33.0	136.0	-238.0	0.0	231
2014-01-05_19:38:31_273970	3.2	-2.0	138.0	-222.0	0.0	232
2014-01-05_19:38:31_378678	3.4	-2.0	138.0	-222.0	0.0	232
2014-01-05_19:38:31_482756	3.6	-2.0	138.0	-222.0	0.0	233
2014-01-05_19:38:31_587191	3.8	-8.0	142.0	-197.0	0.0	234
2014-01-05_19:38:31_691872	4.0	-8.0	142.0	-197.0	0.0	235
2014-01-05_19:38:31_796065	4.2	-8.0	142.0	-197.0	0.0	235
2014-01-05_19:38:31_900588	4.4	58.0	130.0	-346.0	0.0	236
2014-01-05_19:38:32_005348	4.6	58.0	130.0	-346.0	0.0	237
2014-01-05_19:38:32_109536	4.8	58.0	130.0	-346.0	0.0	238
2014-01-05_19:38:32_213944	5.0	0.0	134.0	-267.0	0.0	239
2014-01-05_19:38:32_318641	5.2	0.0	134.0	-267.0	0.0	239
2014-01-05_19:38:32_422733	5.4	0.0	134.0	-267.0	0.0	240
