datetime	x	y	z	d	speed	speed_real
2014-01-04_13:55:35_664212	-14.0	138.0	-207.0	14.72	0.1	220
2014-01-04_13:55:35_674896	34.0	114.0	-261.0	14.74	0.2	220
2014-01-04_13:55:35_685396	-39.0	145.0	-177.0	14.77	0.3	221
2014-01-04_13:55:35_695175	8.0	175.0	-252.0	14.33	0.4	221
2014-01-04_13:55:35_704945	-21.0	166.0	-167.0	13.8	0.5	221
2014-01-04_13:55:35_714727	60.0	188.0	-234.0	13.79	0.6	222
2014-01-04_13:55:35_724490	69.0	151.0	-241.0	13.52	0.7	222
2014-01-04_13:55:35_734379	25.0	135.0	-171.0	10.11	0.8	223
2014-01-04_13:55:35_744240	47.0	153.0	-272.0	14.01	0.9	223
2014-01-04_13:55:35_754034	-1.0	118.0	-169.0	14.08	1.0	223
2014-01-04_13:55:35_763878	2.0	148.0	-240.0	13.63	1.1	224
2014-01-04_13:55:35_773656	86.0	129.0	-250.0	13.35	1.2	224
2014-01-04_13:55:35_783461	10.0	173.0	-151.0	13.55	1.3	224
2014-01-04_13:55:35_793237	22.0	173.0	-263.0	13.91	1.4	225
2014-01-04_13:55:35_803022	73.0	152.0	-223.0	13.77	1.5	225
2014-01-04_13:55:35_812972	9.0	171.0	-201.0	13.82	1.6	226
2014-01-04_13:55:35_822709	54.0	165.0	-227.0	13.85	1.7	226
2014-01-04_13:55:35_832939	37.0	164.0	-179.0	13.79	1.8	226
2014-01-04_13:55:35_842986	67.0	166.0	-296.0	13.99	1.9	227
2014-01-04_13:55:35_853918	-42.0	186.0	-175.0	14.06	2.0	227
2014-01-04_13:55:35_865348	-15.0	161.0	-158.0	17.12	2.1	227
2014-01-04_13:55:35_875188	46.0	160.0	-244.0	15.16	2.2	228
2014-01-04_13:55:35_885160	59.0	165.0	-258.0	13.99	2.3	228
2014-01-04_13:55:35_894953	-38.0	168.0	-147.0	13.33	2.4	229
2014-01-04_13:55:35_904761	54.0	175.0	-283.0	13.79	2.5	229
2014-01-04_13:55:35_914584	-2.0	146.0	-193.0	14.26	2.6	229
2014-01-04_13:55:35_924498	14.0	182.0	-219.0	13.67	2.7	230
2014-01-04_13:55:35_934219	24.0	118.0	-218.0	13.29	2.8	230
2014-01-04_13:55:35_944166	0.0	177.0	-219.0	13.87	2.9	231
2014-01-04_13:55:35_953997	36.0	169.0	-237.0	13.75	3.0	231
2014-01-04_13:55:35_963877	-11.0	163.0	-198.0	14.47	3.1	231
2014-01-04_13:55:35_973704	58.0	156.0	-280.0	13.86	3.2	232
2014-01-04_13:55:35_983554	-25.0	162.0	-169.0	14.64	3.3	232
2014-01-04_13:55:35_993310	59.0	159.0	-277.0	13.27	3.4	232
2014-01-04_13:55:36_003044	-7.0	176.0	-172.0	14.01	3.5	233
2014-01-04_13:55:36_012995	63.0	149.0	-273.0	13.91	3.6	233
2014-01-04_13:55:36_022813	-29.0	174.0	-182.0	13.96	3.7	234
2014-01-04_13:55:36_032590	86.0	155.0	-256.0	13.77	3.8	234
2014-01-04_13:55:36_042724	-45.0	148.0	-167.0	13.77	3.9	234
2014-01-04_13:55:36_052589	67.0	163.0	-282.0	14.03	4.0	235
2014-01-04_13:55:36_062469	-8.0	164.0	-159.0	14.4	4.1	235
2014-01-04_13:55:36_072246	32.0	157.0	-256.0	13.77	4.2	235
2014-01-04_13:55:36_082042	-45.0	125.0	-155.0	14.04	4.3	236
2014-01-04_13:55:36_092722	9.0	138.0	-283.0	13.67	4.4	236
2014-01-04_13:55:36_102544	4.0	174.0	-163.0	13.92	4.5	237
2014-01-04_13:55:36_112364	41.0	135.0	-292.0	14.28	4.6	237
2014-01-04_13:55:36_122123	-38.0	141.0	-166.0	13.94	4.7	237
2014-01-04_13:55:36_131922	50.0	139.0	-280.0	13.8	4.8	238
2014-01-04_13:55:36_141755	-26.0	169.0	-183.0	13.91	4.9	238
2014-01-04_13:55:36_151913	61.0	115.0	-280.0	14.04	5.0	239
2014-01-04_13:55:36_161722	-38.0	171.0	-218.0	13.8	5.1	239
2014-01-04_13:55:36_171650	64.0	99.0	-223.0	13.79	5.2	239
2014-01-04_13:55:36_181515	-34.0	186.0	-257.0	13.87	5.3	240
2014-01-04_13:55:36_191359	63.0	112.0	-177.0	14.49	5.4	240
2014-01-04_13:55:36_201439	19.0	186.0	-257.0	13.77	5.5	240
2014-01-04_13:55:36_211264	0.0	136.0	-157.0	13.36	5.6	241
2014-01-04_13:55:36_221267	17.0	194.0	-286.0	13.86	5.7	241
2014-01-04_13:55:36_231078	-30.0	137.0	-161.0	13.92	5.8	242
2014-01-04_13:55:36_240882	65.0	176.0	-276.0	13.85	5.9	242
2014-01-04_13:55:36_251646	37.0	190.0	-202.0	14.26	6.0	242
2014-01-04_13:55:36_261536	24.0	149.0	-163.0	13.87	6.1	243
2014-01-04_13:55:36_271359	18.0	188.0	-313.0	13.46	6.2	243
2014-01-04_13:55:36_281165	23.0	134.0	-133.0	14.3	6.3	243
2014-01-04_13:55:36_290959	75.0	168.0	-307.0	13.84	6.4	244
2014-01-04_13:55:36_300789	-23.0	188.0	-177.0	13.99	6.5	244
2014-01-04_13:55:36_310590	44.0	127.0	-198.0	13.4	6.6	245
2014-01-04_13:55:36_320385	19.0	199.0	-297.0	14.15	6.7	245
2014-01-04_13:55:36_330227	14.0	127.0	-135.0	14.26	6.8	245
2014-01-04_13:55:36_340177	60.0	180.0	-254.0	14.13	6.9	246
2014-01-04_13:55:36_350014	13.0	198.0	-207.0	14.23	7.0	246
2014-01-04_13:55:36_359856	55.0	135.0	-141.0	14.18	7.1	246
2014-01-04_13:55:36_369626	80.0	186.0	-312.0	13.46	7.2	247
2014-01-04_13:55:36_379510	-28.0	150.0	-185.0	14.02	7.3	247
2014-01-04_13:55:36_389365	68.0	126.0	-170.0	13.8	7.4	248
2014-01-04_13:55:36_399218	44.0	202.0	-361.0	13.85	7.5	248
2014-01-04_13:55:36_409001	-5.0	133.0	-128.0	13.91	7.6	248
2014-01-04_13:55:36_418752	64.0	132.0	-184.0	13.48	7.7	249
2014-01-04_13:55:36_428579	1.0	209.0	-388.0	13.86	7.8	249
2014-01-04_13:55:36_438405	-33.0	138.0	-93.0	14.11	7.9	250
2014-01-04_13:55:36_448322	60.0	130.0	-251.0	13.94	8.0	250
2014-01-04_13:55:36_458818	15.0	195.0	-276.0	14.01	8.1	250
2014-01-04_13:55:36_468683	56.0	167.0	-256.0	14.25	8.2	251
2014-01-04_13:55:36_478513	13.0	180.0	-302.0	13.96	8.3	251
2014-01-04_13:55:36_488286	-22.0	124.0	-109.0	13.74	8.4	251
2014-01-04_13:55:36_498175	104.0	104.0	-259.0	14.81	8.5	252
2014-01-04_13:55:36_508004	-51.0	206.0	-347.0	14.09	8.6	252
2014-01-04_13:55:36_517783	-32.0	125.0	-136.0	13.31	8.7	253
2014-01-04_13:55:36_527606	10.0	134.0	-89.0	14.18	8.8	253
2014-01-04_13:55:36_537415	39.0	201.0	-460.0	14.35	8.9	253
2014-01-04_13:55:36_547255	49.0	160.0	-139.0	14.23	9.0	254
2014-01-04_13:55:36_557379	20.0	106.0	-22.0	14.99	9.1	254
2014-01-04_13:55:36_567245	146.0	206.0	-383.0	14.26	9.2	254
2014-01-04_13:55:36_577013	-8.0	195.0	-331.0	13.57	9.3	255
2014-01-04_13:55:36_586826	-33.0	99.0	43.0	13.8	9.4	255
2014-01-04_13:55:36_596664	0.0	158.0	-274.0	14.36	9.5	256
2014-01-04_13:55:36_606488	28.0	185.0	-392.0	14.3	9.6	256
2014-01-04_13:55:36_616274	-12.0	146.0	-155.0	14.01	9.7	256
2014-01-04_13:55:36_626062	-37.0	120.0	-10.0	13.97	9.8	257
2014-01-04_13:55:36_635918	80.0	209.0	-354.0	14.33	9.9	257
2014-01-04_13:55:36_645746	38.0	170.0	-413.0	14.02	10.0	257
2014-01-04_13:55:36_656018	-101.0	89.0	42.0	13.6	10.1	258
2014-01-04_13:55:36_665889	-23.0	84.0	-95.0	14.13	10.2	258
2014-01-04_13:55:36_675676	101.0	174.0	-495.0	13.7	10.3	259
2014-01-04_13:55:36_685499	81.0	225.0	-330.0	13.85	10.4	259
2014-01-04_13:55:36_695228	-125.0	124.0	119.0	13.6	10.5	259
2014-01-04_13:55:36_705033	145.0	64.0	-181.0	14.11	10.6	260
2014-01-04_13:55:36_714852	-56.0	208.0	-511.0	14.09	10.7	260
2014-01-04_13:55:36_724618	28.0	232.0	-274.0	13.89	10.8	261
2014-01-04_13:55:36_734399	22.0	171.0	117.0	13.62	10.9	261
2014-01-04_13:55:36_744207	45.0	200.0	-138.0	13.91	11.0	261
2014-01-04_13:55:36_754028	-32.0	226.0	-463.0	14.11	11.1	262
2014-01-04_13:55:36_763955	-43.0	153.0	-321.0	14.67	11.2	262
2014-01-04_13:55:36_773769	70.0	161.0	10.0	13.84	11.3	262
2014-01-04_13:55:36_783648	-40.0	34.0	-71.0	15.17	11.4	263
2014-01-04_13:55:36_793435	62.0	220.0	-405.0	14.06	11.5	263
2014-01-04_13:55:36_803231	101.0	219.0	-375.0	14.08	11.6	264
2014-01-04_13:55:36_813189	40.0	138.0	-131.0	14.06	11.7	264
2014-01-04_13:55:36_822972	85.0	52.0	28.0	13.8	11.8	264
2014-01-04_13:55:36_832784	114.0	176.0	-204.0	14.35	11.9	265
2014-01-04_13:55:36_842587	59.0	223.0	-455.0	13.89	12.0	265
2014-01-04_13:55:36_852351	-6.0	198.0	-302.0	12.58	12.1	265
2014-01-04_13:55:36_862719	28.0	164.0	-63.0	13.87	12.2	266
2014-01-04_13:55:36_872512	31.0	64.0	-37.0	13.0	12.3	266
2014-01-04_13:55:36_882322	-12.0	117.0	-248.0	13.85	12.4	267
2014-01-04_13:55:36_892209	98.0	193.0	-441.0	14.67	12.5	267
2014-01-04_13:55:36_902019	-43.0	232.0	-282.0	13.8	12.6	267
2014-01-04_13:55:36_911841	-15.0	203.0	-78.0	14.02	12.7	268
2014-01-04_13:55:36_921566	-20.0	74.0	-35.0	13.57	12.8	268
2014-01-04_13:55:36_931484	86.0	170.0	-173.0	13.31	12.9	269
2014-01-04_13:55:36_941401	49.0	117.0	-435.0	14.18	13.0	269
2014-01-04_13:55:36_951126	62.0	251.0	-385.0	13.36	13.1	269
2014-01-04_13:55:36_961402	37.0	174.0	-199.0	14.2	13.2	270
2014-01-04_13:55:36_971949	10.0	158.0	-41.0	17.08	13.3	270
2014-01-04_13:55:36_981733	-21.0	103.0	-56.0	13.02	13.4	270
2014-01-04_13:55:36_991596	78.0	176.0	-250.0	14.77	13.5	271
2014-01-04_13:55:37_001465	108.0	235.0	-461.0	15.11	13.6	271
2014-01-04_13:55:37_011493	-18.0	247.0	-308.0	13.8	13.7	272
2014-01-04_13:55:37_021431	-48.0	214.0	-146.0	13.34	13.8	272
2014-01-04_13:55:37_031329	-5.0	146.0	-39.0	14.33	13.9	272
2014-01-04_13:55:37_041160	74.0	112.0	-16.0	14.76	14.0	273
2014-01-04_13:55:37_050968	38.0	96.0	-230.0	14.47	14.1	273
2014-01-04_13:55:37_060786	51.0	264.0	-458.0	14.3	14.2	273
2014-01-04_13:55:37_070870	150.0	176.0	-440.0	13.8	14.3	274
2014-01-04_13:55:37_080648	56.0	178.0	-253.0	12.85	14.4	274
2014-01-04_13:55:37_090477	61.0	160.0	-28.0	14.09	14.5	275
2014-01-04_13:55:37_101033	-90.0	85.0	18.0	12.65	14.6	275
2014-01-04_13:55:37_110902	88.0	94.0	-95.0	14.01	14.7	275
2014-01-04_13:55:37_120745	42.0	212.0	-278.0	15.18	14.8	276
2014-01-04_13:55:37_130573	51.0	188.0	-503.0	12.67	14.9	276
2014-01-04_13:55:37_140406	47.0	211.0	-505.0	13.97	15.0	276
2014-01-04_13:55:37_150371	-42.0	199.0	-228.0	16.03	15.1	277
2014-01-04_13:55:37_160131	26.0	148.0	-21.0	13.63	15.2	277
2014-01-04_13:55:37_170268	-16.0	139.0	42.0	13.33	15.3	278
2014-01-04_13:55:37_180021	-60.0	113.0	21.0	12.63	15.4	278
2014-01-04_13:55:37_189760	33.0	103.0	-190.0	12.53	15.5	278
2014-01-04_13:55:37_199436	-36.0	175.0	-452.0	12.75	15.6	279
2014-01-04_13:55:37_209565	61.0	218.0	-555.0	12.7	15.7	279
2014-01-04_13:55:37_219355	155.0	166.0	-462.0	12.67	15.8	280
2014-01-04_13:55:37_229337	60.0	146.0	-17.0	13.91	15.9	280
2014-01-04_13:55:37_239216	54.0	179.0	81.0	14.53	16.0	280
2014-01-04_13:55:37_249014	-27.0	148.0	40.0	14.15	16.1	281
2014-01-04_13:55:37_258720	-86.0	133.0	-24.0	12.5	16.2	281
2014-01-04_13:55:37_269651	-9.0	132.0	-240.0	13.14	16.3	281
2014-01-04_13:55:37_279581	121.0	161.0	-447.0	13.82	16.4	282
2014-01-04_13:55:37_289386	66.0	151.0	-647.0	13.18	16.5	282
2014-01-04_13:55:37_299137	207.0	69.0	-541.0	12.24	16.6	283
2014-01-04_13:55:37_308976	85.0	179.0	-306.0	12.56	16.7	283
2014-01-04_13:55:37_318817	1.0	179.0	-113.0	14.26	16.8	283
2014-01-04_13:55:37_328479	39.0	112.0	14.0	13.01	16.9	284
2014-01-04_13:55:37_338248	48.0	131.0	202.0	13.43	17.0	284
2014-01-04_13:55:37_348035	-117.0	127.0	42.0	13.48	17.1	284
2014-01-04_13:55:37_357867	-204.0	135.0	127.0	14.36	17.2	285
2014-01-04_13:55:37_367742	-58.0	143.0	-135.0	13.92	17.3	285
2014-01-04_13:55:37_377476	125.0	126.0	-337.0	12.99	17.4	286
2014-01-04_13:55:37_387307	91.0	213.0	-546.0	13.41	17.5	286
2014-01-04_13:55:37_397251	89.0	136.0	-574.0	13.45	17.6	286
2014-01-04_13:55:37_407021	175.0	212.0	-626.0	12.73	17.7	287
2014-01-04_13:55:37_416810	227.0	109.0	-384.0	13.77	17.8	287
2014-01-04_13:55:37_426558	22.0	259.0	-148.0	13.06	17.9	288
2014-01-04_13:55:37_436351	-66.0	148.0	-139.0	12.92	18.0	288
2014-01-04_13:55:37_446087	78.0	161.0	97.0	13.91	18.1	288
2014-01-04_13:55:37_455851	93.0	188.0	182.0	13.18	18.2	289
2014-01-04_13:55:37_465657	-103.0	177.0	90.0	13.77	18.3	289
2014-01-04_13:55:37_475877	-259.0	178.0	105.0	13.82	18.4	289
2014-01-04_13:55:37_485801	-220.0	150.0	22.0	15.03	18.5	290
