datetime	x	y	z	d	speed	speed_real
2014-01-04_13:56:42_898785	78.0	230.0	-178.0	13.77	0.1	220
2014-01-04_13:56:42_908793	150.0	126.0	-116.0	14.79	0.2	220
2014-01-04_13:56:42_918610	6.0	-40.0	-160.0	13.27	0.3	221
2014-01-04_13:56:42_928407	-84.0	138.0	-326.0	13.78	0.4	221
2014-01-04_13:56:42_938190	-26.0	176.0	-236.0	13.53	0.5	221
2014-01-04_13:56:42_947898	-70.0	232.0	-168.0	13.4	0.6	222
2014-01-04_13:56:42_957723	60.0	156.0	-256.0	14.86	0.7	222
2014-01-04_13:56:42_967419	38.0	150.0	-74.0	13.77	0.8	223
2014-01-04_13:56:42_977245	56.0	46.0	-276.0	13.89	0.9	223
2014-01-04_13:56:42_987085	-64.0	98.0	-346.0	13.75	1.0	223
2014-01-04_13:56:42_996891	-296.0	154.0	-118.0	13.87	1.1	224
2014-01-04_13:56:43_006598	-114.0	202.0	-272.0	13.87	1.2	224
2014-01-04_13:56:43_016468	-48.0	92.0	-162.0	15.1	1.3	224
2014-01-04_13:56:43_026272	34.0	104.0	-198.0	13.67	1.4	225
2014-01-04_13:56:43_036055	204.0	216.0	-238.0	13.65	1.5	225
2014-01-04_13:56:43_045895	-134.0	206.0	-236.0	13.63	1.6	226
2014-01-04_13:56:43_055665	128.0	148.0	-286.0	13.86	1.7	226
2014-01-04_13:56:43_065462	-60.0	106.0	-150.0	13.91	1.8	226
2014-01-04_13:56:43_075409	132.0	218.0	-192.0	13.95	1.9	227
2014-01-04_13:56:43_085202	206.0	28.0	-130.0	13.74	2.0	227
2014-01-04_13:56:43_094962	178.0	288.0	-146.0	13.84	2.1	227
2014-01-04_13:56:43_105048	314.0	-64.0	-300.0	20.3	2.2	228
2014-01-04_13:56:43_114917	-122.0	80.0	-196.0	13.86	2.3	228
2014-01-04_13:56:43_124925	104.0	42.0	-210.0	16.85	2.4	229
2014-01-04_13:56:43_134672	-238.0	304.0	-104.0	13.48	2.5	229
2014-01-04_13:56:43_144433	286.0	-32.0	-342.0	13.45	2.6	229
2014-01-04_13:56:43_154312	308.0	-112.0	-222.0	14.28	2.7	230
2014-01-04_13:56:43_164020	-42.0	278.0	-224.0	13.46	2.8	230
2014-01-04_13:56:43_174384	292.0	4.0	-256.0	14.13	2.9	231
2014-01-04_13:56:43_184167	78.0	68.0	-256.0	13.31	3.0	231
2014-01-04_13:56:43_193924	298.0	-72.0	-356.0	13.74	3.1	231
2014-01-04_13:56:43_203723	-192.0	416.0	-220.0	12.63	3.2	232
2014-01-04_13:56:43_213545	44.0	190.0	-218.0	13.8	3.3	232
2014-01-04_13:56:43_223419	186.0	346.0	-184.0	13.75	3.4	232
2014-01-04_13:56:43_233284	240.0	106.0	-270.0	14.57	3.5	233
2014-01-04_13:56:43_243103	0.0	-46.0	-264.0	13.99	3.6	233
2014-01-04_13:56:43_252890	150.0	158.0	-122.0	13.36	3.7	234
2014-01-04_13:56:43_262672	-162.0	296.0	-192.0	13.67	3.8	234
2014-01-04_13:56:43_272522	78.0	120.0	-206.0	13.89	3.9	234
2014-01-04_13:56:43_282327	-2.0	10.0	-138.0	14.01	4.0	235
2014-01-04_13:56:43_292238	0.0	318.0	-384.0	14.01	4.1	235
2014-01-04_13:56:43_302921	-72.0	336.0	-68.0	13.79	4.2	235
2014-01-04_13:56:43_312691	150.0	238.0	-216.0	13.75	4.3	236
2014-01-04_13:56:43_322572	30.0	10.0	-204.0	13.36	4.4	236
2014-01-04_13:56:43_332344	202.0	232.0	-204.0	13.33	4.5	237
2014-01-04_13:56:43_342130	162.0	30.0	-188.0	13.77	4.6	237
2014-01-04_13:56:43_351925	164.0	210.0	-278.0	13.72	4.7	237
2014-01-04_13:56:43_361689	30.0	368.0	-202.0	13.38	4.8	238
2014-01-04_13:56:43_371669	110.0	118.0	-434.0	14.3	4.9	238
2014-01-04_13:56:43_381512	-20.0	316.0	-10.0	13.85	5.0	239
2014-01-04_13:56:43_391346	76.0	-60.0	-372.0	13.87	5.1	239
2014-01-04_13:56:43_401080	46.0	240.0	-160.0	13.4	5.2	239
2014-01-04_13:56:43_410817	-50.0	80.0	-218.0	12.95	5.3	240
2014-01-04_13:56:43_420692	24.0	112.0	-192.0	16.1	5.4	240
2014-01-04_13:56:43_430503	-72.0	328.0	-178.0	13.79	5.5	240
2014-01-04_13:56:43_440294	40.0	166.0	-358.0	13.91	5.6	241
2014-01-04_13:56:43_450002	94.0	82.0	-182.0	13.57	5.7	241
2014-01-04_13:56:43_459839	40.0	286.0	-332.0	14.23	5.8	242
2014-01-04_13:56:43_469593	106.0	142.0	-234.0	13.6	5.9	242
2014-01-04_13:56:43_479426	-98.0	302.0	30.0	13.72	6.0	242
2014-01-04_13:56:43_489258	192.0	168.0	-482.0	13.84	6.1	243
2014-01-04_13:56:43_499103	-52.0	154.0	-200.0	13.51	6.2	243
2014-01-04_13:56:43_508839	40.0	386.0	-138.0	13.94	6.3	243
2014-01-04_13:56:43_518584	0.0	136.0	-280.0	13.52	6.4	244
2014-01-04_13:56:43_528467	46.0	-24.0	-252.0	14.7	6.5	244
2014-01-04_13:56:43_538285	104.0	136.0	-520.0	14.21	6.6	245
2014-01-04_13:56:43_548060	-4.0	-18.0	186.0	13.48	6.7	245
2014-01-04_13:56:43_557842	-14.0	206.0	-290.0	13.85	6.8	245
2014-01-04_13:56:43_567557	32.0	192.0	-436.0	13.8	6.9	246
2014-01-04_13:56:43_577343	-52.0	286.0	-58.0	13.98	7.0	246
2014-01-04_13:56:43_587237	-244.0	192.0	-34.0	13.75	7.1	246
2014-01-04_13:56:43_597036	150.0	382.0	-256.0	13.89	7.2	247
2014-01-04_13:56:43_606726	34.0	70.0	-34.0	13.87	7.3	247
2014-01-04_13:56:43_616508	-224.0	118.0	-394.0	13.75	7.4	248
2014-01-04_13:56:43_626331	-264.0	192.0	-378.0	13.43	7.5	248
2014-01-04_13:56:43_636127	-20.0	180.0	0.0	13.84	7.6	248
2014-01-04_13:56:43_646011	32.0	102.0	-542.0	15.71	7.7	249
2014-01-04_13:56:43_655807	16.0	-2.0	-88.0	13.84	7.8	249
2014-01-04_13:56:43_665707	-74.0	154.0	-174.0	15.08	7.9	250
2014-01-04_13:56:43_675586	-62.0	174.0	-176.0	13.85	8.0	250
2014-01-04_13:56:43_685318	-64.0	32.0	-286.0	13.84	8.1	250
2014-01-04_13:56:43_695020	-130.0	196.0	-192.0	14.02	8.2	251
2014-01-04_13:56:43_704691	364.0	-96.0	-576.0	13.41	8.3	251
2014-01-04_13:56:43_714521	-192.0	302.0	-220.0	13.72	8.4	251
2014-01-04_13:56:43_724360	172.0	-112.0	-266.0	14.01	8.5	252
2014-01-04_13:56:43_734236	-146.0	128.0	-2.0	14.43	8.6	252
2014-01-04_13:56:43_744011	-256.0	0.0	-396.0	13.48	8.7	253
2014-01-04_13:56:43_753882	-28.0	0.0	10.0	14.55	8.8	253
2014-01-04_13:56:43_763662	248.0	46.0	-896.0	14.4	8.9	253
2014-01-04_13:56:43_773441	120.0	332.0	-112.0	16.37	9.0	254
2014-01-04_13:56:43_783248	-164.0	392.0	-96.0	14.3	9.1	254
2014-01-04_13:56:43_793025	80.0	40.0	-96.0	13.91	9.2	254
2014-01-04_13:56:43_802754	158.0	8.0	-490.0	13.74	9.3	255
2014-01-04_13:56:43_812681	-218.0	216.0	478.0	16.14	9.4	255
2014-01-04_13:56:43_822486	-296.0	0.0	228.0	13.86	9.5	256
2014-01-04_13:56:43_832304	-352.0	48.0	-300.0	13.44	9.6	256
2014-01-04_13:56:43_842158	224.0	336.0	-566.0	13.96	9.7	256
2014-01-04_13:56:43_851948	14.0	94.0	152.0	13.74	9.8	257
2014-01-04_13:56:43_861758	-122.0	128.0	-82.0	14.47	9.9	257
2014-01-04_13:56:43_871525	416.0	242.0	-606.0	13.52	10.0	257
2014-01-04_13:56:43_881371	254.0	320.0	-734.0	14.06	10.1	258
2014-01-04_13:56:43_891317	150.0	100.0	36.0	13.84	10.2	258
2014-01-04_13:56:43_901041	-168.0	202.0	142.0	13.12	10.3	259
2014-01-04_13:56:43_910935	480.0	496.0	-622.0	14.42	10.4	259
2014-01-04_13:56:43_920781	112.0	122.0	-500.0	14.23	10.5	259
2014-01-04_13:56:43_931167	64.0	-28.0	26.0	14.3	10.6	260
