datetime	x	y	z	d	speed	speed_real
2014-01-04_16:48:45_431096	78.0	132.0	-239.0	0.0	0.1	220
2014-01-04_16:48:45_439951	-64.0	215.0	-175.0	0.0	0.2	220
2014-01-04_16:48:45_448415	84.0	149.0	-180.0	0.0	0.3	221
2014-01-04_16:48:45_456695	-84.0	165.0	-251.0	0.0	0.4	221
2014-01-04_16:48:45_464957	-56.0	163.0	-211.0	0.0	0.5	221
2014-01-04_16:48:45_473212	129.0	79.0	-191.0	0.0	0.6	222
2014-01-04_16:48:45_481489	57.0	156.0	-272.0	0.0	0.7	222
2014-01-04_16:48:45_489769	88.0	193.0	-219.0	0.0	0.8	223
2014-01-04_16:48:45_498075	5.0	81.0	-200.0	0.0	0.9	223
2014-01-04_16:48:45_506301	-73.0	169.0	-274.0	0.0	1.0	223
2014-01-04_16:48:45_514548	45.0	190.0	-217.0	0.0	1.1	224
2014-01-04_16:48:45_522890	-46.0	129.0	-187.0	0.0	1.2	224
2014-01-04_16:48:45_531130	25.0	202.0	-244.0	0.0	1.3	224
2014-01-04_16:48:45_539766	151.0	150.0	-238.0	0.0	1.4	225
2014-01-04_16:48:45_548134	-46.0	136.0	-174.0	0.0	1.5	225
2014-01-04_16:48:45_556404	-90.0	208.0	-219.0	0.0	1.6	226
2014-01-04_16:48:45_565717	-1.0	211.0	-257.0	0.0	1.7	226
2014-01-04_16:48:45_574609	-56.0	211.0	-225.0	0.0	1.8	226
2014-01-04_16:48:45_582837	-93.0	191.0	-175.0	0.0	1.9	227
2014-01-04_16:48:45_591111	99.0	55.0	-217.0	0.0	2.0	227
2014-01-04_16:48:45_599668	-53.0	210.0	-206.0	0.0	2.1	227
2014-01-04_16:48:45_607952	100.0	113.0	-269.0	0.0	2.2	228
2014-01-04_16:48:45_616232	54.0	61.0	-206.0	0.0	2.3	228
2014-01-04_16:48:45_625253	126.0	155.0	-270.0	0.0	2.4	229
2014-01-04_16:48:45_633520	73.0	154.0	-194.0	0.0	2.5	229
2014-01-04_16:48:45_641782	-49.0	166.0	-212.0	0.0	2.6	229
2014-01-04_16:48:45_650058	51.0	179.0	-212.0	0.0	2.7	230
2014-01-04_16:48:45_658331	137.0	123.0	-232.0	0.0	2.8	230
2014-01-04_16:48:45_666522	103.0	143.0	-251.0	0.0	2.9	231
2014-01-04_16:48:45_674802	42.0	175.0	-194.0	0.0	3.0	231
2014-01-04_16:48:45_683074	-20.0	161.0	-198.0	0.0	3.1	231
2014-01-04_16:48:45_691359	-35.0	193.0	-252.0	0.0	3.2	232
2014-01-04_16:48:45_700134	124.0	114.0	-211.0	0.0	3.3	232
2014-01-04_16:48:45_708491	-39.0	194.0	-192.0	0.0	3.4	232
2014-01-04_16:48:45_716799	-12.0	186.0	-228.0	0.0	3.5	233
2014-01-04_16:48:45_725644	-17.0	115.0	-184.0	0.0	3.6	233
2014-01-04_16:48:45_733964	24.0	185.0	-247.0	0.0	3.7	234
2014-01-04_16:48:45_742259	37.0	145.0	-210.0	0.0	3.8	234
2014-01-04_16:48:45_750518	-19.0	183.0	-211.0	0.0	3.9	234
2014-01-04_16:48:45_758766	44.0	197.0	-197.0	0.0	4.0	235
2014-01-04_16:48:45_767035	-21.0	125.0	-201.0	0.0	4.1	235
2014-01-04_16:48:45_775305	37.0	157.0	-254.0	0.0	4.2	235
2014-01-04_16:48:45_783561	82.0	113.0	-219.0	0.0	4.3	236
2014-01-04_16:48:45_791832	-73.0	207.0	-194.0	0.0	4.4	236
2014-01-04_16:48:45_800108	-16.0	178.0	-212.0	0.0	4.5	237
2014-01-04_16:48:45_808402	95.0	110.0	-202.0	0.0	4.6	237
2014-01-04_16:48:45_816620	26.0	207.0	-268.0	0.0	4.7	237
2014-01-04_16:48:45_824911	25.0	72.0	-142.0	0.0	4.8	238
2014-01-04_16:48:45_833242	99.0	153.0	-263.0	0.0	4.9	238
2014-01-04_16:48:45_841556	110.0	111.0	-239.0	0.0	5.0	239
2014-01-04_16:48:45_849824	22.0	216.0	-191.0	0.0	5.1	239
2014-01-04_16:48:45_858102	32.0	154.0	-204.0	0.0	5.2	239
2014-01-04_16:48:45_866370	-25.0	198.0	-235.0	0.0	5.3	240
2014-01-04_16:48:45_874666	-29.0	212.0	-189.0	0.0	5.4	240
2014-01-04_16:48:45_882929	-19.0	175.0	-276.0	0.0	5.5	240
2014-01-04_16:48:45_891195	-9.0	167.0	-255.0	0.0	5.6	241
2014-01-04_16:48:45_899528	-22.0	70.0	-136.0	0.0	5.7	241
2014-01-04_16:48:45_907934	79.0	168.0	-287.0	0.0	5.8	242
2014-01-04_16:48:45_916235	82.0	160.0	-118.0	0.0	5.9	242
2014-01-04_16:48:45_924559	42.0	189.0	-301.0	0.0	6.0	242
2014-01-04_16:48:45_932885	61.0	103.0	-132.0	0.0	6.1	243
2014-01-04_16:48:45_941203	7.0	187.0	-250.0	0.0	6.2	243
2014-01-04_16:48:45_949600	2.0	110.0	-128.0	0.0	6.3	243
2014-01-04_16:48:45_957912	16.0	174.0	-225.0	0.0	6.4	244
