datetime	reltime	speed	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	asin	angle	angle_rad	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed
2014-02-01_23:42:45_809905	303304.609375	18.0	45.0	114.0	-230.0	-4.00763358778626	13.740458015267176	-0.8320610687022901	-0.4351806640625	-0.1864013671875	0.46044921875	0.0	0.0	0.0	0	0	0	0	0	0.001	1e-05	0.002	0	0
2014-02-01_23:42:45_877243	309996.921875	18.09	43.0	112.0	-197.0	-5.816793893129771	18.83969465648855	-2.50381679389313	-0.4130859375	-0.1796875	0.40771484375	0.0	0.0	-13.31	-2.8912194532979667	-0.10087995301109444	2.8912194532979667	0.20070822857142506	41.648267171835776	0.001	1e-05	0.002	0.069419921875	0.08618976087925524
2014-02-01_23:42:45_944787	316752.015625	18.19	-8.0	79.0	-219.0	-4.854961832061068	25.396946564885496	-4.969465648854962	-0.5086669921875	0.20654296875	1.292724609375	0.0	0.0	-9.21	-6.091128217894885	-0.21253064263415508	6.091128217894885	0.6071453021146016	47.95589733192703	0.001	1e-05	0.002	0.06672607421875	0.10200899433477008
2014-02-01_23:42:46_011704	323466.515625	18.31	17.0	133.0	-191.0	-5.061068702290076	28.137404580152673	-2.0229007633587788	-0.4906005859375	0.254150390625	0.7723388671875	0.0	0.0	-16.08	-9.817222299698205	-0.3425409036880044	9.817222299698205	1.2687460325691409	55.289984165406814	0.001	1e-05	0.002	0.067391845703125	0.12040987809083753
2014-02-01_23:42:46_079017	330195.0	18.42	56.0	140.0	-187.0	-5.702290076335878	26.603053435114504	-2.5114503816793894	-0.548583984375	-0.188232421875	0.4385986328125	0.0	0.0	-17.04	-13.20491183821112	-0.4607436091490272	13.20491183821112	2.151637528134613	50.66776825462786	0.001	1e-05	0.002	0.06686083984375	0.1145619647227482
2014-02-01_23:42:46_146115	336909.109375	18.51	-32.0	124.0	-254.0	-3.1068702290076335	21.206106870229007	-3.877862595419847	-0.507568359375	0.007080078125	0.6802978515625	0.0	0.0	-14.87	-15.706322716354338	-0.5480224255531869	15.706322716354338	3.2040378411592423	37.33177006133904	0.001	1e-05	0.002	0.0670048828125	0.09040190321744401
2014-02-01_23:42:46_213152	343588.21875	18.57	49.0	136.0	-218.0	-7.3816793893129775	12.297709923664122	-1.9541984732824427	-0.4813232421875	-0.0391845703125	0.7427978515625	0.0	0.0	-16.49	-17.148175625501615	-0.5983313198011729	17.148175625501615	4.353631272111906	21.507731556632404	0.001	1e-05	0.002	0.067038818359375	0.060207175051487545
2014-02-01_23:42:46_280051	350277.71875	18.6	98.0	129.0	-222.0	0.7251908396946565	4.137404580152672	-0.7862595419847328	-0.439697265625	0.0601806640625	0.5638427734375	0.0	0.0	-15.54	-17.53904658245687	-0.6119695248589277	17.53904658245687	5.527813918489306	5.838532823592964	0.001	1e-05	0.002	0.06694677734375	0.029271390368827692
2014-02-01_23:42:46_346713	356944.609375	18.6	29.0	135.0	-225.0	-1.5267175572519085	-6.6183206106870225	1.0687022900763359	-0.547119140625	0.2264404296875	1.5245361328125	0.0	0.0	-16.35	-16.729517196572356	-0.5837235588476049	16.729517196572356	6.641915626072468	-12.156013845149504	0.001	1e-05	0.002	0.066594970703125	-0.007516091337465929
2014-02-01_23:42:46_413655	363638.03125	18.56	77.0	126.0	-210.0	-6.396946564885496	-15.435114503816793	2.1297709923664123	-0.4547119140625	0.0313720703125	0.4857177734375	0.0	0.0	-15.14	-14.896959372314985	-0.5197822530465801	14.896959372314985	7.636167644726425	-27.45736387072041	0.001	1e-05	0.002	0.066741943359375	-0.03994140669267857
