datetime	x	y	z	d	speed	speed_real
2014-01-04_16:45:58_927512	89.0	158.0	-253.0	0.0	0.1	220
2014-01-04_16:45:58_936575	8.0	165.0	-200.0	0.0	0.2	220
2014-01-04_16:45:58_944984	78.0	167.0	-288.0	0.0	0.3	221
2014-01-04_16:45:58_953245	78.0	167.0	-288.0	0.0	0.4	221
2014-01-04_16:45:58_961495	39.0	141.0	-178.0	0.0	0.5	221
2014-01-04_16:45:58_969742	49.0	159.0	-246.0	0.0	0.6	222
2014-01-04_16:45:58_977987	12.0	128.0	-226.0	0.0	0.7	222
2014-01-04_16:45:58_986239	-50.0	155.0	-225.0	0.0	0.8	223
2014-01-04_16:45:58_994504	16.0	162.0	-282.0	0.0	0.9	223
2014-01-04_16:45:59_002725	-7.0	170.0	-177.0	0.0	1.0	223
2014-01-04_16:45:59_011182	-7.0	170.0	-177.0	0.0	1.1	224
2014-01-04_16:45:59_019688	4.0	178.0	-239.0	0.0	1.2	224
2014-01-04_16:45:59_028140	-28.0	140.0	-197.0	0.0	1.3	224
2014-01-04_16:45:59_036387	35.0	147.0	-226.0	0.0	1.4	225
2014-01-04_16:45:59_044717	97.0	160.0	-271.0	0.0	1.5	225
2014-01-04_16:45:59_052951	-21.0	136.0	-159.0	0.0	1.6	226
2014-01-04_16:45:59_062156	50.0	176.0	-254.0	0.0	1.7	226
2014-01-04_16:45:59_071797	36.0	146.0	-169.0	0.0	1.8	226
2014-01-04_16:45:59_080221	55.0	160.0	-253.0	0.0	1.9	227
2014-01-04_16:45:59_088512	55.0	160.0	-253.0	0.0	2.0	227
2014-01-04_16:45:59_096769	75.0	159.0	-237.0	0.0	2.1	227
2014-01-04_16:45:59_105008	-34.0	171.0	-170.0	0.0	2.2	228
2014-01-04_16:45:59_113248	112.0	159.0	-267.0	0.0	2.3	228
2014-01-04_16:45:59_121497	41.0	136.0	-170.0	0.0	2.4	229
2014-01-04_16:45:59_129703	44.0	168.0	-248.0	0.0	2.5	229
2014-01-04_16:45:59_138020	44.0	168.0	-248.0	0.0	2.6	229
2014-01-04_16:45:59_146307	-20.0	146.0	-182.0	0.0	2.7	230
2014-01-04_16:45:59_154546	20.0	170.0	-238.0	0.0	2.8	230
2014-01-04_16:45:59_162785	28.0	173.0	-253.0	0.0	2.9	231
2014-01-04_16:45:59_171042	-33.0	174.0	-160.0	0.0	3.0	231
2014-01-04_16:45:59_179292	82.0	169.0	-285.0	0.0	3.1	231
2014-01-04_16:45:59_187524	-8.0	166.0	-182.0	0.0	3.2	232
2014-01-04_16:45:59_196045	-8.0	166.0	-182.0	0.0	3.3	232
2014-01-04_16:45:59_204383	30.0	178.0	-252.0	0.0	3.4	232
2014-01-04_16:45:59_212660	29.0	141.0	-194.0	0.0	3.5	233
2014-01-04_16:45:59_220914	79.0	161.0	-257.0	0.0	3.6	233
2014-01-04_16:45:59_229259	-25.0	150.0	-112.0	0.0	3.7	234
2014-01-04_16:45:59_237559	28.0	177.0	-272.0	0.0	3.8	234
2014-01-04_16:45:59_245889	-14.0	150.0	-153.0	0.0	3.9	234
2014-01-04_16:45:59_254100	-14.0	150.0	-153.0	0.0	4.0	235
2014-01-04_16:45:59_262336	42.0	163.0	-252.0	0.0	4.1	235
2014-01-04_16:45:59_270632	30.0	151.0	-188.0	0.0	4.2	235
2014-01-04_16:45:59_278920	-20.0	178.0	-237.0	0.0	4.3	236
2014-01-04_16:45:59_287152	19.0	133.0	-210.0	0.0	4.4	236
2014-01-04_16:45:59_295396	11.0	182.0	-231.0	0.0	4.5	237
2014-01-04_16:45:59_303692	11.0	182.0	-231.0	0.0	4.6	237
2014-01-04_16:45:59_311945	38.0	145.0	-205.0	0.0	4.7	237
2014-01-04_16:45:59_320226	30.0	160.0	-249.0	0.0	4.8	238
2014-01-04_16:45:59_328853	2.0	164.0	-173.0	0.0	4.9	238
2014-01-04_16:45:59_337068	51.0	192.0	-267.0	0.0	5.0	239
2014-01-04_16:45:59_345303	-25.0	138.0	-125.0	0.0	5.1	239
2014-01-04_16:45:59_353550	43.0	180.0	-273.0	0.0	5.2	239
2014-01-04_16:45:59_361803	43.0	180.0	-273.0	0.0	5.3	240
2014-01-04_16:45:59_370060	11.0	139.0	-116.0	0.0	5.4	240
2014-01-04_16:45:59_378294	76.0	168.0	-291.0	0.0	5.5	240
2014-01-04_16:45:59_386528	10.0	146.0	-151.0	0.0	5.6	241
2014-01-04_16:45:59_394765	85.0	146.0	-291.0	0.0	5.7	241
2014-01-04_16:45:59_403047	-38.0	178.0	-194.0	0.0	5.8	242
2014-01-04_16:45:59_411305	62.0	124.0	-257.0	0.0	5.9	242
2014-01-04_16:45:59_419618	62.0	124.0	-257.0	0.0	6.0	242
2014-01-04_16:45:59_428541	7.0	178.0	-231.0	0.0	6.1	243
2014-01-04_16:45:59_436990	18.0	118.0	-138.0	0.0	6.2	243
2014-01-04_16:45:59_445286	75.0	189.0	-281.0	0.0	6.3	243
2014-01-04_16:45:59_453646	-38.0	146.0	-173.0	0.0	6.4	244
2014-01-04_16:45:59_461933	84.0	147.0	-273.0	0.0	6.5	244
2014-01-04_16:45:59_470197	-27.0	207.0	-199.0	0.0	6.6	245
2014-01-04_16:45:59_478463	-27.0	207.0	-199.0	0.0	6.7	245
2014-01-04_16:45:59_486756	37.0	131.0	-138.0	0.0	6.8	245
2014-01-04_16:45:59_495005	33.0	187.0	-335.0	0.0	6.9	246
2014-01-04_16:45:59_503258	-36.0	151.0	-162.0	0.0	7.0	246
2014-01-04_16:45:59_511497	87.0	121.0	-256.0	0.0	7.1	246
2014-01-04_16:45:59_519750	-16.0	165.0	-270.0	0.0	7.2	247
2014-01-04_16:45:59_528018	42.0	124.0	-84.0	0.0	7.3	247
2014-01-04_16:45:59_536275	42.0	124.0	-84.0	0.0	7.4	248
2014-01-04_16:45:59_544538	91.0	200.0	-298.0	0.0	7.5	248
2014-01-04_16:45:59_552800	-8.0	176.0	-185.0	0.0	7.6	248
2014-01-04_16:45:59_561061	32.0	105.0	-119.0	0.0	7.7	249
2014-01-04_16:45:59_569331	39.0	199.0	-397.0	0.0	7.8	249
2014-01-04_16:45:59_577572	-9.0	147.0	-125.0	0.0	7.9	250
2014-01-04_16:45:59_585887	-9.0	147.0	-125.0	0.0	8.0	250
2014-01-04_16:45:59_594133	68.0	87.0	-156.0	0.0	8.1	250
2014-01-04_16:45:59_602387	-5.0	212.0	-392.0	0.0	8.2	251
2014-01-04_16:45:59_610673	-25.0	123.0	-97.0	0.0	8.3	251
2014-01-04_16:45:59_618927	70.0	109.0	-203.0	0.0	8.4	251
2014-01-04_16:45:59_627184	7.0	169.0	-412.0	0.0	8.5	252
2014-01-04_16:45:59_635891	-40.0	126.0	-87.0	0.0	8.6	252
2014-01-04_16:45:59_644259	-40.0	126.0	-87.0	0.0	8.7	253
2014-01-04_16:45:59_652557	39.0	143.0	-186.0	0.0	8.8	253
2014-01-04_16:45:59_660799	15.0	219.0	-395.0	0.0	8.9	253
2014-01-04_16:45:59_669293	-30.0	115.0	-109.0	0.0	9.0	254
2014-01-04_16:45:59_677597	28.0	90.0	-83.0	0.0	9.1	254
2014-01-04_16:45:59_685928	-44.0	210.0	-472.0	0.0	9.2	254
2014-01-04_16:45:59_694172	-29.0	167.0	-148.0	0.0	9.3	255
2014-01-04_16:45:59_702431	-29.0	167.0	-148.0	0.0	9.4	255
2014-01-04_16:45:59_710670	23.0	128.0	-27.0	0.0	9.5	256
2014-01-04_16:45:59_718940	155.0	183.0	-393.0	0.0	9.6	256
2014-01-04_16:45:59_727171	-13.0	215.0	-286.0	0.0	9.7	256
2014-01-04_16:45:59_735377	-3.0	57.0	55.0	0.0	9.8	257
2014-01-04_16:45:59_744208	-3.0	151.0	-262.0	0.0	9.9	257
2014-01-04_16:45:59_752433	66.0	223.0	-466.0	0.0	10.0	257
2014-01-04_16:45:59_760700	66.0	223.0	-466.0	0.0	10.1	258
2014-01-04_16:45:59_768966	-6.0	99.0	-93.0	0.0	10.2	258
2014-01-04_16:45:59_777198	151.0	82.0	-9.0	0.0	10.3	259
2014-01-04_16:45:59_785435	140.0	160.0	-397.0	0.0	10.4	259
2014-01-04_16:45:59_793680	-34.0	222.0	-381.0	0.0	10.5	259
2014-01-04_16:45:59_801944	-81.0	90.0	-1.0	0.0	10.6	260
2014-01-04_16:45:59_810466	109.0	86.0	-55.0	0.0	10.7	260
2014-01-04_16:45:59_818867	109.0	86.0	-55.0	0.0	10.8	261
2014-01-04_16:45:59_827127	82.0	268.0	-460.0	0.0	10.9	261
2014-01-04_16:45:59_835365	43.0	183.0	-343.0	0.0	11.0	261
2014-01-04_16:45:59_843653	-245.0	140.0	12.0	0.0	11.1	262
2014-01-04_16:45:59_851973	-5.0	192.0	-67.0	0.0	11.2	262
2014-01-04_16:45:59_860308	31.0	266.0	-437.0	0.0	11.3	262
2014-01-04_16:45:59_868600	-130.0	237.0	-338.0	0.0	11.4	263
