datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	asin	angle	angle_rad	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed	Motor0	Motor1
2014-03-04_19:32:53_770953	2045474.0	-62.0	130.0	-259.0	-0.8106870229007632	-37.72767175572519	-0.6750000000000002	-0.034423828125	0.434814453125	-0.91845703125	0.0	0.0	0.0	0	-0.060532019782107135	0	0	0	0.001	0	0.002	0	0	220	220
2014-03-04_19:32:53_811878	2086266.0	37.0	-41.0	-272.0	-0.7954198473282443	-37.72767175572519	-1.6826335877862597	-0.289306640625	0.771240234375	-0.885986328125	0.0	-7.75	0.0	-1.9564106482140173	-0.034143292289947946	1.9564106482140173	84.5383382443104	-37.72767175572519	0.001	0	0.002	43.2109375	-0.07349893286323636	231	231
2014-03-04_19:32:53_862923	2137278.0	15.0	-45.0	-280.0	0.013740458015267354	-39.59026717557252	-0.6215648854961832	-0.08935546875	0.1982421875	-1.03759765625	0.0	-3.07	0.0	-0.02405889758754928	-0.0004198760486483295	0.02405889758754928	85.75035807407184	-39.59026717557252	0.001	0	0.002	50.377197265625	-0.07915647545355749	230	231
2014-03-04_19:32:53_912878	2187235.0	-35.0	6.0	-262.0	1.4564885496183209	-38.132251908396945	0.5540076335877862	0.35546875	-0.757080078125	-1.017822265625	0.0	7.61	0.0	1.9973577596178136	0.03485790156401071	-1.9973577596178136	-14.131671355800506	-38.132251908396945	0.001	0	0.002	50.007080078125	-0.07826186157641171	230	232
2014-03-04_19:32:53_963444	2237796.0	-111.0	109.0	-247.0	0.9297709923664126	-36.39179389312977	-0.774236641221374	0.396484375	-0.66455078125	-1.002197265625	0.0	24.2	0.0	4.225229710722159	0.07373873840701849	-4.225229710722159	-225.46536540747255	-36.39179389312977	0.001	0	0.002	50.01708984375	-0.0770088174969817	230	232
2014-03-04_19:32:54_013321	2287680.0	-97.0	160.0	-230.0	-0.45954198473282437	-37.91851145038168	-1.9574427480916028	-0.12109375	0.22021484375	-0.943359375	0.0	22.87	0.0	6.457368041670474	0.11269403214084597	-6.457368041670474	-548.5529018068635	-37.91851145038168	0.001	0	0.002	50.033935546875	-0.08229439094243383	229	232
2014-03-04_19:32:54_064582	2338947.0	-18.0	-72.0	-275.0	-1.841221374045801	-35.22385496183206	-4.140648854961832	-0.4716796875	0.571533203125	-0.970703125	0.0	3.75	0.0	8.131815743711677	0.14191650512585824	-8.131815743711677	-955.7849430171589	-35.22385496183206	0.001	0	0.002	50.078857421875	-0.0785795256673758	229	233
2014-03-04_19:32:54_113730	2388087.0	4.0	-75.0	-282.0	1.0748091603053438	-32.697137404580154	0.5845419847328244	-0.153076171875	-0.128662109375	-0.808349609375	0.0	-0.81	0.0	9.555022348191269	0.1667543167223607	-9.555022348191269	-1433.5173982736985	-32.697137404580154	0.001	0	0.002	49.998046875	-0.07494929715735157	229	233
2014-03-04_19:32:54_164061	2438420.0	-118.0	85.0	-235.0	2.1969465648854962	-31.91851145038168	1.3784351145038167	0.13330078125	-1.05078125	-1.01513671875	0.0	26.66	0.0	11.46506702355074	0.2000884297303794	-11.46506702355074	-2008.181490120149	-31.91851145038168	0.001	0	0.002	50.123046875	-0.0753020899243141	229	233
2014-03-04_19:32:54_214416	2488779.0	-126.0	143.0	-220.0	0.6625954198473285	-23.689503816793895	1.9433206106870227	0.173828125	-0.99267578125	-1.05224609375	0.0	29.8	0.0	12.988595607101903	0.2266770612059669	-12.988595607101903	-2655.3630003860267	-23.689503816793895	0.001	0	0.002	49.826904296875	-0.060367603240689696	228	233
2014-03-04_19:32:54_264199	2538557.0	-24.0	-98.0	-265.0	2.4946564885496185	-26.04828244274809	2.691412213740458	-0.0341796875	-0.404296875	-1.070556640625	0.0	5.18	0.0	14.113289008845976	0.2463052183044673	-14.113289008845976	-3363.5668780743017	-26.04828244274809	0.001	0	0.002	50.179931640625	-0.06620985389434215	228	234
2014-03-04_19:32:54_314710	2589071.0	-93.0	-3.0	-239.0	0.2503816793893132	-17.72003816793893	0.9433206106870229	-0.204833984375	-0.120361328125	-1.058349609375	0.0	21.26	0.0	15.125273194639915	0.26396637337940515	-15.125273194639915	-4120.436139565068	-17.72003816793893	0.001	0	0.002	50.0400390625	-0.05056534953051778	228	234
2014-03-04_19:32:54_364853	2639214.0	-102.0	58.0	-236.0	0.5175572519083973	-11.262022900763359	-0.2246183206106871	-0.299072265625	0.05615234375	-1.020263671875	0.0	23.38	0.0	15.843789793318996	0.27650593007537516	-15.843789793318996	-4915.016122905889	-11.262022900763359	0.001	0	0.002	50.15087890625	-0.03836783559484572	228	234
2014-03-04_19:32:54_415064	2689427.0	-97.0	-48.0	-248.0	-1.841221374045801	-9.994847328244276	-1.2933206106870228	-0.296630859375	0.108642578125	-0.832763671875	0.0	21.36	0.0	16.443362061961388	0.28696966949321795	-16.443362061961388	-5736.228776743522	-9.994847328244276	0.001	0	0.002	49.94189453125	-0.036433056718449944	228	234
2014-03-04_19:32:54_465505	2739870.0	-48.0	5.0	-236.0	-1.0320610687022893	-2.116984732824428	-2.5681297709923663	-0.26171875	0.080322265625	-0.90087890625	0.0	11.5	0.0	16.44827707757154	0.28705544637995706	-16.44827707757154	-6559.449784843923	-2.116984732824428	0.001	0	0.002	50.049072265625	-0.020682246543220397	228	234
2014-03-04_19:32:54_515412	2789780.0	-102.0	37.0	-243.0	-0.8259541984732821	4.997519083969466	-2.1635496183206104	-0.279541015625	0.087158203125	-0.982421875	0.0	22.77	0.0	16.32870005207208	0.28496858729619684	-16.32870005207208	-7379.799529501027	4.997519083969466	0.001	0	0.002	50.23974609375	-0.0063336618841331495	227	234
2014-03-04_19:32:54_565731	2840093.0	-47.0	-26.0	-257.0	-1.1160305343511445	5.982251908396947	-3.1788167938931298	-0.3134765625	0.092041015625	-0.956298828125	0.0	10.36	0.0	15.914316773852642	0.2777367674319833	-15.914316773852642	-8180.857698653632	5.982251908396947	0.001	0	0.002	50.335693359375	-0.003949812957058749	227	234
2014-03-04_19:32:54_615649	2890045.0	-122.0	53.0	-241.0	-2.932824427480916	10.783778625954199	-3.545229007633588	-0.228515625	0.099365234375	-0.953125	0.0	26.85	0.0	15.607309797968485	0.27237887954569784	-15.607309797968485	-8957.30611958909	10.783778625954199	0.001	0	0.002	49.7490234375	0.0059602474539399136	227	234
2014-03-04_19:32:54_666525	2940888.0	-121.0	99.0	-231.0	-1.0854961832061067	14.134923664122136	-4.308587786259542	-0.27490234375	0.00244140625	-0.990234375	0.0	27.65	0.0	15.152590624811697	0.2644431173614607	-15.152590624811697	-9718.131900414595	14.134923664122136	0.001	0	0.002	50.2109375	0.013117256703432575	228	234
2014-03-04_19:32:54_716771	2991134.0	-114.0	-10.0	-230.0	-1.2687022900763352	14.23416030534351	-3.300954198473282	-0.2734375	-0.068359375	-0.9189453125	0.0	26.37	0.0	14.679749259840358	0.25619108655916856	-14.679749259840358	-10451.764555013859	14.23416030534351	0.001	0	0.002	49.975830078125	0.013788571350846662	228	234
2014-03-04_19:32:54_767192	3041632.0	-63.0	-33.0	-248.0	-0.12366412213740441	13.951717557251909	-3.407824427480916	-0.219482421875	-0.072021484375	-0.9716796875	0.0	14.25	0.0	13.978517796736956	0.24395319016992942	-13.978517796736956	-11159.986705221389	13.951717557251909	0.001	0	0.002	50.6650390625	0.013924917317766862	228	234
2014-03-04_19:32:54_817107	3091542.0	-51.0	48.0	-252.0	-1.955725190839694	19.608206106870227	-2.1635496183206104	-0.3203125	-0.0087890625	-1.003173828125	0.0	11.44	0.0	12.97665208361231	0.22646862275065113	-12.97665208361231	-11802.289797696847	19.608206106870227	0.001	0	0.002	49.496826171875	0.026239760130128145	228	234
2014-03-04_19:32:54_867587	3141951.0	-128.0	-38.0	-240.0	1.0824427480916032	20.71507633587786	-2.0719465648854962	-0.26806640625	0.063720703125	-1.002685546875	0.0	28.07	0.0	12.253520134841239	0.21384851893265688	-12.253520134841239	-12421.032732865046	20.71507633587786	0.001	0	0.002	50.4951171875	0.02917663253691448	228	234
2014-03-04_19:32:54_917574	3191933.0	-18.0	-2.0	-269.0	-0.2534351145038163	23.76851145038168	-0.6750000000000002	-0.287109375	0.18212890625	-0.943359375	0.0	3.83	0.0	10.926743132179812	0.19069359742024106	-10.926743132179812	-12964.376772825035	23.76851145038168	0.001	0	0.002	49.72607421875	0.036610279768583553	228	234
2014-03-04_19:32:54_967832	3242195.0	-45.0	-10.0	-266.0	-0.46717557251908337	23.386832061068702	-1.3467557251908397	-0.2724609375	0.19921875	-0.910888671875	0.0	9.6	0.0	9.745645489405941	0.17008107311354173	-9.745645489405941	-13455.342216049628	23.386832061068702	0.001	0	0.002	50.3779296875	0.03702801863273146	228	234
2014-03-04_19:32:55_017801	3292207.0	-47.0	24.0	-272.0	0.31145038167938965	25.44790076335878	0.889885496183206	-0.271240234375	0.1533203125	-0.921875	0.0	9.8	0.0	8.50712885919969	0.1484664722373419	-8.50712885919969	-13878.222951587697	25.44790076335878	0.001	0	0.002	49.708984375	0.04238867266751787	228	233
2014-03-04_19:32:55_068508	3342871.0	-72.0	-21.0	-253.0	0.05190839694656546	20.96698473282443	-0.06431297709923667	-0.27490234375	0.14599609375	-0.900390625	0.0	15.89	0.0	7.620907400817354	0.13300012915911613	-7.620907400817354	-14261.653576337512	20.96698473282443	0.001	0	0.002	50.31298828125	0.03431306206483151	228	233
2014-03-04_19:32:55_118278	3392641.0	-51.0	35.0	-247.0	-0.9328244274809161	23.539503816793896	0.9204198473282442	-0.236083984375	0.18115234375	-0.939697265625	0.0	11.67	0.0	6.553247028605964	0.11436731289015643	-6.553247028605964	-14587.93840196419	23.539503816793896	0.001	0	0.002	49.789794921875	0.04052576060498183	229	233
2014-03-04_19:32:55_169044	3443411.0	-66.0	-115.0	-273.0	-0.8030534351145033	22.7074427480916	0.8593511450381679	-0.29150390625	0.2001953125	-1.0234375	0.0	13.59	0.0	5.581242293303345	0.09740387946428176	-5.581242293303345	-14867.029131396974	22.7074427480916	0.001	0	0.002	50.005126953125	0.039833643202879854	229	233
2014-03-04_19:32:55_218481	3492874.0	-50.0	121.0	-258.0	-0.24580152671755684	18.692175572519083	-2.354389312977099	-0.24072265625	0.1875	-0.918212890625	0.0	10.97	0.0	4.774595010884924	0.08332626546046988	-4.774595010884924	-15105.362553253794	18.692175572519083	0.001	0	0.002	49.9169921875	0.03260975613415324	229	233
2014-03-04_19:32:55_269710	3544108.0	-25.0	11.0	-257.0	0.2885496183206109	15.57003816793893	-1.1635496183206109	-0.145751953125	0.143310546875	-0.89208984375	0.0	5.56	0.0	4.023850609680858	0.0702242689298579	-4.023850609680858	-15307.464772620786	15.57003816793893	0.001	0	0.002	50.22607421875	0.027116225726197006	229	233
