datetime	reltime	speed	adxl_x	adxl_y	adxl_z	mpu_x	mpu_y	mpu_z	gx	gy	gz	yaw	pitch	roll	d	speed_real
2014-02-01_14:46:23_929954	181947.890625	0.05	41.0	158.0	-220.0	0	0	0	0	0	0	0	0	0	15.59	220
2014-02-01_14:46:23_989159	187809.984375	0.1	29.0	129.0	-225.0	0	0	0	0	0	0	0	0	0	25.45	220
2014-02-01_14:46:24_046858	193587.984375	0.15	40.0	156.0	-224.0	0	0	0	0	0	0	0	0	0	24.46	220
2014-02-01_14:46:24_128536	201747.390625	0.2	34.0	176.0	-204.0	0	0	0	0	0	0	1.6723692844739242	-34.270847899353555	4.5003937634398	24.63	220
2014-02-01_14:46:24_210087	209903.90625	0.25	46.0	163.0	-219.0	0	0	0	0	0	0	1.6245296005664767	-34.35933510826237	4.403204007689689	25.36	220
2014-02-01_14:46:24_267845	215733.1875	0.3	18.0	146.0	-220.0	0	0	0	0	0	0	0	0	0	24.72	221
2014-02-01_14:46:24_349575	223879.40625	0.35	33.0	162.0	-234.0	0	0	0	0	0	0	1.5683107090995698	-34.44746174234689	4.308154235431585	25.08	221
2014-02-01_14:46:24_407285	229655.6875	0.4	40.0	167.0	-238.0	0	0	0	0	0	0	0	0	0	15.54	221
2014-02-01_14:46:24_488044	237724.390625	0.45	35.0	152.0	-234.0	0	0	0	0	0	0	1.513969014693452	-34.528715273297195	4.2199965496203085	15.95	221
2014-02-01_14:46:24_568373	245730.796875	0.5	30.0	156.0	-229.0	0	0	0	0	0	0	1.4621921584904247	-34.61644330856881	4.138424639150829	15.52	221
2014-02-01_14:46:24_625772	251471.078125	0.55	44.0	167.0	-229.0	0	0	0	0	0	0	0	0	0	15.32	222
2014-02-01_14:46:24_706224	259516.6875	0.6	32.0	146.0	-194.0	0	0	0	0	0	0	1.4095263018969244	-34.69082883222526	4.057202891666966	16.13	222
2014-02-01_14:46:24_763760	265270.390625	0.65	40.0	156.0	-206.0	0	0	0	0	0	0	0	0	0	14.98	222
2014-02-01_14:46:24_844818	273376.296875	0.7	36.0	148.0	-224.0	0	0	0	0	0	0	1.353698269997024	-34.76331276415232	3.9691535393879844	15.62	222
2014-02-01_14:46:24_925266	281421.390625	0.75	48.0	146.0	-191.0	0	0	0	0	0	0	1.2927371476403826	-34.844047027790246	3.8900069904579913	15.15	222
2014-02-01_14:46:24_983109	287204.59375	0.8	49.0	158.0	-195.0	0	0	0	0	0	0	0	0	0	27.27	223
2014-02-01_14:46:25_064918	295387.28125	0.85	45.0	155.0	-208.0	0	0	0	0	0	0	1.2418992572144023	-34.91824209103655	3.815619839521818	23.63	223
2014-02-01_14:46:25_122224	301116.390625	0.9	45.0	157.0	-240.0	0	0	0	0	0	0	0	0	0	15.09	223
