datetime	x	y	z	d	speed	speed_real
2014-01-04_16:42:54_604051	232.0	186.0	-234.0	45.92	0.1	220
2014-01-04_16:42:54_617006	64.0	114.0	-168.0	45.93	0.2	220
2014-01-04_16:42:54_626821	-26.0	74.0	-356.0	13.89	0.3	221
2014-01-04_16:42:54_636617	-34.0	96.0	-212.0	14.03	0.4	221
2014-01-04_16:42:54_646395	-88.0	168.0	-256.0	13.84	0.5	221
2014-01-04_16:42:54_656173	-116.0	44.0	-186.0	14.32	0.6	222
2014-01-04_16:42:54_665947	-130.0	230.0	-236.0	14.16	0.7	222
2014-01-04_16:42:54_675752	-26.0	218.0	-210.0	13.92	0.8	223
2014-01-04_16:42:54_685536	30.0	192.0	-186.0	14.35	0.9	223
2014-01-04_16:42:54_695341	-30.0	190.0	-226.0	14.43	1.0	223
2014-01-04_16:42:54_705073	0.0	66.0	-210.0	13.98	1.1	224
2014-01-04_16:42:54_714895	190.0	202.0	-160.0	13.84	1.2	224
2014-01-04_16:42:54_724644	-22.0	240.0	-274.0	13.67	1.3	224
2014-01-04_16:42:54_735528	160.0	170.0	-194.0	14.13	1.4	225
2014-01-04_16:42:54_746071	212.0	172.0	-242.0	16.61	1.5	225
2014-01-04_16:42:54_755857	24.0	38.0	-212.0	14.26	1.6	226
2014-01-04_16:42:54_765639	238.0	82.0	-342.0	14.06	1.7	226
2014-01-04_16:42:54_775435	56.0	242.0	-100.0	14.15	1.8	226
2014-01-04_16:42:54_785191	-320.0	148.0	-162.0	13.99	1.9	227
2014-01-04_16:42:54_794901	306.0	180.0	-270.0	13.8	2.0	227
2014-01-04_16:42:54_804882	124.0	-16.0	-192.0	14.19	2.1	227
2014-01-04_16:42:54_814623	124.0	52.0	-240.0	14.4	2.2	228
2014-01-04_16:42:54_824457	216.0	46.0	-184.0	14.86	2.3	228
2014-01-04_16:42:54_834251	-80.0	238.0	-158.0	14.08	2.4	229
2014-01-04_16:42:54_844100	348.0	-34.0	-204.0	14.33	2.5	229
2014-01-04_16:42:54_853888	448.0	70.0	-226.0	13.87	2.6	229
2014-01-04_16:42:54_863708	272.0	148.0	-232.0	14.86	2.7	230
2014-01-04_16:42:54_873470	-490.0	244.0	-98.0	13.7	2.8	230
2014-01-04_16:42:54_883251	16.0	106.0	-288.0	13.89	2.9	231
2014-01-04_16:42:54_893052	298.0	256.0	-276.0	14.3	3.0	231
2014-01-04_16:42:54_903139	-352.0	214.0	-172.0	13.8	3.1	231
2014-01-04_16:42:54_913885	320.0	104.0	-136.0	14.67	3.2	232
2014-01-04_16:42:54_923692	30.0	192.0	-192.0	14.3	3.3	232
2014-01-04_16:42:54_933460	174.0	68.0	-256.0	14.26	3.4	232
2014-01-04_16:42:54_943252	26.0	122.0	-204.0	14.01	3.5	233
2014-01-04_16:42:54_953045	22.0	112.0	-172.0	13.82	3.6	233
2014-01-04_16:42:54_962867	-38.0	304.0	-284.0	14.3	3.7	234
2014-01-04_16:42:54_972680	306.0	76.0	-114.0	14.3	3.8	234
2014-01-04_16:42:54_982524	-110.0	40.0	-240.0	14.3	3.9	234
2014-01-04_16:42:54_992337	262.0	-20.0	-188.0	14.33	4.0	235
2014-01-04_16:42:55_002181	0.0	152.0	-240.0	14.72	4.1	235
2014-01-04_16:42:55_012212	-40.0	104.0	-130.0	14.52	4.2	235
2014-01-04_16:42:55_022043	204.0	212.0	-306.0	14.01	4.3	236
2014-01-04_16:42:55_031809	140.0	-2.0	-152.0	13.77	4.4	236
2014-01-04_16:42:55_041524	122.0	234.0	-226.0	13.84	4.5	237
2014-01-04_16:42:55_051468	64.0	150.0	-168.0	14.13	4.6	237
2014-01-04_16:42:55_061276	-20.0	104.0	-212.0	13.5	4.7	237
2014-01-04_16:42:55_071129	26.0	314.0	-50.0	14.33	4.8	238
