datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	asin	angle	angle_rad	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed	Motor0	Motor1
2014-03-22_17:53:56_901111	1046883.0	-177.0	24.0	-164.0	-1.4175572519083968	3.7236641221374045	-0.055152671755725136	-0.8248828125000001	-0.359365234375	-0.90576171875	0.0	0.0	0.0	0	-0.09812940280890957	0	0	0	0.0005	0	0.0	0	0	220	220
2014-03-22_17:53:56_941117	1086604.0	-140.0	7.0	-184.0	2.284732824427481	1.441221374045801	2.2272900763358776	-0.5739062500000001	0.21119140625	-0.869140625	0.0	37.27	0.0	-4.825368273344788	-0.08421236079135756	4.825368273344788	206.32808221725574	1.441221374045801	0.0005	0	0.0	42.759033203125	0	242	242
2014-03-22_17:53:56_991108	1136563.0	-160.0	75.0	-182.0	-2.5625954198473284	-0.8793893129770998	0.05171755725190845	-0.7987597656250001	-0.364248046875	-0.21044921875	0.0	41.32	0.0	-3.8592998892625756	-0.06735252860842192	3.8592998892625756	399.3938933522964	-0.8793893129770998	0.0005	0	0.0	50.026123046875	0	242	242
2014-03-22_17:53:57_041950	1187407.0	-178.0	-13.0	-210.0	-0.8526717557251908	-3.5282442748091607	-0.09332061068702285	-0.8229296875000001	0.1198828125	-0.730224609375	0.0	40.29	0.0	-2.7999666198103204	-0.04886503699494451	2.7999666198103204	542.2256866570492	-3.5282442748091607	0.0005	0	0.0	51.011962890625	0	242	242
2014-03-22_17:53:57_091727	1237185.0	-176.0	-29.0	-215.0	-2.36412213740458	-1.5664122137404584	-3.0856870229007636	-0.8632128906250001	0.091806640625	-0.910888671875	0.0	39.31	0.0	-1.8821573496428936	-0.03284742320493706	1.8821573496428936	635.0087837195111	-1.5664122137404584	0.0005	0	0.0	49.296142578125	0	242	242
2014-03-22_17:53:57_149332	1294797.0	-197.0	-47.0	-188.0	-0.8603053435114498	0.9984732824427476	1.6166030534351146	-0.7867968750000001	0.4089453125	-0.87255859375	0.0	46.34	0.0	-0.9670843070216448	-0.016877562077166577	0.9670843070216448	683.8531521519842	0.9984732824427476	0.0005	0	0.0	50.5068359375	0	242	242
2014-03-22_17:53:57_193025	1338481.0	-135.0	-63.0	-242.0	2.2770992366412215	-2.741984732824428	0.8608778625954199	-0.6923144531250001	-0.26927734375	-0.812255859375	0.0	29.16	0.0	-0.2315561234596939	-0.004041119083066211	0.2315561234596939	695.3177242147907	-2.741984732824428	0.0005	0	0.0	49.510986328125	0	242	242
2014-03-22_17:53:57_243695	1389155.0	-211.0	7.0	-188.0	4.277099236641222	-1.6656488549618325	3.624236641221374	-0.5087207031250001	-0.020009765625000002	-1.010498046875	0.0	48.3	0.0	0.8195926964870851	0.014303537460507594	-0.8195926964870851	654.9167666556319	-1.6656488549618325	0.0005	0	0.0	49.2939453125	0	242	242
2014-03-22_17:53:57_292834	1438291.0	-189.0	-53.0	-179.0	-1.7381679389312978	4.250381679389313	-1.604770992366412	-0.7789843750000001	-0.027333984375000002	-0.3779296875	0.0	46.56	0.0	1.5249707360459452	0.02661379993099381	-1.5249707360459452	578.2430549069078	4.250381679389313	0.0005	0	0.0	50.27880859375	0	242	242
2014-03-22_17:53:57_343501	1488961.0	-136.0	-3.0	-217.0	-3.929007633587786	-11.230534351145039	-0.23072519083969462	-0.8566210937500001	-0.080556640625	-0.625244140625	0.0	32.08	0.0	2.6855634174416414	0.04686847150858013	-2.6855634174416414	444.15567967800825	-11.230534351145039	0.0005	0	0.0	49.928955078125	0	242	242
2014-03-22_17:53:57_393552	1539020.0	-180.0	15.0	-199.0	2.3763358778625956	-1.7419847328244278	0.2196564885496184	-0.8898242187500001	-0.167958984375	-0.686279296875	0.0	42.13	0.0	3.5598250521271404	0.06212609166015952	-3.5598250521271404	266.2635042337466	-1.7419847328244278	0.0005	0	0.0	49.97216796875	0	242	242
2014-03-22_17:53:57_443718	1589172.0	-172.0	-32.0	-211.0	2.4221374045801527	-0.2305343511450384	2.0975190839694657	-0.4088671875	-0.505849609375	-1.061279296875	0.0	39.19	0.0	4.283701378542858	0.07475918636200451	-4.283701378542858	52.0020900427771	-0.2305343511450384	0.0005	0	0.0	50.017822265625	0	242	242
2014-03-22_17:53:57_494194	1639657.0	-133.0	-13.0	-212.0	4.13206106870229	13.899236641221371	2.639503816793893	-1.061455078125	0.3776953125	-0.54150390625	0.0	32.1	0.0	4.15901788775646	0.07258320921040942	-4.15901788775646	-155.96200435299045	13.899236641221371	0.0005	0	0.0	50.003173828125	0	242	242
2014-03-22_17:53:57_544065	1689527.0	-170.0	-21.0	-172.0	-1.0358778625954193	3.4870229007633586	-3.2688931297709924	-0.7933886718750001	-0.05443359375	-0.86376953125	0.0	44.67	0.0	4.79784245242865	0.0837319799725768	-4.79784245242865	-396.5499078378855	3.4870229007633586	0.0005	0	0.0	50.14501953125	0	242	242
