datetime	x	y	z	d	speed	speed_real
2014-01-04_13:54:06_649831	228.0	237.0	458.0	22.12	0.1	220
2014-01-04_13:54:06_662042	68.0	243.0	9.0	43.54	0.2	220
2014-01-04_13:54:06_673969	340.0	234.0	482.0	50.2	0.3	221
2014-01-04_13:54:06_685743	239.0	133.0	136.0	47.72	0.4	221
2014-01-04_13:54:06_695683	-109.0	268.0	280.0	17.37	0.5	221
2014-01-04_13:54:06_705988	-248.0	107.0	268.0	22.78	0.6	222
2014-01-04_13:54:06_716706	26.0	56.0	-133.0	28.39	0.7	222
2014-01-04_13:54:06_728293	96.0	125.0	-415.0	45.63	0.8	223
2014-01-04_13:54:06_738588	127.0	152.0	-553.0	22.47	0.9	223
2014-01-04_13:54:06_750792	24.0	176.0	-54.0	51.15	1.0	223
2014-01-04_13:54:06_762781	14.0	62.0	-67.0	51.07	1.1	224
2014-01-04_13:54:06_773204	94.0	179.0	-428.0	23.24	1.2	224
2014-01-04_13:54:06_784922	3.0	221.0	-256.0	46.68	1.3	224
2014-01-04_13:54:06_795004	20.0	94.0	18.0	18.53	1.4	225
2014-01-04_13:54:06_805183	135.0	111.0	-232.0	19.84	1.5	225
2014-01-04_13:54:06_814992	-25.0	175.0	-43.0	14.5	1.6	226
2014-01-04_13:54:06_825116	31.0	182.0	-170.0	19.07	1.7	226
2014-01-04_13:54:06_836846	59.0	174.0	-459.0	45.73	1.8	226
2014-01-04_13:54:06_848735	-111.0	418.0	-2254.0	44.8	1.9	227
2014-01-04_13:54:06_859063	-14.0	150.0	247.0	13.89	2.0	227
2014-01-04_13:54:06_868936	93.0	177.0	-275.0	14.47	2.1	227
2014-01-04_13:54:06_878865	88.0	162.0	-52.0	16.1	2.2	228
2014-01-04_13:54:06_890949	-11.0	92.0	-76.0	52.26	2.3	228
2014-01-04_13:54:06_901048	48.0	134.0	-132.0	16.52	2.4	229
2014-01-04_13:54:06_912829	85.0	172.0	-145.0	47.89	2.5	229
2014-01-04_13:54:06_924804	89.0	160.0	-109.0	51.19	2.6	229
2014-01-04_13:54:06_936882	37.0	144.0	-262.0	52.67	2.7	230
2014-01-04_13:54:06_947005	11.0	60.0	31.0	19.99	2.8	230
2014-01-04_13:54:06_958859	29.0	148.0	2.0	48.37	2.9	231
2014-01-04_13:54:06_968971	63.0	154.0	-165.0	15.66	3.0	231
2014-01-04_13:54:06_978911	5.0	136.0	-157.0	15.45	3.1	231
2014-01-04_13:54:06_988853	70.0	79.0	-157.0	14.49	3.2	232
2014-01-04_13:54:06_998647	22.0	168.0	-181.0	13.89	3.3	232
2014-01-04_13:54:07_008335	22.0	168.0	-67.0	13.02	3.4	232
2014-01-04_13:54:07_018141	-3.0	171.0	-150.0	14.06	3.5	233
2014-01-04_13:54:07_028057	-12.0	-30.0	-142.0	15.83	3.6	233
2014-01-04_13:54:07_037894	0.0	380.0	-1846.0	15.05	3.7	234
2014-01-04_13:54:07_047726	-37.0	297.0	-19.0	14.62	3.8	234
2014-01-04_13:54:07_058008	135.0	191.0	-282.0	13.21	3.9	234
2014-01-04_13:54:07_067861	10.0	190.0	73.0	13.84	4.0	235
2014-01-04_13:54:07_077832	19.0	100.0	34.0	16.35	4.1	235
2014-01-04_13:54:07_087702	26.0	68.0	-181.0	15.61	4.2	235
2014-01-04_13:54:07_097534	18.0	146.0	-156.0	14.89	4.3	236
2014-01-04_13:54:07_107458	51.0	217.0	-225.0	15.43	4.4	236
2014-01-04_13:54:07_117341	17.0	147.0	24.0	15.13	4.5	237
2014-01-04_13:54:07_127116	-8.0	128.0	-118.0	14.62	4.6	237
2014-01-04_13:54:07_136938	-11.0	67.0	-73.0	14.41	4.7	237
2014-01-04_13:54:07_146838	18.0	167.0	-316.0	15.43	4.8	238
2014-01-04_13:54:07_157925	9.0	198.0	-75.0	14.43	4.9	238
2014-01-04_13:54:07_167802	47.0	148.0	-104.0	14.59	5.0	239
2014-01-04_13:54:07_177592	19.0	149.0	-160.0	13.84	5.1	239
2014-01-04_13:54:07_187401	12.0	118.0	-108.0	13.5	5.2	239
2014-01-04_13:54:07_199018	-28.0	183.0	-230.0	45.72	5.3	240
2014-01-04_13:54:07_210629	-12.0	390.0	-706.0	43.98	5.4	240
2014-01-04_13:54:07_220654	-24.0	162.0	240.0	15.08	5.5	240
2014-01-04_13:54:07_230511	149.0	53.0	78.0	14.37	5.6	241
2014-01-04_13:54:07_240371	-65.0	234.0	-497.0	14.98	5.7	241
2014-01-04_13:54:07_250147	27.0	40.0	0.0	13.87	5.8	242
2014-01-04_13:54:07_260986	7.0	123.0	-252.0	15.64	5.9	242
2014-01-04_13:54:07_270958	-20.0	113.0	122.0	15.88	6.0	242
2014-01-04_13:54:07_280904	64.0	156.0	-93.0	16.56	6.1	243
2014-01-04_13:54:07_290685	83.0	216.0	-390.0	13.63	6.2	243
2014-01-04_13:54:07_300599	34.0	90.0	-29.0	13.85	6.3	243
2014-01-04_13:54:07_310479	38.0	91.0	-164.0	14.13	6.4	244
2014-01-04_13:54:07_320387	-33.0	165.0	-52.0	15.93	6.5	244
2014-01-04_13:54:07_330216	14.0	172.0	-90.0	13.57	6.6	245
2014-01-04_13:54:07_340132	-41.0	246.0	-344.0	14.91	6.7	245
2014-01-04_13:54:07_350003	-5.0	66.0	75.0	14.98	6.8	245
2014-01-04_13:54:07_360178	123.0	114.0	-1282.0	15.93	6.9	246
2014-01-04_13:54:07_370521	-3.0	361.0	-626.0	14.35	7.0	246
2014-01-04_13:54:07_380494	19.0	153.0	143.0	15.73	7.1	246
2014-01-04_13:54:07_390386	133.0	74.0	61.0	15.47	7.2	247
2014-01-04_13:54:07_400219	-142.0	283.0	-301.0	14.33	7.3	247
2014-01-04_13:54:07_410094	51.0	131.0	-173.0	14.42	7.4	248
2014-01-04_13:54:07_419921	64.0	78.0	-311.0	14.94	7.5	248
2014-01-04_13:54:07_429832	-20.0	160.0	172.0	14.59	7.6	248
2014-01-04_13:54:07_439750	52.0	141.0	-135.0	15.3	7.7	249
2014-01-04_13:54:07_449577	49.0	240.0	-486.0	15.85	7.8	249
2014-01-04_13:54:07_459438	-18.0	125.0	104.0	13.53	7.9	250
2014-01-04_13:54:07_469477	84.0	64.0	-197.0	15.74	8.0	250
2014-01-04_13:54:07_479494	68.0	210.0	-254.0	15.78	8.1	250
2014-01-04_13:54:07_489395	-42.0	140.0	160.0	14.87	8.2	251
2014-01-04_13:54:07_499319	159.0	205.0	-1115.0	15.09	8.3	251
2014-01-04_13:54:07_509257	18.0	301.0	-770.0	15.08	8.4	251
2014-01-04_13:54:07_519139	-80.0	177.0	221.0	15.71	8.5	252
2014-01-04_13:54:07_528966	21.0	29.0	141.0	15.86	8.6	252
2014-01-04_13:54:07_538725	39.0	189.0	-464.0	13.33	8.7	253
2014-01-04_13:54:07_548734	10.0	141.0	-144.0	12.6	8.8	253
2014-01-04_13:54:07_558545	29.0	173.0	-158.0	13.87	8.9	253
2014-01-04_13:54:07_568798	91.0	188.0	-271.0	16.44	9.0	254
2014-01-04_13:54:07_578648	-1.0	171.0	165.0	14.5	9.1	254
2014-01-04_13:54:07_588615	-48.0	129.0	-170.0	15.59	9.2	254
2014-01-04_13:54:07_598489	85.0	120.0	-517.0	15.34	9.3	255
2014-01-04_13:54:07_608253	76.0	186.0	93.0	13.63	9.4	255
2014-01-04_13:54:07_618421	27.0	134.0	55.0	20.72	9.5	256
2014-01-04_13:54:07_628217	45.0	218.0	-863.0	13.26	9.6	256
2014-01-04_13:54:07_638025	126.0	286.0	-579.0	13.87	9.7	256
2014-01-04_13:54:07_647950	137.0	176.0	-197.0	16.59	9.8	257
2014-01-04_13:54:07_657795	-49.0	38.0	118.0	14.92	9.9	257
2014-01-04_13:54:07_667865	76.0	5.0	-283.0	15.11	10.0	257
2014-01-04_13:54:07_678381	71.0	164.0	-169.0	14.25	10.1	258
2014-01-04_13:54:07_688273	-3.0	254.0	-145.0	15.45	10.2	258
2014-01-04_13:54:07_698027	1.0	71.0	-178.0	14.64	10.3	259
2014-01-04_13:54:07_707901	35.0	45.0	-161.0	14.43	10.4	259
2014-01-04_13:54:07_717726	14.0	228.0	-218.0	14.33	10.5	259
2014-01-04_13:54:07_727519	-11.0	122.0	-524.0	14.94	10.6	260
2014-01-04_13:54:07_737349	130.0	319.0	-608.0	14.77	10.7	260
2014-01-04_13:54:07_747207	116.0	100.0	-33.0	13.77	10.8	261
2014-01-04_13:54:07_757070	-136.0	87.0	148.0	14.7	10.9	261
2014-01-04_13:54:07_766966	-177.0	91.0	-335.0	15.44	11.0	261
2014-01-04_13:54:07_776816	-47.0	169.0	-414.0	15.16	11.1	262
2014-01-04_13:54:07_786573	-143.0	192.0	-116.0	14.09	11.2	262
