datetime	reltime	speed	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	asin	angle	angle_rad	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed
2014-02-02_00:04:07_756111	303288.296875	288	127.0	73.0	-211.0	-5.862595419847328	11.870229007633588	-0.9770992366412213	-0.345703125	0.0609130859375	1.054931640625	0.0	0.0	0.0	0	0	0	0	0	0.001	1e-05	0.002	0	0
2014-02-02_00:04:07_824066	310064.890625	288	115.0	101.0	-341.0	-6.358778625954199	19.519083969465647	-0.44274809160305345	-0.4742431640625	-0.0006103515625	1.0677490234375	0.0	0.0	-11.92	-2.9383265559076466	-0.10252360627730797	2.9383265559076466	0.20384281799168388	42.355001928516906	0.001	1e-05	0.002	0.069373779296875	0.08765036884112137
2014-02-02_00:04:07_891338	316769.796875	289	55.0	92.0	-235.0	-4.473282442748092	20.129770992366414	-1.7786259541984732	-0.4857177734375	0.1800537109375	0.9505615234375	0.0	0.0	-10.8	-5.47210362878032	-0.19093173861759666	5.47210362878032	0.5721864654295592	37.64172617453764	0.001	1e-05	0.002	0.06731298828125	0.0807612778425099
2014-02-02_00:04:07_958681	323526.59375	289	94.0	127.0	-274.0	-4.076335877862595	22.732824427480917	-7.534351145038168	-0.4537353515625	-0.053955078125	0.566162109375	0.0	0.0	-15.27	-8.420287169210663	-0.29379927317552906	8.420287169210663	1.137457857953818	43.91616552026085	0.001	1e-05	0.002	0.067132080078125	0.0962639927883119
2014-02-02_00:04:08_026066	330264.40625	289	42.0	104.0	-293.0	-3.7709923664122136	24.541984732824428	-3.1068702290076335	-0.390625	0.1983642578125	1.152587890625	0.0	0.0	-12.3	-10.935881764319573	-0.381572985496147	10.935881764319573	1.8726903248426265	37.41707051578404	0.001	1e-05	0.002	0.067231201171875	0.08578874969913608
2014-02-02_00:04:08_093138	336972.90625	290	73.0	132.0	-227.0	-6.9541984732824424	23.48854961832061	-3.7938931297709924	-0.381591796875	-0.0369873046875	0.9345703125	0.0	0.0	-15.94	-13.470376734609914	-0.4700061665949028	13.470376734609914	2.7770932604574052	37.74932691762812	0.001	1e-05	0.002	0.06714013671875	0.08899680150247072
2014-02-02_00:04:08_160580	343693.90625	290	90.0	156.0	-255.0	-6.015267175572519	21.229007633587788	-0.6259541984732825	-0.584228515625	0.0716552734375	0.6654052734375	0.0	0.0	-19.31	-15.89020278809895	-0.5544383387333898	15.89020278809895	3.8424390266312862	36.093001842924735	0.001	1e-05	0.002	0.067044189453125	0.08811463086421474
2014-02-02_00:04:08_227701	350405.609375	290	15.0	135.0	-177.0	-5.0534351145038165	15.786259541984732	-1.534351145038168	-0.4947509765625	-0.04638671875	1.1357421875	0.0	0.0	-16.35	-17.3057611405583	-0.603829767639857	17.3057611405583	5.006699317503974	21.041097871526173	0.001	1e-05	0.002	0.06727587890625	0.059438023876785685
2014-02-02_00:04:08_294705	357106.40625	290	34.0	134.0	-214.0	-6.030534351145038	1.5267175572519085	-5.259541984732825	-0.542724609375	-0.0467529296875	0.593017578125	0.0	0.0	-16.21	-17.328288546267785	-0.604615790169846	17.328288546267785	6.166878156039113	0.33646656305650774	0.001	1e-05	0.002	0.066952880859375	0.018062890453941192
2014-02-02_00:04:08_361591	363795.09375	290	-44.0	108.0	-237.0	-2.519083969465649	-16.106870229007633	5.1679389312977095	-0.60107421875	0.17236328125	1.3797607421875	0.0	0.0	-12.8	-15.484766968152401	-0.5402919388748221	15.484766968152401	7.203737547352888	-27.531700322168877	0.001	1e-05	0.002	0.0669599609375	-0.03950659630071182
