datetime	reltime	speed	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	avgy	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed
2014-02-01_22:55:02_546789	303286.28125	18.0	17.0	101.0	-267.0	15.633587786259541	-8.358778625954198	0.183206106870229	-1.1416015625	0.26416015625	0.948974609375	0.0	0.0	0	0	0	0	0	0.1	0.01	5	0	0
2014-02-01_22:55:02_614425	310008.09375	25.0	61.0	52.0	-279.0	-9.450381679389313	37.30534351145038	-4.213740458015267	-1.145751953125	-0.3154296875	1.99993896484375	0.0	-5.28	-8.864224220184301	-0.30928905164634685	8.864224220184301	0.6143344536270454	127.90178145112391	0.1	0.01	5	0.069304931640625	640.4014730221743
2014-02-01_22:55:02_681614	316751.78125	10.0	89.0	271.0	-201.0	-11.213740458015268	-10.648854961832061	5.633587786259542	-1.152099609375	-0.849365234375	0.9072265625	0.0	-26.73	-8.342516072034227	-0.29108569686092906	8.342516072034227	1.1751751684979967	-7.760418413728533	0.1	0.01	5	0.067226806640625	-37.95608870975426
2014-02-01_22:55:02_748452	323411.203125	10.0	111.0	74.0	-393.0	22.15267175572519	-50.32824427480916	-3.145038167938931	-0.546142578125	0.354248046875	-0.8125	0.0	-5.33	2.823025491358912	0.0985005405219439	-2.823025491358912	0.9861620330360257	-166.7641160559877	0.1	0.01	5	0.0669541015625	-834.093021208744
2014-02-01_22:55:02_815194	330108.90625	10.0	22.0	-41.0	-400.0	-62.38931297709924	-52.13740458015267	12.679389312977099	0.96240234375	-1.4384765625	1.99993896484375	0.0	2.93	14.043164132999031	0.489991770167447	-14.043164132999031	0.049720238040284026	-168.26058958664217	0.1	0.01	5	0.06668310546875	-842.7067671441304
2014-02-01_22:55:02_881973	336763.1875	25.0	-42.0	110.0	-108.0	41.267175572519086	40.41984732824427	-3.1526717557251906	-0.85986328125	0.905029296875	-0.3359375	0.0	-22.77	1.6766877714193649	0.05850271358755635	-1.6766877714193649	-0.06201610167216047	185.5682738880515	0.1	0.01	5	0.06664111328125	927.6730805020989
2014-02-01_22:55:02_949119	343500.59375	25.0	142.0	80.0	-352.0	-43.69465648854962	55.57251908396947	-2.3587786259541983	-0.10107421875	0.4248046875	1.989990234375	0.0	-6.4	-11.018786576830115	-0.3844656865607158	11.018786576830115	0.6690034498840877	191.36112301945556	0.1	0.01	5	0.066343017578125	957.9141837894597
2014-02-01_22:55:03_016230	350189.0	25.0	56.0	-259.0	-185.0	28.732824427480917	50.3587786259542	-19.480916030534353	-0.483154296875	0.05322265625	0.162109375	0.0	27.24	-18.061750487833287	-0.6302076234414964	18.061750487833287	1.8780691980551132	105.21202593637597	0.1	0.01	5	0.066940673828125	527.8850854226438
2014-02-01_22:55:03_083249	356890.984375	25.0	35.0	84.0	-108.0	8.83206106870229	44.0	-0.7786259541984732	-1.106201171875	0.174072265625	1.461181640625	0.0	-18.95	-27.65306676009712	-0.9648662512246029	27.65306676009712	3.7304060942874977	143.1863230352905	0.1	0.01	5	0.06698486328125	718.7342259134052
2014-02-01_22:55:03_150039	363570.09375	10.0	103.0	173.0	-429.0	-3.969465648854962	-24.14503816793893	5.900763358778626	-0.241943359375	0.11669921875	0.863037109375	0.0	-10.99	-20.774543657712382	-0.7248619559564683	20.774543657712382	5.121199914868455	-102.74576747212181	0.1	0.01	5	0.066947021484375	-511.60017099568915
2014-02-01_22:55:03_216680	370237.390625	10.0	-8.0	15.0	-512.0	44.85496183206107	-33.51145038167939	1.633587786259542	-1.280029296875	-0.1240234375	-1.98876953125	0.0	-0.84	-11.58161281855912	-0.40410372709557296	11.58161281855912	5.892892729917564	-137.96806652928242	0.1	0.01	5	0.066630859375	-688.623242437257
2014-02-01_22:55:03_283507	376916.59375	10.0	212.0	271.0	-411.0	78.90839694656489	-67.25954198473282	-6.778625954198473	-0.73193359375	-0.772705078125	1.630126953125	0.0	-16.71	2.2782916835130176	0.07949377821050306	-2.2782916835130176	5.741899727305717	-209.12826829816245	0.1	0.01	5	0.066274658203125	-1045.8117516618904
2014-02-01_22:55:03_350675	383633.390625	10.0	113.0	90.0	-246.0	24.763358778625953	-18.83206106870229	9.938931297709924	0.2783203125	0.18017578125	1.035400390625	0.0	-10.05	5.131197053151213	0.17903688252446662	-5.131197053151213	5.396611255292543	-42.39591185960081	0.1	0.01	5	0.0672919921875	-212.43871289076623
2014-02-01_22:55:03_417523	390324.90625	25.0	63.0	114.0	-220.0	-30.9618320610687	27.793893129770993	15.648854961832061	-0.4736328125	0.109130859375	0.117431640625	0.0	-13.7	-2.741892846779583	-0.09566967364897358	2.741892846779583	5.579877605935666	117.79123010262678	0.1	0.01	5	0.06683935546875	589.2861385738712
2014-02-01_22:55:03_484128	396978.59375	25.0	86.0	69.0	-311.0	-11.900763358778626	23.709923664122137	-10.274809160305344	-0.148193359375	0.133544921875	0.15087890625	0.0	-6.26	-8.184325450594793	-0.2855661357499928	8.184325450594793	6.124904527037543	81.72557711920012	0.1	0.01	5	0.066593994140625	409.5075671863305
2014-02-01_22:55:03_550916	403657.5	25.0	171.0	90.0	-385.0	13.946564885496183	71.58778625954199	-17.267175572519083	-0.560302734375	0.052490234375	1.019287109375	0.0	-6.58	-23.36576582371711	-0.8152744530257191	23.36576582371711	7.677957842404037	228.40553966519252	0.1	0.01	5	0.066467041015625	1144.4410544867583
