datetime	speed	x	y	z	d	speed_real
2014-01-05_19:39:19_992360	0.2	24.0	146.0	-228.0	0.0	220
2014-01-05_19:39:20_097951	0.4	24.0	146.0	-228.0	0.0	221
2014-01-05_19:39:20_202228	0.6	24.0	146.0	-228.0	0.0	222
2014-01-05_19:39:20_307446	0.8	20.0	143.0	-218.0	0.0	223
2014-01-05_19:39:20_411765	1.0	20.0	143.0	-218.0	0.0	223
2014-01-05_19:39:20_516953	1.2	20.0	143.0	-218.0	0.0	224
2014-01-05_19:39:20_622041	1.4	31.0	163.0	-228.0	0.0	225
2014-01-05_19:39:20_726444	1.6	31.0	163.0	-228.0	0.0	226
2014-01-05_19:39:20_831336	1.8	31.0	163.0	-228.0	0.0	226
2014-01-05_19:39:20_936378	2.0	-4.0	125.0	-238.0	0.0	227
2014-01-05_19:39:21_041428	2.2	-4.0	125.0	-238.0	0.0	228
2014-01-05_19:39:21_145896	2.4	-4.0	125.0	-238.0	0.0	229
2014-01-05_19:39:21_251030	2.6	32.0	126.0	-245.0	0.0	229
2014-01-05_19:39:21_355397	2.8	32.0	126.0	-245.0	0.0	230
2014-01-05_19:39:21_459635	3.0	32.0	126.0	-245.0	0.0	231
2014-01-05_19:39:21_564681	3.2	28.0	147.0	-239.0	0.0	232
2014-01-05_19:39:21_668827	3.4	28.0	147.0	-239.0	0.0	232
2014-01-05_19:39:21_773292	3.6	28.0	147.0	-239.0	0.0	233
2014-01-05_19:39:21_877356	3.8	7.0	158.0	-200.0	0.0	234
2014-01-05_19:39:21_981716	4.0	7.0	158.0	-200.0	0.0	235
2014-01-05_19:39:22_085824	4.2	7.0	158.0	-200.0	0.0	235
2014-01-05_19:39:22_190170	4.4	60.0	159.0	-285.0	0.0	236
2014-01-05_19:39:22_294225	4.6	60.0	159.0	-285.0	0.0	237
2014-01-05_19:39:22_398636	4.8	60.0	159.0	-285.0	0.0	238
2014-01-05_19:39:22_503123	5.0	25.0	151.0	-239.0	0.0	239
2014-01-05_19:39:22_607504	5.2	25.0	151.0	-239.0	0.0	239
2014-01-05_19:39:22_711868	5.4	25.0	151.0	-239.0	0.0	240
2014-01-05_19:39:22_817483	5.6	25.0	148.0	-213.0	0.0	241
2014-01-05_19:39:22_921964	5.8	25.0	148.0	-213.0	0.0	242
2014-01-05_19:39:23_026067	6.0	25.0	148.0	-213.0	0.0	242
2014-01-05_19:39:23_130683	6.2	-18.0	162.0	-181.0	0.0	243
2014-01-05_19:39:23_234771	6.4	-18.0	162.0	-181.0	0.0	244
2014-01-05_19:39:23_339139	6.6	-18.0	162.0	-181.0	0.0	245
2014-01-05_19:39:23_443216	6.8	36.0	131.0	-233.0	0.0	245
2014-01-05_19:39:23_547597	7.0	36.0	131.0	-233.0	0.0	246
2014-01-05_19:39:23_651677	7.2	36.0	131.0	-233.0	0.0	247
2014-01-05_19:39:23_756064	7.4	37.0	148.0	-256.0	0.0	248
2014-01-05_19:39:23_860140	7.6	37.0	148.0	-256.0	0.0	248
2014-01-05_19:39:23_964525	7.8	37.0	148.0	-256.0	0.0	249
2014-01-05_19:39:24_068746	8.0	-20.0	116.0	-178.0	0.0	250
2014-01-05_19:39:24_173132	8.2	-20.0	116.0	-178.0	0.0	251
2014-01-05_19:39:24_277382	8.4	-20.0	116.0	-178.0	0.0	251
2014-01-05_19:39:24_382278	8.6	163.0	185.0	-209.0	0.0	252
2014-01-05_19:39:24_487288	8.8	163.0	185.0	-209.0	0.0	253
2014-01-05_19:39:24_592316	9.0	163.0	185.0	-209.0	0.0	254
2014-01-05_19:39:24_698045	9.2	6.0	144.0	-255.0	0.0	254
2014-01-05_19:39:24_802827	9.4	6.0	144.0	-255.0	0.0	255
2014-01-05_19:39:24_907696	9.6	6.0	144.0	-255.0	0.0	256
2014-01-05_19:39:25_012063	9.8	-8.0	138.0	-233.0	0.0	257
2014-01-05_19:39:25_116184	10.0	-8.0	138.0	-233.0	0.0	258
2014-01-05_19:39:25_220698	10.2	-8.0	138.0	-233.0	0.0	258
2014-01-05_19:39:25_324781	10.4	52.0	143.0	-201.0	0.0	259
2014-01-05_19:39:25_429210	10.6	52.0	143.0	-201.0	0.0	260
2014-01-05_19:39:25_533315	10.8	52.0	143.0	-201.0	0.0	261
2014-01-05_19:39:25_637662	11.0	170.0	67.0	-124.0	0.0	261
2014-01-05_19:39:25_741694	11.2	170.0	67.0	-124.0	0.0	262
2014-01-05_19:39:25_846055	11.4	170.0	67.0	-124.0	0.0	263
2014-01-05_19:39:25_950293	11.6	-19.0	115.0	-165.0	0.0	264
2014-01-05_19:39:26_054679	11.8	-19.0	115.0	-165.0	0.0	264
2014-01-05_19:39:26_159330	12.0	-19.0	115.0	-165.0	0.0	265
2014-01-05_19:39:26_263469	12.2	31.0	135.0	-288.0	0.0	266
2014-01-05_19:39:26_368603	12.4	31.0	135.0	-288.0	0.0	267
2014-01-05_19:39:26_473010	12.6	31.0	135.0	-288.0	0.0	267
