datetime	reltime	speed	x	y	z	d	speed_real
2014-01-12_13:40:06_118216	661.890625	0.2	-22.0	129.0	-168.0	0.0	220
2014-01-12_13:40:06_222379	11075.09375	0.4	-1.0	153.0	-214.0	0.0	221
2014-01-12_13:40:06_326268	21464.203125	0.6	5.0	151.0	-230.0	0.0	222
2014-01-12_13:40:06_430382	31875.703125	0.8	13.0	134.0	-228.0	0.0	223
2014-01-12_13:40:06_534801	42316.90625	1.0	38.0	152.0	-219.0	0.0	223
2014-01-12_13:40:06_638933	52730.796875	1.2	21.0	158.0	-217.0	0.0	224
2014-01-12_13:40:06_743333	63169.90625	1.4	11.0	134.0	-217.0	0.0	225
2014-01-12_13:40:06_847533	73590.390625	1.6	17.0	147.0	-231.0	0.0	226
2014-01-12_13:40:06_952043	84040.59375	1.8	22.0	161.0	-220.0	0.0	226
2014-01-12_13:40:07_056295	94467.59375	2.0	23.0	134.0	-232.0	0.0	227
2014-01-12_13:40:07_161273	104964.609375	2.2	27.0	176.0	-229.0	0.0	228
2014-01-12_13:40:07_265671	115403.296875	2.4	-3.0	137.0	-224.0	0.0	229
2014-01-12_13:40:07_369732	125810.5	2.6	11.0	143.0	-224.0	0.0	229
2014-01-12_13:40:07_474584	136295.515625	2.8	6.0	150.0	-219.0	0.0	230
2014-01-12_13:40:07_578982	146734.59375	3.0	13.0	153.0	-222.0	0.0	231
2014-01-12_13:40:07_684458	157314.390625	3.2	-5.0	155.0	-215.0	0.0	232
2014-01-12_13:40:07_790405	167878.203125	3.4	1.0	158.0	-216.0	0.0	232
2014-01-12_13:40:07_894880	178324.609375	3.6	16.0	158.0	-224.0	0.0	233
2014-01-12_13:40:07_999811	188817.6875	3.8	3.0	150.0	-238.0	0.0	234
2014-01-12_13:40:08_104798	199317.09375	4.0	0.0	140.0	-218.0	0.0	235
2014-01-12_13:40:08_209458	209782.5	4.2	0.0	157.0	-235.0	0.0	235
2014-01-12_13:40:08_314417	220278.8125	4.4	33.0	130.0	-230.0	0.0	236
2014-01-12_13:40:08_419401	230777.59375	4.6	18.0	156.0	-228.0	0.0	237
2014-01-12_13:40:08_523735	241209.90625	4.8	-4.0	154.0	-220.0	0.0	238
2014-01-12_13:40:08_628528	251695.515625	5.0	19.0	147.0	-235.0	0.0	239
2014-01-12_13:40:08_733602	262207.0	5.2	15.0	141.0	-218.0	0.0	239
2014-01-12_13:40:08_838159	272656.796875	5.4	-19.0	182.0	-245.0	0.0	240
2014-01-12_13:40:08_943570	283226.515625	5.6	15.0	161.0	-228.0	0.0	241
2014-01-12_13:40:09_048909	293728.109375	5.8	-1.0	163.0	-244.0	0.0	242
2014-01-12_13:40:09_153583	304195.5	6.0	-33.0	152.0	-236.0	0.0	242
2014-01-12_13:40:09_257856	314622.0	6.2	-6.0	132.0	-231.0	0.0	243
2014-01-12_13:40:09_362563	325182.109375	6.4	23.0	168.0	-251.0	0.0	244
2014-01-12_13:40:09_468165	335652.90625	6.6	2.0	125.0	-208.0	0.0	245
2014-01-12_13:40:09_573073	346144.703125	6.8	18.0	145.0	-221.0	0.0	245
2014-01-12_13:40:09_677556	356592.609375	7.0	29.0	144.0	-221.0	0.0	246
2014-01-12_13:40:09_781658	367003.296875	7.2	10.0	156.0	-202.0	0.0	247
2014-01-12_13:40:09_886037	377449.109375	7.4	31.0	136.0	-217.0	0.0	248
2014-01-12_13:40:09_990251	387866.09375	7.6	37.0	156.0	-220.0	0.0	248
2014-01-12_13:40:10_094778	398315.1875	7.8	28.0	165.0	-220.0	0.0	249
2014-01-12_13:40:10_198890	408726.8125	8.0	9.0	142.0	-212.0	0.0	250
2014-01-12_13:40:10_303276	419164.703125	8.2	2.0	140.0	-238.0	0.0	251
2014-01-12_13:40:10_407472	429584.90625	8.4	1.0	160.0	-221.0	0.0	251
2014-01-12_13:40:10_512439	440081.40625	8.6	13.0	156.0	-221.0	0.0	252
2014-01-12_13:40:10_617792	450616.90625	8.8	14.0	163.0	-225.0	0.0	253
2014-01-12_13:40:10_722840	461121.890625	9.0	-1.0	135.0	-228.0	0.0	254
2014-01-12_13:40:10_827922	471629.59375	9.2	20.0	167.0	-211.0	0.0	254
2014-01-12_13:40:10_932334	482070.296875	9.4	5.0	133.0	-230.0	0.0	255
2014-01-12_13:40:11_036593	492507.90625	9.6	9.0	147.0	-219.0	0.0	256
2014-01-12_13:40:11_141055	502942.203125	9.8	22.0	166.0	-229.0	0.0	257
2014-01-12_13:40:11_245154	513368.796875	10.0	1.0	140.0	-228.0	0.0	258
2014-01-12_13:40:11_349161	523753.3125	10.2	21.0	155.0	-223.0	0.0	258
2014-01-12_13:40:11_453230	534159.90625	10.4	9.0	131.0	-201.0	0.0	259
2014-01-12_13:40:11_557667	544603.203125	10.6	27.0	121.0	-209.0	0.0	260
2014-01-12_13:40:11_661848	555022.6875	10.8	55.0	152.0	-225.0	0.0	261
2014-01-12_13:40:11_766261	565471.203125	11.0	54.0	155.0	-213.0	0.0	261
2014-01-12_13:40:11_870409	575881.40625	11.2	-3.0	145.0	-250.0	0.0	262
2014-01-12_13:40:11_974868	586324.0	11.4	7.0	183.0	-213.0	0.0	263
2014-01-12_13:40:12_078915	596729.609375	11.6	-2.0	151.0	-240.0	0.0	264
2014-01-12_13:40:12_182725	607109.8125	11.8	41.0	102.0	-210.0	0.0	264
2014-01-12_13:40:12_286899	617527.921875	12.0	-8.0	162.0	-211.0	0.0	265
2014-01-12_13:40:12_391015	627949.0	12.2	7.0	152.0	-240.0	0.0	266
2014-01-12_13:40:12_495603	638396.90625	12.4	16.0	191.0	-214.0	0.0	267
2014-01-12_13:40:12_601306	648968.09375	12.6	28.0	113.0	-228.0	0.0	267
2014-01-12_13:40:12_705402	659378.09375	12.8	71.0	65.0	-214.0	0.0	268
2014-01-12_13:40:12_809812	669818.40625	13.0	-8.0	228.0	-203.0	0.0	269
2014-01-12_13:40:12_915449	680414.421875	13.2	-39.0	347.0	-240.0	0.0	270
2014-01-12_13:40:13_020968	690934.109375	13.4	-50.0	337.0	-252.0	0.0	270
2014-01-12_13:40:13_126005	701438.09375	13.6	-59.0	274.0	-213.0	0.0	271
2014-01-12_13:40:13_230262	711870.5	13.8	-45.0	311.0	-235.0	0.0	272
2014-01-12_13:40:13_334380	722283.09375	14.0	-74.0	257.0	-223.0	0.0	273
2014-01-12_13:40:13_439388	732776.09375	14.2	11.0	78.0	-239.0	0.0	273
2014-01-12_13:40:13_543835	743220.71875	14.4	-19.0	159.0	-187.0	0.0	274
2014-01-12_13:40:13_648297	753676.515625	14.6	33.0	143.0	-181.0	0.0	275
2014-01-12_13:40:13_753442	764181.5	14.8	-5.0	188.0	-200.0	0.0	276
2014-01-12_13:40:13_858224	774659.609375	15.0	8.0	207.0	-250.0	0.0	276
2014-01-12_13:40:13_962335	785071.109375	15.2	56.0	113.0	-214.0	0.0	277
2014-01-12_13:40:14_066802	795516.890625	15.4	16.0	126.0	-178.0	0.0	278
2014-01-12_13:40:14_170997	805947.90625	15.6	68.0	117.0	-173.0	0.0	279
2014-01-12_13:40:14_275992	816436.703125	15.8	42.0	128.0	-135.0	0.0	280
2014-01-12_13:40:14_380384	826875.0	16.0	8.0	191.0	-299.0	0.0	280
2014-01-12_13:40:14_484482	837285.8125	16.2	-7.0	165.0	-216.0	0.0	281
2014-01-12_13:40:14_588882	847724.796875	16.4	36.0	145.0	-289.0	0.0	282
2014-01-12_13:40:14_692972	858135.015625	16.6	26.0	166.0	-254.0	0.0	283
2014-01-12_13:40:14_797400	868576.1875	16.8	30.0	120.0	-111.0	0.0	283
2014-01-12_13:40:14_901681	879017.109375	17.0	46.0	124.0	-162.0	0.0	284
2014-01-12_13:40:15_006716	889512.296875	17.2	22.0	159.0	-235.0	0.0	285
2014-01-12_13:40:15_111188	899955.890625	17.4	-43.0	172.0	-324.0	0.0	286
2014-01-12_13:40:15_215288	910382.015625	17.6	47.0	96.0	-267.0	0.0	286
2014-01-12_13:40:15_319897	920826.296875	17.8	-41.0	146.0	-178.0	0.0	287
2014-01-12_13:40:15_423984	931235.40625	18.0	-65.0	218.0	-250.0	0.0	288
2014-01-12_13:40:15_528630	941700.09375	18.2	9.0	162.0	-266.0	0.0	289
2014-01-12_13:40:15_632809	952118.296875	18.4	16.0	79.0	-235.0	0.0	289
2014-01-12_13:40:15_737855	962622.90625	18.6	32.0	121.0	-276.0	0.0	290
2014-01-12_13:40:15_842495	973087.0	18.8	-33.0	162.0	-215.0	0.0	291
2014-01-12_13:40:15_946727	983510.5	19.0	10.0	132.0	-256.0	0.0	292
2014-01-12_13:40:16_051126	993949.796875	19.2	-8.0	119.0	-141.0	0.0	292
2014-01-12_13:40:16_156658	1004539.609375	19.4	77.0	101.0	-273.0	0.0	293
2014-01-12_13:40:16_262171	1015054.609375	19.6	0.0	108.0	-187.0	0.0	294
