datetime	reltime	speed	x	y	z	d	speed_real
2014-01-12_13:57:56_096694	1015.3125	0.2	10.0	154.0	-221.0	17.68	220
2014-01-12_13:57:56_203944	11712.296875	0.4	-9.0	137.0	-232.0	17.85	221
2014-01-12_13:57:56_310157	22332.59375	0.6	-19.0	137.0	-213.0	18.14	222
2014-01-12_13:57:56_417075	33025.796875	0.8	39.0	191.0	-211.0	17.75	223
2014-01-12_13:57:56_523182	43634.890625	1.0	30.0	142.0	-200.0	17.48	223
2014-01-12_13:57:56_630338	54352.09375	1.2	-14.0	150.0	-205.0	17.42	224
2014-01-12_13:57:56_736490	64966.390625	1.4	19.0	115.0	-156.0	17.46	225
2014-01-12_13:57:56_843194	75636.515625	1.6	33.0	102.0	-167.0	17.73	226
2014-01-12_13:57:56_949288	86245.796875	1.8	16.0	137.0	-174.0	17.54	226
2014-01-12_13:57:57_056057	96983.796875	2.0	-16.0	158.0	-194.0	17.61	227
2014-01-12_13:57:57_162695	107587.109375	2.2	16.0	155.0	-234.0	17.55	228
2014-01-12_13:57:57_269844	118303.09375	2.4	65.0	173.0	-216.0	17.53	229
2014-01-12_13:57:57_375954	128912.1875	2.6	1.0	169.0	-231.0	17.51	229
2014-01-12_13:57:57_482604	139578.109375	2.8	12.0	137.0	-254.0	17.49	230
2014-01-12_13:57:57_588741	150191.5	3.0	-17.0	167.0	-238.0	17.49	231
2014-01-12_13:57:57_695952	160913.8125	3.2	34.0	164.0	-233.0	17.87	232
2014-01-12_13:57:57_802009	171518.40625	3.4	5.0	137.0	-257.0	17.49	232
2014-01-12_13:57:57_909356	182253.703125	3.6	16.0	164.0	-243.0	18.36	233
2014-01-12_13:57:58_015489	192866.3125	3.8	16.0	181.0	-210.0	17.78	234
2014-01-12_13:57:58_122481	203566.390625	4.0	6.0	164.0	-212.0	17.44	235
2014-01-12_13:57:58_228581	214175.296875	4.2	-1.0	149.0	-190.0	18.33	235
2014-01-12_13:57:58_335419	224859.6875	4.4	-12.0	132.0	-238.0	17.92	236
2014-01-12_13:57:58_441461	235463.0	4.6	5.0	155.0	-197.0	17.83	237
2014-01-12_13:57:58_548395	246157.890625	4.8	37.0	189.0	-190.0	17.97	238
2014-01-12_13:57:58_655229	256847.0	5.0	-11.0	153.0	-242.0	17.51	239
2014-01-12_13:57:58_761984	267516.0	5.2	-6.0	141.0	-267.0	17.49	239
2014-01-12_13:57:58_868483	278165.890625	5.4	28.0	156.0	-260.0	17.95	240
2014-01-12_13:57:58_975597	288877.796875	5.6	53.0	164.0	-236.0	17.36	241
2014-01-12_13:57:59_082994	299617.515625	5.8	-12.0	128.0	-205.0	19.09	242
2014-01-12_13:57:59_189822	310300.5	6.0	39.0	168.0	-265.0	18.28	242
2014-01-12_13:57:59_295950	320912.296875	6.2	-35.0	172.0	-160.0	18.36	243
2014-01-12_13:57:59_402870	331606.015625	6.4	49.0	130.0	-222.0	18.38	244
2014-01-12_13:57:59_509045	342221.90625	6.6	1.0	189.0	-210.0	18.51	245
2014-01-12_13:57:59_615782	352895.90625	6.8	7.0	185.0	-225.0	17.97	245
2014-01-12_13:57:59_722192	363536.59375	7.0	-14.0	206.0	-180.0	16.92	246
2014-01-12_13:57:59_829440	374262.5	7.2	1.0	162.0	-162.0	16.63	247
