datetime	reltime	speed	adxl_x	adxl_y	adxl_z	mpu_x	mpu_y	mpu_z	gx	gy	gz	yaw	pitch	roll	d	speed_real
2014-02-01_15:24:08_245670	178153.90625	0.1	41.0	157.0	-223.0	0	0	0	0	0	0	0	0	0	15.86	220
2014-02-01_15:24:08_381083	191664.796875	0.2	45.0	144.0	-225.0	0	0	0	0	0	0	1.714508611209674	-34.29321695504541	4.255189547333786	26.69	220
2014-02-01_15:24:08_514527	204972.515625	0.3	46.0	157.0	-216.0	0	0	0	0	0	0	1.6091049167845028	-34.46194389670623	4.085163647356978	47.16	221
2014-02-01_15:24:08_645978	218116.703125	0.4	7.0	148.0	-204.0	0	0	0	0	0	0	1.444234356983278	-34.704424764294465	3.8429106173425867	16.14	221
2014-02-01_15:24:08_779654	231532.609375	0.5	51.0	153.0	-266.0	0	0	0	0	0	0	1.329386154476899	-34.85055386556388	3.682490268364107	25.6	221
2014-02-01_15:24:08_912530	244772.890625	0.6	36.0	151.0	-195.0	0	0	0	0	0	0	1.221015878053488	-34.989513646150215	3.542430750686177	15.3	222
2014-02-01_15:24:09_046388	258188.296875	0.7	33.0	157.0	-202.0	0	0	0	0	0	0	1.101454476608765	-35.1304825366505	3.398219854397083	15.08	222
2014-02-01_15:24:09_180127	271538.8125	0.8	44.0	185.0	-242.0	0	0	0	0	0	0	0.985613237727155	-35.26239221534086	3.2674879829836763	15.88	223
2014-02-01_15:24:09_312396	284759.5	0.9	25.0	159.0	-192.0	0	0	0	0	0	0	0.809681183911233	-35.43787792939096	3.0497222910631776	16.27	223
2014-02-01_15:24:09_444355	297954.8125	1.0	39.0	186.0	-200.0	0	0	0	0	0	0	0.6885858305491693	-35.555984022453856	2.935141302928824	15.81	223
2014-02-01_15:24:09_579985	311524.015625	1.1	25.0	152.0	-201.0	0	0	0	0	0	0	0.5691121949325068	-35.659242040669476	2.8053028045509087	48.57	224
2014-02-01_15:24:09_712639	324783.59375	1.2	83.0	175.0	-218.0	0	0	0	0	0	0	0.44397436447075017	-35.78356848670783	2.706482977663096	27.23	224
2014-02-01_15:24:09_847311	338251.09375	1.3	7.0	124.0	-217.0	0	0	0	0	0	0	0.3230095800419525	-35.88623060348678	2.5991178607600722	15.07	224
2014-02-01_15:24:09_980573	351576.8125	1.4	54.0	75.0	-237.0	0	0	0	0	0	0	0.1402444491112858	-36.03333399989805	2.4495029949531646	48.74	225
2014-02-01_15:24:10_117326	365253.0	1.5	29.0	90.0	-233.0	0	0	0	0	0	0	0.012368170169409241	-36.13576860012189	2.3513820071841494	48.93	225
2014-02-01_15:24:10_248068	378326.609375	1.6	20.0	222.0	-218.0	0	0	0	0	0	0	-0.10508197450931966	-36.24047646598072	2.2580455135963806	16.78	226
2014-02-01_15:24:10_379820	391501.5	1.7	32.0	73.0	-236.0	0	0	0	0	0	0	-0.23463201097396444	-36.32027143077313	2.182355896413082	16.32	226
2014-02-01_15:24:10_516530	405211.0	1.8	-11.0	149.0	-215.0	0	0	0	0	0	0	-0.4297225068340513	-36.43818444461917	2.0581099465275945	48.86	226
2014-02-01_15:24:10_648566	418376.09375	1.9	3.0	117.0	-232.0	0	0	0	0	0	0	-0.5521105834540394	-36.51168339675731	1.9806001379040572	16.42	227
2014-02-01_15:24:10_780980	431618.109375	2.0	24.0	130.0	-210.0	0	0	0	0	0	0	-0.6831079191888588	-36.593894960879524	1.9055262069906425	26.62	227
2014-02-01_15:24:10_915310	445102.0	2.1	15.0	161.0	-224.0	0	0	0	0	0	0	-0.8118575415568895	-36.651715201332046	1.836988245704984	15.4	227
2014-02-01_15:24:11_046957	458219.921875	2.2	6.0	156.0	-212.0	0	0	0	0	0	0	-0.9409208325963847	-36.71843057762281	1.7686824731685207	15.47	228
2014-02-01_15:24:11_178975	471449.59375	2.3	18.0	153.0	-216.0	0	0	0	0	0	0	-1.1336751083489178	-36.81379320287567	1.6807501587919407	26.33	228
2014-02-01_15:24:11_315122	485073.40625	2.4	79.0	157.0	-222.0	0	0	0	0	0	0	-1.2662636449666835	-36.88017055287122	1.6282138425196835	48.31	229
2014-02-01_15:24:11_447813	498300.796875	2.5	91.0	174.0	-253.0	0	0	0	0	0	0	-1.3882834601718919	-36.93400378934349	1.5580320064027244	15.09	229
2014-02-01_15:24:11_581238	511675.3125	2.6	40.0	119.0	-213.0	0	0	0	0	0	0	-1.5157382826088326	-36.98468512972945	1.5187889147712723	15.91	229
2014-02-01_15:24:11_713317	524851.109375	2.7	37.0	174.0	-218.0	0	0	0	0	0	0	-1.7160432957022616	-37.06023287758882	1.440286006607502	14.69	230
2014-02-01_15:24:11_847539	538273.90625	2.8	42.0	119.0	-226.0	0	0	0	0	0	0	-1.8471312577961945	-37.120074884943115	1.3948060310086514	16.35	230
2014-02-01_15:24:11_978485	551368.203125	2.9	-4.0	158.0	-212.0	0	0	0	0	0	0	-1.97500888154393	-37.155458173454925	1.3556482696399152	15.79	231
2014-02-01_15:24:12_110465	564567.21875	3.0	16.0	111.0	-225.0	0	0	0	0	0	0	-2.106595775739391	-37.208780707722326	1.310287707624476	15.45	231
2014-02-01_15:24:12_246372	578156.90625	3.1	42.0	174.0	-210.0	0	0	0	0	0	0	-2.240692160213043	-37.25277888019789	1.2803204175451839	47.89	231
2014-02-01_15:24:12_377171	591236.59375	3.2	67.0	178.0	-248.0	0	0	0	0	0	0	-2.442203807794742	-37.31922254301886	1.224465066962662	15.88	232
2014-02-01_15:24:12_509302	604450.203125	3.3	33.0	173.0	-221.0	0	0	0	0	0	0	-2.566263751225387	-37.36625562002269	1.1770818932346203	26.67	232
2014-02-01_15:24:12_644820	618080.90625	3.4	22.0	138.0	-250.0	0	0	0	0	0	0	-2.703304869611611	-37.38189231778311	1.1402583118335212	39.47	232
2014-02-01_15:24:12_777256	631245.5	3.5	-17.0	145.0	-186.0	0	0	0	0	0	0	-2.8354320728179467	-37.426653071635165	1.0951399427948392	16.73	233
2014-02-01_15:24:12_911964	644755.515625	3.6	46.0	163.0	-254.0	0	0	0	0	0	0	-2.971486730295523	-37.501105064093224	1.0883825534579694	26.28	233
2014-02-01_15:24:13_045001	658019.71875	3.7	29.0	157.0	-274.0	0	0	0	0	0	0	-3.1670461337472737	-37.6106992485055	1.0761381326055515	25.79	234
2014-02-01_15:24:13_177996	671374.5	3.8	61.0	188.0	-245.0	0	0	0	0	0	0	-3.3009109933945457	-37.691568959976884	1.0764644346545007	16.61	234
2014-02-01_15:24:13_312352	684755.71875	3.9	26.0	161.0	-210.0	0	0	0	0	0	0	-3.4434267161721133	-37.75905880878111	1.0789270042019803	47.26	234
2014-02-01_15:24:13_449357	698455.40625	4.0	76.0	174.0	-227.0	0	0	0	0	0	0	-3.577831100958422	-37.846533218442886	1.079679232168569	47.21	235
2014-02-01_15:24:13_580982	711617.71875	4.1	87.0	173.0	-258.0	0	0	0	0	0	0	-3.7805308581131105	-37.849555824762206	1.0236448434602776	26.38	235
2014-02-01_15:24:13_713450	724865.390625	4.2	51.0	150.0	-241.0	0	0	0	0	0	0	-3.915883340754402	-37.86531460670024	0.9940173170443499	26.35	235
2014-02-01_15:24:13_848901	738409.59375	4.3	81.0	166.0	-247.0	0	0	0	0	0	0	-4.04291359710156	-37.881264732887175	0.9621504418020023	47.77	236
2014-02-01_15:24:13_980544	751573.625	4.4	40.0	150.0	-184.0	0	0	0	0	0	0	-4.183834391589766	-37.90331426402879	0.9416336187458897	26.15	236
2014-02-01_15:24:14_112933	764813.90625	4.5	26.0	107.0	-230.0	0	0	0	0	0	0	-4.38193838796753	-37.93484037091646	0.899755479720881	26.2	237
2014-02-01_15:24:14_248444	778363.90625	4.6	32.0	151.0	-204.0	0	0	0	0	0	0	-4.518954854778943	-37.92800593488793	0.8850792376846328	26.91	237
2014-02-01_15:24:14_379092	791428.59375	4.7	35.0	149.0	-208.0	0	0	0	0	0	0	-4.6509366444470235	-37.967806812036216	0.8696547713555531	16.07	237
2014-02-01_15:24:14_510589	804578.90625	4.8	68.0	162.0	-196.0	0	0	0	0	0	0	-4.786567519621481	-37.99042833343731	0.8404297744472573	15.54	238
2014-02-01_15:24:14_645317	818096.09375	4.9	-1.0	123.0	-184.0	0	0	0	0	0	0	-4.924760539249157	-37.99916465056629	0.8263266413104836	27.03	238
2014-02-01_15:24:14_777031	831226.40625	5.0	80.0	177.0	-215.0	0	0	0	0	0	0	-5.120402366364058	-37.99239502813919	0.8054995597581466	16.66	239
2014-02-01_15:24:14_909648	844485.1875	5.1	25.0	174.0	-257.0	0	0	0	0	0	0	-5.2627344488475085	-38.01697018184788	0.7853837069244921	28.41	239
2014-02-01_15:24:15_043517	857871.703125	5.2	30.0	136.0	-221.0	0	0	0	0	0	0	-5.39263958813101	-38.03255245121158	0.7692872675667509	17.61	239
2014-02-01_15:24:15_175349	871062.59375	5.3	68.0	154.0	-198.0	0	0	0	0	0	0	-5.5294042610192875	-38.019310008985556	0.7544197398180462	39.47	240
2014-02-01_15:24:15_307675	884312.90625	5.4	29.0	115.0	-167.0	0	0	0	0	0	0	-5.660654850694859	-38.0438219687784	0.7387279446945048	27.32	240
2014-02-01_15:24:15_442634	897783.8125	5.5	33.0	122.0	-231.0	0	0	0	0	0	0	-5.861829578686599	-38.06853486964787	0.7125948382949018	15.4	240
2014-02-01_15:24:15_574897	911009.296875	5.6	22.0	174.0	-261.0	0	0	0	0	0	0	-5.998456903244529	-38.05538223864584	0.6977174699785795	38.48	241
2014-02-01_15:24:15_706644	924184.3125	5.7	21.0	168.0	-237.0	0	0	0	0	0	0	-6.122643385443779	-38.07044956386953	0.6949466641887025	16.23	241
2014-02-01_15:24:15_839825	937564.3125	5.8	6.0	197.0	-245.0	0	0	0	0	0	0	-6.265278274559618	-38.09523918944676	0.6750708779550275	15.69	242
2014-02-01_15:24:15_972558	950775.515625	5.9	42.0	138.0	-207.0	0	0	0	0	0	0	-6.396038612705388	-38.08148044682536	0.673393484099222	15.32	242
2014-02-01_15:24:16_107906	964311.203125	6.0	-14.0	105.0	-123.0	0	0	0	0	0	0	-6.596916551115996	-38.09858780148847	0.669243184830577	25.38	242
2014-02-01_15:24:16_240061	977532.703125	6.1	9.0	208.0	-288.0	0	0	0	0	0	0	-6.738091494178731	-38.121181243354975	0.6493304230572139	38.03	243
2014-02-01_15:24:16_372829	990803.421875	6.2	37.0	146.0	-255.0	0	0	0	0	0	0	-6.869504165108059	-38.13269093714494	0.6333306336949253	27.17	243
2014-02-01_15:24:16_507831	1004303.109375	6.3	62.0	168.0	-253.0	0	0	0	0	0	0	-7.005688373823568	-38.13164821639199	0.6411245415641932	17.56	243
2014-02-01_15:24:16_639813	1017501.3125	6.4	38.0	165.0	-208.0	0	0	0	0	0	0	-7.199256173559648	-38.1338757705847	0.6274518472428794	27.22	244
2014-02-01_15:24:16_775846	1031139.59375	6.5	51.0	205.0	-227.0	0	0	0	0	0	0	-7.331406036303554	-38.1290491275553	0.6261927270661242	29.36	244
2014-02-01_15:24:16_908112	1044330.40625	6.6	-9.0	140.0	-183.0	0	0	0	0	0	0	-7.470094947301732	-38.12177358476225	0.6270510203795303	27.98	245
2014-02-01_15:24:17_039452	1057469.109375	6.7	56.0	161.0	-198.0	0	0	0	0	0	0	-7.604230616693288	-38.139025556747484	0.6269257059674931	17.63	245
2014-02-01_15:24:17_173948	1070956.3125	6.8	44.0	171.0	-256.0	0	0	0	0	0	0	-7.728549986075013	-38.15553410475807	0.6023080059262917	17.22	245
2014-02-01_15:24:17_305769	1084096.515625	6.9	-16.0	166.0	-244.0	0	0	0	0	0	0	-7.9296452008276175	-38.143115245594984	0.6123465446218032	15.88	246
2014-02-01_15:24:17_438753	1097429.5	7.0	-9.0	139.0	-264.0	0	0	0	0	0	0	-8.064895626684683	-38.15331718035035	0.5830954733488816	40.15	246
2014-02-01_15:24:17_574852	1111092.71875	7.1	29.0	150.0	-244.0	0	0	0	0	0	0	-8.202388818425826	-38.15454099417033	0.5910653513114696	43.4	246
2014-02-01_15:24:17_707100	1124230.109375	7.2	124.0	173.0	-191.0	0	0	0	0	0	0	-8.334608863060634	-38.15779351317001	0.5680765936423641	15.74	247
2014-02-01_15:24:17_838508	1137370.3125	7.3	103.0	148.0	-184.0	0	0	0	0	0	0	-8.532969003170074	-38.15961854778829	0.5633390822359449	16.58	247
2014-02-01_15:24:17_973323	1150877.5	7.4	35.0	172.0	-245.0	0	0	0	0	0	0	-8.669831225244236	-38.17076594714931	0.5563912601893856	35.9	248
2014-02-01_15:24:18_105608	1164080.703125	7.5	16.0	153.0	-242.0	0	0	0	0	0	0	-8.80235874853317	-38.16417579568714	0.5483459490083943	28.59	248
2014-02-01_15:24:18_237481	1177267.703125	7.6	47.0	176.0	-254.0	0	0	0	0	0	0	-8.93148491858443	-38.17218011961205	0.5544463301002623	18.77	248
2014-02-01_15:24:18_368865	1190405.609375	7.7	30.0	179.0	-311.0	0	0	0	0	0	0	-9.071130961909834	-38.18380427479709	0.5409428870185102	26.95	249
2014-02-01_15:24:18_500737	1203594.0	7.8	84.0	182.0	-303.0	0	0	0	0	0	0	-9.271554983779751	-38.17798128157353	0.551315319083114	16.06	249
2014-02-01_15:24:18_634649	1216985.109375	7.9	13.0	143.0	-112.0	0	0	0	0	0	0	-9.40074664865728	-38.1643698659657	0.5494298860972051	15.5	250
2014-02-01_15:24:18_765353	1230054.40625	8.0	85.0	156.0	-157.0	0	0	0	0	0	0	-9.534664368132722	-38.15189630346558	0.5631738642488155	15.77	250
2014-02-01_15:24:18_897540	1243274.3125	8.1	6.0	167.0	-219.0	0	0	0	0	0	0	-9.666190577670324	-38.153741679691855	0.5622798032492481	17.31	250
2014-02-01_15:24:19_031893	1256712.890625	8.2	52.0	140.0	-251.0	0	0	0	0	0	0	-9.797825477389914	-38.15724361390983	0.5393222555149061	15.42	251
2014-02-01_15:24:19_163423	1269861.796875	8.3	39.0	122.0	-264.0	0	0	0	0	0	0	-9.99780461713324	-38.15796352337326	0.5500720142818961	26.37	251
