datetime	reltime	speed	adxl_x	adxl_y	adxl_z	mpu_x	mpu_y	mpu_z	gx	gy	gz	yaw	pitch	roll	d	speed_real
2014-02-01_13:48:02_105743	173733.6875	0.05	42.0	157.0	-220.0	0	0	0	0	0	0	0	0	0	15.5	220
2014-02-01_13:48:02_187692	181860.484375	0.1	33.0	160.0	-221.0	0	0	0	0	0	0	1.6834193330751897	-34.54578206516085	4.359825206661707	15.25	220
2014-02-01_13:48:02_267916	189882.78125	0.15	45.0	162.0	-228.0	0	0	0	0	0	0	1.6342266126052574	-34.625451398862126	4.262660810754397	15.4	220
2014-02-01_13:48:02_348330	197923.890625	0.2	38.0	146.0	-223.0	0	0	0	0	0	0	1.5796436741542625	-34.706656267328064	4.174541071742506	15.56	220
2014-02-01_13:48:02_428738	205964.890625	0.25	48.0	144.0	-210.0	0	0	0	0	0	0	1.524791043274361	-34.78785333577362	4.086482599451259	15.59	220
2014-02-01_13:48:02_508953	213986.296875	0.3	51.0	159.0	-234.0	0	0	0	0	0	0	1.4696685841964847	-34.869042132305665	3.998485826718057	15.84	221
2014-02-01_13:48:02_589726	222063.59375	0.35	47.0	156.0	-228.0	0	0	0	0	0	0	1.4165213595310033	-34.94337882135514	3.9173557394849117	15.37	221
2014-02-01_13:48:02_670222	230113.1875	0.4	47.0	161.0	-229.0	0	0	0	0	0	0	1.3627415664452005	-35.01561385829328	3.836075301628186	15.9	221
2014-02-01_13:48:02_753086	238399.984375	0.45	52.0	154.0	-223.0	0	0	0	0	0	0	1.306564925684475	-35.09011498210586	3.7483911772887577	14.91	221
2014-02-01_13:48:02_833573	246447.984375	0.5	56.0	161.0	-209.0	0	0	0	0	0	0	1.249419091026385	-35.15713522568554	3.6829935984839532	15.08	221
2014-02-01_13:48:02_914625	254554.078125	0.55	34.0	150.0	-235.0	0	0	0	0	0	0	1.1952651198664415	-35.236009361345346	3.6017628118561578	15.57	222
2014-02-01_13:48:02_995650	262656.6875	0.6	51.0	159.0	-211.0	0	0	0	0	0	0	1.1435439623995125	-35.31015427659501	3.527567971672248	15.91	222
2014-02-01_13:48:03_076021	270692.984375	0.65	15.0	142.0	-184.0	0	0	0	0	0	0	1.0773285824410324	-35.37026091668498	3.4645752643585195	15.4	222
2014-02-01_13:48:03_156585	278749.296875	0.7	62.0	156.0	-225.0	0	0	0	0	0	0	1.0327736491457629	-35.43590735859563	3.388281032926075	16.42	222
2014-02-01_13:48:03_238439	286935.5	0.75	15.0	151.0	-246.0	0	0	0	0	0	0	0.9664185029909754	-35.502696803508734	3.3252769400929707	15.84	222
2014-02-01_13:48:03_321923	295283.578125	0.8	-1.0	159.0	-222.0	0	0	0	0	0	0	-0.5960016287305957	-36.72551554982862	1.9792199116141622	14.93	223
2014-02-01_13:48:03_403176	303408.59375	0.85	45.0	159.0	-197.0	0	0	0	0	0	0	-0.6563102940367599	-36.75448412769829	1.9438765871767658	16.25	223
2014-02-01_13:48:03_483605	311451.296875	0.9	115.0	172.0	-248.0	0	0	0	0	0	0	-0.7276059616069488	-36.79892260458599	1.9042451145750174	16.52	223
2014-02-01_13:48:03_564052	319495.890625	0.95	-20.0	160.0	-211.0	0	0	0	0	0	0	-0.7880639013127247	-36.82792038117048	1.8689592410412161	15.84	223
