datetime	reltime	speed	adxl_x	adxl_y	adxl_z	mpu_x	mpu_y	mpu_z	gx	gy	gz	yaw	pitch	roll	d	speed_real
2014-02-01_15:15:18_185644	174089.375	0.1	41.0	158.0	-221.0	0	0	0	0	0	0	0	0	0	0.0	220
2014-02-01_15:15:18_315675	187077.28125	0.2	34.0	143.0	-223.0	0	0	0	0	0	0	1.6626160781710602	-34.22422335027916	4.341541736671401	0.0	220
2014-02-01_15:15:18_445265	200037.375	0.3	29.0	160.0	-228.0	0	0	0	0	0	0	1.560879115728328	-34.40045306274823	4.155945328753416	0.0	221
2014-02-01_15:15:18_575406	213050.484375	0.4	56.0	162.0	-247.0	0	0	0	0	0	0	1.4568154455710054	-34.56242638225646	3.9929952599842053	0.0	221
2014-02-01_15:15:18_705259	226035.890625	0.5	50.0	153.0	-253.0	0	0	0	0	0	0	1.3355221830485715	-34.72378282732359	3.8344688048900033	0.0	221
2014-02-01_15:15:18_834848	238994.375	0.6	26.0	162.0	-216.0	0	0	0	0	0	0	1.2232091984810374	-34.87652199265668	3.6807129698876264	0.0	222
2014-02-01_15:15:18_964476	251957.09375	0.7	45.0	170.0	-202.0	0	0	0	0	0	0	1.1123357596534278	-35.017854026813716	3.534301030344402	0.0	222
2014-02-01_15:15:19_094947	265004.578125	0.8	66.0	158.0	-233.0	0	0	0	0	0	0	0.9433689530747363	-35.2521331526742	3.344528193209026	0.0	223
2014-02-01_15:15:19_224563	277966.390625	0.9	28.0	156.0	-221.0	0	0	0	0	0	0	0.8275712041533243	-35.399598764078995	3.2140185689120524	0.0	223
2014-02-01_15:15:19_354285	290937.984375	1.0	24.0	169.0	-228.0	0	0	0	0	0	0	0.7037092721418902	-35.509148430032646	3.0926570939963707	0.0	223
2014-02-01_15:15:19_483909	303900.1875	1.1	72.0	163.0	-227.0	0	0	0	0	0	0	0.5827187218744544	-35.640676719455115	2.978056153218886	0.0	224
2014-02-01_15:15:19_613875	316897.6875	1.2	-20.0	132.0	-221.0	0	0	0	0	0	0	0.4655336176962305	-35.74390352603733	2.855019784979044	0.0	224
2014-02-01_15:15:19_743405	329850.46875	1.3	70.0	140.0	-226.0	0	0	0	0	0	0	0.33965265480009377	-35.85501524642047	2.7565021779375654	0.0	224
2014-02-01_15:15:19_873029	342812.796875	1.4	52.0	167.0	-203.0	0	0	0	0	0	0	0.1580206334602697	-36.02283206377719	2.5845490506548403	0.0	225
2014-02-01_15:15:20_003145	355824.390625	1.5	72.0	189.0	-197.0	0	0	0	0	0	0	0.03266983779368462	-36.111836475171245	2.4931533420541916	0.0	225
