datetime	reltime	speed	x	y	z	d	error	integral	derivative	dt	diff_speed
2014-01-12_15:35:12_740209	301785.796875	20.5	-74.0	179.0	-295.0	0.0	0	0	0	0	0
2014-01-12_15:35:12_760183	303714.984375	20.52	-193.0	130.0	-88.0	0.0	154.5	0.03674467163085938	6.496248011086588	23.782958984375	0.016099628475575823
2014-01-12_15:35:12_778793	305572.59375	20.53	-17.0	143.0	-291.0	0.0	150.66666666666666	0.06495825561523438	-0.20470832627127902	18.725830078125	0.015046202329865099
2014-01-12_15:35:12_796701	307374.6875	20.54	47.0	95.0	-346.0	0.0	122.66666666666667	0.08772735717773439	-1.5084770285022813	18.561767578125	0.012115827736552157
2014-01-12_15:35:12_814329	309126.578125	20.55	30.0	55.0	-181.0	0.0	97.66666666666667	0.10525633015950522	-1.3929319585385096	17.94775390625	0.009627383996445834
2014-01-12_15:35:12_832000	310893.984375	20.56	-61.0	177.0	-282.0	0.0	109.0	0.12430179158528648	0.6486234729189079	17.472900390625	0.010964874777471049
2014-01-12_15:35:12_849908	312684.796875	20.58	1.0	137.0	-327.0	0.0	123.0	0.145958319905599	0.7951412962089908	17.60693359375	0.01237952872545289
2014-01-12_15:35:12_867475	314441.484375	20.59	95.0	36.0	-242.0	0.0	116.66666666666667	0.16681590454101566	-0.35425429252926904	17.8779296875	0.011631257919004195
2014-01-12_15:35:12_884887	316189.09375	20.6	22.0	88.0	-270.0	0.0	87.0	0.18203920532226567	-1.6954273170368719	17.498046875	0.008530475472216846
2014-01-12_15:35:12_902983	317992.078125	20.6	41.0	91.0	-308.0	0.0	71.66666666666667	0.19460309285481775	-0.8746408196044023	17.531005859375	0.0070792220450155135
2014-01-12_15:35:12_920613	319755.375	20.61	-28.0	129.0	-284.0	0.0	102.66666666666667	0.21295074910481776	1.7346448087431694	17.87109375	0.010440152442615895
2014-01-12_15:35:12_938574	321551.484375	20.63	31.0	158.0	-305.0	0.0	126.0	0.23511026082356776	1.3267440353897122	17.5869140625	0.012732697914565053
2014-01-12_15:35:12_957955	323489.0	20.64	36.0	68.0	-303.0	0.0	118.33333333333333	0.25629556762695316	-0.4282318073756895	17.903076171875	0.011790535782152528
2014-01-12_15:35:12_976056	325299.59375	20.65	47.0	113.0	-173.0	0.0	113.0	0.27814407348632814	-0.2758388470798186	19.3349609375	0.011272443929699368
2014-01-12_15:35:12_993611	327054.78125	20.66	71.0	161.0	-364.0	0.0	114.0	0.29873476684570316	0.05536481846935741	18.06201171875	0.011405566355323622
2014-01-12_15:35:13_028700	330571.1875	20.67	41.0	97.0	-320.0	0.0	123.66666666666667	0.34143569539388025	0.27995748221158506	34.529052734375	0.012394696558457366
2014-01-12_15:35:13_046567	332350.703125	20.68	34.0	85.0	-305.0	0.0	114.33333333333333	0.3620695682779948	-0.5171647208957315	18.047119140625	0.01138165306820059
2014-01-12_15:35:13_064110	334104.984375	20.69	15.0	60.0	-230.0	0.0	80.66666666666667	0.37638967407226565	-1.8964788506411046	17.752197265625	0.007877056420569965
2014-01-12_15:35:13_081563	335850.28125	20.7	-62.0	105.0	-82.0	0.0	83.33333333333333	0.3909662935384115	0.1524511377540808	17.491943359375	0.008348617543738095
2014-01-12_15:35:13_099167	337610.59375	20.71	38.0	83.0	-295.0	0.0	82.66666666666667	0.40534536905924484	-0.03832729790678253	17.39404296875	0.008262874471412895
2014-01-12_15:35:13_116894	339395.28125	20.72	23.0	120.0	-152.0	0.0	102.66666666666667	0.42335915812174485	1.1398675349251406	17.5458984375	0.010380695756074995
2014-01-12_15:35:13_134909	341185.09375	20.73	11.0	126.0	-364.0	0.0	109.66666666666667	0.4428745235188803	0.39336525401638106	17.795166015625	0.011006047479520657
2014-01-12_15:35:13_152676	342961.90625	20.74	9.0	80.0	-321.0	0.0	108.66666666666667	0.4623517500813803	-0.05579165304565762	17.923828125	0.01086113373653711
2014-01-12_15:35:13_170534	344747.1875	20.75	-34.0	97.0	-87.0	0.0	101.0	0.48016113728841153	-0.4347894311757243	17.633056640625	0.010056569072996157
2014-01-12_15:35:13_188066	346500.703125	20.76	19.0	142.0	-265.0	0.0	106.33333333333333	0.49909682983398446	0.29949319769859634	17.807861328125	0.010663332562786176
2014-01-12_15:35:13_206120	348305.890625	20.77	14.0	78.0	-210.0	0.0	105.66666666666667	0.5175611511230469	-0.03815165656057546	17.47412109375	0.010562903257125722
2014-01-12_15:35:13_223925	350086.390625	20.78	-7.0	83.0	-150.0	0.0	101.0	0.5357887414550782	-0.25858236044786576	18.047119140625	0.01007419534282936
2014-01-12_15:35:13_241702	351864.28125	20.79	-3.0	128.0	-347.0	0.0	96.33333333333333	0.5528695633951823	-0.2631931631463482	17.73095703125	0.009607069303975039
2014-01-12_15:35:13_259181	353612.484375	20.8	52.0	79.0	-106.0	0.0	96.66666666666667	0.5700191646321615	0.018788904638052654	17.740966796875	0.009668602559046936
2014-01-12_15:35:13_276779	355379.6875	20.81	37.0	148.0	-187.0	0.0	118.33333333333333	0.5906197383626303	1.2445715941866384	17.408935546875	0.011957849554725833
2014-01-12_15:35:13_294679	357162.09375	20.83	-65.0	124.0	-267.0	0.0	117.0	0.6112666963704427	-0.07555592448096779	17.64697265625	0.011692505534221541
2014-01-12_15:35:13_312702	358963.390625	20.84	-47.0	56.0	-77.0	0.0	109.33333333333333	0.6307192744954427	-0.4309054649907608	17.7919921875	0.010890305858761707
2014-01-12_15:35:13_330143	360708.09375	20.85	21.0	80.0	-303.0	0.0	86.66666666666667	0.6462346390787761	-1.2661284457051416	17.90234375	0.008540118445560062
2014-01-12_15:35:13_347628	362459.890625	20.85	-13.0	128.0	-165.0	0.0	88.0	0.6615643851725261	0.07653964561172359	17.420166015625	0.00880772012099969
2014-01-12_15:35:13_365618	364255.28125	20.86	1.0	85.0	-172.0	0.0	97.66666666666667	0.6785993021647136	0.554221139759059	17.44189453125	0.009822156640572791
2014-01-12_15:35:13_383736	366067.6875	20.87	-29.0	54.0	-251.0	0.0	89.0	0.6945371683756512	-0.4839627357418771	17.90771484375	0.008851673180142648
2014-01-12_15:35:13_401282	367823.09375	20.88	-76.0	137.0	-79.0	0.0	92.0	0.7111789261881512	0.16584786481671435	18.0888671875	0.00921665590437429
2014-01-12_15:35:13_419220	369615.59375	20.89	114.0	35.0	-218.0	0.0	75.33333333333333	0.7244189066569011	-0.9483061991813453	17.5751953125	0.007438575155305864
2014-01-12_15:35:13_436700	371368.6875	20.9	60.0	102.0	-332.0	0.0	91.33333333333333	0.7406551013183594	0.900046694317027	17.77685546875	0.009223412068275167
