datetime	x	y	z	d	speed	speed_real
2014-01-04_13:53:28_390262	32.0	162.0	-240.0	14.16	0.1	220
2014-01-04_13:53:28_404342	26.0	158.0	-218.0	14.06	0.2	220
2014-01-04_13:53:28_414180	54.0	160.0	-220.0	14.31	0.3	221
2014-01-04_13:53:28_424206	14.0	160.0	-220.0	14.43	0.4	221
2014-01-04_13:53:28_433958	28.0	154.0	-232.0	14.21	0.5	221
2014-01-04_13:53:28_443880	24.0	154.0	-234.0	14.13	0.6	222
2014-01-04_13:53:28_453804	28.0	154.0	-200.0	14.19	0.7	222
2014-01-04_13:53:28_463562	0.0	160.0	-276.0	14.36	0.8	223
2014-01-04_13:53:28_477440	96.0	164.0	-184.0	14.38	0.9	223
2014-01-04_13:53:28_487341	56.0	136.0	-246.0	14.45	1.0	223
2014-01-04_13:53:28_497185	-238.0	154.0	-244.0	14.03	1.1	224
2014-01-04_13:53:28_506980	48.0	222.0	-226.0	14.75	1.2	224
2014-01-04_13:53:28_520525	100.0	96.0	-186.0	14.43	1.3	224
2014-01-04_13:53:28_530374	70.0	114.0	-276.0	14.13	1.4	225
2014-01-04_13:53:28_540200	-178.0	234.0	-226.0	14.35	1.5	225
2014-01-04_13:53:28_549927	84.0	154.0	-206.0	14.32	1.6	226
2014-01-04_13:53:28_560157	30.0	216.0	-258.0	14.28	1.7	226
2014-01-04_13:53:28_570006	16.0	122.0	-182.0	14.21	1.8	226
2014-01-04_13:53:28_579817	72.0	154.0	-208.0	14.21	1.9	227
2014-01-04_13:53:28_589661	102.0	130.0	-210.0	14.35	2.0	227
2014-01-04_13:53:28_599525	24.0	194.0	-238.0	14.23	2.1	227
