datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	asin	angle	angle_rad	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed	Motor0	Motor1
2014-03-04_19:36:35_575974	2048786.0	-164.0	-33.0	-173.0	3.364312977099237	13.77767175572519	0.8778625954198475	-0.3056640625	-0.68359375	-1.384765625	0.0	0.0	0.0	0	-0.05176717927905811	0	0	0	0.001	0	0.002	0	0	220	220
2014-03-04_19:36:35_618806	2091468.0	-191.0	79.0	-155.0	-1.9333969465648857	-8.466603053435113	1.3969465648854964	-0.557373046875	-0.21484375	-0.9443359375	0.0	50.94	0.0	368.9347273950571	6.438651437959113	-368.9347273950571	-16488.48199761029	-8.466603053435113	0.001	0	0.002	44.692138671875	-0.38586793350192733	229	232
2014-03-04_19:36:35_669747	2142414.0	-147.0	4.0	-211.0	-3.223473282442748	-2.3215648854961817	-0.748091603053435	-0.807373046875	0.34765625	-0.5078125	0.0	34.87	0.0	477.00597500213513	8.324711605621905	-477.00597500213513	-40547.58731831735	-2.3215648854961817	0.001	0	0.002	50.437744140625	-0.4816491047731275	228	234
2014-03-04_19:36:35_720302	2192970.0	-139.0	-12.0	-245.0	-2.9868320610687022	5.8769083969465665	-1.763358778625954	-0.911865234375	0.311279296875	-0.338134765625	0.0	29.57	0.0	178.90903839372845	3.1223217869760638	-178.90903839372845	-49529.68588917866	5.8769083969465665	0.001	0	0.002	50.204833984375	-0.1671552215998353	227	235
2014-03-04_19:36:35_770664	2243327.0	-161.0	-135.0	-187.0	-1.0020992366412211	5.777671755725192	-0.9083969465648853	-0.791259765625	-0.1416015625	-0.508544921875	0.0	40.73	0.0	-106.17942451488481	-1.853044057851393	106.17942451488481	-44235.36099518513	5.777671755725192	0.001	0	0.002	49.862060546875	0.1177347680263352	227	234
2014-03-04_19:36:35_820509	2293175.0	-202.0	139.0	-112.0	-2.4830152671755727	0.48759541984732957	1.3282442748091605	-0.609130859375	-0.58203125	-0.69921875	0.0	61.0	0.0	-126.71650061736435	-2.211457253357144	126.71650061736435	-37902.59869223711	0.48759541984732957	0.001	0	0.002	49.975830078125	0.127691691457059	228	234
2014-03-04_19:36:35_870313	2342976.0	-144.0	55.0	-209.0	0.8070610687022901	2.777671755725192	3.7251908396946565	-0.510009765625	-0.67333984375	-0.626953125	0.0	34.57	0.0	-259.8585469830117	-4.535053175968791	259.8585469830117	-24884.675184026146	2.777671755725192	0.001	0	0.002	50.09619140625	0.26541389049446207	229	233
2014-03-04_19:36:35_921153	2393850.0	-174.0	-6.0	-179.0	3.356679389312977	-2.000954198473281	3.67175572519084	-0.44287109375	-0.48193359375	-0.6865234375	0.0	44.19	0.0	-155.40523936348808	-2.712133322224923	155.40523936348808	-17088.613517910537	-2.000954198473281	0.001	0	0.002	50.166015625	0.15140333096654152	229	232
2014-03-04_19:36:35_971009	2443675.0	-177.0	56.0	-176.0	2.9368320610687024	-2.7566793893129757	2.213740458015267	-0.5419921875	-0.390625	-0.646728515625	0.0	45.17	0.0	-16.65950143622432	-0.290741735361681	16.65950143622432	-16257.753421867592	-2.7566793893129757	0.001	0	0.002	49.873046875	0.01114614265759837	230	232
2014-03-04_19:36:36_021066	2493734.0	-148.0	-17.0	-201.0	0.45591603053435126	-3.5811068702290063	1.2442748091603053	-0.595947265625	-0.4296875	-0.6494140625	0.0	36.37	0.0	160.2959694323087	2.797486377527203	-160.2959694323087	-24291.76705974066	-3.5811068702290063	0.001	0	0.002	50.119873046875	-0.1674581831727667	229	233
