datetime	reltime	speed	x	y	z	d	error	integral	derivative	dt	diff_speed
2014-01-12_15:36:13_551083	301761.578125	20.5	25.0	147.0	-251.0	0.0	0	0	0	0	0
2014-01-12_15:36:13_571524	303733.1875	20.51	146.0	73.0	-235.0	0.0	110.0	2.6018115234375	4.650605891703309	23.65283203125	0.011465320770322675
2014-01-12_15:36:13_589373	305519.703125	20.53	13.0	187.0	-256.0	0.0	135.66666666666666	5.199814941406251	1.3403027444180962	19.14990234375	0.013701216922602616
2014-01-12_15:36:13_607269	307307.984375	20.53	-68.0	40.0	-97.0	0.0	100.0	6.989097167968751	-1.993350525544988	17.892822265625	0.009801363857162298
2014-01-12_15:36:13_624821	309060.796875	20.55	-82.0	160.0	-235.0	0.0	129.0	9.283760253906252	1.6303046939335712	17.7880859375	0.013063958845418748
2014-01-12_15:36:13_642363	310818.703125	20.56	6.0	142.0	-180.0	0.0	114.0	11.282740234375002	-0.8554362808571071	17.534912109375	0.011315584645937727
2014-01-12_15:36:13_660093	312587.59375	20.57	96.0	75.0	-119.0	0.0	125.66666666666667	13.474850423177084	0.6688126895264757	17.44384765625	0.012634895420661632
2014-01-12_15:36:13_677953	314374.09375	20.59	31.0	176.0	-277.0	0.0	131.0	15.78542049153646	0.30237848063303085	17.637939453125	0.013131816390112457
2014-01-12_15:36:13_696111	316189.59375	20.6	-85.0	64.0	-164.0	0.0	105.0	17.65557918294271	-1.4597691696137292	17.81103515625	0.010355788640956922
2014-01-12_15:36:13_713584	317936.78125	20.61	47.0	151.0	-207.0	0.0	130.33333333333334	20.022452880859376	1.3949953394995345	18.16015625	0.013174835112571373
2014-01-12_15:36:13_731214	319699.890625	20.62	144.0	59.0	-344.0	0.0	91.33333333333333	21.613115641276043	-2.2393181563306053	17.416015625	0.0089115628292644
2014-01-12_15:36:13_748856	321464.390625	20.63	-123.0	76.0	-109.0	0.0	95.33333333333333	23.28470743815104	0.2281258702311334	17.5341796875	0.00955847439110026
2014-01-12_15:36:13_766570	323235.171875	20.64	-74.0	184.0	-253.0	0.0	106.33333333333333	25.157119059244792	0.6246845797631921	17.60888671875	0.010698317503215577
2014-01-12_15:36:13_784311	325009.484375	20.65	-20.0	31.0	-313.0	0.0	97.0	26.868567545572915	-0.5289866102109246	17.643798828125	0.009649788195733465
2014-01-12_15:36:13_802500	326835.484375	20.66	84.0	54.0	-171.0	0.0	89.66666666666667	28.470461669921875	-0.4104862771893859	17.864990234375	0.00892846508511472
2014-01-12_15:36:13_837907	330368.78125	20.66	36.0	148.0	-280.0	0.0	77.66666666666667	31.184907877604168	-0.34334811917152736	34.949951171875	0.007735450345537275
2014-01-12_15:36:13_855755	332153.484375	20.68	9.0	128.0	-262.0	0.0	110.0	33.20043766276042	1.7646311619210047	18.322998046875	0.011179783159958379
