datetime	reltime	speed	adxl_x	adxl_y	adxl_z	mpu_x	mpu_y	mpu_z	gx	gy	gz	yaw	pitch	roll	d	speed_real
2014-02-01_17:09:17_624064	2340.40625	0.1	39.0	149.0	-206.0	-0.5361328125	0.077880859375	0.796875	-3.404580152671756	3.0076335877862594	-0.4961832061068702	0	0	0	25.26	220
2014-02-01_17:09:17_737821	13669.796875	0.2	30.0	163.0	-221.0	-0.55810546875	0.031982421875	0.81591796875	-3.1755725190839694	3.0076335877862594	-0.6183206106870229	0	0	0	24.94	220
2014-02-01_17:09:17_852848	25145.59375	0.3	42.0	162.0	-219.0	-0.53955078125	0.11279296875	0.8349609375	-3.480916030534351	3.2977099236641223	-0.22900763358778625	0	0	0	25.18	221
2014-02-01_17:09:17_965916	36451.5	0.4	51.0	144.0	-210.0	-0.502197265625	0.013916015625	0.837158203125	-4.412213740458015	2.3053435114503817	-0.6183206106870229	0	0	0	24.87	221
2014-02-01_17:09:18_079519	47812.5	0.5	37.0	159.0	-190.0	-0.5546875	0.125244140625	0.861083984375	-3.0229007633587788	4.4961832061068705	-0.7404580152671756	0	0	0	26.88	221
2014-02-01_17:09:18_192277	59087.796875	0.6	66.0	174.0	-257.0	-0.54052734375	-0.019287109375	0.856201171875	-2.5572519083969465	2.572519083969466	-0.2900763358778626	0	0	0	24.72	222
2014-02-01_17:09:18_305799	70440.71875	0.7	27.0	134.0	-180.0	-0.5615234375	-0.0498046875	0.902099609375	-3.1068702290076335	1.8702290076335877	-0.3435114503816794	0	0	0	25.16	222
2014-02-01_17:09:18_418680	81727.71875	0.8	25.0	143.0	-210.0	-0.498779296875	0.141357421875	0.755126953125	-0.7862595419847328	3.7251908396946565	-0.21374045801526717	0	0	0	24.65	223
2014-02-01_17:09:18_532494	93110.703125	0.9	35.0	131.0	-217.0	-0.48388671875	0.073974609375	0.948974609375	-3.2977099236641223	3.145038167938931	0.10687022900763359	0	0	0	24.81	223
2014-02-01_17:09:18_645200	104380.3125	1.0	24.0	141.0	-225.0	-0.47900390625	0.082275390625	0.79248046875	-2.732824427480916	3.0839694656488548	0.5114503816793893	0	0	0	25.13	223
2014-02-01_17:09:18_760237	115884.703125	1.1	41.0	124.0	-220.0	-0.5986328125	0.176025390625	0.7529296875	-2.7709923664122136	2.732824427480916	0.4961832061068702	0	0	0	49.3	224
2014-02-01_17:09:18_872585	127119.203125	1.2	95.0	194.0	-177.0	-0.643310546875	0.11279296875	0.28955078125	-3.0839694656488548	3.1603053435114505	-0.9312977099236641	0	0	0	15.57	224
2014-02-01_17:09:18_985401	138400.90625	1.3	116.0	184.0	-222.0	-0.498291015625	0.0673828125	0.75537109375	-6.190839694656488	1.4274809160305344	-1.0	0	0	0	15.56	224
2014-02-01_17:09:19_098643	149725.0	1.4	108.0	186.0	-226.0	-0.556640625	0.1591796875	0.91552734375	-3.5572519083969465	3.045801526717557	-0.21374045801526717	0	0	0	16.18	225
2014-02-01_17:09:19_211141	160975.0	1.5	64.0	210.0	-220.0	-0.581298828125	-0.0244140625	0.87939453125	-2.9083969465648853	4.137404580152672	-0.732824427480916	0	0	0	16.05	225
2014-02-01_17:09:19_324938	172381.109375	1.6	84.0	179.0	-238.0	-0.581787109375	0.029052734375	0.5634765625	-3.0381679389312977	2.816793893129771	-1.916030534351145	0	0	0	25.13	226
2014-02-01_17:09:19_438831	183780.3125	1.7	76.0	227.0	-264.0	-0.4775390625	0.1015625	0.785888671875	-6.6183206106870225	2.0839694656488548	-0.9923664122137404	0	0	0	26.22	226
2014-02-01_17:09:19_553075	195168.515625	1.8	75.0	126.0	-220.0	-0.67138671875	0.048095703125	0.706298828125	-3.0916030534351147	2.3740458015267176	-0.6335877862595419	0	0	0	24.75	226
2014-02-01_17:09:19_665572	206425.390625	1.9	64.0	118.0	-209.0	-0.612060546875	0.057861328125	0.95556640625	-2.7099236641221376	2.7480916030534353	0.0	0	0	0	16.91	227
2014-02-01_17:09:19_779723	217833.109375	2.0	86.0	140.0	-242.0	-0.51513671875	0.149658203125	0.724609375	-2.6259541984732824	4.061068702290076	-0.8702290076335878	0	0	0	25.04	227
2014-02-01_17:09:19_892743	229135.09375	2.1	-13.0	117.0	-220.0	-0.47802734375	0.089599609375	1.071044921875	0.3053435114503817	3.0229007633587788	-0.7862595419847328	0	0	0	24.58	227
2014-02-01_17:09:20_006321	240493.40625	2.2	-4.0	153.0	-219.0	-0.54345703125	0.009033203125	0.947998046875	-7.305343511450381	3.8244274809160306	-0.6641221374045801	0	0	0	25.14	228
2014-02-01_17:09:20_119209	251781.40625	2.3	115.0	138.0	-227.0	-0.558837890625	0.09521484375	0.97607421875	-1.2061068702290076	2.687022900763359	-0.42748091603053434	0	0	0	24.9	228
2014-02-01_17:09:20_232658	263126.296875	2.4	67.0	191.0	-197.0	-0.5673828125	0.10791015625	0.629638671875	-3.1603053435114505	2.6564885496183206	0.25190839694656486	0	0	0	24.23	229
2014-02-01_17:09:20_345360	274424.71875	2.5	24.0	130.0	-216.0	-0.5693359375	0.07373046875	0.649658203125	-1.6946564885496183	2.068702290076336	-0.7557251908396947	0	0	0	25.94	229
2014-02-01_17:09:20_459359	285828.515625	2.6	97.0	172.0	-223.0	-0.4951171875	0.07861328125	0.701416015625	-0.6106870229007634	2.6564885496183206	-0.16030534351145037	0	0	0	25.89	229
2014-02-01_17:09:20_572472	297108.09375	2.7	43.0	203.0	-226.0	-0.55224609375	0.080322265625	0.740966796875	-3.6412213740458017	2.381679389312977	-0.9694656488549618	0	0	0	25.11	230
2014-02-01_17:09:20_685918	308485.8125	2.8	25.0	212.0	-226.0	-0.57275390625	0.076416015625	0.991943359375	-2.6412213740458017	3.312977099236641	-1.213740458015267	0	0	0	24.6	230
2014-02-01_17:09:20_799211	319781.203125	2.9	73.0	172.0	-228.0	-0.527099609375	0.09716796875	0.872802734375	-2.8244274809160306	2.6564885496183206	-0.9007633587786259	0	0	0	24.87	231
2014-02-01_17:09:20_912680	331129.109375	3.0	27.0	111.0	-220.0	-0.56494140625	0.1015625	0.853759765625	-5.137404580152672	2.16793893129771	-0.04580152671755725	0	0	0	25.18	231
2014-02-01_17:09:21_025579	342418.71875	3.1	39.0	200.0	-226.0	-0.5322265625	0.09228515625	0.816162109375	-1.4427480916030535	1.0076335877862594	1.916030534351145	0	0	0	21.47	231
2014-02-01_17:09:21_139316	353792.609375	3.2	12.0	130.0	-205.0	-0.5263671875	0.072509765625	0.600830078125	-2.2900763358778624	5.00763358778626	-0.9694656488549618	0	0	0	25.08	232
