datetime	speed	x	y	z	d	speed_real
2014-01-05_19:50:32_034893	0.2	29.0	147.0	-228.0	0.0	220
2014-01-05_19:50:32_140728	0.4	29.0	147.0	-228.0	0.0	221
2014-01-05_19:50:32_245731	0.6	29.0	147.0	-228.0	0.0	222
2014-01-05_19:50:32_351776	0.8	27.0	142.0	-225.0	0.0	223
2014-01-05_19:50:32_456915	1.0	27.0	142.0	-225.0	0.0	223
2014-01-05_19:50:32_562455	1.2	27.0	142.0	-225.0	0.0	224
2014-01-05_19:50:32_666568	1.4	5.0	148.0	-220.0	0.0	225
2014-01-05_19:50:32_771664	1.6	5.0	148.0	-220.0	0.0	226
2014-01-05_19:50:32_876883	1.8	5.0	148.0	-220.0	0.0	226
2014-01-05_19:50:32_982331	2.0	27.0	148.0	-205.0	0.0	227
2014-01-05_19:50:33_087741	2.2	27.0	148.0	-205.0	0.0	228
2014-01-05_19:50:33_193376	2.4	27.0	148.0	-205.0	0.0	229
2014-01-05_19:50:33_298785	2.6	58.0	151.0	-226.0	0.0	229
2014-01-05_19:50:33_403750	2.8	58.0	151.0	-226.0	0.0	230
2014-01-05_19:50:33_509313	3.0	58.0	151.0	-226.0	0.0	231
2014-01-05_19:50:33_614587	3.2	36.0	158.0	-220.0	0.0	232
2014-01-05_19:50:33_719842	3.4	36.0	158.0	-220.0	0.0	232
2014-01-05_19:50:33_825042	3.6	36.0	158.0	-220.0	0.0	233
2014-01-05_19:50:33_930099	3.8	36.0	134.0	-221.0	0.0	234
2014-01-05_19:50:34_035119	4.0	36.0	134.0	-221.0	0.0	235
2014-01-05_19:50:34_141041	4.2	36.0	134.0	-221.0	0.0	235
2014-01-05_19:50:34_246359	4.4	0.0	139.0	-232.0	0.0	236
2014-01-05_19:50:34_352238	4.6	0.0	139.0	-232.0	0.0	237
2014-01-05_19:50:34_457280	4.8	0.0	139.0	-232.0	0.0	238
2014-01-05_19:50:34_562365	5.0	30.0	131.0	-213.0	0.0	239
2014-01-05_19:50:34_667403	5.2	30.0	131.0	-213.0	0.0	239
2014-01-05_19:50:34_772694	5.4	30.0	131.0	-213.0	0.0	240
2014-01-05_19:50:34_877689	5.6	30.0	124.0	-286.0	0.0	241
2014-01-05_19:50:34_983278	5.8	30.0	124.0	-286.0	0.0	242
2014-01-05_19:50:35_089366	6.0	30.0	124.0	-286.0	0.0	242
2014-01-05_19:50:35_194754	6.2	23.0	160.0	-255.0	0.0	243
2014-01-05_19:50:35_299735	6.4	23.0	160.0	-255.0	0.0	244
2014-01-05_19:50:35_405610	6.6	23.0	160.0	-255.0	0.0	245
2014-01-05_19:50:35_510616	6.8	30.0	146.0	-244.0	0.0	245
2014-01-05_19:50:35_615593	7.0	30.0	146.0	-244.0	0.0	246
2014-01-05_19:50:35_720583	7.2	30.0	146.0	-244.0	0.0	247
2014-01-05_19:50:35_825359	7.4	36.0	149.0	-228.0	0.0	248
2014-01-05_19:50:35_929622	7.6	36.0	149.0	-228.0	0.0	248
2014-01-05_19:50:36_034382	7.8	36.0	149.0	-228.0	0.0	249
2014-01-05_19:50:36_138696	8.0	9.0	116.0	-207.0	0.0	250
2014-01-05_19:50:36_243422	8.2	9.0	116.0	-207.0	0.0	251
2014-01-05_19:50:36_349272	8.4	9.0	116.0	-207.0	0.0	251
2014-01-05_19:50:36_454630	8.6	-82.0	141.0	-144.0	0.0	252
2014-01-05_19:50:36_560003	8.8	-82.0	141.0	-144.0	0.0	253
2014-01-05_19:50:36_665571	9.0	-82.0	141.0	-144.0	0.0	254
2014-01-05_19:50:36_769749	9.2	4.0	171.0	-254.0	0.0	254
2014-01-05_19:50:36_874766	9.4	4.0	171.0	-254.0	0.0	255
2014-01-05_19:50:36_979843	9.6	4.0	171.0	-254.0	0.0	256
2014-01-05_19:50:37_084890	9.8	14.0	143.0	-225.0	0.0	257
2014-01-05_19:50:37_190190	10.0	14.0	143.0	-225.0	0.0	258
2014-01-05_19:50:37_295779	10.2	14.0	143.0	-225.0	0.0	258
2014-01-05_19:50:37_401419	10.4	-46.0	175.0	-235.0	0.0	259
2014-01-05_19:50:37_506828	10.6	-46.0	175.0	-235.0	0.0	260
2014-01-05_19:50:37_611906	10.8	-46.0	175.0	-235.0	0.0	261
2014-01-05_19:50:37_717306	11.0	6.0	170.0	-281.0	0.0	261
2014-01-05_19:50:37_822622	11.2	6.0	170.0	-281.0	0.0	262
2014-01-05_19:50:37_927928	11.4	6.0	170.0	-281.0	0.0	263
2014-01-05_19:50:38_032973	11.6	40.0	94.0	-268.0	0.0	264
2014-01-05_19:50:38_138906	11.8	40.0	94.0	-268.0	0.0	264
2014-01-05_19:50:38_244409	12.0	43.0	107.0	-221.0	0.0	265
2014-01-05_19:50:38_349476	12.2	43.0	107.0	-221.0	0.0	266
2014-01-05_19:50:38_455071	12.4	43.0	107.0	-221.0	0.0	267
2014-01-05_19:50:38_560428	12.6	50.0	175.0	-248.0	0.0	267
2014-01-05_19:50:38_665973	12.8	50.0	175.0	-248.0	0.0	268
2014-01-05_19:50:38_771098	13.0	50.0	175.0	-248.0	0.0	269
2014-01-05_19:50:38_876436	13.2	101.0	167.0	-217.0	0.0	270
2014-01-05_19:50:38_981463	13.4	101.0	167.0	-217.0	0.0	270
2014-01-05_19:50:39_087133	13.6	101.0	167.0	-217.0	0.0	271
2014-01-05_19:50:39_192399	13.8	-445.0	-192.0	-257.0	0.0	272
2014-01-05_19:50:39_297556	14.0	-445.0	-192.0	-257.0	0.0	273
2014-01-05_19:50:39_402974	14.2	-445.0	-192.0	-257.0	0.0	273
2014-01-05_19:50:39_508161	14.4	18.0	138.0	-245.0	0.0	274
2014-01-05_19:50:39_613175	14.6	18.0	138.0	-245.0	0.0	275
2014-01-05_19:50:39_718408	14.8	18.0	138.0	-245.0	0.0	276
2014-01-05_19:50:39_823411	15.0	25.0	163.0	-226.0	0.0	276
2014-01-05_19:50:39_928549	15.2	25.0	163.0	-226.0	0.0	277
2014-01-05_19:50:40_033658	15.4	25.0	163.0	-226.0	0.0	278
2014-01-05_19:50:40_139393	15.6	21.0	124.0	-236.0	0.0	279
2014-01-05_19:50:40_244358	15.8	21.0	124.0	-236.0	0.0	280
2014-01-05_19:50:40_349546	16.0	21.0	124.0	-236.0	0.0	280
2014-01-05_19:50:40_454965	16.2	25.0	83.0	-248.0	0.0	281
