datetime	x	y	z	d	speed	speed_real
2014-01-04_16:46:05_573705	64.0	171.0	-230.0	0.0	0.1	220
2014-01-04_16:46:05_582824	13.0	145.0	-213.0	0.0	0.2	220
2014-01-04_16:46:05_591155	14.0	159.0	-231.0	0.0	0.3	221
2014-01-04_16:46:05_599498	-6.0	146.0	-208.0	0.0	0.4	221
2014-01-04_16:46:05_607728	-6.0	146.0	-208.0	0.0	0.5	221
2014-01-04_16:46:05_616019	38.0	176.0	-215.0	0.0	0.6	222
2014-01-04_16:46:05_624247	68.0	146.0	-230.0	0.0	0.7	222
2014-01-04_16:46:05_632479	2.0	150.0	-227.0	0.0	0.8	223
2014-01-04_16:46:05_641647	5.0	172.0	-228.0	0.0	0.9	223
2014-01-04_16:46:05_649925	28.0	159.0	-203.0	0.0	1.0	223
2014-01-04_16:46:05_658164	46.0	166.0	-214.0	0.0	1.1	224
2014-01-04_16:46:05_666340	46.0	166.0	-214.0	0.0	1.2	224
2014-01-04_16:46:05_674833	56.0	171.0	-227.0	0.0	1.3	224
2014-01-04_16:46:05_683084	-31.0	174.0	-219.0	0.0	1.4	225
2014-01-04_16:46:05_692259	20.0	164.0	-244.0	0.0	1.5	225
2014-01-04_16:46:05_702021	57.0	150.0	-199.0	0.0	1.6	226
2014-01-04_16:46:05_710751	21.0	151.0	-225.0	0.0	1.7	226
2014-01-04_16:46:05_719134	25.0	169.0	-209.0	0.0	1.8	226
2014-01-04_16:46:05_727458	56.0	153.0	-228.0	0.0	1.9	227
2014-01-04_16:46:05_735678	56.0	153.0	-228.0	0.0	2.0	227
2014-01-04_16:46:05_743941	87.0	164.0	-237.0	0.0	2.1	227
2014-01-04_16:46:05_752130	-7.0	144.0	-198.0	0.0	2.2	228
2014-01-04_16:46:05_760359	20.0	169.0	-212.0	0.0	2.3	228
2014-01-04_16:46:05_768577	-16.0	136.0	-199.0	0.0	2.4	229
2014-01-04_16:46:05_777491	-66.0	194.0	-229.0	0.0	2.5	229
2014-01-04_16:46:05_785897	77.0	137.0	-240.0	0.0	2.6	229
2014-01-04_16:46:05_794983	-12.0	160.0	-229.0	0.0	2.7	230
2014-01-04_16:46:05_804376	21.0	173.0	-238.0	0.0	2.8	230
2014-01-04_16:46:05_812739	21.0	173.0	-238.0	0.0	2.9	231
2014-01-04_16:46:05_821038	53.0	139.0	-191.0	0.0	3.0	231
2014-01-04_16:46:05_829370	33.0	167.0	-205.0	0.0	3.1	231
2014-01-04_16:46:05_837618	-5.0	133.0	-211.0	0.0	3.2	232
2014-01-04_16:46:05_845927	34.0	175.0	-228.0	0.0	3.3	232
2014-01-04_16:46:05_854265	19.0	138.0	-210.0	0.0	3.4	232
2014-01-04_16:46:05_862564	5.0	176.0	-233.0	0.0	3.5	233
2014-01-04_16:46:05_870822	5.0	176.0	-233.0	0.0	3.6	233
2014-01-04_16:46:05_879202	38.0	141.0	-209.0	0.0	3.7	234
2014-01-04_16:46:05_887730	-14.0	176.0	-232.0	0.0	3.8	234
2014-01-04_16:46:05_895985	47.0	158.0	-229.0	0.0	3.9	234
2014-01-04_16:46:05_904267	47.0	152.0	-221.0	0.0	4.0	235
2014-01-04_16:46:05_912481	31.0	149.0	-238.0	0.0	4.1	235
2014-01-04_16:46:05_921633	-15.0	174.0	-207.0	0.0	4.2	235
2014-01-04_16:46:05_931274	-15.0	174.0	-207.0	0.0	4.3	236
2014-01-04_16:46:05_939901	41.0	166.0	-241.0	0.0	4.4	236
2014-01-04_16:46:05_948121	33.0	161.0	-210.0	0.0	4.5	237
2014-01-04_16:46:05_956539	116.0	135.0	-240.0	0.0	4.6	237
2014-01-04_16:46:05_964867	34.0	180.0	-204.0	0.0	4.7	237
2014-01-04_16:46:05_973179	-13.0	179.0	-235.0	0.0	4.8	238
2014-01-04_16:46:05_981936	-61.0	205.0	-214.0	0.0	4.9	238
2014-01-04_16:46:05_990507	79.0	142.0	-228.0	0.0	5.0	239
2014-01-04_16:46:05_998743	32.0	176.0	-230.0	0.0	5.1	239
2014-01-04_16:46:06_006937	32.0	176.0	-230.0	0.0	5.2	239
2014-01-04_16:46:06_015267	61.0	125.0	-215.0	0.0	5.3	240
2014-01-04_16:46:06_023563	-30.0	193.0	-230.0	0.0	5.4	240
2014-01-04_16:46:06_031788	66.0	147.0	-174.0	0.0	5.5	240
2014-01-04_16:46:06_040036	32.0	189.0	-265.0	0.0	5.6	241
2014-01-04_16:46:06_048334	24.0	133.0	-172.0	0.0	5.7	241
2014-01-04_16:46:06_056582	24.0	133.0	-172.0	0.0	5.8	242
2014-01-04_16:46:06_064825	73.0	166.0	-248.0	0.0	5.9	242
2014-01-04_16:46:06_073075	-1.0	146.0	-214.0	0.0	6.0	242
2014-01-04_16:46:06_081325	-10.0	158.0	-209.0	0.0	6.1	243
2014-01-04_16:46:06_089673	18.0	167.0	-244.0	0.0	6.2	243
2014-01-04_16:46:06_097930	63.0	131.0	-185.0	0.0	6.3	243
2014-01-04_16:46:06_106165	15.0	185.0	-253.0	0.0	6.4	244
2014-01-04_16:46:06_114397	15.0	185.0	-253.0	0.0	6.5	244
2014-01-04_16:46:06_122654	17.0	132.0	-159.0	0.0	6.6	245
2014-01-04_16:46:06_130865	23.0	175.0	-243.0	0.0	6.7	245
2014-01-04_16:46:06_139180	-1.0	174.0	-235.0	0.0	6.8	245
2014-01-04_16:46:06_147429	39.0	133.0	-187.0	0.0	6.9	246
2014-01-04_16:46:06_155670	-6.0	191.0	-284.0	0.0	7.0	246
2014-01-04_16:46:06_163916	-6.0	191.0	-284.0	0.0	7.1	246
2014-01-04_16:46:06_172166	-13.0	139.0	-154.0	0.0	7.2	247
2014-01-04_16:46:06_180414	51.0	161.0	-230.0	0.0	7.3	247
2014-01-04_16:46:06_189316	-10.0	174.0	-258.0	0.0	7.4	248
2014-01-04_16:46:06_197583	74.0	127.0	-145.0	0.0	7.5	248
2014-01-04_16:46:06_205919	8.0	181.0	-272.0	0.0	7.6	248
2014-01-04_16:46:06_214221	17.0	164.0	-239.0	0.0	7.7	249
2014-01-04_16:46:06_222468	17.0	164.0	-239.0	0.0	7.8	249
2014-01-04_16:46:06_230712	35.0	144.0	-158.0	0.0	7.9	250
2014-01-04_16:46:06_238963	24.0	179.0	-306.0	0.0	8.0	250
2014-01-04_16:46:06_247206	30.0	145.0	-176.0	0.0	8.1	250
2014-01-04_16:46:06_255471	21.0	143.0	-193.0	0.0	8.2	251
2014-01-04_16:46:06_263701	20.0	182.0	-319.0	0.0	8.3	251
2014-01-04_16:46:06_271941	32.0	118.0	-170.0	0.0	8.4	251
2014-01-04_16:46:06_280198	32.0	118.0	-170.0	0.0	8.5	252
2014-01-04_16:46:06_288658	77.0	103.0	-174.0	0.0	8.6	252
2014-01-04_16:46:06_297560	16.0	185.0	-313.0	0.0	8.7	253
2014-01-04_16:46:06_305897	1.0	142.0	-169.0	0.0	8.8	253
2014-01-04_16:46:06_314147	77.0	123.0	-168.0	0.0	8.9	253
2014-01-04_16:46:06_322416	-9.0	206.0	-367.0	0.0	9.0	254
2014-01-04_16:46:06_330622	16.0	132.0	-186.0	0.0	9.1	254
2014-01-04_16:46:06_338843	16.0	132.0	-186.0	0.0	9.2	254
2014-01-04_16:46:06_347084	102.0	70.0	-98.0	0.0	9.3	255
2014-01-04_16:46:06_355315	23.0	226.0	-369.0	0.0	9.4	255
2014-01-04_16:46:06_363571	16.0	187.0	-234.0	0.0	9.5	256
2014-01-04_16:46:06_371812	21.0	127.0	-76.0	0.0	9.6	256
2014-01-04_16:46:06_380068	52.0	178.0	-275.0	0.0	9.7	256
2014-01-04_16:46:06_388326	78.0	190.0	-363.0	0.0	9.8	257
2014-01-04_16:46:06_396717	78.0	190.0	-363.0	0.0	9.9	257
2014-01-04_16:46:06_405076	-40.0	132.0	-38.0	0.0	10.0	257
2014-01-04_16:46:06_413338	48.0	134.0	-139.0	0.0	10.1	258
2014-01-04_16:46:06_421594	46.0	166.0	-440.0	0.0	10.2	258
2014-01-04_16:46:06_429905	4.0	193.0	-226.0	0.0	10.3	259
2014-01-04_16:46:06_438200	59.0	137.0	-5.0	0.0	10.4	259
2014-01-04_16:46:06_446528	59.0	137.0	-5.0	0.0	10.5	259
2014-01-04_16:46:06_454794	53.0	152.0	-296.0	0.0	10.6	260
2014-01-04_16:46:06_463065	27.0	234.0	-371.0	0.0	10.7	260
2014-01-04_16:46:06_471392	-56.0	174.0	-142.0	0.0	10.8	261
2014-01-04_16:46:06_479687	163.0	66.0	-5.0	0.0	10.9	261
2014-01-04_16:46:06_487950	-52.0	202.0	-358.0	0.0	11.0	261
2014-01-04_16:46:06_496769	127.0	242.0	-402.0	0.0	11.1	262
2014-01-04_16:46:06_504992	142.0	119.0	-96.0	0.0	11.2	262
2014-01-04_16:46:06_513233	142.0	119.0	-96.0	0.0	11.3	262
2014-01-04_16:46:06_521475	223.0	55.0	4.0	0.0	11.4	263
2014-01-04_16:46:06_529725	173.0	158.0	-330.0	0.0	11.5	263
2014-01-04_16:46:06_538030	-117.0	273.0	-393.0	0.0	11.6	264
2014-01-04_16:46:06_546283	81.0	146.0	-143.0	0.0	11.7	264
2014-01-04_16:46:06_554522	-119.0	77.0	35.0	0.0	11.8	264
2014-01-04_16:46:06_562776	-119.0	77.0	35.0	0.0	11.9	265
2014-01-04_16:46:06_571040	-24.0	166.0	-245.0	0.0	12.0	265
2014-01-04_16:46:06_579299	62.0	236.0	-502.0	0.0	12.1	265
2014-01-04_16:46:06_587540	-16.0	203.0	-283.0	0.0	12.2	266
2014-01-04_16:46:06_596366	-67.0	159.0	-12.0	0.0	12.3	266
2014-01-04_16:46:06_604988	117.0	95.0	-40.0	0.0	12.4	267
2014-01-04_16:46:06_613262	37.0	89.0	-345.0	0.0	12.5	267
2014-01-04_16:46:06_621548	37.0	89.0	-345.0	0.0	12.6	267
2014-01-04_16:46:06_629841	56.0	253.0	-444.0	0.0	12.7	268
2014-01-04_16:46:06_638100	77.0	195.0	-237.0	0.0	12.8	268
2014-01-04_16:46:06_646451	-25.0	143.0	-6.0	0.0	12.9	269
2014-01-04_16:46:06_654720	42.0	119.0	-35.0	0.0	13.0	269
2014-01-04_16:46:06_662941	-4.0	95.0	-298.0	0.0	13.1	269
2014-01-04_16:46:06_671219	114.0	175.0	-461.0	0.0	13.2	270
2014-01-04_16:46:06_679615	114.0	175.0	-461.0	0.0	13.3	270
2014-01-04_16:46:06_687919	-41.0	239.0	-281.0	0.0	13.4	270
2014-01-04_16:46:06_696178	-6.0	176.0	-67.0	0.0	13.5	271
2014-01-04_16:46:06_704477	-80.0	106.0	-8.0	0.0	13.6	271
2014-01-04_16:46:06_712750	19.0	81.0	-156.0	0.0	13.7	272
2014-01-04_16:46:06_721015	65.0	105.0	-400.0	0.0	13.8	272
2014-01-04_16:46:06_729245	102.0	184.0	-461.0	0.0	13.9	272
2014-01-04_16:46:06_737678	102.0	184.0	-461.0	0.0	14.0	273
2014-01-04_16:46:06_746102	-28.0	240.0	-276.0	0.0	14.1	273
2014-01-04_16:46:06_754299	-15.0	182.0	-53.0	0.0	14.2	273
2014-01-04_16:46:06_762550	-43.0	137.0	6.0	0.0	14.3	274
2014-01-04_16:46:06_770813	40.0	44.0	-127.0	0.0	14.4	274
2014-01-04_16:46:06_779077	-64.0	149.0	-297.0	0.0	14.5	275
2014-01-04_16:46:06_787321	-61.0	247.0	-488.0	0.0	14.6	275
2014-01-04_16:46:06_795568	-61.0	247.0	-488.0	0.0	14.7	275
2014-01-04_16:46:06_804311	56.0	273.0	-391.0	0.0	14.8	276
2014-01-04_16:46:06_812595	-16.0	179.0	-193.0	0.0	14.9	276
2014-01-04_16:46:06_820951	-2.0	142.0	24.0	0.0	15.0	276
2014-01-04_16:46:06_829255	-106.0	91.0	42.0	0.0	15.1	277
2014-01-04_16:46:06_837558	-153.0	68.0	-88.0	0.0	15.2	277
2014-01-04_16:46:06_845949	151.0	119.0	-330.0	0.0	15.3	278
2014-01-04_16:46:06_854247	151.0	119.0	-330.0	0.0	15.4	278
2014-01-04_16:46:06_862580	47.0	182.0	-531.0	0.0	15.5	278
2014-01-04_16:46:06_870859	79.0	177.0	-502.0	0.0	15.6	279
2014-01-04_16:46:06_879140	-20.0	233.0	-215.0	0.0	15.7	279
2014-01-04_16:46:06_887432	-15.0	161.0	-38.0	0.0	15.8	280
2014-01-04_16:46:06_895682	33.0	150.0	85.0	0.0	15.9	280
2014-01-04_16:46:06_905010	33.0	150.0	85.0	0.0	16.0	280
2014-01-04_16:46:06_913328	-141.0	133.0	-2.0	0.0	16.1	281
2014-01-04_16:46:06_921598	-84.0	56.0	-102.0	0.0	16.2	281
2014-01-04_16:46:06_929837	55.0	140.0	-330.0	0.0	16.3	281
2014-01-04_16:46:06_938070	98.0	76.0	-485.0	0.0	16.4	282
2014-01-04_16:46:06_946331	119.0	183.0	-571.0	0.0	16.5	282
2014-01-04_16:46:06_954584	129.0	227.0	-392.0	0.0	16.6	283
2014-01-04_16:46:06_962849	39.0	157.0	-144.0	0.0	16.7	283
2014-01-04_16:46:06_971120	39.0	157.0	-144.0	0.0	16.8	283
2014-01-04_16:46:06_979439	-20.0	178.0	-29.0	0.0	16.9	284
2014-01-04_16:46:06_987702	67.0	190.0	97.0	0.0	17.0	284
2014-01-04_16:46:06_996018	-21.0	166.0	48.0	0.0	17.1	284
2014-01-04_16:46:07_004221	-165.0	100.0	52.0	0.0	17.2	285
2014-01-04_16:46:07_012901	-49.0	79.0	-119.0	0.0	17.3	285
2014-01-04_16:46:07_021235	76.0	119.0	-275.0	0.0	17.4	286
2014-01-04_16:46:07_029606	76.0	119.0	-275.0	0.0	17.5	286
2014-01-04_16:46:07_037930	79.0	130.0	-503.0	0.0	17.6	286
2014-01-04_16:46:07_046227	71.0	168.0	-600.0	0.0	17.7	287
2014-01-04_16:46:07_054564	128.0	53.0	-658.0	0.0	17.8	287
2014-01-04_16:46:07_062847	169.0	205.0	-415.0	0.0	17.9	288
2014-01-04_16:46:07_071127	44.0	219.0	-120.0	0.0	18.0	288
2014-01-04_16:46:07_079439	44.0	219.0	-120.0	0.0	18.1	288
2014-01-04_16:46:07_087701	-60.0	117.0	-154.0	0.0	18.2	289
2014-01-04_16:46:07_096007	15.0	73.0	85.0	0.0	18.3	289
2014-01-04_16:46:07_104332	94.0	115.0	218.0	0.0	18.4	289
2014-01-04_16:46:07_112644	-41.0	193.0	55.0	0.0	18.5	290
2014-01-04_16:46:07_120939	-266.0	164.0	87.0	0.0	18.6	290
2014-01-04_16:46:07_129191	-180.0	153.0	-97.0	0.0	18.7	291
2014-01-04_16:46:07_137386	-180.0	153.0	-97.0	0.0	18.8	291
2014-01-04_16:46:07_145639	-3.0	161.0	-175.0	0.0	18.9	291
2014-01-04_16:46:07_153899	91.0	147.0	-266.0	0.0	19.0	292
2014-01-04_16:46:07_162153	102.0	181.0	-563.0	0.0	19.1	292
2014-01-04_16:46:07_170435	82.0	211.0	-592.0	0.0	19.2	292
2014-01-04_16:46:07_178704	149.0	50.0	-633.0	0.0	19.3	293
2014-01-04_16:46:07_186960	231.0	123.0	-708.0	0.0	19.4	293
2014-01-04_16:46:07_195219	231.0	123.0	-708.0	0.0	19.5	294
