datetime	speed	x	y	z	d	speed_real
2014-01-12_13:23:33_672596	0.2	13.0	153.0	-224.0	0.0	220
2014-01-12_13:23:33_778006	0.4	13.0	153.0	-224.0	0.0	221
2014-01-12_13:23:33_883362	0.6	13.0	153.0	-224.0	0.0	222
2014-01-12_13:23:33_988942	0.8	13.0	139.0	-200.0	0.0	223
2014-01-12_13:23:34_093964	1.0	13.0	139.0	-200.0	0.0	223
2014-01-12_13:23:34_199503	1.2	13.0	139.0	-200.0	0.0	224
2014-01-12_13:23:34_304864	1.4	0.0	147.0	-230.0	0.0	225
2014-01-12_13:23:34_410087	1.6	0.0	147.0	-230.0	0.0	226
2014-01-12_13:23:34_515448	1.8	0.0	147.0	-230.0	0.0	226
2014-01-12_13:23:34_620505	2.0	-18.0	161.0	-208.0	0.0	227
2014-01-12_13:23:34_725594	2.2	-18.0	161.0	-208.0	0.0	228
2014-01-12_13:23:34_830628	2.4	-18.0	161.0	-208.0	0.0	229
2014-01-12_13:23:34_935586	2.6	12.0	150.0	-185.0	0.0	229
2014-01-12_13:23:35_040761	2.8	12.0	150.0	-185.0	0.0	230
2014-01-12_13:23:35_145995	3.0	12.0	150.0	-185.0	0.0	231
2014-01-12_13:23:35_250935	3.2	-27.0	140.0	-234.0	0.0	232
2014-01-12_13:23:35_357105	3.4	-27.0	140.0	-234.0	0.0	232
2014-01-12_13:23:35_462564	3.6	-27.0	140.0	-234.0	0.0	233
2014-01-12_13:23:35_568059	3.8	2.0	175.0	-222.0	0.0	234
2014-01-12_13:23:35_673163	4.0	2.0	175.0	-222.0	0.0	235
2014-01-12_13:23:35_778892	4.2	2.0	175.0	-222.0	0.0	235
2014-01-12_13:23:35_883985	4.4	14.0	123.0	-317.0	0.0	236
2014-01-12_13:23:35_989489	4.6	14.0	123.0	-317.0	0.0	237
2014-01-12_13:23:36_094514	4.8	14.0	123.0	-317.0	0.0	238
2014-01-12_13:23:36_199515	5.0	-41.0	175.0	-236.0	0.0	239
2014-01-12_13:23:36_305111	5.2	-41.0	175.0	-236.0	0.0	239
2014-01-12_13:23:36_410359	5.4	-41.0	175.0	-236.0	0.0	240
2014-01-12_13:23:36_515786	5.6	45.0	175.0	-250.0	0.0	241
2014-01-12_13:23:36_620855	5.8	45.0	175.0	-250.0	0.0	242
2014-01-12_13:23:36_725865	6.0	45.0	175.0	-250.0	0.0	242
2014-01-12_13:23:36_830884	6.2	-97.0	167.0	-193.0	0.0	243
2014-01-12_13:23:36_936314	6.4	-97.0	167.0	-193.0	0.0	244
2014-01-12_13:23:37_041671	6.6	-97.0	167.0	-193.0	0.0	245
2014-01-12_13:23:37_146635	6.8	35.0	182.0	-216.0	0.0	245
2014-01-12_13:23:37_251982	7.0	35.0	182.0	-216.0	0.0	246
2014-01-12_13:23:37_357054	7.2	35.0	182.0	-216.0	0.0	247
2014-01-12_13:23:37_462511	7.4	35.0	163.0	-219.0	0.0	248
2014-01-12_13:23:37_567790	7.6	35.0	163.0	-219.0	0.0	248
2014-01-12_13:23:37_672858	7.8	35.0	163.0	-219.0	0.0	249
2014-01-12_13:23:37_778115	8.0	-2.0	124.0	-212.0	0.0	250
2014-01-12_13:23:37_883899	8.2	-2.0	124.0	-212.0	0.0	251
2014-01-12_13:23:37_989079	8.4	-2.0	124.0	-212.0	0.0	251
2014-01-12_13:23:38_094107	8.6	27.0	140.0	-230.0	0.0	252
2014-01-12_13:23:38_199457	8.8	27.0	140.0	-230.0	0.0	253
2014-01-12_13:23:38_304681	9.0	27.0	140.0	-230.0	0.0	254
2014-01-12_13:23:38_409905	9.2	-31.0	183.0	-249.0	0.0	254
2014-01-12_13:23:38_514898	9.4	-31.0	183.0	-249.0	0.0	255
2014-01-12_13:23:38_620079	9.6	-31.0	183.0	-249.0	0.0	256
2014-01-12_13:23:38_725048	9.8	72.0	221.0	-232.0	0.0	257
2014-01-12_13:23:38_830756	10.0	72.0	221.0	-232.0	0.0	258
2014-01-12_13:23:38_936223	10.2	77.0	137.0	-169.0	0.0	258
2014-01-12_13:23:39_041431	10.4	77.0	137.0	-169.0	0.0	259
2014-01-12_13:23:39_146429	10.6	77.0	137.0	-169.0	0.0	260
2014-01-12_13:23:39_251872	10.8	45.0	182.0	-297.0	0.0	261
2014-01-12_13:23:39_357101	11.0	45.0	182.0	-297.0	0.0	261
2014-01-12_13:23:39_462542	11.2	45.0	182.0	-297.0	0.0	262
2014-01-12_13:23:39_567795	11.4	64.0	204.0	-256.0	0.0	263
2014-01-12_13:23:39_673450	11.6	64.0	204.0	-256.0	0.0	264
2014-01-12_13:23:39_778720	11.8	64.0	204.0	-256.0	0.0	264
2014-01-12_13:23:39_883720	12.0	-36.0	162.0	-194.0	0.0	265
2014-01-12_13:23:39_988776	12.2	-36.0	162.0	-194.0	0.0	266
2014-01-12_13:23:40_094003	12.4	-36.0	162.0	-194.0	0.0	267
2014-01-12_13:23:40_199659	12.6	-25.0	154.0	-174.0	0.0	267
2014-01-12_13:23:40_304905	12.8	-25.0	154.0	-174.0	0.0	268
2014-01-12_13:23:40_409977	13.0	-25.0	154.0	-174.0	0.0	269
2014-01-12_13:23:40_514990	13.2	-33.0	135.0	-238.0	0.0	270
2014-01-12_13:23:40_620232	13.4	-33.0	135.0	-238.0	0.0	270
2014-01-12_13:23:40_725612	13.6	-33.0	135.0	-238.0	0.0	271
2014-01-12_13:23:40_831008	13.8	87.0	189.0	-244.0	0.0	272
