datetime	x	y	z	d	speed	speed_real
2014-01-04_16:48:17_504012	0.0	172.0	-210.0	0.0	0.1	220
2014-01-04_16:48:17_514337	-44.0	132.0	-200.0	0.0	0.2	220
2014-01-04_16:48:17_522769	98.0	114.0	-168.0	0.0	0.3	221
2014-01-04_16:48:17_530994	4.0	128.0	-274.0	0.0	0.4	221
2014-01-04_16:48:17_539523	-56.0	126.0	-194.0	0.0	0.5	221
2014-01-04_16:48:17_547925	-48.0	104.0	-236.0	0.0	0.6	222
2014-01-04_16:48:17_556175	-70.0	142.0	-192.0	0.0	0.7	222
2014-01-04_16:48:17_564737	-104.0	206.0	-182.0	0.0	0.8	223
2014-01-04_16:48:17_573060	-134.0	208.0	-136.0	0.0	0.9	223
2014-01-04_16:48:17_581354	-104.0	132.0	-150.0	0.0	1.0	223
2014-01-04_16:48:17_589669	-22.0	130.0	-210.0	0.0	1.1	224
2014-01-04_16:48:17_597944	70.0	110.0	-362.0	0.0	1.2	224
2014-01-04_16:48:17_606141	66.0	200.0	-194.0	0.0	1.3	224
2014-01-04_16:48:17_614444	12.0	132.0	-200.0	0.0	1.4	225
2014-01-04_16:48:17_622684	282.0	96.0	-306.0	0.0	1.5	225
2014-01-04_16:48:17_632161	-26.0	214.0	-242.0	0.0	1.6	226
2014-01-04_16:48:17_641735	-28.0	150.0	-274.0	0.0	1.7	226
2014-01-04_16:48:17_650009	0.0	72.0	-128.0	0.0	1.8	226
2014-01-04_16:48:17_658434	-192.0	216.0	-116.0	0.0	1.9	227
2014-01-04_16:48:17_666804	84.0	222.0	-154.0	0.0	2.0	227
2014-01-04_16:48:17_675567	38.0	234.0	-158.0	0.0	2.1	227
2014-01-04_16:48:17_683901	0.0	204.0	-198.0	0.0	2.2	228
2014-01-04_16:48:17_692170	202.0	112.0	-168.0	0.0	2.3	228
2014-01-04_16:48:17_700415	224.0	82.0	-158.0	0.0	2.4	229
2014-01-04_16:48:17_708744	220.0	110.0	-244.0	0.0	2.5	229
2014-01-04_16:48:17_717022	64.0	164.0	-240.0	0.0	2.6	229
2014-01-04_16:48:17_725292	-276.0	250.0	-96.0	0.0	2.7	230
2014-01-04_16:48:17_733508	152.0	90.0	-144.0	0.0	2.8	230
2014-01-04_16:48:17_741788	230.0	-156.0	-162.0	0.0	2.9	231
2014-01-04_16:48:17_750079	-34.0	248.0	-230.0	0.0	3.0	231
2014-01-04_16:48:17_758349	180.0	0.0	-236.0	0.0	3.1	231
2014-01-04_16:48:17_766611	-48.0	146.0	-258.0	0.0	3.2	232
2014-01-04_16:48:17_774916	156.0	106.0	-282.0	0.0	3.3	232
2014-01-04_16:48:17_783202	64.0	144.0	-266.0	0.0	3.4	232
2014-01-04_16:48:17_791475	80.0	64.0	-244.0	0.0	3.5	233
2014-01-04_16:48:17_799753	-64.0	262.0	-204.0	0.0	3.6	233
2014-01-04_16:48:17_808044	24.0	190.0	-218.0	0.0	3.7	234
2014-01-04_16:48:17_816241	20.0	88.0	-260.0	0.0	3.8	234
2014-01-04_16:48:17_824515	60.0	176.0	-234.0	0.0	3.9	234
2014-01-04_16:48:17_832790	74.0	96.0	-224.0	0.0	4.0	235
2014-01-04_16:48:17_841172	198.0	192.0	-210.0	0.0	4.1	235
2014-01-04_16:48:17_849534	58.0	222.0	-186.0	0.0	4.2	235
2014-01-04_16:48:17_857848	128.0	112.0	-296.0	0.0	4.3	236
2014-01-04_16:48:17_866212	24.0	26.0	-108.0	0.0	4.4	236
2014-01-04_16:48:17_875006	286.0	218.0	-226.0	0.0	4.5	237
2014-01-04_16:48:17_883310	90.0	192.0	-164.0	0.0	4.6	237
2014-01-04_16:48:17_891583	10.0	128.0	-302.0	0.0	4.7	237
2014-01-04_16:48:17_899916	202.0	254.0	-252.0	0.0	4.8	238
2014-01-04_16:48:17_908204	-200.0	344.0	-208.0	0.0	4.9	238
2014-01-04_16:48:17_916466	-94.0	96.0	-194.0	0.0	5.0	239
2014-01-04_16:48:17_924729	-124.0	172.0	-184.0	0.0	5.1	239
2014-01-04_16:48:17_932944	-28.0	186.0	-390.0	0.0	5.2	239
2014-01-04_16:48:17_941196	6.0	230.0	-258.0	0.0	5.3	240
2014-01-04_16:48:17_949538	164.0	52.0	-212.0	0.0	5.4	240
2014-01-04_16:48:17_957804	-34.0	160.0	-282.0	0.0	5.5	240
