datetime	x	y	z	d	speed	speed_real
2013-12-28_12:42:16_121143	24.0	162.0	-222.0	20.03	0.1	220
2013-12-28_12:42:16_131545	26.0	161.0	-223.0	20.16	0.2	220
2013-12-28_12:42:16_141750	25.0	160.0	-222.0	20.27	0.3	221
2013-12-28_12:42:16_151927	31.0	156.0	-219.0	20.65	0.4	221
2013-12-28_12:42:16_162122	24.0	154.0	-218.0	19.9	0.5	221
2013-12-28_12:42:16_172476	23.0	156.0	-224.0	20.48	0.6	222
2013-12-28_12:42:16_182717	68.0	145.0	-228.0	20.45	0.7	222
2013-12-28_12:42:16_192952	69.0	190.0	-221.0	20.03	0.8	223
2013-12-28_12:42:16_203129	-13.0	162.0	-228.0	19.96	0.9	223
2013-12-28_12:42:16_213321	71.0	171.0	-219.0	19.89	1.0	223
2013-12-28_12:42:16_223523	39.0	166.0	-206.0	20.45	1.1	224
2013-12-28_12:42:16_233749	82.0	161.0	-219.0	20.26	1.2	224
2013-12-28_12:42:16_243915	34.0	159.0	-234.0	20.03	1.3	224
2013-12-28_12:42:16_254138	22.0	161.0	-221.0	20.53	1.4	225
2013-12-28_12:42:16_264363	31.0	166.0	-206.0	20.44	1.5	225
2013-12-28_12:42:16_274538	29.0	165.0	-225.0	19.67	1.6	226
2013-12-28_12:42:16_284596	17.0	166.0	-220.0	18.26	1.7	226
2013-12-28_12:42:16_294770	-3.0	166.0	-220.0	20.04	1.8	226
2013-12-28_12:42:16_304967	-58.0	175.0	-216.0	20.16	1.9	227
2013-12-28_12:42:16_315382	53.0	164.0	-231.0	19.97	2.0	227
2013-12-28_12:42:16_325822	35.0	157.0	-227.0	21.05	2.1	227
2013-12-28_12:42:16_336025	65.0	159.0	-212.0	20.67	2.2	228
2013-12-28_12:42:16_346301	17.0	161.0	-210.0	20.08	2.3	228
2013-12-28_12:42:16_356412	14.0	172.0	-218.0	20.18	2.4	229
2013-12-28_12:42:16_366561	50.0	163.0	-224.0	21.32	2.5	229
2013-12-28_12:42:16_376818	65.0	161.0	-213.0	21.06	2.6	229
2013-12-28_12:42:16_387051	-16.0	143.0	-203.0	20.11	2.7	230
2013-12-28_12:42:16_397198	-7.0	160.0	-224.0	19.53	2.8	230
2013-12-28_12:42:16_407347	-20.0	162.0	-240.0	19.82	2.9	231
2013-12-28_12:42:16_417547	-38.0	152.0	-256.0	20.42	3.0	231
2013-12-28_12:42:16_427727	30.0	139.0	-195.0	20.1	3.1	231
2013-12-28_12:42:16_437925	37.0	157.0	-196.0	20.37	3.2	232
2013-12-28_12:42:16_448067	27.0	173.0	-243.0	19.5	3.3	232
2013-12-28_12:42:16_458065	99.0	221.0	-237.0	14.62	3.4	232
2013-12-28_12:42:16_468176	9.0	170.0	-195.0	18.32	3.5	233
2013-12-28_12:42:16_478367	-21.0	156.0	-185.0	20.45	3.6	233
2013-12-28_12:42:16_488558	-16.0	155.0	-229.0	19.53	3.7	234
2013-12-28_12:42:16_498658	-7.0	142.0	-255.0	18.46	3.8	234
2013-12-28_12:42:16_508904	-108.0	188.0	-182.0	20.01	3.9	234
2013-12-28_12:42:16_519111	25.0	191.0	-221.0	20.5	4.0	235
2013-12-28_12:42:16_529197	-9.0	126.0	-213.0	18.34	4.1	235
2013-12-28_12:42:16_539298	-15.0	119.0	-252.0	19.72	4.2	235
2013-12-28_12:42:16_549556	-170.0	129.0	-193.0	21.18	4.3	236
2013-12-28_12:42:16_559678	-168.0	212.0	-187.0	20.09	4.4	236
2013-12-28_12:42:16_569961	-168.0	95.0	-249.0	20.47	4.5	237
2013-12-28_12:42:16_580071	186.0	171.0	-222.0	19.62	4.6	237
2013-12-28_12:42:16_590288	45.0	218.0	-218.0	20.77	4.7	237
2013-12-28_12:42:16_600412	55.0	162.0	-182.0	18.77	4.8	238
2013-12-28_12:42:16_610621	138.0	230.0	-281.0	20.61	4.9	238
2013-12-28_12:42:16_620755	90.0	170.0	-211.0	18.9	5.0	239
2013-12-28_12:42:16_630933	-57.0	163.0	-227.0	20.03	5.1	239
2013-12-28_12:42:16_641105	14.0	177.0	-166.0	20.6	5.2	239
2013-12-28_12:42:16_651213	0.0	121.0	-244.0	19.24	5.3	240
2013-12-28_12:42:16_661374	24.0	121.0	-231.0	19.94	5.4	240
2013-12-28_12:42:16_671470	138.0	237.0	-190.0	19.19	5.5	240
2013-12-28_12:42:16_681657	-102.0	118.0	-239.0	20.4	5.6	241
2013-12-28_12:42:16_691820	144.0	161.0	-240.0	20.04	5.7	241
2013-12-28_12:42:16_702008	-90.0	149.0	-171.0	20.45	5.8	242
2013-12-28_12:42:16_712156	168.0	166.0	-249.0	19.46	5.9	242
2013-12-28_12:42:16_722454	-100.0	207.0	-131.0	19.72	6.0	242
2013-12-28_12:42:16_732474	37.0	83.0	-289.0	16.01	6.1	243
2013-12-28_12:42:16_742747	60.0	193.0	-248.0	20.89	6.2	243
2013-12-28_12:42:16_753044	59.0	130.0	-134.0	21.3	6.3	243
2013-12-28_12:42:16_763224	165.0	117.0	-277.0	19.86	6.4	244
2013-12-28_12:42:16_773396	-27.0	195.0	-220.0	19.6	6.5	244
2013-12-28_12:42:16_783519	-55.0	126.0	-128.0	18.71	6.6	245
2013-12-28_12:42:16_793996	53.0	222.0	-292.0	18.84	6.7	245
2013-12-28_12:42:16_804182	-5.0	144.0	-84.0	18.8	6.8	245
2013-12-28_12:42:16_814352	28.0	134.0	-290.0	20.03	6.9	246
2013-12-28_12:42:16_824575	-67.0	200.0	-159.0	19.97	7.0	246
2013-12-28_12:42:16_834767	-13.0	115.0	-232.0	19.82	7.1	246
2013-12-28_12:42:16_844920	99.0	205.0	-363.0	19.21	7.2	247
2013-12-28_12:42:16_855062	-107.0	114.0	-64.0	19.73	7.3	247
2013-12-28_12:42:16_865214	63.0	156.0	-272.0	19.24	7.4	248
2013-12-28_12:42:16_875335	127.0	215.0	-214.0	18.32	7.5	248
2013-12-28_12:42:16_885517	-35.0	213.0	-165.0	20.28	7.6	248
2013-12-28_12:42:16_895738	-13.0	137.0	-191.0	21.0	7.7	249
2013-12-28_12:42:16_906852	148.0	245.0	-381.0	20.48	7.8	249
2013-12-28_12:42:16_917011	7.0	127.0	-194.0	19.53	7.9	250
2013-12-28_12:42:16_927155	125.0	86.0	-247.0	19.11	8.0	250
2013-12-28_12:42:16_937375	66.0	139.0	-432.0	20.04	8.1	250
2013-12-28_12:42:16_947269	-120.0	119.0	3.0	15.08	8.2	251
2013-12-28_12:42:16_957110	114.0	152.0	-261.0	15.69	8.3	251
2013-12-28_12:42:16_967361	138.0	185.0	-377.0	21.08	8.4	251
2013-12-28_12:42:16_977543	75.0	196.0	-380.0	19.74	8.5	252
2013-12-28_12:42:16_987452	-32.0	90.0	50.0	14.77	8.6	252
2013-12-28_12:42:16_997570	5.0	84.0	-265.0	19.14	8.7	253
2013-12-28_12:42:17_007397	124.0	224.0	-484.0	14.36	8.8	253
2013-12-28_12:42:17_017691	-42.0	115.0	26.0	19.72	8.9	253
2013-12-28_12:42:17_027874	-10.0	81.0	-208.0	19.31	9.0	254
2013-12-28_12:42:17_037982	3.0	159.0	-487.0	18.86	9.1	254
2013-12-28_12:42:17_048091	-22.0	188.0	-39.0	18.72	9.2	254
2013-12-28_12:42:17_058287	-86.0	106.0	9.0	18.97	9.3	255
2013-12-28_12:42:17_068207	205.0	227.0	-408.0	15.57	9.4	255
2013-12-28_12:42:17_078335	-118.0	258.0	-316.0	20.03	9.5	256
2013-12-28_12:42:17_088416	-75.0	98.0	-48.0	18.73	9.6	256
2013-12-28_12:42:17_098222	73.0	163.0	-286.0	13.48	9.7	256
2013-12-28_12:42:17_108331	269.0	185.0	-512.0	18.94	9.8	257
2013-12-28_12:42:17_118195	-6.0	200.0	18.0	14.82	9.9	257
2013-12-28_12:42:17_128394	-61.0	93.0	-23.0	19.77	10.0	257
2013-12-28_12:42:17_138299	19.0	228.0	-512.0	15.27	10.1	258
2013-12-28_12:42:17_148085	16.0	158.0	-376.0	13.52	10.2	258
2013-12-28_12:42:17_158200	128.0	103.0	-512.0	19.96	10.3	259
2013-12-28_12:42:17_168364	164.0	125.0	14.0	19.43	10.4	259
2013-12-28_12:42:17_178256	158.0	144.0	159.0	14.01	10.5	259
2013-12-28_12:42:17_188410	-35.0	136.0	-512.0	19.62	10.6	260
2013-12-28_12:42:17_198236	255.0	224.0	-413.0	13.96	10.7	260
2013-12-28_12:42:17_208149	256.0	177.0	92.0	15.57	10.8	261
2013-12-28_12:42:17_218415	328.0	133.0	30.0	20.1	10.9	261
2013-12-28_12:42:17_228533	456.0	180.0	-478.0	18.77	11.0	261
2013-12-28_12:42:17_238324	188.0	251.0	-470.0	13.67	11.1	262
2013-12-28_12:42:17_248503	-290.0	178.0	35.0	19.99	11.2	262
2013-12-28_12:42:17_258682	226.0	108.0	7.0	19.97	11.3	262
2013-12-28_12:42:17_268604	-140.0	112.0	-305.0	14.86	11.4	263
2013-12-28_12:42:17_278679	-224.0	152.0	-477.0	18.48	11.5	263
2013-12-28_12:42:17_288477	67.0	187.0	-198.0	13.62	11.6	264
2013-12-28_12:42:17_298670	-235.0	86.0	196.0	20.13	11.7	264
2013-12-28_12:42:17_308853	130.0	262.0	-127.0	19.3	11.8	264
2013-12-28_12:42:17_318911	-198.0	87.0	131.0	17.9	11.9	265
2013-12-28_12:42:17_329048	56.0	108.0	-127.0	19.67	12.0	265
2013-12-28_12:42:17_338893	63.0	159.0	-432.0	14.38	12.1	265
2013-12-28_12:42:17_348843	360.0	254.0	-474.0	16.18	12.2	266
2013-12-28_12:42:17_358963	13.0	255.0	-80.0	20.3	12.3	266
2013-12-28_12:42:17_369099	-266.0	106.0	135.0	19.13	12.4	267
2013-12-28_12:42:17_379298	-85.0	117.0	-137.0	20.21	12.5	267
2013-12-28_12:42:17_389482	96.0	144.0	-396.0	19.79	12.6	267
2013-12-28_12:42:17_399279	320.0	244.0	-470.0	12.95	12.7	268
2013-12-28_12:42:17_409213	171.0	236.0	-197.0	14.64	12.8	268
2013-12-28_12:42:17_419172	-123.0	107.0	140.0	15.56	12.9	269
2013-12-28_12:42:17_429056	70.0	118.0	-28.0	15.37	13.0	269
2013-12-28_12:42:17_439064	-174.0	81.0	-341.0	18.45	13.1	269
2013-12-28_12:42:17_449222	234.0	224.0	-512.0	19.21	13.2	270
2013-12-28_12:42:17_459047	267.0	187.0	-359.0	13.16	13.3	270
2013-12-28_12:42:17_468802	-14.0	272.0	-28.0	13.28	13.4	270
2013-12-28_12:42:17_478602	23.0	135.0	140.0	13.7	13.5	271
2013-12-28_12:42:17_488820	46.0	90.0	-106.0	20.44	13.6	271
2013-12-28_12:42:17_499036	-59.0	199.0	84.0	19.99	13.7	272
2013-12-28_12:42:17_509171	120.0	144.0	2.0	19.58	13.8	272
2013-12-28_12:42:17_519267	-288.0	94.0	-233.0	18.6	13.9	272
2013-12-28_12:42:17_529096	185.0	121.0	-427.0	13.63	14.0	273
2013-12-28_12:42:17_538828	226.0	217.0	-512.0	13.31	14.1	273
2013-12-28_12:42:17_548697	57.0	193.0	-366.0	14.35	14.2	273
2013-12-28_12:42:17_558807	164.0	273.0	-107.0	20.15	14.3	274
2013-12-28_12:42:17_568945	-120.0	163.0	68.0	19.23	14.4	274
2013-12-28_12:42:17_578688	149.0	128.0	35.0	13.74	14.5	275
2013-12-28_12:42:17_588810	135.0	101.0	-263.0	18.26	14.6	275
2013-12-28_12:42:17_598588	0.0	54.0	-449.0	13.51	14.7	275
2013-12-28_12:42:17_608337	199.0	230.0	-511.0	12.12	14.8	276
2013-12-28_12:42:17_618180	-33.0	138.0	-388.0	12.82	14.9	276
2013-12-28_12:42:17_628072	339.0	259.0	-203.0	15.05	15.0	276
2013-12-28_12:42:17_637931	-266.0	136.0	97.0	15.22	15.1	277
2013-12-28_12:42:17_648080	-94.0	22.0	79.0	19.84	15.2	277
2013-12-28_12:42:17_658191	-319.0	31.0	-121.0	16.12	15.3	278
2013-12-28_12:42:17_668326	69.0	142.0	-273.0	18.99	15.4	278
2013-12-28_12:42:17_678129	96.0	56.0	-493.0	14.08	15.5	278
2013-12-28_12:42:17_687916	188.0	86.0	-512.0	13.82	15.6	279
2013-12-28_12:42:17_697761	173.0	199.0	-461.0	13.65	15.7	279
2013-12-28_12:42:17_707695	87.0	228.0	-261.0	16.18	15.8	280
2013-12-28_12:42:17_717517	132.0	309.0	34.0	13.77	15.9	280
2013-12-28_12:42:17_727656	-136.0	90.0	187.0	18.77	16.0	280
2013-12-28_12:42:17_737819	125.0	331.0	-371.0	19.43	16.1	281
2013-12-28_12:42:17_747926	255.0	273.0	-208.0	19.16	16.2	281
2013-12-28_12:42:17_757749	-143.0	230.0	78.0	14.81	16.3	281
2013-12-28_12:42:17_767867	5.0	167.0	125.0	19.38	16.4	282
2013-12-28_12:42:17_778145	-363.0	42.0	138.0	19.6	16.5	282
2013-12-28_12:42:17_788255	-254.0	50.0	-56.0	19.06	16.6	283
2013-12-28_12:42:17_798469	34.0	83.0	-260.0	20.74	16.7	283
2013-12-28_12:42:17_808604	30.0	208.0	-408.0	19.5	16.8	283
2013-12-28_12:42:17_818405	-90.0	69.0	-512.0	13.09	16.9	284
2013-12-28_12:42:17_828467	183.0	75.0	-512.0	19.4	17.0	284
2013-12-28_12:42:17_838586	45.0	63.0	-512.0	19.13	17.1	284
2013-12-28_12:42:17_848492	218.0	250.0	-394.0	14.94	17.2	285
2013-12-28_12:42:17_858311	199.0	151.0	-223.0	13.16	17.3	285
2013-12-28_12:42:17_868114	5.0	167.0	13.0	13.57	17.4	286
2013-12-28_12:42:17_877913	92.0	209.0	163.0	13.6	17.5	286
2013-12-28_12:42:17_888071	22.0	175.0	203.0	20.01	17.6	286
2013-12-28_12:42:17_898320	-148.0	161.0	58.0	19.64	17.7	287
2013-12-28_12:42:17_908781	148.0	178.0	-438.0	13.82	17.8	287
2013-12-28_12:42:17_918612	195.0	386.0	-366.0	13.4	17.9	288
2013-12-28_12:42:17_928458	-4.0	199.0	-95.0	13.52	18.0	288
2013-12-28_12:42:17_938599	4.0	194.0	17.0	19.5	18.1	288
