datetime	speed	x	y	z	d	speed_real
2014-01-05_19:52:15_036425	0.2	28.0	148.0	-228.0	0.0	220
2014-01-05_19:52:15_141474	0.4	28.0	148.0	-228.0	0.0	221
2014-01-05_19:52:15_246513	0.6	28.0	148.0	-228.0	0.0	222
2014-01-05_19:52:15_350716	0.8	31.0	135.0	-220.0	0.0	223
2014-01-05_19:52:15_454883	1.0	31.0	135.0	-220.0	0.0	223
2014-01-05_19:52:15_559869	1.2	31.0	135.0	-220.0	0.0	224
2014-01-05_19:52:15_665005	1.4	41.0	147.0	-227.0	0.0	225
2014-01-05_19:52:15_769682	1.6	41.0	147.0	-227.0	0.0	226
2014-01-05_19:52:15_873960	1.8	41.0	147.0	-227.0	0.0	226
2014-01-05_19:52:15_979107	2.0	38.0	148.0	-235.0	0.0	227
2014-01-05_19:52:16_083815	2.2	38.0	148.0	-235.0	0.0	228
2014-01-05_19:52:16_189085	2.4	38.0	148.0	-235.0	0.0	229
2014-01-05_19:52:16_294408	2.6	22.0	144.0	-234.0	0.0	229
2014-01-05_19:52:16_399440	2.8	22.0	144.0	-234.0	0.0	230
2014-01-05_19:52:16_504697	3.0	22.0	144.0	-234.0	0.0	231
2014-01-05_19:52:16_609717	3.2	26.0	145.0	-231.0	0.0	232
2014-01-05_19:52:16_714917	3.4	26.0	145.0	-231.0	0.0	232
2014-01-05_19:52:16_820534	3.6	26.0	145.0	-231.0	0.0	233
2014-01-05_19:52:16_925947	3.8	45.0	145.0	-234.0	0.0	234
2014-01-05_19:52:17_031012	4.0	45.0	145.0	-234.0	0.0	235
2014-01-05_19:52:17_136593	4.2	45.0	145.0	-234.0	0.0	235
2014-01-05_19:52:17_241549	4.4	-127.0	153.0	-24.0	0.0	236
2014-01-05_19:52:17_346900	4.6	-127.0	153.0	-24.0	0.0	237
2014-01-05_19:52:17_451942	4.8	-127.0	153.0	-24.0	0.0	238
2014-01-05_19:52:17_556975	5.0	39.0	150.0	-227.0	0.0	239
2014-01-05_19:52:17_661909	5.2	39.0	150.0	-227.0	0.0	239
2014-01-05_19:52:17_767426	5.4	39.0	150.0	-227.0	0.0	240
2014-01-05_19:52:17_872367	5.6	85.0	115.0	-313.0	0.0	241
2014-01-05_19:52:17_978091	5.8	85.0	115.0	-313.0	0.0	242
2014-01-05_19:52:18_083629	6.0	85.0	115.0	-313.0	0.0	242
2014-01-05_19:52:18_189250	6.2	13.0	140.0	-209.0	0.0	243
2014-01-05_19:52:18_294218	6.4	13.0	140.0	-209.0	0.0	244
2014-01-05_19:52:18_399623	6.6	13.0	140.0	-209.0	0.0	245
2014-01-05_19:52:18_504514	6.8	-3.0	107.0	-193.0	0.0	245
2014-01-05_19:52:18_610053	7.0	-3.0	107.0	-193.0	0.0	246
2014-01-05_19:52:18_715225	7.2	-3.0	107.0	-193.0	0.0	247
2014-01-05_19:52:18_820242	7.4	3.0	136.0	-229.0	0.0	248
2014-01-05_19:52:18_925263	7.6	3.0	136.0	-229.0	0.0	248
2014-01-05_19:52:19_030552	7.8	3.0	136.0	-229.0	0.0	249
2014-01-05_19:52:19_135886	8.0	82.0	218.0	-261.0	0.0	250
2014-01-05_19:52:19_241029	8.2	82.0	218.0	-261.0	0.0	251
2014-01-05_19:52:19_346006	8.4	82.0	218.0	-261.0	0.0	251
2014-01-05_19:52:19_451328	8.6	-191.0	75.0	-85.0	0.0	252
2014-01-05_19:52:19_556467	8.8	-191.0	75.0	-85.0	0.0	253
2014-01-05_19:52:19_661671	9.0	-191.0	75.0	-85.0	0.0	254
2014-01-05_19:52:19_766713	9.2	-17.0	150.0	-216.0	0.0	254
2014-01-05_19:52:19_871672	9.4	-17.0	150.0	-216.0	0.0	255
2014-01-05_19:52:19_976642	9.6	-17.0	150.0	-216.0	0.0	256
2014-01-05_19:52:20_081937	9.8	54.0	127.0	-220.0	0.0	257
2014-01-05_19:52:20_187252	10.0	54.0	127.0	-220.0	0.0	258
2014-01-05_19:52:20_292479	10.2	54.0	127.0	-220.0	0.0	258
2014-01-05_19:52:20_398055	10.4	121.0	191.0	-266.0	0.0	259
2014-01-05_19:52:20_503376	10.6	121.0	191.0	-266.0	0.0	260
2014-01-05_19:52:20_608392	10.8	121.0	191.0	-266.0	0.0	261
2014-01-05_19:52:20_713730	11.0	-39.0	28.0	-76.0	0.0	261
2014-01-05_19:52:20_819541	11.2	-39.0	28.0	-76.0	0.0	262
2014-01-05_19:52:20_924877	11.4	-39.0	28.0	-76.0	0.0	263
2014-01-05_19:52:21_029926	11.6	4.0	161.0	-186.0	0.0	264
2014-01-05_19:52:21_134962	11.8	4.0	161.0	-186.0	0.0	264
2014-01-05_19:52:21_240258	12.0	4.0	161.0	-186.0	0.0	265
2014-01-05_19:52:21_345200	12.2	51.0	155.0	-240.0	0.0	266
2014-01-05_19:52:21_450976	12.4	51.0	155.0	-240.0	0.0	267
2014-01-05_19:52:21_556488	12.6	51.0	155.0	-240.0	0.0	267
2014-01-05_19:52:21_661947	12.8	72.0	149.0	-224.0	0.0	268
2014-01-05_19:52:21_767248	13.0	72.0	149.0	-224.0	0.0	269
2014-01-05_19:52:21_872397	13.2	79.0	185.0	-235.0	0.0	270
2014-01-05_19:52:21_977812	13.4	79.0	185.0	-235.0	0.0	270
2014-01-05_19:52:22_083065	13.6	79.0	185.0	-235.0	0.0	271
2014-01-05_19:52:22_188871	13.8	-463.0	-87.0	-190.0	0.0	272
2014-01-05_19:52:22_293902	14.0	-463.0	-87.0	-190.0	0.0	273
2014-01-05_19:52:22_399181	14.2	-463.0	-87.0	-190.0	0.0	273
2014-01-05_19:52:22_504174	14.4	15.0	135.0	-262.0	0.0	274
2014-01-05_19:52:22_609200	14.6	15.0	135.0	-262.0	0.0	275
2014-01-05_19:52:22_714196	14.8	15.0	135.0	-262.0	0.0	276
2014-01-05_19:52:22_819469	15.0	-25.0	121.0	-196.0	0.0	276
2014-01-05_19:52:22_924832	15.2	-25.0	121.0	-196.0	0.0	277
2014-01-05_19:52:23_029906	15.4	-25.0	121.0	-196.0	0.0	278
2014-01-05_19:52:23_134589	15.6	78.0	163.0	-254.0	0.0	279
2014-01-05_19:52:23_239642	15.8	78.0	163.0	-254.0	0.0	280
2014-01-05_19:52:23_345209	16.0	78.0	163.0	-254.0	0.0	280
2014-01-05_19:52:23_450247	16.2	3.0	127.0	-187.0	0.0	281
2014-01-05_19:52:23_554620	16.4	3.0	127.0	-187.0	0.0	282
2014-01-05_19:52:23_659357	16.6	3.0	127.0	-187.0	0.0	283
2014-01-05_19:52:23_764684	16.8	227.0	259.0	-243.0	0.0	283
2014-01-05_19:52:23_869794	17.0	227.0	259.0	-243.0	0.0	284
2014-01-05_19:52:23_975344	17.2	227.0	259.0	-243.0	0.0	285
2014-01-05_19:52:24_080340	17.4	146.0	309.0	-247.0	0.0	286
2014-01-05_19:52:24_185778	17.6	146.0	309.0	-247.0	0.0	286
2014-01-05_19:52:24_291339	17.8	146.0	309.0	-247.0	0.0	287
2014-01-05_19:52:24_396787	18.0	38.0	95.0	-294.0	0.0	288
2014-01-05_19:52:24_502218	18.2	38.0	95.0	-294.0	0.0	289
2014-01-05_19:52:24_607670	18.4	38.0	95.0	-294.0	0.0	289
2014-01-05_19:52:24_712973	18.6	-31.0	90.0	-221.0	0.0	290
2014-01-05_19:52:24_818468	18.8	-31.0	90.0	-221.0	0.0	291
2014-01-05_19:52:24_924196	19.0	-31.0	90.0	-221.0	0.0	292
2014-01-05_19:52:25_029496	19.2	62.0	133.0	-294.0	0.0	292
2014-01-05_19:52:25_134512	19.4	62.0	133.0	-294.0	0.0	293
2014-01-05_19:52:25_240167	19.6	62.0	133.0	-294.0	0.0	294
2014-01-05_19:52:25_345114	19.8	-64.0	184.0	-121.0	0.0	295
2014-01-05_19:52:25_450425	20.0	-64.0	184.0	-121.0	0.0	295
2014-01-05_19:52:25_556533	20.2	-64.0	184.0	-121.0	0.0	296
2014-01-05_19:52:25_661910	20.4	-4.0	204.0	-118.0	0.0	297
2014-01-05_19:52:25_767183	20.6	-4.0	204.0	-118.0	0.0	298
