datetime	reltime	speed	adxl_x	adxl_y	adxl_z	mpu_x	mpu_y	mpu_z	gx	gy	gz	yaw	pitch	roll	d	speed_real
2014-02-01_14:44:52_614195	175280.5	0.05	-24.0	103.0	-220.0	0	0	0	0	0	0	0	0	0	26.23	220
2014-02-01_14:44:52_698232	183613.3125	0.1	-20.0	119.0	-221.0	0	0	0	0	0	0	1.6473414840525504	-34.04972780986013	4.285960866848302	25.96	220
2014-02-01_14:44:52_779120	191734.515625	0.15	43.0	156.0	-223.0	0	0	0	0	0	0	1.5968083467521386	-34.14405478382083	4.203966904932426	15.49	220
2014-02-01_14:44:52_859831	199773.203125	0.2	41.0	157.0	-222.0	0	0	0	0	0	0	1.5436444830351286	-34.233928536595315	4.115735111915168	15.52	220
2014-02-01_14:44:52_940483	207838.703125	0.25	41.0	157.0	-222.0	0	0	0	0	0	0	1.4919249782181814	-34.31489376974205	4.034171454221187	15.81	220
2014-02-01_14:44:53_020998	215890.390625	0.3	40.0	157.0	-222.0	0	0	0	0	0	0	1.440262464838964	-34.40252957548447	3.952525566969176	15.57	221
2014-02-01_14:44:53_101298	223920.59375	0.35	42.0	157.0	-221.0	0	0	0	0	0	0	1.3880398690380247	-34.48348603213362	3.871083528344433	15.4	221
2014-02-01_14:44:53_181521	231941.703125	0.4	41.0	159.0	-219.0	0	0	0	0	0	0	1.33556866385047	-34.56443806167692	3.789700919963575	15.45	221
2014-02-01_14:44:53_261912	239982.109375	0.45	42.0	158.0	-220.0	0	0	0	0	0	0	1.285369359733029	-34.6452152831066	3.7150494713257363	15.57	221
2014-02-01_14:44:53_343049	248125.296875	0.5	-3.0	167.0	-221.0	0	0	0	0	0	0	1.2265415072716594	-34.71903558829458	3.6426738080565295	25.06	221
2014-02-01_14:44:53_424246	256244.90625	0.55	19.0	138.0	-218.0	0	0	0	0	0	0	1.175535443523168	-34.79772835178989	3.5679489013953605	25.07	222
2014-02-01_14:44:53_506097	264399.890625	0.6	43.0	147.0	-215.0	0	0	0	0	0	0	1.1188040645722597	-34.87139108253372	3.5023623162541475	25.57	222
2014-02-01_14:44:53_586977	272493.796875	0.65	29.0	158.0	-214.0	0	0	0	0	0	0	1.0671748694567251	-34.93883653115498	3.428175548916249	25.08	222
2014-02-01_14:44:53_667313	280520.703125	0.7	39.0	159.0	-244.0	0	0	0	0	0	0	1.0100160906278124	-35.012517142229875	3.3626970670442953	15.42	222
2014-02-01_14:44:53_747918	288581.703125	0.75	36.0	165.0	-197.0	0	0	0	0	0	0	0.9604982891465744	-35.08436729909132	3.2949866470600235	15.95	222
2014-02-01_14:44:53_829074	296697.1875	0.8	41.0	152.0	-226.0	0	0	0	0	0	0	0.9026821694060759	-35.15139771809835	3.229725724761817	26.74	223
2014-02-01_14:44:53_910274	304817.703125	0.85	27.0	150.0	-255.0	0	0	0	0	0	0	0.8441573713509508	-35.20966741060328	3.164442828574791	16.73	223
2014-02-01_14:44:53_990468	312836.703125	0.9	43.0	150.0	-212.0	0	0	0	0	0	0	0.7854676469427271	-35.267943338447	3.099208839885449	16.0	223
2014-02-01_14:44:54_070722	320893.296875	0.95	44.0	148.0	-218.0	0	0	0	0	0	0	0.7296760003929905	-35.334843239240776	3.040759339341856	15.9	223
2014-02-01_14:44:54_151364	328925.40625	1.0	45.0	145.0	-191.0	0	0	0	0	0	0	0.6732489717346084	-35.392975350422546	2.9822835400471335	16.34	223
2014-02-01_14:44:54_232241	337014.296875	1.05	43.0	174.0	-257.0	0	0	0	0	0	0	0.6168775536614969	-35.45324015885374	2.9240158083451404	15.32	223
2014-02-01_14:44:54_312614	345051.109375	1.1	41.0	176.0	-232.0	0	0	0	0	0	0	0.5601338701903406	-35.51139004869402	2.8656325519252235	15.6	224
2014-02-01_14:44:54_393158	353106.59375	1.15	56.0	152.0	-268.0	0	0	0	0	0	0	0.4944542165637782	-35.55387327045698	2.8094321881337017	15.6	224
2014-02-01_14:44:54_473688	361158.3125	1.2	33.0	182.0	-228.0	0	0	0	0	0	0	0.4459881688604291	-35.621055926615405	2.7490821126641873	15.64	224
2014-02-01_14:44:54_554510	369240.6875	1.25	50.0	146.0	-239.0	0	0	0	0	0	0	0.382837597288921	-35.66554024089817	2.6997765014922206	25.08	224
2014-02-01_14:44:54_637216	377561.28125	1.3	51.0	151.0	-203.0	0	0	0	0	0	0	0.325702658949207	-35.73037759693872	2.6415115200100936	49.59	224
2014-02-01_14:44:54_718407	385629.796875	1.35	28.0	140.0	-165.0	0	0	0	0	0	0	0.2649304752230106	-35.77473559876469	2.5989434995447573	26.25	225
2014-02-01_14:44:54_799564	393746.59375	1.4	44.0	164.0	-213.0	0	0	0	0	0	0	0.20978208613568528	-35.82613222081774	2.547547921411519	24.94	225
2014-02-01_14:44:54_880275	401817.703125	1.45	52.0	156.0	-243.0	0	0	0	0	0	0	0.15496242363512372	-35.89298939265748	2.496225890656553	15.97	225
2014-02-01_14:44:54_960526	409842.3125	1.5	14.0	162.0	-188.0	0	0	0	0	0	0	0.09380578434865233	-35.93739315381585	2.453775683634467	15.45	225
2014-02-01_14:44:55_041887	417979.296875	1.55	27.0	145.0	-229.0	0	0	0	0	0	0	0.029859238309045057	-35.98196964327985	2.4047115321224495	15.54	225
2014-02-01_14:44:55_122717	426062.09375	1.6	70.0	157.0	-252.0	0	0	0	0	0	0	-0.02868804978704082	-36.03289809648003	2.3689411373333122	15.37	226
2014-02-01_14:44:55_203031	434092.6875	1.65	50.0	156.0	-219.0	0	0	0	0	0	0	-0.08465130039109324	-36.07770730088967	2.3177879189189126	16.83	226
2014-02-01_14:44:55_284111	442227.484375	1.7	30.0	138.0	-217.0	0	0	0	0	0	0	-0.1461185402474025	-36.1288201303137	2.275449455914149	27.08	226
2014-02-01_14:44:55_364905	450309.71875	1.75	52.0	147.0	-244.0	0	0	0	0	0	0	-0.20517200150190304	-36.17314522939586	2.239834757136378	16.01	226
2014-02-01_14:44:55_448060	458596.09375	1.8	44.0	167.0	-266.0	0	0	0	0	0	0	-0.26433123344989645	-36.217485517264414	2.2042555222284963	48.13	226
2014-02-01_14:44:55_528462	466667.109375	1.85	16.0	148.0	-217.0	0	0	0	0	0	0	-0.32088484757371577	-36.25353050389276	2.1531389304140935	16.29	227
2014-02-01_14:44:55_610395	474829.609375	1.9	4.0	163.0	-202.0	0	0	0	0	0	0	-0.3857661965876939	-36.28939564603985	2.1042319491794967	16.51	227
2014-02-01_14:44:55_690803	482926.59375	1.95	19.0	166.0	-181.0	0	0	0	0	0	0	-0.4480746739797411	-36.32729344613281	2.0621298550032017	15.52	227
2014-02-01_14:44:55_773626	491152.0	2.0	41.0	167.0	-248.0	0	0	0	0	0	0	-0.5076372167850652	-36.37169214766423	2.0266865931555813	49.83	227
2014-02-01_14:44:55_856445	499434.5	2.05	61.0	159.0	-215.0	0	0	0	0	0	0	-0.5703390853674126	-36.3941593264353	1.9845463619008288	48.16	227
2014-02-01_14:44:55_937664	507556.890625	2.1	30.0	149.0	-212.0	0	0	0	0	0	0	-0.6274067041476958	-36.43244121989596	1.9337018800726298	25.13	227
2014-02-01_14:44:56_018423	515632.890625	2.15	13.0	156.0	-189.0	0	0	0	0	0	0	-0.6929359493765475	-36.461085470081635	1.9070724390944513	16.31	228
2014-02-01_14:44:56_098932	523684.296875	2.2	15.0	172.0	-206.0	0	0	0	0	0	0	-0.7528681692021353	-36.49671737656082	1.8716371389509177	15.51	228
2014-02-01_14:44:56_179591	531748.484375	2.25	30.0	156.0	-230.0	0	0	0	0	0	0	-0.8103018958909016	-36.51957341012346	1.820754369601863	15.13	228
2014-02-01_14:44:56_260343	539827.203125	2.3	44.0	140.0	-236.0	0	0	0	0	0	0	-0.8733273566807043	-36.54211238151013	1.7787220781174473	17.21	228
2014-02-01_14:44:56_340960	547886.703125	2.35	23.0	159.0	-194.0	0	0	0	0	0	0	-0.9392170967031656	-36.5736555450495	1.7301935443366552	16.35	228
2014-02-01_14:44:56_421382	555928.3125	2.4	40.0	165.0	-199.0	0	0	0	0	0	0	-0.9910533609062975	-36.61614032439	1.6926860384179512	16.4	229
2014-02-01_14:44:56_501895	563978.796875	2.45	69.0	171.0	-266.0	0	0	0	0	0	0	-1.0487907517939525	-36.653870768620195	1.6641459065019877	16.85	229
2014-02-01_14:44:56_582605	572083.0	2.5	34.0	170.0	-180.0	0	0	0	0	0	0	-1.1203733388479475	-36.67630891947573	1.6244067575393093	14.99	229
2014-02-01_14:44:56_663418	580131.484375	2.55	62.0	163.0	-242.0	0	0	0	0	0	0	-1.1808894094397782	-36.70539643892227	1.5891493622028041	15.39	229
