datetime	reltime	speed	adxl_x	adxl_y	adxl_z	mpu_x	mpu_y	mpu_z	gx	gy	gz	yaw	pitch	roll	d	speed_real
2014-02-01_15:06:41_925396	173844.796875	0.1	43.0	158.0	-219.0	0	0	0	0	0	0	0	0	0	0.0	220
2014-02-01_15:06:42_055425	186859.890625	0.2	52.0	160.0	-220.0	0	0	0	0	0	0	1.7211471979215969	-34.30544664838368	4.341406218215547	0.0	220
2014-02-01_15:06:42_185749	199860.984375	0.3	53.0	168.0	-222.0	0	0	0	0	0	0	1.613705633445765	-34.481109449276346	4.164560930877429	0.0	221
2014-02-01_15:06:42_315424	212828.5	0.4	43.0	160.0	-251.0	0	0	0	0	0	0	1.5077697751172603	-34.65196450605881	3.9950166126342888	0.0	221
2014-02-01_15:06:42_445176	225803.6875	0.5	41.0	176.0	-216.0	0	0	0	0	0	0	1.3914976746483594	-34.811669766374266	3.8275459145776445	0.0	221
2014-02-01_15:06:42_575338	238820.09375	0.6	53.0	155.0	-255.0	0	0	0	0	0	0	1.2794101542159952	-34.966441196856955	3.67400708194265	0.0	222
2014-02-01_15:06:42_705013	251787.6875	0.7	26.0	147.0	-159.0	0	0	0	0	0	0	1.1663545359543956	-35.12122119604014	3.520708504329462	0.0	222
2014-02-01_15:06:42_834832	264802.703125	0.8	43.0	154.0	-233.0	0	0	0	0	0	0	0.9959179382694786	-35.32077669898576	3.3092420579563733	0.0	223
2014-02-01_15:06:42_964870	277772.6875	0.9	50.0	186.0	-203.0	0	0	0	0	0	0	0.8772638928239306	-35.474256888115534	3.194083651743023	0.0	223
2014-02-01_15:06:43_094925	290778.59375	1.0	33.0	144.0	-187.0	0	0	0	0	0	0	0.7616675036025825	-35.59066277632461	3.070518644649412	0.0	223
2014-02-01_15:06:43_227206	304007.484375	1.1	10.0	131.0	-199.0	0	0	0	0	0	0	0.6400902717556246	-35.708832382101875	2.9561108155467455	0.0	224
2014-02-01_15:06:43_356909	316977.09375	1.2	-15.0	128.0	-189.0	0	0	0	0	0	0	0.5199079399347749	-35.80551203556753	2.8265151000476614	0.0	224
2014-02-01_15:06:43_486646	329950.375	1.3	-10.0	152.0	-203.0	0	0	0	0	0	0	-143.3940863357422	4.381219416469516	-35.382990190864135	0.0	224
2014-02-01_15:06:43_616523	342971.6875	1.4	68.0	201.0	-248.0	0	0	0	0	0	0	0.21426817986715097	-36.068714827706245	2.562686383929786	0.0	225
2014-02-01_15:06:43_746683	355953.984375	1.5	67.0	218.0	-228.0	0	0	0	0	0	0	0.08962577559257673	-36.18046907190921	2.4491712272532173	0.0	225
2014-02-01_15:06:43_876426	368959.78125	1.6	43.0	109.0	-214.0	0	0	0	0	0	0	-0.03335549900652969	-36.27666061558566	2.3424352676757594	0.0	226
2014-02-01_15:06:44_006798	381966.0	1.7	45.0	213.0	-213.0	0	0	0	0	0	0	-0.15699682843766524	-36.37005703742557	2.2578408849747893	0.0	226
2014-02-01_15:06:44_136512	394937.390625	1.8	-3.0	186.0	-222.0	0	0	0	0	0	0	-0.28706568956323447	-36.44541856617694	2.1824608734473183	0.0	226
2014-02-01_15:06:44_266222	407908.203125	1.9	66.0	188.0	-218.0	0	0	0	0	0	0	-0.4118394097447211	-36.52565382514539	2.09822420331507	0.0	227
2014-02-01_15:06:44_396129	420898.390625	2.0	56.0	201.0	-202.0	0	0	0	0	0	0	-0.6026182841587551	-36.643389860037715	1.9876758647704353	0.0	227
2014-02-01_15:06:44_526025	433888.578125	2.1	79.0	151.0	-237.0	0	0	0	0	0	0	-0.7313745717189342	-36.71000050403101	1.9192711504728472	0.0	227
2014-02-01_15:06:44_656133	446905.09375	2.2	18.0	199.0	-177.0	0	0	0	0	0	0	-0.8575773702897946	-36.783811176583	1.835507665515063	0.0	228
2014-02-01_15:06:44_785836	459870.296875	2.3	70.0	156.0	-220.0	0	0	0	0	0	0	-0.9926392608689957	-36.84358281182071	1.7761745072183304	0.0	228
2014-02-01_15:06:44_915521	472869.6875	2.4	77.0	142.0	-267.0	0	0	0	0	0	0	-1.1197081823333195	-36.903590027024975	1.7147346908194507	0.0	229
2014-02-01_15:06:45_046075	485893.890625	2.5	32.0	126.0	-235.0	0	0	0	0	0	0	-1.2468220204242222	-36.961445922702794	1.6532807694510852	0.0	229
2014-02-01_15:06:45_175930	498878.6875	2.6	77.0	151.0	-219.0	0	0	0	0	0	0	-1.4381871359983727	-37.0502142693684	1.5724658054729266	0.0	229
2014-02-01_15:06:45_305621	511848.375	2.7	69.0	142.0	-233.0	0	0	0	0	0	0	-1.5745379418960863	-37.11027713335272	1.5136087289332318	0.0	230
2014-02-01_15:06:45_434943	524861.484375	2.8	12.0	119.0	-247.0	0	0	0	0	0	0	-1.7083116678136165	-37.14149651242402	1.4611773051619945	0.0	230
2014-02-01_15:06:45_565878	537873.890625	2.9	25.0	139.0	-183.0	0	0	0	0	0	0	-1.8395052854768559	-37.207956865578545	1.4158236990235997	0.0	231
2014-02-01_15:06:45_695405	550825.890625	3.0	34.0	139.0	-236.0	0	0	0	0	0	0	-1.9652242094398742	-37.2526995047745	1.3614270785768294	0.0	231
2014-02-01_15:06:45_825127	563798.0	3.1	76.0	179.0	-221.0	0	0	0	0	0	0	-2.0965811495335096	-37.303787394186585	1.316039807095508	0.0	231
2014-02-01_15:06:45_955136	576799.6875	3.2	41.0	190.0	-237.0	0	0	0	0	0	0	-2.29827391256657	-37.350282520734936	1.2599467732478762	0.0	232
2014-02-01_15:06:46_085137	589799.5	3.3	62.0	171.0	-240.0	0	0	0	0	0	0	-2.4327469390526075	-37.40096615831487	1.2302537658399384	0.0	232
2014-02-01_15:06:46_214661	602751.40625	3.4	62.0	170.0	-207.0	0	0	0	0	0	0	-2.5619947992339087	-37.432171697149144	1.191505939719255	0.0	232
2014-02-01_15:06:46_344866	615773.203125	3.5	33.0	136.0	-215.0	0	0	0	0	0	0	-2.6939260862097036	-37.48935692895805	1.16870390412499	0.0	233
2014-02-01_15:06:46_475077	628793.6875	3.6	33.0	152.0	-199.0	0	0	0	0	0	0	-2.8196984289605758	-37.47700484926033	1.1137363314932132	0.0	233
2014-02-01_15:06:46_604801	641765.875	3.7	30.0	162.0	-263.0	0	0	0	0	0	0	-2.9565589923346947	-37.4713971844313	1.054480041898096	0.0	234
2014-02-01_15:06:46_734405	654726.09375	3.8	78.0	180.0	-211.0	0	0	0	0	0	0	-3.1528353692905062	-37.49593455660028	0.9451970896969623	0.0	234
2014-02-01_15:06:46_863959	667681.59375	3.9	44.0	149.0	-257.0	0	0	0	0	0	0	-3.2860158121695235	-37.5423661356024	0.9225370673505334	0.0	234
2014-02-01_15:06:46_994277	680713.796875	4.0	30.0	148.0	-236.0	0	0	0	0	0	0	-3.407945183436324	-37.51378869567972	0.8959022003303201	0.0	235
2014-02-01_15:06:47_124357	693721.578125	4.1	25.0	173.0	-227.0	0	0	0	0	0	0	-3.5496969744724227	-37.56677787266257	0.8757319746280976	0.0	235
2014-02-01_15:06:47_254022	706688.0	4.2	25.0	153.0	-230.0	0	0	0	0	0	0	-3.6831651199757447	-37.638964574869014	0.8759740201209593	0.0	235
2014-02-01_15:06:47_384259	719712.40625	4.3	61.0	147.0	-239.0	0	0	0	0	0	0	-3.8087614865253765	-37.61958511016224	0.8429903506144214	0.0	236
2014-02-01_15:06:47_514050	732690.28125	4.4	41.0	165.0	-250.0	0	0	0	0	0	0	-4.0095898182223495	-37.67919178357705	0.8169176862521556	0.0	236
2014-02-01_15:06:47_643880	745673.296875	4.5	17.0	141.0	-266.0	0	0	0	0	0	0	-4.138894801913187	-37.701235475690225	0.8005639552723784	0.0	237
2014-02-01_15:06:47_773774	758664.390625	4.6	30.0	136.0	-237.0	0	0	0	0	0	0	-4.271000319015147	-37.70371069408321	0.7770946594270483	0.0	237
