datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	asin	angle	angle_rad	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed	Motor0	Motor1
2014-03-04_20:05:20_263541	2047241.0	-168.0	106.0	-175.0	2.590076335877863	-0.5179389312977101	2.9597328244274808	-0.748046875	-0.591796875	-0.72216796875	0.0	0.0	0.0	0	-0.052583061610941714	0	0	0	0.001	0	0.002	0	0	220	220
2014-03-04_20:05:20_305125	2088699.0	-142.0	-50.0	-205.0	4.5519083969465655	-2.4568702290076336	3.4024809160305347	-0.487060546875	-0.20947265625	-1.312744140625	0.0	34.71	0.0	-2.1525865086625986	-0.037566954775961586	-17.847413491337402	-785.1206170288382	-2.4568702290076336	0.001	0	0.002	43.99072265625	-0.022761153949352672	231	231
2014-03-04_20:05:20_356941	2140484.0	-171.0	-90.0	-217.0	0.8419847328244279	-5.288931297709924	2.028435114503817	-0.748779296875	0.486328125	-0.8525390625	0.0	38.24	0.0	-1.0800928939597034	-0.018849788725300236	-18.919907106040295	-1751.0197515593509	-5.288931297709924	0.001	0	0.002	51.052001953125	-0.029497769701460144	231	231
2014-03-04_20:05:20_406030	2189577.0	-178.0	-30.0	-166.0	-1.7763358778625946	9.176717557251909	1.2879770992366413	-0.964111328125	0.857177734375	-0.400146484375	0.0	47.0	0.0	-0.5610271770470184	-0.00979105021024465	-19.43897282295298	-2707.6298282138887	9.176717557251909	0.001	0	0.002	49.2109375	-0.0010855377084491614	231	231
2014-03-04_20:05:20_457035	2240577.0	-178.0	75.0	-162.0	-0.5549618320610685	6.566030534351145	1.6772900763358778	-0.8916015625	0.5986328125	-0.47314453125	0.0	47.7	0.0	0.07852880170060339	0.0013704851954730087	-20.078528801700603	-3723.6788761423286	6.566030534351145	0.001	0	0.002	50.603759765625	-0.006946467732998313	231	231
2014-03-04_20:05:20_506480	2290020.0	-147.0	-25.0	-213.0	4.277099236641222	-3.68587786259542	1.9139312977099237	-0.4267578125	-0.17822265625	-0.866455078125	0.0	34.61	0.0	0.9479678539398726	0.0165439416045353	-20.947967853939872	-4760.2197161650265	-3.68587786259542	0.001	0	0.002	49.481689453125	-0.028319723579130714	231	231
2014-03-04_20:05:20_557234	2340852.0	-165.0	-36.0	-185.0	4.933587786259542	-5.716412213740458	3.5169847328244277	-0.39990234375	-0.125732421875	-0.76708984375	0.0	41.73	0.0	2.0467063286519935	0.035719133135287844	-22.046706328651993	-5874.1327829181655	-5.716412213740458	0.001	0	0.002	50.525146484375	-0.033479530756132914	230	231
2014-03-04_20:05:20_607586	2391123.0	-148.0	-5.0	-202.0	-1.0358778625954193	5.98587786259542	-2.9333969465648853	-0.326171875	0.266357421875	-1.18505859375	0.0	36.23	0.0	2.4374316937277913	0.04253807493416739	-22.437431693727792	-6994.744453227222	5.98587786259542	0.001	0	0.002	49.94384765625	-0.010465675968536951	230	231
2014-03-04_20:05:20_658022	2441562.0	-167.0	98.0	-190.0	-2.7534351145038167	8.840839694656488	-6.276908396946565	-0.96826171875	0.853271484375	-0.5166015625	0.0	41.32	0.0	2.780993230969019	0.04853391328043664	-22.78099323096902	-8135.96320348663	8.840839694656488	0.001	0	0.002	50.09521484375	-0.005099313841656045	230	231
2014-03-04_20:05:20_707687	2491550.0	-134.0	-35.0	-230.0	-6.478625954198473	6.924809160305343	-6.399045801526718	-0.754150390625	0.44873046875	-0.563232421875	0.0	30.23	0.0	2.992632554892054	0.05222744423895383	-22.992632554892054	-9278.74643969877	6.924809160305343	0.001	0	0.002	49.7021484375	-0.009143014234281368	230	231
2014-03-04_20:05:20_758555	2542090.0	-178.0	-47.0	-195.0	0.7045801526717561	1.0087786259541982	-1.6127862595419848	-0.57861328125	-0.267333984375	-0.8017578125	0.0	42.39	0.0	3.730994243570673	0.06511333758413042	-23.730994243570674	-10470.753817057344	1.0087786259541982	0.001	0	0.002	50.22998046875	-0.02171343699166228	230	232
2014-03-04_20:05:20_807655	2591196.0	-186.0	-5.0	-175.0	1.8038167938931302	10.024045801526718	1.7536259541984733	-0.252685546875	-0.745361328125	-1.267333984375	0.0	46.75	0.0	4.104022995940782	0.07162343797453372	-24.10402299594078	-11666.50402424416	10.024045801526718	0.001	0	0.002	49.60791015625	-0.004055931392887343	230	232
2014-03-04_20:05:20_859409	2642949.0	-228.0	142.0	-129.0	0.7656488549618325	-11.388167938931296	1.662022900763359	-0.131103515625	-0.47265625	-0.93994140625	0.0	60.5	0.0	5.795257942591658	0.10113888206966246	-25.795257942591657	-12968.333257852748	-11.388167938931296	0.001	0	0.002	50.4677734375	-0.048571593820454256	230	232
2014-03-04_20:05:20_907998	2691538.0	-139.0	-91.0	-252.0	-1.295419847328244	0.23015267175572474	0.08950381679389319	-0.547119140625	0.03466796875	-0.94921875	0.0	28.88	0.0	6.245846117754421	0.10900255004807018	-26.24584611775442	-14267.028472563254	0.23015267175572474	0.001	0	0.002	49.48193359375	-0.02578554077424297	230	232
2014-03-04_20:05:20_959093	2742632.0	-149.0	-48.0	-199.0	-0.051145038167938583	2.275954198473282	-1.2845419847328243	-0.8486328125	0.324462890625	-0.75732421875	0.0	36.83	0.0	6.745703595433556	0.11772606623793291	-26.745703595433554	-15607.121428835428	2.275954198473282	0.001	0	0.002	50.10498046875	-0.022193795198486993	230	232
2014-03-04_20:05:21_008850	2792396.0	-159.0	-60.0	-189.0	-3.387022900763358	-0.9988549618320612	-1.2158396946564884	-0.803955078125	0.212646484375	-0.652099609375	0.0	40.08	0.0	7.461289447551453	0.13021447552445817	-27.46128944755145	-16981.28542549752	-0.9988549618320612	0.001	0	0.002	50.0400390625	-0.029458999371215572	230	232
2014-03-04_20:05:21_059779	2843322.0	-179.0	102.0	-171.0	-1.074045801526717	-3.02175572519084	-2.505916030534351	-0.67626953125	-0.2275390625	-0.634521484375	0.0	46.31	0.0	8.386345223000792	0.14635855537523199	-28.38634522300079	-18400.214592083965	-3.02175572519084	0.001	0	0.002	49.986328125	-0.03442985667338247	230	232
