datetime	reltime	speed	adxl_x	adxl_y	adxl_z	mpu_x	mpu_y	mpu_z	gx	gy	gz	yaw	pitch	roll	d	speed_real
2014-02-01_13:46:58_614509	174385.40625	0.05	41.0	156.0	-223.0	0	0	0	0	0	0	0	0	0	15.3	220
2014-02-01_13:46:58_696476	182514.609375	0.1	40.0	155.0	-223.0	0	0	0	0	0	0	1.6500978385313347	-34.4620224011891	4.170048967315999	16.06	220
2014-02-01_13:46:58_777227	190590.90625	0.15	47.0	158.0	-214.0	0	0	0	0	0	0	1.596022453603849	-34.54982325914937	4.081695550087485	16.25	220
2014-02-01_13:46:58_857433	198610.6875	0.2	38.0	148.0	-219.0	0	0	0	0	0	0	1.5438685112641641	-34.63076901895839	4.000228767707641	15.84	220
2014-02-01_13:46:58_937803	206647.3125	0.25	43.0	165.0	-219.0	0	0	0	0	0	0	1.497053992664856	-34.71218804854452	3.9100589652273534	15.54	220
2014-02-01_13:46:59_018906	214757.3125	0.3	55.0	181.0	-239.0	0	0	0	0	0	0	1.4362768725435726	-34.792818640695856	3.8308053504395616	15.56	221
2014-02-01_13:46:59_099891	222896.609375	0.35	49.0	151.0	-214.0	0	0	0	0	0	0	1.382675843261649	-34.86499173201562	3.749456247930352	16.39	221
2014-02-01_13:46:59_180651	230932.5	0.4	22.0	151.0	-236.0	0	0	0	0	0	0	1.329530678602022	-34.94591202767916	3.6682301617371613	15.94	221
2014-02-01_13:46:59_263399	239211.203125	0.45	29.0	165.0	-206.0	0	0	0	0	0	0	1.2761348028781108	-35.02682628488503	3.587064886661483	15.91	221
2014-02-01_13:46:59_344367	247304.609375	0.5	52.0	151.0	-219.0	0	0	0	0	0	0	1.2245119185278746	-35.09424473641048	3.5128702686562443	15.56	221
2014-02-01_13:46:59_424740	255341.015625	0.55	35.0	159.0	-190.0	0	0	0	0	0	0	1.164186794435196	-35.15928426071881	3.4406546996429666	15.52	222
2014-02-01_13:46:59_505917	263458.5	0.6	44.0	144.0	-223.0	0	0	0	0	0	0	1.0955782159443745	-35.21950986477398	3.3709122464061783	14.79	222
2014-02-01_13:46:59_586753	271541.796875	0.65	28.0	160.0	-257.0	0	0	0	0	0	0	1.0511783597955449	-35.285088862660906	3.294561182731565	15.13	222
2014-02-01_13:46:59_667015	279602.609375	0.7	84.0	171.0	-249.0	0	0	0	0	0	0	0.9768315794550194	-35.351579338986674	3.233598729735691	15.83	222
2014-02-01_13:46:59_747894	287657.703125	0.75	95.0	171.0	-244.0	0	0	0	0	0	0	0.9346674795302105	-35.41699040359707	3.1640054611340176	15.96	222
2014-02-01_13:46:59_853326	298199.5	0.8	16.0	153.0	-187.0	0	0	0	0	0	0	-0.7198995968241336	-36.741368345425386	1.835355378822395	14.66	223
2014-02-01_13:46:59_933677	306233.703125	0.85	83.0	169.0	-217.0	0	0	0	0	0	0	-0.7886150580518633	-36.779032113656626	1.8023694004921205	15.13	223
2014-02-01_13:47:00_014539	314320.8125	0.9	72.0	164.0	-221.0	0	0	0	0	0	0	-0.8489885279268313	-36.814676232936044	1.7670927354302506	15.71	223
2014-02-01_13:47:00_094878	322355.109375	0.95	79.0	158.0	-226.0	0	0	0	0	0	0	-0.9123678835275386	-36.85269845360528	1.7253274865105999	16.07	223
2014-02-01_13:47:00_175368	330411.515625	1.0	32.0	185.0	-204.0	0	0	0	0	0	0	-0.9786265570397891	-36.874781736486234	1.6989360199104928	15.45	223
2014-02-01_13:47:00_255602	338427.0	1.05	97.0	184.0	-209.0	0	0	0	0	0	0	-1.0393117475590579	-36.90383435031292	1.6637329437804096	16.05	223
2014-02-01_13:47:00_336237	346491.109375	1.1	-33.0	122.0	-192.0	0	0	0	0	0	0	-1.1085739671020407	-36.934953698391475	1.6308818730145533	15.5	224
2014-02-01_13:47:00_417397	354607.0	1.15	100.0	194.0	-219.0	0	0	0	0	0	0	-1.1665192934957973	-36.97050399688448	1.6023851464768186	15.52	224
2014-02-01_13:47:00_497991	362666.609375	1.2	83.0	187.0	-196.0	0	0	0	0	0	0	-1.2359535054466373	-37.00165862201065	1.569589865700582	16.34	224
2014-02-01_13:47:00_578562	370724.296875	1.25	38.0	192.0	-214.0	0	0	0	0	0	0	-1.3023423523269981	-37.03707940870231	1.5433738598926159	15.91	224
2014-02-01_13:47:00_658963	378764.296875	1.3	14.0	210.0	-227.0	0	0	0	0	0	0	-1.3636389250844532	-37.068423598878034	1.5084133490067537	14.81	224
2014-02-01_13:47:00_739832	386857.890625	1.35	22.0	190.0	-244.0	0	0	0	0	0	0	-1.4220125507484742	-37.0907672802341	1.4799620254176438	15.32	225
2014-02-01_13:47:00_820239	394890.796875	1.4	62.0	73.0	-218.0	0	0	0	0	0	0	-1.4915450984031668	-37.11314126554122	1.4471239530820554	15.49	225
2014-02-01_13:47:00_900698	402937.109375	1.45	15.0	119.0	-215.0	0	0	0	0	0	0	-1.5554575567121984	-37.14182266177993	1.4276099371140332	15.86	225
2014-02-01_13:47:00_981182	410985.59375	1.5	95.0	168.0	-218.0	0	0	0	0	0	0	-1.6224955266976826	-37.17953877909896	1.4016469409966792	16.06	225
2014-02-01_13:47:01_085031	421369.609375	1.55	24.0	98.0	-229.0	0	0	0	0	0	0	-3.3933338417255334	-37.728035195393566	0.9096811010714307	16.49	225
2014-02-01_13:47:01_166219	429489.21875	1.6	90.0	126.0	-220.0	0	0	0	0	0	0	-3.454869736927959	-37.74134251342861	0.8970520805033066	27.74	226
2014-02-01_13:47:01_246641	437531.1875	1.65	28.0	195.0	-214.0	0	0	0	0	0	0	-3.517202047487042	-37.75030272572068	0.8843983110614155	15.66	226
2014-02-01_13:47:01_326926	445559.703125	1.7	76.0	93.0	-224.0	0	0	0	0	0	0	-3.587085846969959	-37.75026492430807	0.8737599741367843	15.09	226
2014-02-01_13:47:01_406966	453563.5	1.75	71.0	129.0	-218.0	0	0	0	0	0	0	-3.6578112880396327	-37.765723692987166	0.8635284778687279	15.47	226
2014-02-01_13:47:01_487572	461628.296875	1.8	102.0	173.0	-218.0	0	0	0	0	0	0	-3.7147337302673304	-37.78829939921441	0.8423232722106204	15.37	226
2014-02-01_13:47:01_568445	469712.59375	1.85	-24.0	134.0	-222.0	0	0	0	0	0	0	-3.7846267889108964	-37.78828971050723	0.8317035053068931	15.49	227
2014-02-01_13:47:01_648838	477806.09375	1.9	80.0	173.0	-226.0	0	0	0	0	0	0	-3.8554222792853508	-37.80377661557183	0.821510778796686	14.72	227
2014-02-01_13:47:01_730302	485898.5	1.95	53.0	122.0	-217.0	0	0	0	0	0	0	-3.9178954107669233	-37.81940495335187	0.8090679651703685	15.86	227
2014-02-01_13:47:01_810766	493943.796875	2.0	18.0	138.0	-205.0	0	0	0	0	0	0	-3.983279122762933	-37.84189093203487	0.7901898129762263	15.49	227
2014-02-01_13:47:01_891215	501988.296875	2.05	1.0	151.0	-230.0	0	0	0	0	0	0	-4.041974230547441	-37.841810840438406	0.7839441151721982	15.49	227
2014-02-01_13:47:01_971791	510046.203125	2.1	34.0	134.0	-208.0	0	0	0	0	0	0	-4.112839709474395	-37.85072048791471	0.7736317145803049	15.83	227
2014-02-01_13:47:02_053114	518179.109375	2.15	99.0	187.0	-251.0	0	0	0	0	0	0	-4.183756030855999	-37.866250463739405	0.763502875292259	17.51	228
2014-02-01_13:47:02_133544	526221.40625	2.2	-3.0	162.0	-199.0	0	0	0	0	0	0	-4.246377196560312	-37.88853273457638	0.7512991441232147	15.5	228
2014-02-01_13:47:02_213874	534254.796875	2.25	22.0	184.0	-261.0	0	0	0	0	0	0	-4.307943633382861	-37.88872379714932	0.738459690801551	15.39	228
2014-02-01_13:47:02_316744	544541.296875	2.3	20.0	139.0	-214.0	0	0	0	0	0	0	-6.095423086041641	-38.106755909863125	0.5478350022213603	14.65	228
2014-02-01_13:47:02_397215	552588.796875	2.35	4.0	154.0	-247.0	0	0	0	0	0	0	-6.158472252960668	-38.1226421829314	0.535758365804914	15.18	228
