datetime	reltime	speed	x	y	z	d	error	integral	derivative	dt	diff_speed
2014-02-01_22:02:01_656343	302989.40625	18.0	61.0	157.0	-221.0	0.0	0	0	0	0	0
2014-02-01_22:02:01_692031	306516.5	25.0	60.0	159.0	-218.0	0.0	294.47298881548284	11116.067756506336	7.800810776020034	37.7490234375	39.14466185654678
2014-02-01_22:02:01_727455	310080.8125	25.0	59.0	156.0	-217.0	0.0	549.672111913272	30375.526451170677	7.28347785758065	35.0380859375	36.77611176360628
2014-02-01_22:02:01_762807	313594.109375	25.0	60.0	156.0	-220.0	0.0	767.4600686759399	57458.28541274938	6.171585416795606	35.288818359375	31.50925594497312
2014-02-01_22:02:01_798040	317116.90625	25.0	62.0	157.0	-217.0	0.0	993.326524149987	92445.39909417482	6.412622178011348	35.22216796875	33.08689753341349
2014-02-01_22:02:01_833178	320630.90625	25.0	61.0	157.0	-218.0	0.0	1180.1199350793465	133884.14662900323	5.31962573902436	35.114013671875	28.054982154919767
2014-02-01_22:02:01_868410	324174.71875	25.0	62.0	160.0	-219.0	0.0	1349.9999485647916	181291.0295884186	4.8376521540948225	35.1162109375	26.136171061214778
2014-02-01_22:02:01_903626	327675.515625	25.0	63.0	157.0	-222.0	0.0	1481.2891694687542	233148.44637718875	3.750231173010243	35.00830078125	21.230769245769977
2014-02-01_22:02:01_938844	331199.71875	25.0	62.0	157.0	-220.0	0.0	1602.2934903522266	289475.5562329767	3.442115815146108	35.154052734375	20.265563987095533
2014-02-01_22:02:01_974126	334729.8125	25.0	61.0	155.0	-216.0	0.0	1744.3000574892217	350487.3054850332	4.059907579400511	34.977783203125	23.978840957601804
2014-02-01_22:02:02_009357	338249.421875	25.0	61.0	157.0	-222.0	0.0	1832.518105612211	415233.89245871466	2.496829222718106	35.33203125	16.8197368487389
2014-02-01_22:02:02_044771	341790.703125	25.0	62.0	157.0	-218.0	0.0	1912.132091695477	482395.6648630225	2.266653369735154	35.1240234375	16.348436706475542
2014-02-01_22:02:02_080111	345324.609375	25.0	60.0	158.0	-218.0	0.0	2002.1454321425667	552987.4219122737	2.5529864383783067	35.258056640625	18.49502095422853
2014-02-01_22:02:02_115434	348856.203125	25.0	59.0	157.0	-217.0	0.0	2073.931567913073	625962.8762963166	2.0401316356243457	35.18701171875	16.6676800978762
2014-02-01_22:02:02_150742	352387.125	25.0	61.0	158.0	-220.0	0.0	2154.8792941047086	701988.659204293	2.2943871460863514	35.28076171875	18.707310251885158
2014-02-01_22:02:02_186033	355916.125	25.0	62.0	157.0	-218.0	0.0	2225.6142980705204	780165.534875483	2.013751954766361	35.1259765625	18.092976552393687
2014-02-01_22:02:02_220943	359407.109375	25.0	61.0	158.0	-220.0	0.0	2292.2453374336424	861524.574708516	1.8772921807081284	35.4931640625	18.23093118436917
2014-02-01_22:02:02_255854	362898.703125	25.0	61.0	156.0	-219.0	0.0	2335.614968559678	942087.3250058758	1.257339890520098	34.4931640625	15.941134199515217
