datetime	reltime	speed	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	asin	angle	angle_rad	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed
2014-02-02_00:21:24_912146	303282.09375	288	-15.0	63.0	-285.0	-1.6488549618320612	10.534351145038167	-7.0	-0.380859375	0.1199951171875	0.986328125	0.0	0.0	0.0	0	0	0	0	0	0.001	0.0	0.002	0	0
2014-02-02_00:21:24_980044	310046.703125	288	124.0	109.0	-263.0	-4.67175572519084	20.251908396946565	3.099236641221374	-0.115234375	0.290283203125	0.795166015625	0.0	-11.26	-12.93	-2.937946365770745	-0.10251034074566451	2.937946365770745	0.20380855277235416	42.35116108099052	0.001	0.0	0.002	0.06937109375	0.0876402685277518
2014-02-02_00:21:25_047345	316778.890625	288	57.0	138.0	-360.0	-4.4961832061068705	11.870229007633588	-3.5801526717557253	-0.3515625	0.0985107421875	0.496337890625	0.0	-10.49	-16.76	-4.718900253994796	-0.16465109050923923	4.718900253994796	0.519951828284859	26.583338651974824	0.001	0.0	0.002	0.0669951171875	0.05788557755794444
2014-02-02_00:21:25_114599	323504.59375	289	43.0	227.0	-313.0	-4.3816793893129775	9.229007633587786	-2.4656488549618323	-0.5693359375	0.11962890625	0.68115234375	0.0	-17.98	-32.63	-6.8443259231867835	-0.23881109292347466	6.8443259231867835	0.979397257614875	31.662315210471416	0.001	0.0	0.002	0.0671279296875	0.07016895634412962
2014-02-02_00:21:25_181659	330187.984375	289	70.0	150.0	-165.0	-2.564885496183206	6.587786259541985	2.5801526717557253	-0.5302734375	-0.1116943359375	1.0281982421875	0.0	-21.15	-18.44	-8.843872667825785	-0.3085789486331397	8.843872667825785	1.5720943442070423	29.836044757076742	0.001	0.0	0.002	0.067017822265625	0.06851596218197928
2014-02-02_00:21:25_248781	336925.703125	289	13.0	112.0	-203.0	-7.0	2.7480916030534353	-1.1603053435114503	-0.857421875	-0.3048095703125	1.282958984375	0.0	-14.45	-13.31	-9.64159576568319	-0.33641297158699196	9.64159576568319	2.217287994449946	11.920953716134667	0.001	0.0	0.002	0.066917724609375	0.03348350319795253
2014-02-02_00:21:25_315961	343640.59375	289	-9.0	118.0	-202.0	-1.5267175572519085	-6.778625954198473	-1.3129770992366412	-0.4481201171875	0.16796875	1.1632080078125	0.0	-15.15	-14.09	-9.607059593828268	-0.33520794116637365	9.607059593828268	2.860808531456753	-0.5155873699014903	0.001	0.0	0.002	0.066984130859375	0.008575884854025289
2014-02-02_00:21:25_383098	350331.1875	289	132.0	173.0	-193.0	-4.938931297709924	-9.229007633587786	2.5343511450381677	-0.1903076171875	0.403076171875	1.00927734375	0.0	-20.94	-21.9	-9.944001312307392	-0.34696445611679666	9.944001312307392	3.526529800952449	5.032960556098296	0.001	0.0	0.002	0.066947021484375	0.020009922424503987
2014-02-02_00:21:25_450362	357057.6875	289	84.0	178.0	-383.0	-2.5419847328244276	-15.114503816793894	1.8244274809160306	-0.1324462890625	0.498291015625	0.26611328125	0.0	-12.47	-22.71	-8.891007715591247	-0.31022357695712655	8.891007715591247	4.121960327186853	-15.723369529068796	0.001	0.0	0.002	0.066969970703125	-0.022555731342546348
2014-02-02_00:21:25_517544	363776.1875	289	26.0	26.0	-195.0	-5.145038167938932	-14.038167938931299	-1.6488549618320612	-0.5115966796875	0.08837890625	0.7640380859375	0.0	-3.8	-2.99	-7.168360712141049	-0.2501172614145516	7.168360712141049	4.602399752914172	-25.702626468937062	0.001	0.0	0.002	0.067022216796875	-0.04423689222573307
