datetime	reltime	speed	adxl_x	adxl_y	adxl_z	mpu_x	mpu_y	mpu_z	gx	gy	gz	yaw	pitch	roll	d	speed_real
2014-02-01_13:49:08_262132	171636.421875	0.05	39.0	158.0	-223.0	0	0	0	0	0	0	0	0	0	16.01	220
2014-02-01_13:49:08_345626	179920.71875	0.1	41.0	158.0	-221.0	0	0	0	0	0	0	1.691033241124872	-34.50177040860231	4.364917480986306	49.08	220
2014-02-01_13:49:08_426844	188043.21875	0.15	34.0	149.0	-203.0	0	0	0	0	0	0	1.6367934938934792	-34.58298828695806	4.276714291514133	15.05	220
2014-02-01_13:49:08_507097	196068.5	0.2	25.0	161.0	-202.0	0	0	0	0	0	0	1.5818359583523356	-34.66212173977118	4.18835168578903	15.56	220
2014-02-01_13:49:08_587695	204128.71875	0.25	35.0	142.0	-208.0	0	0	0	0	0	0	1.5270708759547411	-34.743319860446874	4.100274734741198	15.93	220
2014-02-01_13:49:08_667945	212185.8125	0.3	46.0	163.0	-227.0	0	0	0	0	0	0	1.4776223197329283	-34.825004166060445	4.0034927987043885	15.56	221
2014-02-01_13:49:08_749029	220262.21875	0.35	64.0	171.0	-220.0	0	0	0	0	0	0	1.4189715070050781	-34.89884690397579	3.9311115610700496	15.64	221
2014-02-01_13:49:08_829740	228332.3125	0.4	37.0	168.0	-232.0	0	0	0	0	0	0	1.3631156353238485	-34.9733587084112	3.8433510234974775	15.39	221
2014-02-01_13:49:08_912676	236626.015625	0.45	16.0	173.0	-194.0	0	0	0	0	0	0	1.3117457702324036	-35.04541123926728	3.768773341093227	16.05	221
2014-02-01_13:49:08_993191	244677.8125	0.5	38.0	147.0	-234.0	0	0	0	0	0	0	1.2498322193191738	-35.11944233536186	3.6899028498537954	15.59	221
2014-02-01_13:49:09_073512	252710.109375	0.55	43.0	171.0	-238.0	0	0	0	0	0	0	1.1977659872846598	-35.184823957310385	3.615567128493103	15.49	222
2014-02-01_13:49:09_154366	260795.625	0.6	83.0	162.0	-229.0	0	0	0	0	0	0	1.1353855476433101	-35.25886097178736	3.536813930963355	16.46	222
2014-02-01_13:49:09_235001	268859.109375	0.65	18.0	158.0	-242.0	0	0	0	0	0	0	1.0832456930569911	-35.326351435410885	3.4627704348856505	15.88	222
2014-02-01_13:49:09_315344	276900.921875	0.7	30.0	140.0	-194.0	0	0	0	0	0	0	1.024754658627006	-35.384623641816646	3.397490995133002	15.39	222
2014-02-01_13:49:09_395816	284940.21875	0.75	43.0	160.0	-231.0	0	0	0	0	0	0	0.9637446951131223	-35.44972672211661	3.3254948156149555	15.94	222
