datetime	reltime	speed	adxl_x	adxl_y	adxl_z	mpu_x	mpu_y	mpu_z	gx	gy	gz	yaw	pitch	roll	d	speed_real
2014-02-01_14:58:23_179619	174530.59375	0.05	90.0	134.0	-217.0	0	0	0	0	0	0	0	0	0	0.0	220
2014-02-01_14:58:23_260552	182557.015625	0.1	109.0	165.0	-222.0	0	0	0	0	0	0	1.6447592964605702	-34.16085403987046	4.258022856043038	0.0	220
2014-02-01_14:58:23_338423	190344.21875	0.15	39.0	156.0	-222.0	0	0	0	0	0	0	1.5912298588587044	-34.24868231973438	4.169547513420322	0.0	220
2014-02-01_14:58:23_416768	198177.71875	0.2	40.0	160.0	-219.0	0	0	0	0	0	0	1.537419740959109	-34.33650145012161	4.081140718497342	0.0	220
2014-02-01_14:58:23_495463	206048.203125	0.25	41.0	157.0	-220.0	0	0	0	0	0	0	1.4936050462234343	-34.41777144914992	3.9975450330253346	0.0	220
2014-02-01_14:58:23_573688	213871.3125	0.3	41.0	157.0	-222.0	0	0	0	0	0	0	1.4333593493794448	-34.49841768222469	3.9181604201258176	0.0	221
2014-02-01_14:58:23_651839	221685.90625	0.35	41.0	158.0	-217.0	0	0	0	0	0	0	1.380955852224686	-34.579369511722014	3.8367590574770003	0.0	221
2014-02-01_14:58:23_734171	230481.90625	0.4	41.0	157.0	-222.0	0	0	0	0	0	0	1.327921477430823	-34.65823853144406	3.7552186196450346	0.0	221
2014-02-01_14:58:23_817614	238263.203125	0.45	41.0	157.0	-221.0	0	0	0	0	0	0	1.2666326359207827	-34.73221906351826	3.6761624155873314	0.0	221
2014-02-01_14:58:23_896617	246163.8125	0.5	39.0	155.0	-223.0	0	0	0	0	0	0	1.215755294974275	-34.80632208351517	3.6017382902537896	0.0	221
2014-02-01_14:58:23_977894	254291.3125	0.55	89.0	182.0	-209.0	0	0	0	0	0	0	1.15652880574339	-34.88014676569614	3.5294664131194287	0.0	222
2014-02-01_14:58:24_056042	262106.203125	0.6	37.0	151.0	-210.0	0	0	0	0	0	0	1.0967445163204386	-34.95188507531069	3.457069225008866	0.0	222
2014-02-01_14:58:24_134308	269932.40625	0.65	62.0	170.0	-216.0	0	0	0	0	0	0	1.0475110883725283	-35.01916348987179	3.3895880013017288	0.0	222
2014-02-01_14:58:24_212763	277778.21875	0.7	49.0	200.0	-249.0	0	0	0	0	0	0	0.9873678984944749	-35.086344637195474	3.317597417044686	0.0	222
2014-02-01_14:58:24_290809	285582.609375	0.75	21.0	158.0	-220.0	0	0	0	0	0	0	0.9374506515088616	-35.15152573234681	3.25003129219351	0.0	222
2014-02-01_14:58:24_368970	293398.625	0.8	52.0	163.0	-218.0	0	0	0	0	0	0	0.8792093506653534	-35.216447213732934	3.1846343909008623	0.0	223
2014-02-01_14:58:24_446603	301161.90625	0.85	29.0	155.0	-166.0	0	0	0	0	0	0	0.8208112024789412	-35.27682767397872	3.119559961415862	0.0	223
2014-02-01_14:58:24_525213	309023.21875	0.9	-7.0	151.0	-204.0	0	0	0	0	0	0	0.7703764884747875	-35.34200824378336	3.052143179089547	0.0	223
2014-02-01_14:58:24_604076	316908.90625	0.95	58.0	156.0	-259.0	0	0	0	0	0	0	0.7036580209694822	-35.40882269921681	2.989199959815514	0.0	223
2014-02-01_14:58:24_682350	324736.3125	1.0	25.0	152.0	-179.0	0	0	0	0	0	0	0.6494735646242826	-35.46013803254472	2.937508842188539	0.0	223
2014-02-01_14:58:24_760621	332564.203125	1.05	59.0	169.0	-221.0	0	0	0	0	0	0	0.5929741991332933	-35.5249335011319	2.8790349282843195	0.0	223
2014-02-01_14:58:24_838825	340384.59375	1.1	17.0	156.0	-225.0	0	0	0	0	0	0	0.5356785149721616	-35.56976818095258	2.8208502589762126	0.0	224
2014-02-01_14:58:24_917462	348247.90625	1.15	74.0	180.0	-258.0	0	0	0	0	0	0	0.47085058134702	-35.63648544631549	2.7647720036421894	0.0	224
2014-02-01_14:58:24_995812	356082.8125	1.2	121.0	183.0	-218.0	0	0	0	0	0	0	0.41290162203332065	-35.672552461966845	2.706583912630599	0.0	224
2014-02-01_14:58:25_073939	363895.8125	1.25	-11.0	111.0	-211.0	0	0	0	0	0	0	0.3527526601535616	-35.72422781239848	2.641787821803241	0.0	224
