datetime	reltime	speed	x	y	z	d	error	integral	derivative	dt	diff_speed
2014-02-01_18:22:18_464182	475201.390625	20.0	0	0	0	0.0	0	0	0	0	0
2014-02-01_18:22:18_549047	483648.796875	16.53	3.783426851045642	58.53887866242528	3.343868551673152	0.0	-58.53887866242528	-5097.855961642358	-0.6722042248424277	87.0849609375	-3.4705385624909875
2014-02-01_18:22:18_633303	492074.984375	16.39	3.9317043745127283	58.19275905788772	3.210206381208255	0.0	-58.19275905788772	-10007.813178285367	0.004102205755234024	84.3740234375	-0.1377598620645713
2014-02-01_18:22:18_717788	500544.78125	16.22	4.328918174785303	57.55911818109374	3.038629283347068	0.0	-57.55911818109374	-14848.751426109293	0.007534037462293874	84.103759765625	-0.1683764451307173
2014-02-01_18:22:18_802046	508971.59375	16.0	4.532965998178722	57.08860518383396	2.939574273012753	0.0	-57.08860518383396	-19668.682708648026	0.005572886657478975	84.428955078125	-0.22591099898291936
2014-02-01_18:22:18_886627	517427.484375	15.71	4.704268601988336	56.807420953980866	2.8869225406995325	0.0	-56.807420953980866	-24458.06422184095	0.0033351594285995485	84.30908203125	-0.28471226602939265
2014-02-01_18:22:18_971194	525885.984375	15.41	5.0134795973671	56.069007548019435	2.6939173510468324	0.0	-56.069007548019435	-29196.497663440612	0.008737509420082338	84.5107421875	-0.3043464370820139
2014-02-01_18:22:19_055683	534312.890625	15.04	5.223200008715642	55.64690118374293	2.598955781215401	0.0	-55.64690118374293	-33893.756386873305	0.005000557245175143	84.411865234375	-0.3695816788266003
2014-02-01_18:22:19_140245	542778.1875	14.63	5.531638540812839	55.03673777553401	2.423934799412011	0.0	-55.03673777553401	-38548.217062827214	0.0072148860707558675	84.570068359375	-0.40444447805002687
2014-02-01_18:22:19_224982	551243.09375	14.17	5.675735674729791	54.73437654882279	2.357518382437916	0.0	-54.73437654882279	-43171.69506078459	0.003579459714934816	84.47119140625	-0.4685540285819946
2014-02-01_18:22:19_310274	559771.671875	13.65	5.786128005528312	54.43711481772855	2.234050806778555	0.0	-54.43711481772855	-47804.84375065841	0.0034926724933005554	85.110107421875	-0.5150221898578098
2014-02-01_18:22:19_394638	568207.5	13.11	6.102371824263884	53.77806215227732	2.103276065903387	0.0	-53.77806215227732	-52361.57607115543	0.007778068297940799	84.732177734375	-0.5385034813741276
2014-02-01_18:22:19_478921	576636.0	12.51	6.2456648110959545	53.51028509562802	2.029485810993181	0.0	-53.51028509562802	-56869.281965049755	0.0031787403572137614	84.239990234375	-0.6063094029600568
2014-02-01_18:22:19_563331	585077.59375	11.89	6.541038523262818	52.64974434797512	1.9097359534173435	0.0	-52.64974434797512	-61309.4960980056	0.010203843555351123	84.3349609375	-0.6147254875512754
2014-02-01_18:22:19_647838	593527.984375	11.21	6.639449430385211	52.25906510460187	1.8077715375894707	0.0	-52.25906510460187	-65709.55372537111	0.004640060140913061	84.197021484375	-0.6861543016537477
2014-02-01_18:22:19_732567	602008.296875	10.47	6.779840174024168	51.8895272337696	1.749579544126364	0.0	-51.8895272337696	-70108.12861571221	0.004359399553379794	84.76806640625	-0.7311738156239929
2014-02-01_18:22:19_817124	610456.890625	10.0	7.0326512808611215	50.490658069939684	1.7016838188768113	0.0	-50.490658069939684	-74378.1640006593	0.01654080546604041	84.57080078125	-0.7115682707463307
2014-02-01_18:22:19_901216	618866.578125	10.0	7.096703817671843	49.47970376425356	1.6801267659656982	0.0	-49.47970376425356	-78549.19672393482	0.011992646158207087	84.2978515625	-0.7750084402125663
2014-02-01_18:22:19_985572	627301.375	10.0	7.26802397873495	46.664073269468304	1.6886918231535948	0.0	-46.664073269468304	-82474.53846542453	0.03347193604054075	84.119140625	-0.7040497777210099
2014-02-01_18:22:20_070086	635753.078125	10.0	7.326706595061864	44.58231550366719	1.7179326649567197	0.0	-44.58231550366719	-86236.69378505625	0.024669258345835547	84.38671875	-0.783602961625052
2014-02-01_18:22:20_154291	644173.09375	10.0	7.3678365670038835	41.82683732048192	1.8304573806447013	0.0	-41.82683732048192	-89756.1729817978	0.032747156969966565	84.14404296875	-0.7756527822886272
2014-02-01_18:22:20_238500	652594.390625	10.0	7.481801080559115	33.964522302745934	2.0509247312590557	0.0	-33.964522302745934	-92619.82335268748	0.09325152835894032	84.31298828125	-0.4939051140349192
