datetime	reltime	speed	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	asin	angle	angle_rad	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed
2014-02-01_23:23:41_630063	303209.8125	18.0	58.0	331.0	-266.0	-3.9160305343511452	2.83206106870229	0.9923664122137404	-0.1612548828125	0.024169921875	0.999755859375	0.0	0.0	0.0	0	0	0	0	0	0.15	0.01	0.1	0	0
2014-02-01_23:23:41_697738	309957.390625	12.11	76.0	283.0	-266.0	-3.9160305343511452	3.6259541984732824	1.3435114503816794	-0.18212890625	0.239013671875	0.776611328125	0.0	0.0	45.02	3.6920676640065726	0.12882301688787762	-3.6920676640065726	-0.25574959919643186	-53.299648087163575	0.15	0.01	0.1	0.06927001953125	-5.886332454309309
2014-02-01_23:23:41_764989	316659.90625	12.19	23.0	87.0	-285.0	-2.900763358778626	4.786259541984733	-1.183206106870229	-0.4822998046875	0.08544921875	0.95703125	0.0	0.0	10.19	3.304518200057994	0.11530070481709678	-3.304518200057994	-0.4778106405854853	5.7671721659499	0.15	0.01	0.1	0.06719921875	0.07626138018043604
2014-02-01_23:23:41_832078	323397.8125	13.28	30.0	99.0	-267.0	-0.6183206106870229	8.351145038167939	-1.549618320610687	-0.5081787109375	0.015380859375	1.037841796875	0.0	0.0	11.67	2.3329921257610566	0.08140237703283519	-2.3329921257610566	-0.6344617207485866	14.468860852707907	0.15	0.01	0.1	0.06714599609375	1.0905926491991464
2014-02-01_23:23:41_899429	330103.21875	17.73	71.0	100.0	-351.0	-9.82442748091603	17.908396946564885	-2.7709923664122136	-0.4385986328125	0.2568359375	0.8543701171875	0.0	0.0	11.79	-0.593546218996087	-0.020709916922403593	0.593546218996087	-0.59465311490105	43.63467979588032	0.15	0.01	0.1	0.067069091796875	4.446553381288434
2014-02-01_23:23:41_966667	336828.09375	25.0	94.0	72.0	-237.0	-8.786259541984732	40.56488549618321	-6.175572519083969	-0.3658447265625	0.046630859375	1.3031005859375	0.0	0.0	8.37	-8.462051698781032	-0.29525651426312044	8.462051698781032	-0.027559299663746373	117.41214305823407	0.15	0.01	0.1	0.06701611328125	13.010246467643924
2014-02-01_23:23:42_033506	343535.09375	25.0	54.0	114.0	-261.0	-7.755725190839694	59.16793893129771	-7.778625954198473	-0.5340576171875	-0.14794921875	0.676025390625	0.0	0.0	13.57	-19.06062153980584	-0.6650600676833859	19.06062153980584	1.2515079899592156	157.93956286891148	0.15	0.01	0.1	0.067105224609375	18.665564597761616
2014-02-01_23:23:42_100522	350213.296875	25.0	23.0	-16.0	-242.0	-3.885496183206107	57.603053435114504	-10.900763358778626	-0.5289306640625	0.03564453125	1.03955078125	0.0	0.0	-1.84	-29.72438928349262	-1.0371384955859253	29.72438928349262	3.2338547973358134	159.89835000747183	0.15	0.01	0.1	0.06669091796875	20.480831941244436
2014-02-01_23:23:42_167777	356939.109375	24.59	69.0	233.0	-311.0	-2.732824427480916	15.82442748091603	1.5114503816793894	-0.60107421875	0.1160888671875	1.1192626953125	0.0	0.0	34.39	-26.732150271833834	-0.9327337847813619	26.732150271833834	5.025235185742428	-44.65214838041979	0.15	0.01	0.1	0.06701220703125	-0.40513994540947973
2014-02-01_23:23:42_234735	363635.0	10.0	139.0	163.0	-302.0	-5.488549618320611	-43.89312977099237	7.458015267175573	-0.643310546875	-0.2747802734375	0.983642578125	0.0	0.0	20.35	-12.529006093399815	-0.4371600172156251	12.529006093399815	5.865779776176393	-211.70950593490986	0.15	0.01	0.1	0.067087890625	-19.23294188171925
