datetime	reltime	speed	adxl_x	adxl_y	adxl_z	mpu_x	mpu_y	mpu_z	gx	gy	gz	yaw	pitch	roll	d	speed_real
2014-02-01_14:59:08_604783	175584.8125	0.05	41.0	157.0	-220.0	0	0	0	0	0	0	0	0	0	0.0	220
2014-02-01_14:59:08_683857	183421.796875	0.1	40.0	153.0	-216.0	0	0	0	0	0	0	1.677810000215586	-34.386755511971295	4.25770515598054	0.0	220
2014-02-01_14:59:08_763024	191339.203125	0.15	65.0	174.0	-223.0	0	0	0	0	0	0	1.6320649201073507	-34.47490181727861	4.167226573048758	0.0	220
2014-02-01_14:59:08_840575	199093.8125	0.2	32.0	170.0	-224.0	0	0	0	0	0	0	1.5776346681076774	-34.55603950048333	4.079042270587118	0.0	220
2014-02-01_14:59:08_918504	206887.3125	0.25	48.0	151.0	-212.0	0	0	0	0	0	0	1.5226256614845894	-34.63049977301743	3.991064939933186	0.0	220
2014-02-01_14:59:08_996539	214690.203125	0.3	43.0	171.0	-237.0	0	0	0	0	0	0	1.4757788898649793	-34.71192642022362	3.900906277538426	0.0	221
2014-02-01_14:59:09_074998	222535.796875	0.35	46.0	159.0	-207.0	0	0	0	0	0	0	1.4223877433099121	-34.78411032440842	3.8195034429195682	0.0	221
2014-02-01_14:59:09_153537	230390.703125	0.4	45.0	155.0	-254.0	0	0	0	0	0	0	1.3610520244355686	-34.85807946064314	3.7404586125538963	0.0	221
2014-02-01_14:59:09_231545	238190.8125	0.45	27.0	152.0	-209.0	0	0	0	0	0	0	1.302014818011747	-34.93188715569938	3.6681406456662287	0.0	221
2014-02-01_14:59:09_309752	246011.703125	0.5	51.0	168.0	-235.0	0	0	0	0	0	0	1.2505197211126629	-35.00388884493317	3.5935824744753337	0.0	221
2014-02-01_14:59:09_390430	254079.0	0.55	49.0	143.0	-199.0	0	0	0	0	0	0	1.1966139125265478	-35.07814961996985	3.5126055047732736	0.0	222
2014-02-01_14:59:09_468440	261880.109375	0.6	32.0	156.0	-221.0	0	0	0	0	0	0	1.1392028198353674	-35.14514328471032	3.4472425244427973	0.0	222
2014-02-01_14:59:09_546637	269700.3125	0.65	49.0	172.0	-198.0	0	0	0	0	0	0	1.0786829146055876	-35.21020233314041	3.375087442668928	0.0	222
2014-02-01_14:59:09_625013	277565.21875	0.7	52.0	152.0	-233.0	0	0	0	0	0	0	1.0292827754691785	-35.28413926154584	3.307594643761383	0.0	222
2014-02-01_14:59:09_703331	285370.015625	0.75	30.0	162.0	-217.0	0	0	0	0	0	0	0.9712611435284041	-35.351159563205194	3.242386611064219	0.0	222
2014-02-01_14:59:09_781630	293202.515625	0.8	78.0	165.0	-196.0	0	0	0	0	0	0	0.9105599878749415	-35.430928989872235	3.192474062214301	0.0	223
2014-02-01_14:59:09_859586	301025.40625	0.85	38.0	137.0	-201.0	0	0	0	0	0	0	0.8549792062234863	-35.50447203773571	3.133936470929662	0.0	223
2014-02-01_14:59:09_937819	308818.40625	0.9	77.0	179.0	-253.0	0	0	0	0	0	0	0.7984762100504162	-35.5625835867799	3.0754795712122514	0.0	223
2014-02-01_14:59:10_015808	316616.90625	0.95	16.0	147.0	-202.0	0	0	0	0	0	0	0.7418205932267627	-35.6207023385555	3.0170701083645417	0.0	223
2014-02-01_14:59:10_094237	324460.0	1.0	28.0	167.0	-221.0	0	0	0	0	0	0	0.6852368796937964	-35.68096673312513	2.9588696861297326	0.0	223
2014-02-01_14:59:10_172126	332248.703125	1.05	109.0	186.0	-240.0	0	0	0	0	0	0	0.6229237853612695	-35.74535826312232	2.909272003387409	0.0	223
2014-02-01_14:59:10_250203	340064.59375	1.1	146.0	178.0	-224.0	0	0	0	0	0	0	0.5655790956450087	-35.79685356000842	2.8510893546056932	0.0	224
2014-02-01_14:59:10_328239	347884.609375	1.15	-63.0	131.0	-228.0	0	0	0	0	0	0	0.5080925038426924	-35.84835736677134	2.792947327066055	0.0	224
2014-02-01_14:59:10_406725	355708.5	1.2	85.0	193.0	-244.0	0	0	0	0	0	0	0.44759930570005096	-35.89337719179992	2.728267671001544	0.0	224
2014-02-01_14:59:10_484825	363518.703125	1.25	-13.0	142.0	-214.0	0	0	0	0	0	0	0.38694270486502963	-35.9443613938852	2.685665544344566	0.0	224
2014-02-01_14:59:10_563014	371337.59375	1.3	24.0	236.0	-216.0	0	0	0	0	0	0	0.32903813075588745	-35.99589538955891	2.6276445175179943	0.0	224
2014-02-01_14:59:10_641051	379141.703125	1.35	22.0	80.0	-213.0	0	0	0	0	0	0	0.2629549908074976	-36.05386838664194	2.5717700295047465	0.0	225
2014-02-01_14:59:10_718882	386924.5	1.4	16.0	110.0	-216.0	0	0	0	0	0	0	0.20957098965618373	-36.08517075774117	2.527305992706622	0.0	225
2014-02-01_14:59:10_797039	394740.1875	1.45	61.0	92.0	-219.0	0	0	0	0	0	0	0.14840299055348535	-36.136213456131074	2.484868295983557	0.0	225
2014-02-01_14:59:10_875863	402623.5	1.5	53.0	200.0	-217.0	0	0	0	0	0	0	0.08423797491686537	-36.18078300946711	2.435878182013729	0.0	225
2014-02-01_14:59:10_953788	410414.5	1.55	77.0	196.0	-205.0	0	0	0	0	0	0	0.019712146386271112	-36.216554494106845	2.3868340685963325	0.0	225
2014-02-01_14:59:11_032330	418269.203125	1.6	-3.0	106.0	-231.0	0	0	0	0	0	0	-0.04164899481919149	-36.274284923428255	2.344477695554687	0.0	226
2014-02-01_14:59:11_111220	426158.296875	1.65	55.0	115.0	-183.0	0	0	0	0	0	0	-0.09809399589728528	-36.31245755424424	2.2934644977179772	0.0	226
2014-02-01_14:59:11_188932	433929.109375	1.7	24.0	222.0	-208.0	0	0	0	0	0	0	-0.15987103563746535	-36.363572742202585	2.25123338570167	0.0	226
2014-02-01_14:59:11_267053	441741.921875	1.75	36.0	96.0	-228.0	0	0	0	0	0	0	-0.22192804624114393	-36.40806166360881	2.2090783100636235	0.0	226
2014-02-01_14:59:11_344729	449508.109375	1.8	81.0	101.0	-233.0	0	0	0	0	0	0	-0.2869767615033353	-36.44608377795539	2.1603463902547757	0.0	226
2014-02-01_14:59:11_423350	457371.609375	1.85	10.0	152.0	-221.0	0	0	0	0	0	0	-0.3462448375807079	-36.50372644968532	2.1248549049783496	0.0	227
