datetime	reltime	speed	x	y	z	d	error	integral	derivative	dt	diff_speed
2014-02-01_18:23:41_480473	474128.609375	18.0	0	0	0	0.0	0	0	0	0	0
2014-02-01_18:23:41_499530	476017.09375	18.0	0	0	0	0.0	0	0.0	0.0	22.740966796875	0.0
2014-02-01_18:23:41_518573	477922.296875	18.0	0	0	0	0.0	0	0.0	0.0	18.77001953125	0.0
2014-02-01_18:23:41_563668	482436.203125	21.23	-0.03392565695997047	-28.111706246142262	1.4352163160249016	0.0	28.111706246142262	1230.8479976033088	0.6420516827489612	43.7841796875	3.2253780643454535
2014-02-01_18:23:41_583670	484430.6875	14.3	0	0	0	0.0	0	1230.8479976033088	-1.3877639298100408	20.2568359375	-6.926511169074171
2014-02-01_18:23:41_628293	488894.703125	17.54	-0.13282669891447116	-28.37865644670571	1.3065855196679257	0.0	28.37865644670571	2484.8437361079605	0.6422255809900139	44.18798828125	3.23881420795582
2014-02-01_18:23:41_672528	493324.890625	17.6	-0.19281311438340115	-28.581234049279292	1.205247811377574	0.0	28.581234049279292	3748.9632485189795	0.004580198165958638	44.22900390625	0.06324874671991092
2014-02-01_18:23:41_692376	495279.5	10.62	0	0	0	0.0	0	3748.9632485189795	-1.4044259590178148	20.350830078125	-6.984640162603884
2014-02-01_18:23:41_736578	499700.5	13.95	-0.20446157242910776	-28.690201135950907	1.020511894746499	0.0	28.690201135950907	5003.087868340415	0.6563364024689323	43.712646484375	3.334581911141661
2014-02-01_18:23:41_756388	501680.109375	10.0	0	0	0	0.0	0	5003.087868340415	-1.4227866560064764	20.164794921875	-7.063902401348978
2014-02-01_18:23:41_800614	506106.796875	13.36	-0.13505268147135663	-28.800907776715867	0.8608507554109649	0.0	28.800907776715867	6261.946296338705	0.6589242049098942	43.708984375	3.36012057829053
2014-02-01_18:23:41_820834	508125.703125	10.0	0	0	0	0.0	0	6261.946296338705	-1.4214958398514044	20.260986328125	-7.044859736293635
2014-02-01_18:23:41_865287	512570.90625	13.38	-0.12101977544251455	-29.12648333531509	0.6778486195726763	0.0	29.12648333531509	7545.808402476677	0.6607812688189258	44.078857421875	3.3822770764529277
2014-02-01_18:23:41_909512	516993.59375	13.55	-0.1872129800096708	-29.822437687351844	0.5861241839157246	0.0	29.822437687351844	8864.759587627275	0.015736029908102786	44.226806640625	0.17030998918552187
2014-02-01_18:23:41_929547	518997.09375	10.0	0	0	0	0.0	0	8864.759587627275	-1.4717016032022885	20.263916015625	-7.26986042013517
2014-02-01_18:23:41_973858	523427.609375	13.62	-0.19988565826637394	-30.975629917566568	0.4031306597715579	0.0	30.975629917566568	10228.677979664071	0.7034802480793583	44.031982421875	3.622785583185189
2014-02-01_18:23:41_993722	525414.109375	10.0	0	0	0	0.0	0	10228.677979664071	-1.531618099692806	20.22412109375	-7.555803718667389
2014-02-01_18:23:42_038143	529856.515625	13.83	-0.009315920698937047	-32.50265193268779	0.1479974066468531	0.0	32.50265193268779	11653.819283168692	0.7412755353167881	43.846923828125	3.826166134608896
2014-02-01_18:23:42_057897	531831.8125	10.0	0	0	0	0.0	0	11653.819283168692	-1.6009579748702958	20.302001953125	-7.888251681519792
2014-02-01_18:23:42_102333	536275.90625	14.01	0.10444312302013857	-34.00065171439365	-0.09961041486249056	0.0	34.00065171439365	13144.27802762048	0.7756298665138226	43.836181640625	4.0129921780167574
2014-02-01_18:23:42_122395	538281.109375	10.0	0	0	0	0.0	0	13144.27802762048	-1.6730939754460816	20.322021484375	-8.234027096954204
2014-02-01_18:23:42_166632	542705.421875	13.97	-0.10389361249289436	-33.53849372924271	-0.14191841097834462	0.0	33.53849372924271	14615.001569653044	0.7648144124162977	43.851806640625	3.9735759271509434
2014-02-01_18:23:42_211044	547146.921875	14.12	-0.16694645473331327	-33.40115588263921	-0.2210808576397701	0.0	33.40115588263921	16098.319503015367	-0.003092555358372396	44.4091796875	0.14886053382655562
2014-02-01_18:23:42_230884	549130.703125	10.0	0	0	0	0.0	0	16098.319503015367	-1.650833005469631	20.23291015625	-8.093181832318
2014-02-01_18:23:42_275029	553566.59375	14.01	-0.20621320920834335	-33.531675752412646	-0.32806802226158216	0.0	33.531675752412646	17567.041284036997	0.7655454513535118	43.801025390625	4.00675083718317
2014-02-01_18:23:42_294834	555525.015625	10.0	0	0	0	0.0	0	17567.041284036997	-1.674988949509527	20.01904296875	-8.199274334707264
2014-02-01_18:23:42_339063	559948.390625	14.05	-0.3195965096118898	-33.82384811915496	-0.41638167130629333	0.0	33.82384811915496	19050.691020371032	0.771107002933531	43.864013671875	4.049424309683281
2014-02-01_18:23:42_358895	561935.109375	10.0	0	0	0	0.0	0	19050.691020371032	-1.6876490022908288	20.0419921875	-8.247738101250434
2014-02-01_18:23:42_402980	566364.8125	14.11	-0.40699322160815743	-34.05168291088548	-0.5038942109936988	0.0	34.05168291088548	20538.473558725007	0.7793592673471851	43.69189453125	4.105586240614264
2014-02-01_18:23:42_422984	568340.296875	10.0	0	0	0	0.0	0	20538.473558725007	-1.6918243738308236	20.127197265625	-8.253737133566867
2014-02-01_18:23:42_466981	572740.59375	14.14	-0.4594271387609308	-34.19762554393899	-0.592937084589411	0.0	34.19762554393899	22032.507371764863	0.78276514402574	43.688232421875	4.137570556400743
2014-02-01_18:23:42_511303	577172.796875	14.39	-0.5171307998854388	-34.279325196369854	-0.6733905745927096	0.0	34.279325196369854	23549.36751170423	0.0018463198289460684	44.25	0.24815320678140965
2014-02-01_18:23:42_531040	579146.09375	10.0	0	0	0	0.0	0	23549.36751170423	-1.6960574500734544	20.211181640625	-8.24479357525023
