datetime	x	y	z	d	speed	speed_real
2014-01-04_13:55:20_644205	34.0	160.0	-218.0	15.45	0.1	220
2014-01-04_13:55:20_655275	30.0	158.0	-224.0	15.1	0.2	220
2014-01-04_13:55:20_665122	30.0	162.0	-226.0	13.91	0.3	221
2014-01-04_13:55:20_674916	34.0	160.0	-214.0	13.84	0.4	221
2014-01-04_13:55:20_684809	22.0	168.0	-230.0	13.91	0.5	221
2014-01-04_13:55:20_694541	16.0	156.0	-226.0	13.87	0.6	222
2014-01-04_13:55:20_704320	26.0	160.0	-214.0	13.94	0.7	222
2014-01-04_13:55:20_714173	14.0	172.0	-216.0	13.65	0.8	223
2014-01-04_13:55:20_723934	12.0	136.0	-258.0	13.77	0.9	223
2014-01-04_13:55:20_733727	-14.0	158.0	-180.0	14.09	1.0	223
2014-01-04_13:55:20_743509	-18.0	164.0	-240.0	13.84	1.1	224
2014-01-04_13:55:20_753293	-334.0	210.0	-252.0	13.99	1.2	224
2014-01-04_13:55:20_763115	0.0	142.0	-226.0	13.74	1.3	224
2014-01-04_13:55:20_772855	-226.0	126.0	-138.0	14.01	1.4	225
2014-01-04_13:55:20_783146	30.0	106.0	-270.0	17.83	1.5	225
2014-01-04_13:55:20_792910	-18.0	182.0	-196.0	13.74	1.6	226
2014-01-04_13:55:20_803535	-86.0	170.0	-202.0	10.42	1.7	226
2014-01-04_13:55:20_814804	206.0	158.0	-278.0	14.15	1.8	226
2014-01-04_13:55:20_824563	8.0	108.0	-244.0	13.98	1.9	227
2014-01-04_13:55:20_834493	24.0	176.0	-224.0	14.02	2.0	227
2014-01-04_13:55:20_844337	68.0	158.0	-224.0	13.96	2.1	227
2014-01-04_13:55:20_854183	144.0	184.0	-210.0	13.89	2.2	228
2014-01-04_13:55:20_864024	50.0	118.0	-208.0	13.99	2.3	228
2014-01-04_13:55:20_873772	-138.0	186.0	-214.0	13.94	2.4	229
2014-01-04_13:55:20_883692	128.0	172.0	-242.0	13.84	2.5	229
2014-01-04_13:55:20_893647	-40.0	154.0	-218.0	14.06	2.6	229
2014-01-04_13:55:20_903446	54.0	124.0	-260.0	13.84	2.7	230
2014-01-04_13:55:20_913339	12.0	202.0	-196.0	13.75	2.8	230
2014-01-04_13:55:20_923085	174.0	182.0	-198.0	14.06	2.9	231
2014-01-04_13:55:20_932865	-134.0	156.0	-212.0	13.65	3.0	231
2014-01-04_13:55:20_942594	208.0	170.0	-318.0	13.89	3.1	231
2014-01-04_13:55:20_952358	-4.0	114.0	-156.0	13.85	3.2	232
2014-01-04_13:55:20_962121	-14.0	168.0	-158.0	13.84	3.3	232
2014-01-04_13:55:20_971938	-64.0	166.0	-284.0	13.82	3.4	232
2014-01-04_13:55:20_981748	102.0	226.0	-206.0	13.87	3.5	233
2014-01-04_13:55:20_991779	64.0	262.0	-200.0	13.72	3.6	233
2014-01-04_13:55:21_001604	-68.0	324.0	-400.0	14.25	3.7	234
2014-01-04_13:55:21_011738	-48.0	208.0	-286.0	13.21	3.8	234
2014-01-04_13:55:21_021564	206.0	264.0	-188.0	13.46	3.9	234
2014-01-04_13:55:21_031414	190.0	96.0	-222.0	13.87	4.0	235
2014-01-04_13:55:21_041167	254.0	-24.0	-204.0	13.46	4.1	235
2014-01-04_13:55:21_051009	62.0	56.0	-416.0	13.86	4.2	235
2014-01-04_13:55:21_060903	248.0	266.0	-138.0	13.89	4.3	236
2014-01-04_13:55:21_070694	80.0	126.0	-280.0	13.46	4.4	236
2014-01-04_13:55:21_080494	32.0	2.0	-294.0	13.82	4.5	237
2014-01-04_13:55:21_090892	-128.0	148.0	-228.0	13.8	4.6	237
2014-01-04_13:55:21_100950	-318.0	14.0	-216.0	13.75	4.7	237
2014-01-04_13:55:21_110764	-250.0	30.0	-348.0	13.7	4.8	238
2014-01-04_13:55:21_120560	-298.0	60.0	-144.0	14.31	4.9	238
2014-01-04_13:55:21_130370	511.0	310.0	-114.0	13.82	5.0	239
2014-01-04_13:55:21_140205	-178.0	6.0	-202.0	13.63	5.1	239
2014-01-04_13:55:21_149998	422.0	256.0	-252.0	14.04	5.2	239
2014-01-04_13:55:21_159767	0.0	230.0	-240.0	13.87	5.3	240
2014-01-04_13:55:21_169473	28.0	486.0	-178.0	14.04	5.4	240
2014-01-04_13:55:21_179623	266.0	254.0	-288.0	13.98	5.5	240
2014-01-04_13:55:21_189446	172.0	110.0	-320.0	13.52	5.6	241
2014-01-04_13:55:21_199275	192.0	14.0	-258.0	13.82	5.7	241
2014-01-04_13:55:21_209253	14.0	144.0	-256.0	13.42	5.8	242
2014-01-04_13:55:21_219071	194.0	54.0	-224.0	13.55	5.9	242
2014-01-04_13:55:21_228905	246.0	242.0	-258.0	13.94	6.0	242
2014-01-04_13:55:21_238683	-90.0	190.0	-112.0	14.06	6.1	243
2014-01-04_13:55:21_248466	122.0	296.0	-242.0	14.03	6.2	243
2014-01-04_13:55:21_258231	-72.0	246.0	-154.0	13.35	6.3	243
2014-01-04_13:55:21_268019	-24.0	140.0	-252.0	13.27	6.4	244
2014-01-04_13:55:21_277759	-44.0	0.0	-394.0	13.35	6.5	244
2014-01-04_13:55:21_287549	254.0	-268.0	-304.0	13.94	6.6	245
2014-01-04_13:55:21_297737	6.0	384.0	-198.0	11.85	6.7	245
2014-01-04_13:55:21_307699	-40.0	208.0	-154.0	13.35	6.8	245
2014-01-04_13:55:21_317502	182.0	92.0	-342.0	13.96	6.9	246
2014-01-04_13:55:21_327242	-42.0	64.0	-188.0	13.89	7.0	246
2014-01-04_13:55:21_337065	74.0	94.0	-240.0	14.38	7.1	246
2014-01-04_13:55:21_346890	-92.0	340.0	-264.0	13.68	7.2	247
2014-01-04_13:55:21_356728	158.0	356.0	46.0	13.68	7.3	247
2014-01-04_13:55:21_366514	-192.0	344.0	-122.0	13.77	7.4	248
2014-01-04_13:55:21_376264	0.0	24.0	-276.0	13.85	7.5	248
2014-01-04_13:55:21_386095	46.0	-36.0	-248.0	14.31	7.6	248
2014-01-04_13:55:21_396706	280.0	286.0	-424.0	13.41	7.7	249
2014-01-04_13:55:21_407077	-162.0	282.0	-202.0	14.79	7.8	249
2014-01-04_13:55:21_416924	-232.0	344.0	6.0	14.86	7.9	250
2014-01-04_13:55:21_426637	30.0	128.0	-182.0	12.61	8.0	250
2014-01-04_13:55:21_436430	-22.0	276.0	-134.0	13.41	8.1	250
2014-01-04_13:55:21_446243	84.0	174.0	-162.0	13.89	8.2	251
2014-01-04_13:55:21_456060	44.0	354.0	-98.0	14.08	8.3	251
2014-01-04_13:55:21_465887	-24.0	140.0	-294.0	14.25	8.4	251
2014-01-04_13:55:21_475852	-48.0	46.0	220.0	14.23	8.5	252
2014-01-04_13:55:21_485716	160.0	48.0	-264.0	13.84	8.6	252
2014-01-04_13:55:21_495488	30.0	208.0	-246.0	13.34	8.7	253
2014-01-04_13:55:21_505336	126.0	384.0	-160.0	13.92	8.8	253
2014-01-04_13:55:21_515222	316.0	-22.0	-88.0	13.8	8.9	253
2014-01-04_13:55:21_524994	-162.0	192.0	-368.0	14.32	9.0	254
2014-01-04_13:55:21_534786	-352.0	224.0	-80.0	13.82	9.1	254
