datetime	speed	x	y	z	d	speed_real
2014-01-05_19:36:56_848663	0.2	23.0	143.0	-228.0	0.0	220
2014-01-05_19:36:56_952724	0.4	23.0	143.0	-228.0	0.0	221
2014-01-05_19:36:57_056082	0.6	23.0	143.0	-228.0	0.0	222
2014-01-05_19:36:57_159519	0.8	23.0	143.0	-228.0	0.0	223
2014-01-05_19:36:57_262865	1.0	23.0	143.0	-228.0	0.0	223
2014-01-05_19:36:57_366244	1.2	23.0	143.0	-228.0	0.0	224
2014-01-05_19:36:57_469881	1.4	23.0	143.0	-228.0	0.0	225
2014-01-05_19:36:57_573316	1.6	23.0	143.0	-228.0	0.0	226
2014-01-05_19:36:57_676764	1.8	23.0	143.0	-228.0	0.0	226
2014-01-05_19:36:57_780238	2.0	23.0	143.0	-228.0	0.0	227
2014-01-05_19:36:57_883672	2.2	23.0	143.0	-228.0	0.0	228
2014-01-05_19:36:57_987148	2.4	23.0	143.0	-228.0	0.0	229
2014-01-05_19:36:58_090559	2.6	23.0	143.0	-228.0	0.0	229
2014-01-05_19:36:58_193971	2.8	23.0	143.0	-228.0	0.0	230
2014-01-05_19:36:58_297418	3.0	23.0	143.0	-228.0	0.0	231
2014-01-05_19:36:58_400803	3.2	23.0	143.0	-228.0	0.0	232
2014-01-05_19:36:58_504192	3.4	23.0	143.0	-228.0	0.0	232
2014-01-05_19:36:58_607599	3.6	23.0	143.0	-228.0	0.0	233
2014-01-05_19:36:58_710985	3.8	23.0	143.0	-228.0	0.0	234
2014-01-05_19:36:58_814368	4.0	23.0	143.0	-228.0	0.0	235
2014-01-05_19:36:58_917922	4.2	23.0	143.0	-228.0	0.0	235
2014-01-05_19:36:59_021382	4.4	23.0	143.0	-228.0	0.0	236
2014-01-05_19:36:59_124785	4.6	23.0	143.0	-228.0	0.0	237
2014-01-05_19:36:59_228255	4.8	23.0	143.0	-228.0	0.0	238
2014-01-05_19:36:59_331731	5.0	23.0	143.0	-228.0	0.0	239
2014-01-05_19:36:59_435135	5.2	23.0	143.0	-228.0	0.0	239
2014-01-05_19:36:59_538574	5.4	23.0	143.0	-228.0	0.0	240
2014-01-05_19:36:59_642028	5.6	23.0	143.0	-228.0	0.0	241
2014-01-05_19:36:59_745380	5.8	23.0	143.0	-228.0	0.0	242
2014-01-05_19:36:59_848780	6.0	23.0	143.0	-228.0	0.0	242
2014-01-05_19:36:59_952196	6.2	23.0	143.0	-228.0	0.0	243
2014-01-05_19:37:00_055571	6.4	23.0	143.0	-228.0	0.0	244
2014-01-05_19:37:00_158944	6.6	23.0	143.0	-228.0	0.0	245
2014-01-05_19:37:00_262284	6.8	23.0	143.0	-228.0	0.0	245
2014-01-05_19:37:00_365684	7.0	23.0	143.0	-228.0	0.0	246
2014-01-05_19:37:00_469174	7.2	23.0	143.0	-228.0	0.0	247
2014-01-05_19:37:00_572608	7.4	23.0	143.0	-228.0	0.0	248
2014-01-05_19:37:00_675997	7.6	23.0	143.0	-228.0	0.0	248
2014-01-05_19:37:00_779511	7.8	23.0	143.0	-228.0	0.0	249
2014-01-05_19:37:00_882930	8.0	23.0	143.0	-228.0	0.0	250
2014-01-05_19:37:00_986379	8.2	23.0	143.0	-228.0	0.0	251
2014-01-05_19:37:01_089856	8.4	23.0	143.0	-228.0	0.0	251
2014-01-05_19:37:01_193265	8.6	23.0	143.0	-228.0	0.0	252
2014-01-05_19:37:01_296720	8.8	23.0	143.0	-228.0	0.0	253
2014-01-05_19:37:01_400120	9.0	23.0	143.0	-228.0	0.0	254
2014-01-05_19:37:01_503512	9.2	23.0	143.0	-228.0	0.0	254
2014-01-05_19:37:01_606930	9.4	23.0	143.0	-228.0	0.0	255
2014-01-05_19:37:01_710349	9.6	23.0	143.0	-228.0	0.0	256
2014-01-05_19:37:01_813754	9.8	23.0	143.0	-228.0	0.0	257
2014-01-05_19:37:01_917538	10.0	23.0	143.0	-228.0	0.0	258
