datetime	x	y	z	d	speed	speed_real
2014-01-04_13:56:37_497355	24.0	162.0	-226.0	13.77	0.1	220
2014-01-04_13:56:37_507395	20.0	158.0	-222.0	13.77	0.2	220
2014-01-04_13:56:37_517223	24.0	144.0	-230.0	13.87	0.3	221
2014-01-04_13:56:37_527012	22.0	164.0	-210.0	13.77	0.4	221
2014-01-04_13:56:37_536794	30.0	160.0	-234.0	13.82	0.5	221
2014-01-04_13:56:37_546686	14.0	150.0	-218.0	13.79	0.6	222
2014-01-04_13:56:37_556484	10.0	144.0	-220.0	14.04	0.7	222
2014-01-04_13:56:37_566199	20.0	166.0	-214.0	13.77	0.8	223
2014-01-04_13:56:37_576005	30.0	172.0	-224.0	13.87	0.9	223
2014-01-04_13:56:37_586160	200.0	86.0	-244.0	14.01	1.0	223
2014-01-04_13:56:37_596033	74.0	158.0	-208.0	13.87	1.1	224
2014-01-04_13:56:37_605794	4.0	168.0	-228.0	13.67	1.2	224
2014-01-04_13:56:37_615562	34.0	142.0	-224.0	13.89	1.3	224
2014-01-04_13:56:37_625353	12.0	174.0	-254.0	13.89	1.4	225
2014-01-04_13:56:37_635150	268.0	88.0	-218.0	13.77	1.5	225
2014-01-04_13:56:37_644888	128.0	110.0	-194.0	13.99	1.6	226
2014-01-04_13:56:37_654685	14.0	152.0	-228.0	14.03	1.7	226
2014-01-04_13:56:37_664603	200.0	164.0	-234.0	13.67	1.8	226
2014-01-04_13:56:37_674358	-16.0	148.0	-244.0	13.68	1.9	227
2014-01-04_13:56:37_684502	22.0	138.0	-228.0	13.87	2.0	227
2014-01-04_13:56:37_694312	138.0	64.0	-228.0	13.74	2.1	227
2014-01-04_13:56:37_704085	38.0	172.0	-184.0	13.72	2.2	228
2014-01-04_13:56:37_713856	86.0	92.0	-246.0	14.02	2.3	228
2014-01-04_13:56:37_723660	-48.0	126.0	-214.0	13.75	2.4	229
2014-01-04_13:56:37_733502	22.0	126.0	-226.0	13.82	2.5	229
2014-01-04_13:56:37_743234	-26.0	216.0	-216.0	13.99	2.6	229
2014-01-04_13:56:37_753018	-42.0	158.0	-206.0	14.02	2.7	230
2014-01-04_13:56:37_762895	-60.0	144.0	-216.0	13.68	2.8	230
2014-01-04_13:56:37_772615	156.0	130.0	-170.0	13.7	2.9	231
2014-01-04_13:56:37_782373	38.0	162.0	-180.0	13.8	3.0	231
2014-01-04_13:56:37_792201	-18.0	144.0	-222.0	13.94	3.1	231
2014-01-04_13:56:37_801999	108.0	170.0	-204.0	13.75	3.2	232
2014-01-04_13:56:37_811797	94.0	138.0	-216.0	13.84	3.3	232
2014-01-04_13:56:37_821608	-6.0	148.0	-178.0	13.72	3.4	232
2014-01-04_13:56:37_831441	-64.0	244.0	-186.0	13.68	3.5	233
2014-01-04_13:56:37_841296	52.0	190.0	-256.0	13.8	3.6	233
2014-01-04_13:56:37_851131	126.0	140.0	-178.0	13.87	3.7	234
2014-01-04_13:56:37_860927	-34.0	264.0	-232.0	14.02	3.8	234
2014-01-04_13:56:37_870698	60.0	320.0	-156.0	13.7	3.9	234
2014-01-04_13:56:37_880543	-20.0	134.0	-194.0	13.94	4.0	235
2014-01-04_13:56:37_890569	0.0	42.0	-258.0	13.48	4.1	235
2014-01-04_13:56:37_900402	-146.0	176.0	-234.0	14.26	4.2	235
2014-01-04_13:56:37_910178	502.0	30.0	-202.0	13.26	4.3	236
2014-01-04_13:56:37_919970	510.0	82.0	-296.0	14.02	4.4	236
2014-01-04_13:56:37_929778	-262.0	42.0	-224.0	14.04	4.5	237
2014-01-04_13:56:37_939549	234.0	128.0	-196.0	13.62	4.6	237
2014-01-04_13:56:37_949361	-244.0	34.0	-260.0	13.87	4.7	237
2014-01-04_13:56:37_959209	304.0	40.0	-286.0	13.94	4.8	238
2014-01-04_13:56:37_969028	-374.0	124.0	-258.0	15.05	4.9	238
2014-01-04_13:56:37_978918	414.0	-44.0	-256.0	14.03	5.0	239
2014-01-04_13:56:37_988705	462.0	128.0	-218.0	13.82	5.1	239
2014-01-04_13:56:37_998551	332.0	144.0	-252.0	14.25	5.2	239
2014-01-04_13:56:38_008283	-34.0	208.0	-114.0	13.74	5.3	240
2014-01-04_13:56:38_018108	-114.0	344.0	-288.0	13.89	5.4	240
2014-01-04_13:56:38_028015	48.0	144.0	-120.0	14.91	5.5	240
2014-01-04_13:56:38_037788	-312.0	252.0	-296.0	13.72	5.6	241
2014-01-04_13:56:38_047582	-104.0	238.0	-196.0	14.09	5.7	241
2014-01-04_13:56:38_057369	16.0	124.0	-316.0	13.75	5.8	242
2014-01-04_13:56:38_067182	178.0	36.0	-114.0	14.08	5.9	242
2014-01-04_13:56:38_076900	134.0	200.0	-342.0	13.29	6.0	242
2014-01-04_13:56:38_086698	-2.0	284.0	-192.0	14.25	6.1	243
2014-01-04_13:56:38_096668	70.0	64.0	-382.0	13.96	6.2	243
2014-01-04_13:56:38_106538	-160.0	130.0	-254.0	14.79	6.3	243
2014-01-04_13:56:38_116322	82.0	-128.0	-280.0	14.03	6.4	244
2014-01-04_13:56:38_126092	112.0	74.0	-336.0	13.72	6.5	244
2014-01-04_13:56:38_135868	188.0	228.0	-274.0	13.91	6.6	245
2014-01-04_13:56:38_145700	-78.0	250.0	-262.0	12.91	6.7	245
2014-01-04_13:56:38_155496	-466.0	120.0	-46.0	13.91	6.8	245
2014-01-04_13:56:38_165266	52.0	132.0	-334.0	13.79	6.9	246
2014-01-04_13:56:38_174952	-14.0	126.0	-328.0	13.18	7.0	246
2014-01-04_13:56:38_184726	68.0	286.0	-50.0	13.82	7.1	246
2014-01-04_13:56:38_194725	-46.0	182.0	-288.0	13.87	7.2	247
2014-01-04_13:56:38_204716	-42.0	32.0	-104.0	13.53	7.3	247
2014-01-04_13:56:38_214590	50.0	-6.0	-232.0	13.99	7.4	248
2014-01-04_13:56:38_224892	-216.0	226.0	-178.0	22.22	7.5	248
2014-01-04_13:56:38_234848	18.0	-100.0	26.0	14.23	7.6	248
2014-01-04_13:56:38_244652	-296.0	38.0	-52.0	13.95	7.7	249
2014-01-04_13:56:38_254465	-104.0	200.0	-256.0	14.43	7.8	249
2014-01-04_13:56:38_264234	0.0	408.0	350.0	13.74	7.9	250
2014-01-04_13:56:38_274035	138.0	-2.0	-312.0	14.23	8.0	250
2014-01-04_13:56:38_283979	190.0	240.0	-486.0	14.26	8.1	250
2014-01-04_13:56:38_293833	-30.0	20.0	-232.0	13.7	8.2	251
2014-01-04_13:56:38_303663	36.0	174.0	-242.0	13.92	8.3	251
2014-01-04_13:56:38_313847	-222.0	278.0	-440.0	20.03	8.4	251
