datetime	reltime	speed	adxl_x	adxl_y	adxl_z	mpu_x	mpu_y	mpu_z	gx	gy	gz	yaw	pitch	roll	d	speed_real
2014-01-26_10:14:55_006051	173210.59375	0.2	41.0	158.0	-217.0	0	0	0	0	0	0	0	0	0	18.26	220
2014-01-26_10:14:55_140867	186651.390625	0.4	36.0	158.0	-213.0	0	0	0	0	0	0	1.7208712883645978	-34.84746218216212	4.285474492634483	16.56	221
2014-01-26_10:14:55_272695	199799.296875	0.6	53.0	156.0	-234.0	0	0	0	0	0	0	1.6449705581283383	-34.89855033423777	4.217451072682064	18.26	222
2014-01-26_10:14:55_406788	213207.59375	0.8	68.0	161.0	-199.0	0	0	0	0	0	0	1.5747848074122286	-34.95683830161874	4.140554978327287	18.73	223
2014-01-26_10:14:55_537286	226257.609375	1.0	80.0	170.0	-224.0	0	0	0	0	0	0	1.4924809634160228	-35.00537019588481	4.0811951100150345	17.75	223
2014-01-26_10:14:55_668500	239379.5	1.2	61.0	141.0	-232.0	0	0	0	0	0	0	1.4134565088088458	-35.05671905050193	4.006669503982867	17.97	224
2014-01-26_10:14:55_801542	252683.203125	1.4	10.0	176.0	-238.0	0	0	0	0	0	0	1.3390559529139574	-35.101059633565214	3.9456570103411805	17.55	225
2014-01-26_10:14:55_932664	265795.078125	1.6	-24.0	143.0	-241.0	0	0	0	0	0	0	5.552663818016577	-57.14291014405265	2.105013766180607	18.0	226
2014-01-26_10:14:56_089423	281529.6875	1.8	32.0	186.0	-226.0	0	0	0	0	0	0	-1.109754510348605	-36.13490065305057	2.573966820411875	18.7	226
2014-01-26_10:14:56_221524	294732.3125	2.0	65.0	122.0	-202.0	0	0	0	0	0	0	-1.196820664674	-36.1635236783913	2.538343867063258	17.83	227
2014-01-26_10:14:56_353469	307875.796875	2.2	9.0	180.0	-208.0	0	0	0	0	0	0	-1.2814914889960562	-36.16985470620718	2.509199516646175	17.47	228
2014-01-26_10:14:56_486369	321165.796875	2.4	59.0	110.0	-227.0	0	0	0	0	0	0	-1.366070355647769	-36.20711166468079	2.4804597349827797	17.58	229
2014-01-26_10:14:56_616379	334166.1875	2.6	8.0	109.0	-221.0	0	0	0	0	0	0	-1.4449566088999724	-36.24268586487729	2.4427765646657718	17.51	229
2014-01-26_10:14:56_746685	347197.703125	2.8	46.0	208.0	-216.0	0	0	0	0	0	0	-1.5298881838797662	-36.257898537379084	2.4138789734741644	17.73	230
2014-01-26_10:14:56_877584	360286.90625	3.0	49.0	179.0	-234.0	0	0	0	0	0	0	-1.6204055816031344	-36.272671988044344	2.393819432619633	18.02	231
2014-01-26_10:14:57_011232	373652.296875	3.2	30.0	134.0	-233.0	0	0	0	0	0	0	-1.6967804743974715	-36.30808229103288	2.362879469611913	18.26	232
2014-01-26_10:14:57_168417	389369.109375	3.4	51.0	170.0	-237.0	0	0	0	0	0	0	-4.160207590548883	-36.75759270879328	1.822939831275153	17.32	232
2014-01-26_10:14:57_298355	402372.0	3.6	37.0	168.0	-228.0	0	0	0	0	0	0	-4.246489905774445	-36.7656870274773	1.8165542787087534	17.39	233
