datetime	reltime	speed	x	y	z	d	error	integral	derivative	dt	diff_speed
2014-01-12_15:33:42_637110	301771.09375	20.5	44.0	25.0	-273.0	0.0	0	0	0	0	0
2014-01-12_15:33:42_657855	303786.984375	20.5	15.0	117.0	-418.0	0.0	71.0	0.16803564453125	2.9999587373633174	23.6669921875	0.003850012677300785
2014-01-12_15:33:42_676587	305656.78125	20.51	31.0	63.0	-294.0	0.0	68.33333333333333	0.3093368326822916	-0.12896014860642147	20.67822265625	0.0034038015854892926
2014-01-12_15:33:42_694741	307475.484375	20.51	37.0	82.0	-310.0	0.0	71.75	0.4358452555338541	0.19377827010061874	17.6318359375	0.003606921411535615
2014-01-12_15:33:42_712447	309243.203125	20.51	55.0	51.0	-299.0	0.0	78.25	0.5778204813639323	0.35824912200438663	18.143798828125	0.003948382694248576
2014-01-12_15:33:42_730097	311008.0	20.52	94.0	35.0	-243.0	0.0	57.75	0.6798811991373698	-1.1599712659556833	17.6728515625	0.002771570861524346
2014-01-12_15:33:42_747590	312757.484375	20.52	2.0	124.0	-339.0	0.0	73.0	0.8077630839029948	0.8705298659308192	17.51806640625	0.003737133762901472
2014-01-12_15:33:42_765581	314556.78125	20.52	44.0	41.0	-338.0	0.0	62.75	0.9176766947428385	-0.5851754801661416	17.51611328125	0.0030790742196528604
2014-01-12_15:33:42_783505	316349.28125	20.53	-27.0	104.0	-99.0	0.0	76.0	1.0536027689615886	0.7408438784006989	17.885009765625	0.003874189748116966
2014-01-12_15:33:42_801134	318111.703125	20.53	85.0	14.0	-231.0	0.0	70.75	1.1804553080240885	-0.2928104575163399	17.9296875	0.0035083369997791687
2014-01-12_15:33:42_819120	319910.5	20.53	19.0	62.0	-260.0	0.0	55.25	1.277276346842448	-0.884492678917232	17.524169921875	0.0026741784597429613
2014-01-12_15:33:42_836723	321670.6875	20.54	-42.0	123.0	-114.0	0.0	75.75	1.4130216044108073	1.1439626163131293	17.920166015625	0.0039020375637917543
2014-01-12_15:33:42_854484	323447.078125	20.54	17.0	115.0	-337.0	0.0	78.5	1.550900644938151	0.15656839442336293	17.564208984375	0.003940811929506831
2014-01-12_15:33:42_872349	325233.59375	20.55	11.0	62.0	-179.0	0.0	90.5	1.7112928934733074	0.6770900775556872	17.722900390625	0.004592880137044917
2014-01-12_15:33:42_890121	327010.078125	20.55	48.0	50.0	-152.0	0.0	87.5	1.8675602884928386	-0.16798129895695205	17.859130859375	0.004358388626133154
2014-01-12_15:33:42_925225	330558.890625	20.56	-42.0	121.0	-300.0	0.0	87.0	2.172032676188151	-0.014287009843247505	34.996826171875	0.004348788502283295
2014-01-12_15:33:42_943713	332369.984375	20.56	67.0	18.0	-265.0	0.0	62.75	2.287009488932292	-1.3234733714407536	18.322998046875	0.003005381363804818
2014-01-12_15:33:42_961273	334125.984375	20.56	41.0	66.0	-289.0	0.0	63.75	2.400585965983073	0.056129580398498094	17.81591796875	0.003193353016636448
2014-01-12_15:33:42_979184	335916.484375	20.57	4.0	113.0	-124.0	0.0	79.5	2.539767252604167	0.899636028950341	17.507080078125	0.004065217579620295
2014-01-12_15:33:42_996742	337672.59375	20.57	-81.0	211.0	-279.0	0.0	102.0	2.721634049479167	1.2619125862635556	17.830078125	0.005226463422031304
2014-01-12_15:33:43_014854	339488.6875	20.58	-45.0	126.0	-84.0	0.0	129.0	2.9481871500651042	1.5373879196496838	17.562255859375	0.006604033610679975
2014-01-12_15:33:43_032909	341290.0	20.59	59.0	142.0	-247.0	0.0	148.0	3.2166756266276044	1.0473447635453395	18.14111328125	0.007505056143917197
2014-01-12_15:33:43_050673	343066.5	20.59	113.0	36.0	-267.0	0.0	128.75	3.44669994913737	-1.0774675794968502	17.865966796875	0.006330097912045229
2014-01-12_15:33:43_068920	344891.0	20.6	107.0	41.0	-292.0	0.0	86.25	3.5994988993326826	-2.3989857229480185	17.7158203125	0.004072961377595132
2014-01-12_15:33:43_086995	346698.28125	20.6	-60.0	58.0	-245.0	0.0	69.25	3.7255115824381515	-0.9342313575012746	18.19677734375	0.003369449415408117
2014-01-12_15:33:43_105227	348528.6875	20.6	54.0	-10.0	-352.0	0.0	31.25	3.781849320475261	-2.1078233549557845	18.028076171875	0.001352095849436469
2014-01-12_15:33:43_123151	350313.796875	20.6	43.0	73.0	-390.0	0.0	40.5	3.855802360026042	0.5065714705921677	18.260009765625	0.0020760427272952194
2014-01-12_15:33:43_140970	352095.390625	20.61	43.0	111.0	-68.0	0.0	58.0	3.958908121744792	0.9844260719092482	17.77685546875	0.0029988384980030995
2014-01-12_15:33:43_159122	353910.296875	20.61	9.0	109.0	-343.0	0.0	70.75	4.084589554850261	0.7177372804485858	17.76416015625	0.003609682187000344
2014-01-12_15:33:43_176637	355662.203125	20.62	-46.0	175.0	-233.0	0.0	117.0	4.296077909342449	2.558651521495428	18.075927734375	0.006106294759940478
2014-01-12_15:33:43_194484	357446.6875	20.62	-111.0	92.0	-139.0	0.0	121.75	4.512680552164714	0.26699235635575197	17.790771484375	0.0061146505036907915
2014-01-12_15:33:43_212186	359223.6875	20.63	85.0	13.0	-368.0	0.0	97.25	4.682837186686199	-1.4002539523071986	17.496826171875	0.004722942888487949
2014-01-12_15:33:43_229783	360976.375	20.63	-7.0	110.0	-118.0	0.0	97.5	4.855304593912762	0.014133105142573219	17.68896484375	0.0048768988409736485
2014-01-12_15:33:43_247467	362749.1875	20.63	91.0	27.0	-239.0	0.0	60.5	4.961003824869793	-2.11780159584131	17.470947265625	0.0028137159407983564
2014-01-12_15:33:43_265272	364533.296875	20.64	8.0	61.0	-277.0	0.0	52.75	5.054296372477214	-0.4382048839745448	17.685791015625	0.0025941849412397934
2014-01-12_15:33:43_282797	366278.1875	20.64	-33.0	121.0	-74.0	0.0	79.75	5.1962186625162765	1.5172035339955001	17.7958984375	0.004139739975265802
2014-01-12_15:33:43_300485	368047.1875	20.64	65.0	100.0	-356.0	0.0	77.25	5.330400931803386	-0.14392736165966238	17.369873046875	0.003848640303927214
2014-01-12_15:33:43_318149	369813.078125	20.65	42.0	69.0	-178.0	0.0	87.75	5.485255259195964	0.5949946737130446	17.647216796875	0.004447547992897223
2014-01-12_15:33:43_335876	371586.078125	20.65	-17.0	56.0	-231.0	0.0	86.5	5.637496103922526	-0.07102233319461784	17.60009765625	0.00431846151629093
2014-01-12_15:33:43_353570	373355.390625	20.66	32.0	67.0	-383.0	0.0	73.0	5.766670102945964	-0.7629244332841236	17.695068359375	0.003574284223681882
2014-01-12_15:33:43_371425	375141.09375	20.66	48.0	148.0	-112.0	0.0	85.0	5.917078184000651	0.67815505180811	17.695068359375	0.004318407212999211
2014-01-12_15:33:43_389371	376935.1875	20.67	38.0	65.0	-271.0	0.0	84.0	6.0683212504069015	-0.05553973613201535	18.005126953125	0.00419505285851184
2014-01-12_15:33:43_407028	378704.59375	20.67	-18.0	71.0	-179.0	0.0	87.75	6.222920640055339	0.21284851172329694	17.6181640625	0.004409407143236335
2014-01-12_15:33:43_425022	380508.578125	20.67	-44.0	105.0	-141.0	0.0	97.25	6.394380747477213	0.5388279605627562	17.630859375	0.004917022234131024
2014-01-12_15:33:43_442762	382274.1875	20.68	-15.0	115.0	-260.0	0.0	89.0	6.554617685953776	-0.45822767645264084	18.004150390625	0.004404832694123331
2014-01-12_15:33:43_460306	384032.109375	20.68	49.0	52.0	-111.0	0.0	85.75	6.705316611735026	-0.18492998444098688	17.57421875	0.004269677533217076
2014-01-12_15:33:43_478568	385854.78125	20.69	8.0	57.0	-231.0	0.0	82.25	6.849444877115886	-0.1997352838732149	17.523193359375	0.0040932114161003905
2014-01-12_15:33:43_496288	387627.09375	20.69	-88.0	66.0	-179.0	0.0	72.5	6.98136620279948	-0.5358307281533858	18.196044921875	0.0035721150638049416
2014-01-12_15:33:43_513849	389383.0	20.69	0.0	128.0	-79.0	0.0	75.75	7.115472922770183	0.183575811900986	17.703857421875	0.003806569128482376
2014-01-12_15:33:43_531524	391150.90625	20.7	54.0	88.0	-291.0	0.0	84.75	7.263369535319011	0.515731893283342	17.450927734375	0.004289799526281867
2014-01-12_15:33:43_549609	392959.78125	20.7	32.0	82.0	-219.0	0.0	91.0	7.423750370279949	0.35462466580781005	17.624267578125	0.004586204841617809
2014-01-12_15:33:43_567513	394749.59375	20.71	41.0	118.0	-173.0	0.0	104.0	7.611326151529949	0.7207753532947101	18.0361328125	0.005272838667944625
2014-01-12_15:33:43_585594	396558.0	20.71	-53.0	105.0	-207.0	0.0	98.25	7.790670780436199	-0.3150010699764605	18.25390625	0.004881778960080398
2014-01-12_15:33:43_603204	398318.875	20.72	145.0	109.0	-296.0	0.0	103.5	7.97349130045573	0.2972177302317867	17.663818359375	0.005205519122153224
2014-01-12_15:33:43_621293	400127.6875	20.73	43.0	169.0	-358.0	0.0	125.25	8.193091611735026	1.2405207825663163	17.532958984375	0.0063873713874178055
2014-01-12_15:33:43_638991	401898.0	20.73	-40.0	26.0	-217.0	0.0	102.25	8.37747861735026	-1.275442373041983	18.032958984375	0.004985793510557537
2014-01-12_15:33:43_656704	403668.78125	20.74	102.0	93.0	-398.0	0.0	99.25	8.552617551676432	-0.17000788610799816	17.646240234375	0.004946354473144368
2014-01-12_15:33:43_675923	405590.796875	20.74	-13.0	136.0	-289.0	0.0	106.0	8.740133518473307	0.38156750714196996	17.690185546875	0.005339030764066044
2014-01-12_15:33:43_693754	407373.59375	20.74	-12.0	56.0	-46.0	0.0	77.75	8.8895782816569	-1.4697319954274102	19.22119140625	0.003741415758285425
2014-01-12_15:33:43_711499	409147.90625	20.75	46.0	121.0	-312.0	0.0	101.5	9.069242698160807	1.3417375832724163	17.700927734375	0.0052100806825970585
2014-01-12_15:33:43_729461	410943.984375	20.75	-38.0	128.0	-239.0	0.0	110.25	9.263910929361979	0.4955546644912407	17.656982421875	0.00556298185754206
2014-01-12_15:33:43_747250	412724.078125	20.76	-34.0	70.0	-118.0	0.0	93.75	9.431967417399088	-0.9204494382022472	17.926025390625	0.004596398252921515
2014-01-12_15:33:43_764957	414493.796875	20.77	7.0	139.0	-387.0	0.0	114.5	9.635000852457681	1.1701890377387065	17.732177734375	0.005842982403859116
2014-01-12_15:33:43_782881	416311.0	20.77	36.0	86.0	-137.0	0.0	105.75	9.822580594889322	-0.4932902071433487	17.738037109375	0.005239153237345155
2014-01-12_15:33:43_800828	418081.1875	20.78	48.0	105.0	-192.0	0.0	100.0	10.002868680826822	-0.31893399777916204	18.02880859375	0.004969106887090166
2014-01-12_15:33:43_818880	419886.296875	20.78	-65.0	125.0	-262.0	0.0	113.75	10.203786283365885	0.7784596671642616	17.6630859375	0.0057663663453447625
2014-01-12_15:33:43_836799	421678.484375	20.79	-60.0	74.0	-72.0	0.0	97.5	10.379269620768229	-0.9028634988673512	17.998291015625	0.004785751577075342
2014-01-12_15:33:43_854814	423479.890625	20.79	13.0	108.0	-309.0	0.0	103.0	10.563414811197916	0.3076376845238908	17.878173828125	0.005181820109933509
2014-01-12_15:33:43_872554	425254.484375	20.8	14.0	118.0	-205.0	0.0	106.25	10.754740037027993	0.1804845641769595	18.007080078125	0.005331623930421399
2014-01-12_15:33:43_890683	427066.890625	20.8	2.0	114.0	-140.0	0.0	103.5	10.940676169840494	-0.15307675581648184	17.96484375	0.005160786392035336
2014-01-12_15:33:43_908341	428836.203125	20.81	-152.0	125.0	-259.0	0.0	116.25	11.14677584025065	0.7191605387094109	17.72900390625	0.005885530731454966
2014-01-12_15:33:43_926771	430717.796875	20.81	12.0	56.0	-86.0	0.0	103.25	11.333409794108071	-0.7191885357716878	18.075927734375	0.0050917144874022425
2014-01-12_15:33:43_944912	432489.578125	20.82	124.0	147.0	-251.0	0.0	110.5	11.538609049479165	0.3904132101021522	18.570068359375	0.005565195181915164
2014-01-12_15:33:43_962659	434264.203125	20.82	-8.0	91.0	-263.0	0.0	104.75	11.722205417887368	-0.3280634062765528	17.527099609375	0.005205865879914133
2014-01-12_15:33:43_980063	436011.59375	20.83	21.0	102.0	-385.0	0.0	99.0	11.89620710245768	-0.3271520051117501	17.575927734375	0.004918474420199071
2014-01-12_15:33:43_997983	437796.6875	20.83	-15.0	128.0	-269.0	0.0	117.0	12.100394382731118	1.0314060685757453	17.451904296875	0.005954350646295847
2014-01-12_15:33:44_015829	439581.078125	20.84	79.0	106.0	-361.0	0.0	106.75	12.290378629557289	-0.5759359095710386	17.797119140625	0.005281135446905853
2014-01-12_15:33:44_033304	441329.1875	20.84	101.0	14.0	-298.0	0.0	87.5	12.44597952067057	-1.0824970139623005	17.782958984375	0.004267994896555838
2014-01-12_15:33:44_050927	443091.296875	20.85	-106.0	134.0	-241.0	0.0	95.5	12.612234855143225	0.4595341270842975	17.408935546875	0.004822214636193945
2014-01-12_15:33:44_068612	444859.78125	20.85	15.0	118.0	-400.0	0.0	93.0	12.775039347330724	-0.142809327234185	17.505859375	0.004636996571211315
2014-01-12_15:33:44_086441	446642.796875	20.86	90.0	147.0	-267.0	0.0	103.25	12.957193924967443	0.5809969278458941	17.64208984375	0.005221895412177087
2014-01-12_15:33:44_104543	448453.0	20.86	88.0	60.0	-234.0	0.0	114.75	13.161275791422522	0.64661550921795	17.784912109375	0.005803477678500937
2014-01-12_15:33:44_122356	450233.59375	20.87	1.0	79.0	-390.0	0.0	101.0	13.344619394938148	-0.7574575678510908	18.15283203125	0.004975588705154386
2014-01-12_15:33:44_139836	451982.09375	20.87	8.0	62.0	-293.0	0.0	87.0	13.49795477091471	-0.794337244254824	17.624755859375	0.00427191607105161
2014-01-12_15:33:44_158002	453799.09375	20.88	50.0	69.0	-335.0	0.0	67.5	13.616140745035803	-1.1137108356456629	17.509033203125	0.0032649905305099374
2014-01-12_15:33:44_175741	455572.484375	20.88	50.0	50.0	-399.0	0.0	65.0	13.733445432535804	-0.13852813852813853	18.046875	0.00323752053069044
2014-01-12_15:33:44_193759	457374.40625	20.88	16.0	101.0	-293.0	0.0	70.5	13.85806141153971	0.31115592326072844	17.676025390625	0.003557501398467227
2014-01-12_15:33:44_212169	459227.984375	20.89	95.0	89.0	-342.0	0.0	77.25	13.999876267496742	0.3676889113493098	18.35791015625	0.0039006688787616805
2014-01-12_15:33:44_230304	461028.6875	20.89	65.0	54.0	-339.0	0.0	73.5	14.132933518473305	-0.2071476736345246	18.10302734375	0.003655698525988395
2014-01-12_15:33:44_247863	462784.59375	20.9	-58.0	126.0	-233.0	0.0	92.5	14.299081223551429	1.0577937258739738	17.9619140625	0.0047322092807097526
2014-01-12_15:33:44_265613	464559.78125	20.9	101.0	59.0	-339.0	0.0	82.0	14.442671311442053	-0.5996235622168002	17.510986328125	0.004041481910909465
2014-01-12_15:33:44_283235	466321.890625	20.9	41.0	122.0	-334.0	0.0	90.25	14.602576420084631	0.4656277127857468	17.718017578125	0.004560523028920583
2014-01-12_15:33:44_301196	468118.40625	20.91	-41.0	172.0	-251.0	0.0	119.75	14.817790207926429	1.6414492005488162	17.971923828125	0.006153126699075675
2014-01-12_15:33:44_319000	469898.296875	20.92	63.0	121.0	-430.0	0.0	118.5	15.02485564982096	-0.07153535551115645	17.473876953125	0.005919348950013867
2014-01-12_15:33:44_336754	471673.796875	20.92	12.0	104.0	-284.0	0.0	129.75	15.255019352213539	0.6341953508856439	17.739013671875	0.006552445037023786
