datetime	speed	x	y	z	d	speed_real
2014-01-05_19:39:41_845912	0.2	9.0	152.0	-212.0	0.0	220
2014-01-05_19:39:41_950085	0.4	9.0	152.0	-212.0	0.0	221
2014-01-05_19:39:42_054445	0.6	9.0	152.0	-212.0	0.0	222
2014-01-05_19:39:42_159074	0.8	9.0	152.0	-212.0	0.0	223
2014-01-05_19:39:42_264000	1.0	9.0	152.0	-212.0	0.0	223
2014-01-05_19:39:42_368967	1.2	9.0	152.0	-212.0	0.0	224
2014-01-05_19:39:42_473351	1.4	9.0	152.0	-212.0	0.0	225
2014-01-05_19:39:42_577627	1.6	9.0	152.0	-212.0	0.0	226
2014-01-05_19:39:42_683162	1.8	9.0	152.0	-212.0	0.0	226
2014-01-05_19:39:42_788268	2.0	9.0	152.0	-212.0	0.0	227
2014-01-05_19:39:42_893699	2.2	9.0	152.0	-212.0	0.0	228
2014-01-05_19:39:42_999229	2.4	9.0	152.0	-212.0	0.0	229
2014-01-05_19:39:43_104481	2.6	9.0	152.0	-212.0	0.0	229
2014-01-05_19:39:43_208862	2.8	9.0	152.0	-212.0	0.0	230
2014-01-05_19:39:43_314210	3.0	9.0	152.0	-212.0	0.0	231
2014-01-05_19:39:43_419063	3.2	9.0	152.0	-212.0	0.0	232
2014-01-05_19:39:43_524172	3.4	9.0	152.0	-212.0	0.0	232
2014-01-05_19:39:43_629267	3.6	9.0	152.0	-212.0	0.0	233
2014-01-05_19:39:43_733128	3.8	9.0	152.0	-212.0	0.0	234
2014-01-05_19:39:43_838087	4.0	9.0	152.0	-212.0	0.0	235
2014-01-05_19:39:43_942976	4.2	9.0	152.0	-212.0	0.0	235
2014-01-05_19:39:44_047182	4.4	9.0	152.0	-212.0	0.0	236
2014-01-05_19:39:44_151916	4.6	9.0	152.0	-212.0	0.0	237
2014-01-05_19:39:44_257837	4.8	9.0	152.0	-212.0	0.0	238
2014-01-05_19:39:44_362377	5.0	9.0	152.0	-212.0	0.0	239
2014-01-05_19:39:44_467577	5.2	9.0	152.0	-212.0	0.0	239
2014-01-05_19:39:44_572298	5.4	9.0	152.0	-212.0	0.0	240
2014-01-05_19:39:44_676458	5.6	9.0	152.0	-212.0	0.0	241
2014-01-05_19:39:44_780883	5.8	9.0	152.0	-212.0	0.0	242
2014-01-05_19:39:44_884970	6.0	9.0	152.0	-212.0	0.0	242
2014-01-05_19:39:44_989430	6.2	9.0	152.0	-212.0	0.0	243
2014-01-05_19:39:45_093760	6.4	9.0	152.0	-212.0	0.0	244
2014-01-05_19:39:45_198944	6.6	9.0	152.0	-212.0	0.0	245
2014-01-05_19:39:45_303310	6.8	9.0	152.0	-212.0	0.0	245
2014-01-05_19:39:45_407361	7.0	9.0	152.0	-212.0	0.0	246
2014-01-05_19:39:45_512092	7.2	9.0	152.0	-212.0	0.0	247
2014-01-05_19:39:45_616290	7.4	9.0	152.0	-212.0	0.0	248
2014-01-05_19:39:45_720707	7.6	9.0	152.0	-212.0	0.0	248
2014-01-05_19:39:45_825453	7.8	9.0	152.0	-212.0	0.0	249
2014-01-05_19:39:45_929574	8.0	9.0	152.0	-212.0	0.0	250
2014-01-05_19:39:46_034020	8.2	9.0	152.0	-212.0	0.0	251
2014-01-05_19:39:46_138852	8.4	9.0	152.0	-212.0	0.0	251
2014-01-05_19:39:46_243067	8.6	9.0	152.0	-212.0	0.0	252
2014-01-05_19:39:46_347488	8.8	9.0	152.0	-212.0	0.0	253
2014-01-05_19:39:46_452237	9.0	9.0	152.0	-212.0	0.0	254
2014-01-05_19:39:46_556496	9.2	9.0	152.0	-212.0	0.0	254
2014-01-05_19:39:46_660885	9.4	9.0	152.0	-212.0	0.0	255
2014-01-05_19:39:46_765150	9.6	9.0	152.0	-212.0	0.0	256
2014-01-05_19:39:46_870788	9.8	9.0	152.0	-212.0	0.0	257
2014-01-05_19:39:46_975156	10.0	9.0	152.0	-212.0	0.0	258
2014-01-05_19:39:47_079226	10.2	9.0	152.0	-212.0	0.0	258
2014-01-05_19:39:47_183568	10.4	9.0	152.0	-212.0	0.0	259
2014-01-05_19:39:47_287702	10.6	9.0	152.0	-212.0	0.0	260
2014-01-05_19:39:47_392174	10.8	9.0	152.0	-212.0	0.0	261
2014-01-05_19:39:47_496246	11.0	9.0	152.0	-212.0	0.0	261
2014-01-05_19:39:47_600723	11.2	9.0	152.0	-212.0	0.0	262
2014-01-05_19:39:47_706219	11.4	9.0	152.0	-212.0	0.0	263
2014-01-05_19:39:47_812277	11.6	9.0	152.0	-212.0	0.0	264
2014-01-05_19:39:47_916788	11.8	9.0	152.0	-212.0	0.0	264
2014-01-05_19:39:48_022034	12.0	9.0	152.0	-212.0	0.0	265
2014-01-05_19:39:48_126423	12.2	9.0	152.0	-212.0	0.0	266
2014-01-05_19:39:48_230495	12.4	9.0	152.0	-212.0	0.0	267
2014-01-05_19:39:48_334937	12.6	9.0	152.0	-212.0	0.0	267
2014-01-05_19:39:48_439041	12.8	9.0	152.0	-212.0	0.0	268
2014-01-05_19:39:48_544050	13.0	9.0	152.0	-212.0	0.0	269
2014-01-05_19:39:48_648412	13.2	9.0	152.0	-212.0	0.0	270
2014-01-05_19:39:48_752543	13.4	9.0	152.0	-212.0	0.0	270
2014-01-05_19:39:48_857476	13.6	9.0	152.0	-212.0	0.0	271
2014-01-05_19:39:48_961765	13.8	9.0	152.0	-212.0	0.0	272
2014-01-05_19:39:49_065731	14.0	9.0	152.0	-212.0	0.0	273
2014-01-05_19:39:49_169960	14.2	9.0	152.0	-212.0	0.0	273
2014-01-05_19:39:49_274105	14.4	9.0	152.0	-212.0	0.0	274
2014-01-05_19:39:49_378321	14.6	9.0	152.0	-212.0	0.0	275
2014-01-05_19:39:49_482914	14.8	9.0	152.0	-212.0	0.0	276
2014-01-05_19:39:49_586983	15.0	9.0	152.0	-212.0	0.0	276
2014-01-05_19:39:49_691079	15.2	9.0	152.0	-212.0	0.0	277
2014-01-05_19:39:49_795470	15.4	9.0	152.0	-212.0	0.0	278
2014-01-05_19:39:49_899537	15.6	9.0	152.0	-212.0	0.0	279
2014-01-05_19:39:50_003602	15.8	9.0	152.0	-212.0	0.0	280
2014-01-05_19:39:50_108209	16.0	9.0	152.0	-212.0	0.0	280
