datetime	x	y	z	d	speed	speed_real
2014-01-04_13:57:41_437029	30.0	144.0	-224.0	13.84	0.1	220
2014-01-04_13:57:41_446813	32.0	154.0	-254.0	13.85	0.2	220
2014-01-04_13:57:41_456698	32.0	164.0	-224.0	13.97	0.3	221
2014-01-04_13:57:41_466480	22.0	152.0	-226.0	13.82	0.4	221
2014-01-04_13:57:41_476429	20.0	152.0	-192.0	13.82	0.5	221
2014-01-04_13:57:41_486270	28.0	150.0	-202.0	13.67	0.6	222
2014-01-04_13:57:41_496079	28.0	172.0	-224.0	14.01	0.7	222
2014-01-04_13:57:41_505892	16.0	174.0	-222.0	13.78	0.8	223
2014-01-04_13:57:41_515661	28.0	166.0	-210.0	13.91	0.9	223
2014-01-04_13:57:41_525429	28.0	160.0	-216.0	13.94	1.0	223
2014-01-04_13:57:41_535199	14.0	178.0	-224.0	13.89	1.1	224
2014-01-04_13:57:41_545042	24.0	158.0	-218.0	13.87	1.2	224
2014-01-04_13:57:41_554819	30.0	160.0	-226.0	13.87	1.3	224
2014-01-04_13:57:41_564519	34.0	162.0	-216.0	14.02	1.4	225
2014-01-04_13:57:41_574207	24.0	154.0	-222.0	13.76	1.5	225
2014-01-04_13:57:41_584082	30.0	162.0	-218.0	13.68	1.6	226
2014-01-04_13:57:41_595231	30.0	154.0	-192.0	13.89	1.7	226
2014-01-04_13:57:41_605061	32.0	162.0	-218.0	13.91	1.8	226
2014-01-04_13:57:41_614895	26.0	160.0	-216.0	13.87	1.9	227
2014-01-04_13:57:41_624822	28.0	158.0	-208.0	13.87	2.0	227
2014-01-04_13:57:41_634614	8.0	154.0	-220.0	13.89	2.1	227
2014-01-04_13:57:41_644319	32.0	160.0	-222.0	13.92	2.2	228
2014-01-04_13:57:41_654169	28.0	174.0	-234.0	13.91	2.3	228
2014-01-04_13:57:41_664034	20.0	158.0	-210.0	14.02	2.4	229
2014-01-04_13:57:41_673818	30.0	148.0	-200.0	13.87	2.5	229
2014-01-04_13:57:41_683603	24.0	156.0	-228.0	13.74	2.6	229
2014-01-04_13:57:41_693338	32.0	156.0	-212.0	13.8	2.7	230
2014-01-04_13:57:41_703080	28.0	170.0	-220.0	13.91	2.8	230
2014-01-04_13:57:41_712991	24.0	152.0	-218.0	13.82	2.9	231
2014-01-04_13:57:41_722768	28.0	156.0	-230.0	14.43	3.0	231
2014-01-04_13:57:41_732526	18.0	166.0	-242.0	13.84	3.1	231
2014-01-04_13:57:41_742294	48.0	152.0	-214.0	13.92	3.2	232
2014-01-04_13:57:41_752091	26.0	166.0	-236.0	13.89	3.3	232
2014-01-04_13:57:41_761859	8.0	176.0	-224.0	13.77	3.4	232
2014-01-04_13:57:41_771639	30.0	158.0	-200.0	13.91	3.5	233
2014-01-04_13:57:41_781920	26.0	164.0	-220.0	13.95	3.6	233
2014-01-04_13:57:41_791808	30.0	154.0	-212.0	13.77	3.7	234
2014-01-04_13:57:41_801621	26.0	160.0	-216.0	14.01	3.8	234
2014-01-04_13:57:41_811465	30.0	160.0	-226.0	13.82	3.9	234
2014-01-04_13:57:41_821295	26.0	168.0	-242.0	13.93	4.0	235
2014-01-04_13:57:41_831074	26.0	160.0	-226.0	13.92	4.1	235
2014-01-04_13:57:41_841013	26.0	148.0	-214.0	13.98	4.2	235
2014-01-04_13:57:41_850840	30.0	156.0	-210.0	13.65	4.3	236
2014-01-04_13:57:41_860592	26.0	170.0	-222.0	13.8	4.4	236
2014-01-04_13:57:41_870306	24.0	172.0	-224.0	13.7	4.5	237
2014-01-04_13:57:41_880110	14.0	158.0	-220.0	13.77	4.6	237
2014-01-04_13:57:41_889915	32.0	174.0	-230.0	13.96	4.7	237
2014-01-04_13:57:41_899759	32.0	158.0	-218.0	13.98	4.8	238
2014-01-04_13:57:41_909532	38.0	154.0	-224.0	13.89	4.9	238
2014-01-04_13:57:41_919366	26.0	144.0	-216.0	13.99	5.0	239
2014-01-04_13:57:41_929203	28.0	160.0	-254.0	13.97	5.1	239
2014-01-04_13:57:41_939003	24.0	158.0	-228.0	13.92	5.2	239
2014-01-04_13:57:41_948685	30.0	152.0	-212.0	13.84	5.3	240
2014-01-04_13:57:41_958435	32.0	158.0	-218.0	13.72	5.4	240
2014-01-04_13:57:41_968147	30.0	158.0	-228.0	13.78	5.5	240
2014-01-04_13:57:41_978161	42.0	162.0	-242.0	13.99	5.6	241
2014-01-04_13:57:41_987938	24.0	172.0	-210.0	13.79	5.7	241
2014-01-04_13:57:41_997709	12.0	164.0	-216.0	13.72	5.8	242
2014-01-04_13:57:42_007433	32.0	158.0	-212.0	13.91	5.9	242
2014-01-04_13:57:42_017237	6.0	160.0	-216.0	14.04	6.0	242
2014-01-04_13:57:42_027028	20.0	170.0	-214.0	14.11	6.1	243
2014-01-04_13:57:42_036800	32.0	150.0	-216.0	13.86	6.2	243
2014-01-04_13:57:42_046564	26.0	160.0	-230.0	13.72	6.3	243
2014-01-04_13:57:42_056388	30.0	162.0	-230.0	13.79	6.4	244
2014-01-04_13:57:42_066191	16.0	158.0	-218.0	13.8	6.5	244
2014-01-04_13:57:42_075960	18.0	150.0	-192.0	13.87	6.6	245
2014-01-04_13:57:42_085685	24.0	164.0	-230.0	14.01	6.7	245
2014-01-04_13:57:42_095493	32.0	162.0	-254.0	13.92	6.8	245
2014-01-04_13:57:42_105305	26.0	158.0	-210.0	13.67	6.9	246
2014-01-04_13:57:42_115078	30.0	158.0	-220.0	13.82	7.0	246
2014-01-04_13:57:42_124851	32.0	154.0	-226.0	13.67	7.1	246
2014-01-04_13:57:42_134621	22.0	158.0	-218.0	13.75	7.2	247
2014-01-04_13:57:42_144437	22.0	152.0	-212.0	13.72	7.3	247
2014-01-04_13:57:42_154238	24.0	160.0	-234.0	13.82	7.4	248
2014-01-04_13:57:42_163954	28.0	154.0	-222.0	13.92	7.5	248
2014-01-04_13:57:42_173710	32.0	166.0	-214.0	13.75	7.6	248
2014-01-04_13:57:42_183426	42.0	156.0	-216.0	13.7	7.7	249
2014-01-04_13:57:42_193364	14.0	158.0	-206.0	13.7	7.8	249
2014-01-04_13:57:42_203183	26.0	162.0	-226.0	14.18	7.9	250
2014-01-04_13:57:42_212973	22.0	166.0	-224.0	13.99	8.0	250
2014-01-04_13:57:42_222745	16.0	152.0	-226.0	13.96	8.1	250
2014-01-04_13:57:42_232545	26.0	166.0	-226.0	13.97	8.2	251
2014-01-04_13:57:42_242339	20.0	166.0	-198.0	13.79	8.3	251
2014-01-04_13:57:42_252120	20.0	156.0	-226.0	13.8	8.4	251
2014-01-04_13:57:42_261900	26.0	158.0	-234.0	13.84	8.5	252
2014-01-04_13:57:42_271726	22.0	170.0	-224.0	13.82	8.6	252
2014-01-04_13:57:42_281477	28.0	164.0	-214.0	13.77	8.7	253
2014-01-04_13:57:42_291351	28.0	158.0	-216.0	13.92	8.8	253
2014-01-04_13:57:42_301512	4.0	166.0	-208.0	13.84	8.9	253
2014-01-04_13:57:42_311380	18.0	162.0	-220.0	13.84	9.0	254
2014-01-04_13:57:42_321184	20.0	162.0	-214.0	13.98	9.1	254
2014-01-04_13:57:42_330985	26.0	160.0	-228.0	13.99	9.2	254
2014-01-04_13:57:42_340759	30.0	158.0	-228.0	13.94	9.3	255
2014-01-04_13:57:42_350521	30.0	156.0	-230.0	13.82	9.4	255
2014-01-04_13:57:42_360287	28.0	176.0	-224.0	13.77	9.5	256
2014-01-04_13:57:42_370041	32.0	162.0	-232.0	13.8	9.6	256
2014-01-04_13:57:42_379846	24.0	154.0	-228.0	13.85	9.7	256
2014-01-04_13:57:42_389540	30.0	160.0	-224.0	13.86	9.8	257
2014-01-04_13:57:42_399502	20.0	156.0	-222.0	13.57	9.9	257
2014-01-04_13:57:42_409362	36.0	160.0	-224.0	13.86	10.0	257
2014-01-04_13:57:42_419198	28.0	156.0	-210.0	13.78	10.1	258
2014-01-04_13:57:42_428953	28.0	160.0	-224.0	13.67	10.2	258
2014-01-04_13:57:42_438712	24.0	172.0	-222.0	13.72	10.3	259
2014-01-04_13:57:42_448444	28.0	160.0	-222.0	13.65	10.4	259
2014-01-04_13:57:42_458217	28.0	162.0	-216.0	13.77	10.5	259
2014-01-04_13:57:42_468000	42.0	156.0	-220.0	13.99	10.6	260
2014-01-04_13:57:42_478242	30.0	158.0	-222.0	15.71	10.7	260
2014-01-04_13:57:42_488008	18.0	162.0	-228.0	13.74	10.8	261
2014-01-04_13:57:42_497949	24.0	154.0	-224.0	13.79	10.9	261
2014-01-04_13:57:42_507774	14.0	156.0	-210.0	13.82	11.0	261
2014-01-04_13:57:42_517523	26.0	170.0	-222.0	13.75	11.1	262
2014-01-04_13:57:42_527291	22.0	164.0	-186.0	13.74	11.2	262
2014-01-04_13:57:42_537146	28.0	160.0	-224.0	14.02	11.3	262
2014-01-04_13:57:42_546929	24.0	160.0	-226.0	14.02	11.4	263
2014-01-04_13:57:42_556699	26.0	164.0	-236.0	13.72	11.5	263
2014-01-04_13:57:42_566404	26.0	150.0	-234.0	13.91	11.6	264
2014-01-04_13:57:42_576175	38.0	160.0	-216.0	13.84	11.7	264
2014-01-04_13:57:42_585939	26.0	156.0	-216.0	13.89	11.8	264
2014-01-04_13:57:42_595696	40.0	156.0	-226.0	13.89	11.9	265
2014-01-04_13:57:42_605775	28.0	160.0	-224.0	13.79	12.0	265
2014-01-04_13:57:42_615612	20.0	162.0	-228.0	14.01	12.1	265
2014-01-04_13:57:42_625421	16.0	158.0	-226.0	14.04	12.2	266
2014-01-04_13:57:42_635198	30.0	154.0	-206.0	13.68	12.3	266
2014-01-04_13:57:42_644896	26.0	160.0	-220.0	13.92	12.4	267
2014-01-04_13:57:42_654667	28.0	162.0	-224.0	13.8	12.5	267
2014-01-04_13:57:42_664498	14.0	158.0	-224.0	13.99	12.6	267
2014-01-04_13:57:42_674274	12.0	160.0	-218.0	13.85	12.7	268
2014-01-04_13:57:42_683999	28.0	154.0	-240.0	13.99	12.8	268
