datetime	x	y	z	d	speed	speed_real
2014-01-04_16:45:45_657047	236.0	134.0	-280.0	0.0	0.1	220
2014-01-04_16:45:45_666009	41.0	173.0	-202.0	0.0	0.2	220
2014-01-04_16:45:45_674482	6.0	153.0	-221.0	0.0	0.3	221
2014-01-04_16:45:45_682886	6.0	153.0	-221.0	0.0	0.4	221
2014-01-04_16:45:45_691152	64.0	152.0	-218.0	0.0	0.5	221
2014-01-04_16:45:45_699487	28.0	180.0	-243.0	0.0	0.6	222
2014-01-04_16:45:45_708093	8.0	130.0	-215.0	0.0	0.7	222
2014-01-04_16:45:45_716467	67.0	164.0	-221.0	0.0	0.8	223
2014-01-04_16:45:45_724726	14.0	160.0	-199.0	0.0	0.9	223
2014-01-04_16:45:45_732936	5.0	149.0	-227.0	0.0	1.0	223
2014-01-04_16:45:45_741222	5.0	149.0	-227.0	0.0	1.1	224
2014-01-04_16:45:45_749525	47.0	183.0	-249.0	0.0	1.2	224
2014-01-04_16:45:45_757712	23.0	124.0	-215.0	0.0	1.3	224
2014-01-04_16:45:45_765969	-4.0	179.0	-204.0	0.0	1.4	225
2014-01-04_16:45:45_774258	28.0	165.0	-198.0	0.0	1.5	225
2014-01-04_16:45:45_782499	-8.0	182.0	-211.0	0.0	1.6	226
2014-01-04_16:45:45_791469	44.0	135.0	-252.0	0.0	1.7	226
2014-01-04_16:45:45_801256	6.0	177.0	-203.0	0.0	1.8	226
2014-01-04_16:45:45_810168	47.0	163.0	-231.0	0.0	1.9	227
2014-01-04_16:45:45_818756	47.0	163.0	-231.0	0.0	2.0	227
2014-01-04_16:45:45_827117	61.0	117.0	-220.0	0.0	2.1	227
2014-01-04_16:45:45_835385	43.0	166.0	-232.0	0.0	2.2	228
2014-01-04_16:45:45_843657	52.0	153.0	-202.0	0.0	2.3	228
2014-01-04_16:45:45_851968	2.0	162.0	-231.0	0.0	2.4	229
2014-01-04_16:45:45_860226	-9.0	173.0	-244.0	0.0	2.5	229
2014-01-04_16:45:45_868512	-20.0	167.0	-191.0	0.0	2.6	229
2014-01-04_16:45:45_876772	-20.0	167.0	-191.0	0.0	2.7	230
2014-01-04_16:45:45_885028	43.0	160.0	-231.0	0.0	2.8	230
2014-01-04_16:45:45_893289	60.0	165.0	-207.0	0.0	2.9	231
2014-01-04_16:45:45_901602	70.0	163.0	-223.0	0.0	3.0	231
2014-01-04_16:45:45_909845	47.0	157.0	-199.0	0.0	3.1	231
2014-01-04_16:45:45_918150	6.0	183.0	-234.0	0.0	3.2	232
2014-01-04_16:45:45_926400	6.0	183.0	-234.0	0.0	3.3	232
2014-01-04_16:45:45_934586	53.0	156.0	-200.0	0.0	3.4	232
2014-01-04_16:45:45_942835	61.0	163.0	-239.0	0.0	3.5	233
2014-01-04_16:45:45_951099	40.0	163.0	-231.0	0.0	3.6	233
2014-01-04_16:45:45_959336	0.0	179.0	-209.0	0.0	3.7	234
2014-01-04_16:45:45_967589	71.0	157.0	-229.0	0.0	3.8	234
2014-01-04_16:45:45_975889	27.0	159.0	-213.0	0.0	3.9	234
2014-01-04_16:45:45_984380	27.0	159.0	-213.0	0.0	4.0	235
2014-01-04_16:45:45_992690	52.0	175.0	-237.0	0.0	4.1	235
2014-01-04_16:45:46_000872	0.0	178.0	-211.0	0.0	4.2	235
2014-01-04_16:45:46_009326	33.0	157.0	-231.0	0.0	4.3	236
2014-01-04_16:45:46_017740	72.0	161.0	-213.0	0.0	4.4	236
2014-01-04_16:45:46_026454	87.0	145.0	-231.0	0.0	4.5	237
2014-01-04_16:45:46_034809	49.0	175.0	-208.0	0.0	4.6	237
2014-01-04_16:45:46_043146	49.0	175.0	-208.0	0.0	4.7	237
2014-01-04_16:45:46_051420	-26.0	147.0	-238.0	0.0	4.8	238
2014-01-04_16:45:46_059733	-66.0	170.0	-211.0	0.0	4.9	238
2014-01-04_16:45:46_068023	86.0	139.0	-228.0	0.0	5.0	239
2014-01-04_16:45:46_076328	1.0	182.0	-225.0	0.0	5.1	239
2014-01-04_16:45:46_084619	68.0	146.0	-216.0	0.0	5.2	239
2014-01-04_16:45:46_092886	40.0	175.0	-229.0	0.0	5.3	240
2014-01-04_16:45:46_101140	40.0	175.0	-229.0	0.0	5.4	240
2014-01-04_16:45:46_109447	40.0	123.0	-189.0	0.0	5.5	240
2014-01-04_16:45:46_118626	8.0	184.0	-267.0	0.0	5.6	241
