datetime	x	y	z	d	speed	speed_real
2014-01-04_13:55:56_620422	24.0	160.0	-230.0	15.32	0.1	220
2014-01-04_13:55:56_631344	26.0	166.0	-234.0	14.89	0.2	220
2014-01-04_13:55:56_641137	34.0	158.0	-220.0	14.01	0.3	221
2014-01-04_13:55:56_651041	18.0	138.0	-222.0	13.84	0.4	221
2014-01-04_13:55:56_660882	24.0	196.0	-248.0	13.96	0.5	221
2014-01-04_13:55:56_670705	4.0	128.0	-202.0	13.92	0.6	222
2014-01-04_13:55:56_680518	14.0	152.0	-208.0	13.89	0.7	222
2014-01-04_13:55:56_690307	192.0	190.0	-240.0	13.85	0.8	223
2014-01-04_13:55:56_699985	172.0	58.0	-256.0	13.87	0.9	223
2014-01-04_13:55:56_710062	32.0	122.0	-256.0	13.82	1.0	223
2014-01-04_13:55:56_719908	0.0	194.0	-222.0	13.74	1.1	224
2014-01-04_13:55:56_729644	20.0	162.0	-254.0	13.87	1.2	224
2014-01-04_13:55:56_741742	64.0	84.0	-220.0	15.22	1.3	224
2014-01-04_13:55:56_752161	64.0	126.0	-194.0	14.01	1.4	225
2014-01-04_13:55:56_761935	66.0	144.0	-270.0	14.04	1.5	225
2014-01-04_13:55:56_771709	-6.0	166.0	-198.0	13.8	1.6	226
2014-01-04_13:55:56_781549	-26.0	174.0	-238.0	13.77	1.7	226
2014-01-04_13:55:56_791389	32.0	128.0	-246.0	13.72	1.8	226
2014-01-04_13:55:56_801130	130.0	144.0	-238.0	14.02	1.9	227
2014-01-04_13:55:56_811142	40.0	142.0	-250.0	13.8	2.0	227
2014-01-04_13:55:56_821020	40.0	188.0	-216.0	13.74	2.1	227
2014-01-04_13:55:56_832256	8.0	118.0	-196.0	16.46	2.2	228
2014-01-04_13:55:56_842782	54.0	182.0	-162.0	14.04	2.3	228
2014-01-04_13:55:56_852579	58.0	180.0	-194.0	13.99	2.4	229
2014-01-04_13:55:56_862374	22.0	160.0	-294.0	13.84	2.5	229
2014-01-04_13:55:56_872163	32.0	154.0	-216.0	13.99	2.6	229
2014-01-04_13:55:56_881942	126.0	146.0	-238.0	13.75	2.7	230
2014-01-04_13:55:56_891734	82.0	148.0	-200.0	14.06	2.8	230
2014-01-04_13:55:56_901567	48.0	128.0	-192.0	13.8	2.9	231
2014-01-04_13:55:56_911430	112.0	148.0	-244.0	13.77	3.0	231
2014-01-04_13:55:56_921230	114.0	152.0	-172.0	13.75	3.1	231
2014-01-04_13:55:56_931292	30.0	212.0	-102.0	13.99	3.2	232
2014-01-04_13:55:56_941102	66.0	264.0	-192.0	14.06	3.3	232
2014-01-04_13:55:56_951393	152.0	128.0	-260.0	13.98	3.4	232
2014-01-04_13:55:56_963240	-190.0	92.0	-206.0	18.92	3.5	233
2014-01-04_13:55:56_973011	24.0	234.0	-152.0	13.82	3.6	233
2014-01-04_13:55:56_983077	-58.0	116.0	-352.0	13.94	3.7	234
2014-01-04_13:55:56_992886	-252.0	138.0	-260.0	13.84	3.8	234
2014-01-04_13:55:57_002573	48.0	90.0	-108.0	13.29	3.9	234
2014-01-04_13:55:57_012362	-248.0	168.0	-218.0	13.8	4.0	235
2014-01-04_13:55:57_022108	-156.0	36.0	-336.0	13.6	4.1	235
2014-01-04_13:55:57_032567	-364.0	402.0	-248.0	13.74	4.2	235
2014-01-04_13:55:57_042498	-200.0	170.0	-260.0	14.06	4.3	236
2014-01-04_13:55:57_052303	-50.0	62.0	-236.0	13.94	4.4	236
