datetime	reltime	speed	x	y	z	d	speed_real
2014-01-12_13:35:25_794423	-838.8125	0.2	13.0	151.0	-225.0	0.0	220
2014-01-12_13:35:25_900505	-11375.59375	0.4	13.0	151.0	-225.0	0.0	221
2014-01-12_13:35:26_004913	-21815.296875	0.6	13.0	151.0	-225.0	0.0	222
2014-01-12_13:35:26_110096	-32335.21875	0.8	17.0	135.0	-214.0	0.0	223
2014-01-12_13:35:26_214469	-42770.609375	1.0	17.0	135.0	-214.0	0.0	223
2014-01-12_13:35:26_318558	-53180.5	1.2	17.0	135.0	-214.0	0.0	224
2014-01-12_13:35:26_422945	-63618.109375	1.4	32.0	137.0	-228.0	0.0	225
2014-01-12_13:35:26_527139	-74038.8125	1.6	32.0	137.0	-228.0	0.0	226
2014-01-12_13:35:26_631616	-84485.40625	1.8	32.0	137.0	-228.0	0.0	226
2014-01-12_13:35:26_735771	-94911.90625	2.0	10.0	153.0	-228.0	0.0	227
2014-01-12_13:35:26_840303	-105354.21875	2.2	10.0	153.0	-228.0	0.0	228
2014-01-12_13:35:26_944405	-115776.515625	2.4	10.0	153.0	-228.0	0.0	229
2014-01-12_13:35:27_049027	-126227.8125	2.6	-31.0	142.0	-182.0	0.0	229
2014-01-12_13:35:27_153258	-136651.109375	2.8	-31.0	142.0	-182.0	0.0	230
2014-01-12_13:35:27_257680	-147091.703125	3.0	-31.0	142.0	-182.0	0.0	231
2014-01-12_13:35:27_362323	-157556.921875	3.2	5.0	173.0	-238.0	0.0	232
2014-01-12_13:35:27_466416	-167966.921875	3.4	5.0	173.0	-238.0	0.0	232
2014-01-12_13:35:27_570820	-178406.0	3.6	5.0	173.0	-238.0	0.0	233
2014-01-12_13:35:27_674863	-188810.796875	3.8	23.0	176.0	-227.0	0.0	234
2014-01-12_13:35:27_779203	-199247.1875	4.0	23.0	176.0	-227.0	0.0	235
2014-01-12_13:35:27_883873	-209712.109375	4.2	23.0	176.0	-227.0	0.0	235
2014-01-12_13:35:27_987977	-220122.8125	4.4	60.0	160.0	-211.0	0.0	236
2014-01-12_13:35:28_092970	-230622.0	4.6	60.0	160.0	-211.0	0.0	237
2014-01-12_13:35:28_197932	-241117.8125	4.8	60.0	160.0	-211.0	0.0	238
2014-01-12_13:35:28_302330	-251557.5	5.0	-46.0	134.0	-197.0	0.0	239
2014-01-12_13:35:28_408672	-262217.40625	5.2	-46.0	134.0	-197.0	0.0	239
2014-01-12_13:35:28_513370	-272659.796875	5.4	-46.0	134.0	-197.0	0.0	240
2014-01-12_13:35:28_618334	-283158.609375	5.6	29.0	166.0	-226.0	0.0	241
2014-01-12_13:35:28_723288	-293687.703125	5.8	29.0	166.0	-226.0	0.0	242
2014-01-12_13:35:28_828034	-304127.5	6.0	29.0	166.0	-226.0	0.0	242
2014-01-12_13:35:28_933030	-314637.40625	6.2	-40.0	133.0	-166.0	0.0	243
2014-01-12_13:35:29_037563	-325089.09375	6.4	-40.0	133.0	-166.0	0.0	244
2014-01-12_13:35:29_141740	-335502.3125	6.6	-40.0	133.0	-166.0	0.0	245
2014-01-12_13:35:29_245898	-345915.296875	6.8	23.0	148.0	-123.0	0.0	245
2014-01-12_13:35:29_350783	-356402.796875	7.0	23.0	148.0	-123.0	0.0	246
2014-01-12_13:35:29_455370	-366861.921875	7.2	23.0	148.0	-123.0	0.0	247
2014-01-12_13:35:29_560199	-377350.59375	7.4	20.0	191.0	-202.0	0.0	248
2014-01-12_13:35:29_665203	-387851.5	7.6	20.0	191.0	-202.0	0.0	248
2014-01-12_13:35:29_769463	-398270.203125	7.8	20.0	191.0	-202.0	0.0	249
2014-01-12_13:35:29_873497	-408674.90625	8.0	43.0	143.0	-340.0	0.0	250
2014-01-12_13:35:29_977907	-419114.609375	8.2	43.0	143.0	-340.0	0.0	251
2014-01-12_13:35:30_082013	-429526.8125	8.4	43.0	143.0	-340.0	0.0	251
2014-01-12_13:35:30_186150	-439939.90625	8.6	69.0	167.0	-208.0	0.0	252
2014-01-12_13:35:30_290540	-450378.515625	8.8	69.0	167.0	-208.0	0.0	253
2014-01-12_13:35:30_394586	-460783.8125	9.0	69.0	167.0	-208.0	0.0	254
2014-01-12_13:35:30_498676	-471192.1875	9.2	44.0	154.0	-219.0	0.0	254
2014-01-12_13:35:30_603602	-481685.40625	9.4	44.0	154.0	-219.0	0.0	255
2014-01-12_13:35:30_708039	-492128.296875	9.6	44.0	154.0	-219.0	0.0	256
2014-01-12_13:35:30_812759	-502601.0	9.8	22.0	223.0	-249.0	0.0	257
2014-01-12_13:35:30_916919	-513017.015625	10.0	22.0	223.0	-249.0	0.0	258
2014-01-12_13:35:31_021283	-523452.40625	10.2	22.0	223.0	-249.0	0.0	258
2014-01-12_13:35:31_125421	-533868.0	10.4	29.0	165.0	-245.0	0.0	259
2014-01-12_13:35:31_229570	-544287.015625	10.6	29.0	165.0	-245.0	0.0	260
2014-01-12_13:35:31_334081	-554732.609375	10.8	29.0	165.0	-245.0	0.0	261
2014-01-12_13:35:31_438662	-565228.203125	11.0	70.0	170.0	-233.0	0.0	261
2014-01-12_13:35:31_544539	-575779.296875	11.2	70.0	170.0	-233.0	0.0	262
2014-01-12_13:35:31_648965	-586220.40625	11.4	70.0	170.0	-233.0	0.0	263
2014-01-12_13:35:31_753859	-596718.5	11.6	-13.0	160.0	-155.0	0.0	264
2014-01-12_13:35:31_858449	-607168.796875	11.8	-13.0	160.0	-155.0	0.0	264
2014-01-12_13:35:31_963896	-617752.8125	12.0	-13.0	160.0	-155.0	0.0	265
2014-01-12_13:35:32_068874	-628211.40625	12.2	-12.0	132.0	-212.0	0.0	266
2014-01-12_13:35:32_173717	-638700.921875	12.4	-12.0	132.0	-212.0	0.0	267
2014-01-12_13:35:32_279139	-649239.703125	12.6	-12.0	132.0	-212.0	0.0	267
2014-01-12_13:35:32_383312	-659656.0	12.8	48.0	163.0	-192.0	0.0	268
2014-01-12_13:35:32_487896	-670117.125	13.0	48.0	163.0	-192.0	0.0	269
2014-01-12_13:35:32_592315	-680567.59375	13.2	48.0	163.0	-192.0	0.0	270
2014-01-12_13:35:32_697651	-691090.390625	13.4	41.0	119.0	-263.0	0.0	270
2014-01-12_13:35:32_802046	-701528.40625	13.6	41.0	119.0	-263.0	0.0	271
2014-01-12_13:35:32_906261	-711951.609375	13.8	41.0	119.0	-263.0	0.0	272
2014-01-12_13:35:33_011180	-722443.015625	14.0	85.0	147.0	-190.0	0.0	273
2014-01-12_13:35:33_116116	-732946.609375	14.2	85.0	147.0	-190.0	0.0	273
2014-01-12_13:35:33_221106	-743435.21875	14.4	85.0	147.0	-190.0	0.0	274
2014-01-12_13:35:33_326289	-753954.703125	14.6	57.0	190.0	-277.0	0.0	275
2014-01-12_13:35:33_431006	-764425.109375	14.8	57.0	190.0	-277.0	0.0	276
2014-01-12_13:35:33_535121	-774844.5	15.0	158.0	100.0	-159.0	0.0	276
2014-01-12_13:35:33_639305	-785255.8125	15.2	158.0	100.0	-159.0	0.0	277
2014-01-12_13:35:33_744605	-795784.90625	15.4	158.0	100.0	-159.0	0.0	278
2014-01-12_13:35:33_849308	-806267.8125	15.6	8.0	112.0	-173.0	0.0	279
2014-01-12_13:35:33_953575	-816682.40625	15.8	8.0	112.0	-173.0	0.0	280
2014-01-12_13:35:34_058005	-827124.71875	16.0	8.0	112.0	-173.0	0.0	280
2014-01-12_13:35:34_162740	-837604.21875	16.2	-24.0	101.0	-240.0	0.0	281
2014-01-12_13:35:34_266953	-848020.3125	16.4	-24.0	101.0	-240.0	0.0	282
2014-01-12_13:35:34_371332	-858457.0	16.6	-24.0	101.0	-240.0	0.0	283
2014-01-12_13:35:34_475542	-868879.703125	16.8	130.0	150.0	-141.0	0.0	283
2014-01-12_13:35:34_579579	-879282.5	17.0	130.0	150.0	-141.0	0.0	284
2014-01-12_13:35:34_683610	-889686.015625	17.2	130.0	150.0	-141.0	0.0	285
2014-01-12_13:35:34_787774	-900102.3125	17.4	17.0	155.0	-242.0	0.0	286
2014-01-12_13:35:34_892140	-910538.109375	17.6	17.0	155.0	-242.0	0.0	286
2014-01-12_13:35:34_996263	-920951.109375	17.8	17.0	155.0	-242.0	0.0	287
2014-01-12_13:35:35_100464	-931371.59375	18.0	-25.0	179.0	-184.0	0.0	288
2014-01-12_13:35:35_204859	-941809.515625	18.2	-25.0	179.0	-184.0	0.0	289
2014-01-12_13:35:35_308917	-952216.8125	18.4	-25.0	179.0	-184.0	0.0	289
2014-01-12_13:35:35_413014	-962636.0	18.6	51.0	154.0	-170.0	0.0	290
2014-01-12_13:35:35_517541	-973078.109375	18.8	51.0	154.0	-170.0	0.0	291
2014-01-12_13:35:35_621575	-983482.09375	19.0	51.0	154.0	-170.0	0.0	292
2014-01-12_13:35:35_725673	-993892.3125	19.2	-121.0	127.0	-203.0	0.0	292
2014-01-12_13:35:35_830077	-1004339.703125	19.4	-121.0	127.0	-203.0	0.0	293
2014-01-12_13:35:35_934208	-1014753.015625	19.6	-121.0	127.0	-203.0	0.0	294
2014-01-12_13:35:36_039243	-1025248.8125	19.8	89.0	130.0	-189.0	0.0	295
2014-01-12_13:35:36_143675	-1035691.59375	20.0	89.0	130.0	-189.0	0.0	295
2014-01-12_13:35:36_248030	-1046163.890625	20.2	89.0	130.0	-189.0	0.0	296
2014-01-12_13:35:36_353578	-1056682.390625	20.4	59.0	181.0	-225.0	0.0	297
2014-01-12_13:35:36_458719	-1067197.390625	20.6	59.0	181.0	-225.0	0.0	298
2014-01-12_13:35:36_563686	-1077696.703125	20.8	59.0	181.0	-225.0	0.0	299
2014-01-12_13:35:36_668415	-1088165.40625	21.0	39.0	87.0	-232.0	0.0	299
2014-01-12_13:35:36_773329	-1098657.203125	21.0	39.0	87.0	-232.0	0.0	299
2014-01-12_13:35:36_878945	-1109219.59375	21.0	39.0	87.0	-232.0	0.0	299
2014-01-12_13:35:36_983069	-1119632.203125	21.0	-13.0	73.0	-287.0	0.0	299
2014-01-12_13:35:37_087320	-1130057.0	21.0	-13.0	73.0	-287.0	0.0	299
2014-01-12_13:35:37_191776	-1140501.09375	21.0	-13.0	73.0	-287.0	0.0	299
2014-01-12_13:35:37_296680	-1150992.890625	21.0	20.0	26.0	-243.0	0.0	299
2014-01-12_13:35:37_400881	-1161422.703125	21.0	20.0	26.0	-243.0	0.0	299
2014-01-12_13:35:37_505450	-1171868.515625	21.0	20.0	26.0	-243.0	0.0	299
2014-01-12_13:35:37_610158	-1182351.609375	21.0	-2.0	112.0	-287.0	0.0	299
2014-01-12_13:35:37_714397	-1192764.5	21.0	-2.0	112.0	-287.0	0.0	299
2014-01-12_13:35:37_818842	-1203208.0	21.0	-2.0	112.0	-287.0	0.0	299
2014-01-12_13:35:37_923853	-1213709.8125	21.0	-77.0	37.0	-233.0	0.0	299
2014-01-12_13:35:38_028061	-1224131.890625	21.0	-77.0	37.0	-233.0	0.0	299
2014-01-12_13:35:38_132494	-1234573.296875	21.0	-77.0	37.0	-233.0	0.0	299
2014-01-12_13:35:38_237554	-1245080.3125	21.0	110.0	116.0	-234.0	0.0	299
2014-01-12_13:35:38_341728	-1255497.3125	21.0	110.0	116.0	-234.0	0.0	299
2014-01-12_13:35:38_446156	-1265939.5	21.0	110.0	116.0	-234.0	0.0	299
2014-01-12_13:35:38_551055	-1276430.609375	21.0	23.0	93.0	-236.0	0.0	299
2014-01-12_13:35:38_655211	-1286853.203125	21.0	23.0	93.0	-236.0	0.0	299
2014-01-12_13:35:38_760213	-1297344.8125	21.0	23.0	93.0	-236.0	0.0	299
2014-01-12_13:35:38_864525	-1307776.3125	21.0	303.0	125.0	-215.0	0.0	299
2014-01-12_13:35:38_968726	-1318197.890625	21.0	303.0	125.0	-215.0	0.0	299
2014-01-12_13:35:39_073165	-1328640.515625	21.0	303.0	125.0	-215.0	0.0	299
2014-01-12_13:35:39_178001	-1339125.015625	21.0	-14.0	44.0	-250.0	0.0	299
2014-01-12_13:35:39_282158	-1349540.71875	21.0	-14.0	44.0	-250.0	0.0	299
2014-01-12_13:35:39_386612	-1359985.0	21.0	-14.0	44.0	-250.0	0.0	299
2014-01-12_13:35:39_490685	-1370393.203125	21.0	-15.0	53.0	-287.0	0.0	299
2014-01-12_13:35:39_594810	-1380806.0	21.0	-15.0	53.0	-287.0	0.0	299
2014-01-12_13:35:39_699138	-1391237.5	21.0	-15.0	53.0	-287.0	0.0	299
2014-01-12_13:35:39_803173	-1401641.390625	21.0	53.0	23.0	-315.0	0.0	299
2014-01-12_13:35:39_907009	-1412025.09375	21.0	53.0	23.0	-315.0	0.0	299
2014-01-12_13:35:40_010736	-1422397.3125	21.0	53.0	23.0	-315.0	0.0	299
2014-01-12_13:35:40_114462	-1432770.015625	21.0	95.0	86.0	-237.0	0.0	299
2014-01-12_13:35:40_218716	-1443194.921875	21.0	95.0	86.0	-237.0	0.0	299
