datetime	reltime	speed	x	y	z	d	speed_real
2014-01-12_13:36:50_327977	-709.296875	0.2	13.0	151.0	-225.0	0.0	220
2014-01-12_13:36:50_433117	-11202.0	0.4	13.0	151.0	-225.0	0.0	221
2014-01-12_13:36:50_538232	-21713.90625	0.6	13.0	151.0	-225.0	0.0	222
2014-01-12_13:36:50_643989	-32324.609375	0.8	11.0	147.0	-215.0	0.0	223
2014-01-12_13:36:50_748947	-42785.3125	1.0	11.0	147.0	-215.0	0.0	223
2014-01-12_13:36:50_853922	-53281.59375	1.2	11.0	147.0	-215.0	0.0	224
2014-01-12_13:36:50_958852	-63789.015625	1.4	17.0	162.0	-212.0	0.0	225
2014-01-12_13:36:51_063682	-74259.21875	1.6	17.0	162.0	-212.0	0.0	226
2014-01-12_13:36:51_168614	-84751.890625	1.8	17.0	162.0	-212.0	0.0	226
2014-01-12_13:36:51_273533	-95243.59375	2.0	17.0	143.0	-215.0	0.0	227
2014-01-12_13:36:51_378578	-105748.109375	2.2	17.0	143.0	-215.0	0.0	228
2014-01-12_13:36:51_482954	-116185.40625	2.4	17.0	143.0	-215.0	0.0	229
2014-01-12_13:36:51_587967	-126687.5	2.6	14.0	152.0	-217.0	0.0	229
2014-01-12_13:36:51_693108	-137211.109375	2.8	14.0	152.0	-217.0	0.0	230
2014-01-12_13:36:51_797649	-147654.703125	3.0	14.0	152.0	-217.0	0.0	231
2014-01-12_13:36:51_902522	-158151.796875	3.2	9.0	174.0	-206.0	0.0	232
2014-01-12_13:36:52_007711	-168662.0	3.4	9.0	174.0	-206.0	0.0	232
2014-01-12_13:36:52_112095	-179098.703125	3.6	9.0	174.0	-206.0	0.0	233
2014-01-12_13:36:52_216846	-189580.484375	3.8	39.0	153.0	-226.0	0.0	234
2014-01-12_13:36:52_321781	-200072.40625	4.0	39.0	153.0	-226.0	0.0	235
2014-01-12_13:36:52_426175	-210507.703125	4.2	39.0	153.0	-226.0	0.0	235
2014-01-12_13:36:52_531426	-221058.890625	4.4	-23.0	153.0	-176.0	0.0	236
2014-01-12_13:36:52_636128	-231503.015625	4.6	-23.0	153.0	-176.0	0.0	237
2014-01-12_13:36:52_740815	-241979.703125	4.8	-23.0	153.0	-176.0	0.0	238
2014-01-12_13:36:52_845823	-252472.5	5.0	41.0	146.0	-218.0	0.0	239
2014-01-12_13:36:52_950235	-262913.703125	5.2	41.0	146.0	-218.0	0.0	239
2014-01-12_13:36:53_054622	-273388.40625	5.4	41.0	146.0	-218.0	0.0	240
2014-01-12_13:36:53_160341	-283924.703125	5.6	34.0	128.0	-204.0	0.0	241
2014-01-12_13:36:53_265372	-294428.203125	5.8	34.0	128.0	-204.0	0.0	242
2014-01-12_13:36:53_369759	-304866.0	6.0	34.0	128.0	-204.0	0.0	242
2014-01-12_13:36:53_474602	-315350.796875	6.2	18.0	145.0	-191.0	0.0	243
2014-01-12_13:36:53_578991	-325788.59375	6.4	18.0	145.0	-191.0	0.0	244
2014-01-12_13:36:53_683052	-336196.21875	6.6	18.0	145.0	-191.0	0.0	245
2014-01-12_13:36:53_787487	-346638.796875	6.8	-6.0	122.0	-233.0	0.0	245
2014-01-12_13:36:53_891586	-357049.5	7.0	-6.0	122.0	-233.0	0.0	246
2014-01-12_13:36:53_995973	-367487.203125	7.2	-6.0	122.0	-233.0	0.0	247
2014-01-12_13:36:54_100223	-377923.890625	7.4	-45.0	153.0	-205.0	0.0	248
2014-01-12_13:36:54_205292	-388426.09375	7.6	-45.0	153.0	-205.0	0.0	248
2014-01-12_13:36:54_310355	-398926.09375	7.8	-45.0	153.0	-205.0	0.0	249
2014-01-12_13:36:54_415440	-409434.109375	8.0	13.0	158.0	-238.0	0.0	250
2014-01-12_13:36:54_520486	-419939.40625	8.2	13.0	158.0	-238.0	0.0	251
2014-01-12_13:36:54_625572	-430476.6875	8.4	13.0	158.0	-238.0	0.0	251
2014-01-12_13:36:54_731253	-441015.296875	8.6	-45.0	147.0	-218.0	0.0	252
2014-01-12_13:36:54_835647	-451454.5	8.8	-45.0	147.0	-218.0	0.0	253
2014-01-12_13:36:54_940591	-461949.90625	9.0	-45.0	147.0	-218.0	0.0	254
2014-01-12_13:36:55_045785	-472469.59375	9.2	23.0	162.0	-219.0	0.0	254
2014-01-12_13:36:55_150166	-482907.109375	9.4	23.0	162.0	-219.0	0.0	255
2014-01-12_13:36:55_255072	-493405.609375	9.6	23.0	162.0	-219.0	0.0	256
2014-01-12_13:36:55_360347	-503926.109375	9.8	54.0	198.0	-231.0	0.0	257
2014-01-12_13:36:55_464733	-514363.0	10.0	54.0	198.0	-231.0	0.0	258
2014-01-12_13:36:55_569451	-524836.203125	10.2	54.0	198.0	-231.0	0.0	258
2014-01-12_13:36:55_674324	-535323.0	10.4	10.0	147.0	-261.0	0.0	259
2014-01-12_13:36:55_779237	-545814.40625	10.6	10.0	147.0	-261.0	0.0	260
2014-01-12_13:36:55_883468	-556236.609375	10.8	10.0	147.0	-261.0	0.0	261
2014-01-12_13:36:55_987725	-566662.703125	11.0	64.0	203.0	-260.0	0.0	261
2014-01-12_13:36:56_091973	-577087.6875	11.2	64.0	203.0	-260.0	0.0	262
2014-01-12_13:36:56_195680	-587458.40625	11.4	64.0	203.0	-260.0	0.0	263
2014-01-12_13:36:56_299901	-597879.296875	11.6	38.0	114.0	-148.0	0.0	264
2014-01-12_13:36:56_404111	-608301.09375	11.8	38.0	114.0	-148.0	0.0	264
2014-01-12_13:36:56_508355	-618725.796875	12.0	38.0	114.0	-148.0	0.0	265
2014-01-12_13:36:56_613327	-629226.59375	12.2	3.0	156.0	-225.0	0.0	266
2014-01-12_13:36:56_718518	-639742.71875	12.4	3.0	156.0	-225.0	0.0	267
2014-01-12_13:36:56_823471	-650238.109375	12.6	3.0	156.0	-225.0	0.0	267
2014-01-12_13:36:56_927964	-660686.71875	12.8	3.0	186.0	-218.0	0.0	268
2014-01-12_13:36:57_032063	-671100.8125	13.0	3.0	186.0	-218.0	0.0	269
2014-01-12_13:36:57_136510	-681541.40625	13.2	3.0	186.0	-218.0	0.0	270
2014-01-12_13:36:57_240612	-691952.40625	13.4	46.0	89.0	-232.0	0.0	270
2014-01-12_13:36:57_345175	-702413.609375	13.6	46.0	89.0	-232.0	0.0	271
2014-01-12_13:36:57_449328	-712833.3125	13.8	46.0	89.0	-232.0	0.0	272
2014-01-12_13:36:57_553784	-723268.703125	14.0	54.0	76.0	-131.0	0.0	273
2014-01-12_13:36:57_658049	-733707.09375	14.2	54.0	76.0	-131.0	0.0	273
2014-01-12_13:36:57_763103	-744200.703125	14.4	-6.0	177.0	-257.0	0.0	274
2014-01-12_13:36:57_867615	-754651.5	14.6	-6.0	177.0	-257.0	0.0	275
2014-01-12_13:36:57_971718	-765062.59375	14.8	-6.0	177.0	-257.0	0.0	276
2014-01-12_13:36:58_075971	-775487.71875	15.0	-51.0	93.0	-332.0	0.0	276
2014-01-12_13:36:58_179692	-785859.609375	15.2	-51.0	93.0	-332.0	0.0	277
2014-01-12_13:36:58_283869	-796276.40625	15.4	-51.0	93.0	-332.0	0.0	278
2014-01-12_13:36:58_388050	-806694.703125	15.6	-38.0	177.0	-276.0	0.0	279
2014-01-12_13:36:58_492267	-817116.5	15.8	-38.0	177.0	-276.0	0.0	280
2014-01-12_13:36:58_597708	-827661.703125	16.0	-38.0	177.0	-276.0	0.0	280
2014-01-12_13:36:58_702999	-838191.203125	16.2	36.0	160.0	-235.0	0.0	281
2014-01-12_13:36:58_807527	-848643.09375	16.4	36.0	160.0	-235.0	0.0	282
2014-01-12_13:36:58_912493	-859140.0	16.6	36.0	160.0	-235.0	0.0	283
2014-01-12_13:36:59_016940	-869584.109375	16.8	-20.0	140.0	-244.0	0.0	283
2014-01-12_13:36:59_121045	-879996.0	17.0	-20.0	140.0	-244.0	0.0	284
2014-01-12_13:36:59_225426	-890432.703125	17.2	-20.0	140.0	-244.0	0.0	285
2014-01-12_13:36:59_329530	-900844.09375	17.4	-1.0	142.0	-226.0	0.0	286
2014-01-12_13:36:59_434435	-911333.90625	17.6	-1.0	142.0	-226.0	0.0	286
2014-01-12_13:36:59_539341	-921824.796875	17.8	-1.0	142.0	-226.0	0.0	287
2014-01-12_13:36:59_644294	-932320.09375	18.0	-96.0	220.0	-379.0	0.0	288
2014-01-12_13:36:59_750249	-942947.296875	18.2	-96.0	220.0	-379.0	0.0	289
2014-01-12_13:36:59_855776	-953478.703125	18.4	-96.0	220.0	-379.0	0.0	289
2014-01-12_13:36:59_961048	-963996.296875	18.6	-127.0	151.0	-302.0	0.0	290
2014-01-12_13:37:00_066482	-974539.5	18.8	-127.0	151.0	-302.0	0.0	291
2014-01-12_13:37:00_170798	-984969.09375	19.0	-127.0	151.0	-302.0	0.0	292
2014-01-12_13:37:00_275832	-995474.40625	19.2	-42.0	122.0	-218.0	0.0	292
2014-01-12_13:37:00_380249	-1005914.90625	19.4	-42.0	122.0	-218.0	0.0	293
2014-01-12_13:37:00_484323	-1016323.09375	19.6	-42.0	122.0	-218.0	0.0	294
2014-01-12_13:37:00_588417	-1026732.203125	19.8	12.0	109.0	-251.0	0.0	295
2014-01-12_13:37:00_693338	-1037229.0	20.0	12.0	109.0	-251.0	0.0	295
2014-01-12_13:37:00_798489	-1047739.921875	20.2	12.0	109.0	-251.0	0.0	296
2014-01-12_13:37:00_903419	-1058232.1875	20.4	-72.0	144.0	-268.0	0.0	297
2014-01-12_13:37:01_008911	-1068818.8125	20.6	-72.0	144.0	-268.0	0.0	298
2014-01-12_13:37:01_113678	-1079261.59375	20.8	-72.0	144.0	-268.0	0.0	299
2014-01-12_13:37:01_218193	-1089742.3125	21.0	11.0	108.0	-187.0	0.0	299
2014-01-12_13:37:01_322827	-1100173.09375	21.0	11.0	108.0	-187.0	0.0	299
2014-01-12_13:37:01_426982	-1110589.296875	21.0	11.0	108.0	-187.0	0.0	299
2014-01-12_13:37:01_531287	-1121018.515625	21.0	82.0	59.0	-246.0	0.0	299
2014-01-12_13:37:01_635044	-1131401.296875	21.0	82.0	59.0	-246.0	0.0	299
2014-01-12_13:37:01_738871	-1141776.609375	21.0	82.0	59.0	-246.0	0.0	299
2014-01-12_13:37:01_843118	-1152201.390625	21.0	-47.0	127.0	-317.0	0.0	299
2014-01-12_13:37:01_948337	-1162724.40625	21.0	-47.0	127.0	-317.0	0.0	299
2014-01-12_13:37:02_052761	-1173165.796875	21.0	-47.0	127.0	-317.0	0.0	299
2014-01-12_13:37:02_157856	-1183685.90625	21.0	80.0	99.0	-277.0	0.0	299
2014-01-12_13:37:02_262793	-1194183.40625	21.0	80.0	99.0	-277.0	0.0	299
2014-01-12_13:37:02_367145	-1204605.109375	21.0	80.0	99.0	-277.0	0.0	299
2014-01-12_13:37:02_471592	-1215049.015625	21.0	-24.0	59.0	-237.0	0.0	299
2014-01-12_13:37:02_575946	-1225521.40625	21.0	-24.0	59.0	-237.0	0.0	299
2014-01-12_13:37:02_680831	-1235972.90625	21.0	-24.0	59.0	-237.0	0.0	299
