datetime	x	y	z	d	speed	speed_real
2014-01-04_13:52:23_413942	-171.0	135.0	-70.0	14.52	0.1	220
2014-01-04_13:52:23_423883	143.0	117.0	-491.0	15.27	0.2	220
2014-01-04_13:52:23_434397	251.0	0.0	-560.0	16.1	0.3	221
2014-01-04_13:52:23_444237	230.0	100.0	-523.0	15.42	0.4	221
2014-01-04_13:52:23_454115	99.0	181.0	-279.0	15.52	0.5	221
2014-01-04_13:52:23_464059	52.0	153.0	-348.0	16.02	0.6	222
2014-01-04_13:52:23_473915	-10.0	177.0	-25.0	14.93	0.7	222
2014-01-04_13:52:23_483756	-117.0	147.0	151.0	14.94	0.8	223
2014-01-04_13:52:23_493661	23.0	106.0	-66.0	14.87	0.9	223
2014-01-04_13:52:23_504035	92.0	158.0	-399.0	15.2	1.0	223
2014-01-04_13:52:23_514383	56.0	276.0	-444.0	15.06	1.1	224
2014-01-04_13:52:23_524228	-61.0	142.0	-20.0	15.84	1.2	224
2014-01-04_13:52:23_534282	59.0	77.0	48.0	16.22	1.3	224
2014-01-04_13:52:23_544237	75.0	218.0	-379.0	15.77	1.4	225
2014-01-04_13:52:23_554174	16.0	178.0	-328.0	15.44	1.5	225
2014-01-04_13:52:23_564167	51.0	119.0	-75.0	16.78	1.6	226
2014-01-04_13:52:23_574070	68.0	196.0	-249.0	15.52	1.7	226
2014-01-04_13:52:23_583943	-13.0	192.0	-260.0	15.43	1.8	226
2014-01-04_13:52:23_593835	41.0	101.0	-226.0	15.83	1.9	227
2014-01-04_13:52:23_603686	12.0	167.0	-265.0	14.96	2.0	227
2014-01-04_13:52:23_613581	-7.0	163.0	-154.0	15.07	2.1	227
2014-01-04_13:52:23_623431	48.0	158.0	-220.0	15.67	2.2	228
2014-01-04_13:52:23_633679	25.0	176.0	-257.0	16.24	2.3	228
2014-01-04_13:52:23_643667	27.0	133.0	-184.0	15.67	2.4	229
2014-01-04_13:52:23_653607	53.0	172.0	-245.0	15.52	2.5	229
2014-01-04_13:52:23_663566	19.0	148.0	-175.0	15.4	2.6	229
2014-01-04_13:52:23_673421	23.0	176.0	-242.0	14.94	2.7	230
2014-01-04_13:52:23_683330	-2.0	153.0	-218.0	15.86	2.8	230
2014-01-04_13:52:23_693211	0.0	182.0	-245.0	16.84	2.9	231
2014-01-04_13:52:23_703050	47.0	141.0	-207.0	15.57	3.0	231
2014-01-04_13:52:23_712880	37.0	172.0	-241.0	15.15	3.1	231
2014-01-04_13:52:23_722767	18.0	122.0	-187.0	15.52	3.2	232
2014-01-04_13:52:23_733299	45.0	162.0	-248.0	15.49	3.3	232
2014-01-04_13:52:23_743327	14.0	145.0	-197.0	15.1	3.4	232
2014-01-04_13:52:23_753187	33.0	185.0	-242.0	15.34	3.5	233
2014-01-04_13:52:23_763150	25.0	159.0	-213.0	15.09	3.6	233
2014-01-04_13:52:23_773015	39.0	143.0	-216.0	15.45	3.7	234
2014-01-04_13:52:23_782863	-4.0	168.0	-228.0	15.07	3.8	234
2014-01-04_13:52:23_792735	35.0	162.0	-219.0	15.56	3.9	234
2014-01-04_13:52:23_802629	18.0	195.0	-234.0	15.9	4.0	235
2014-01-04_13:52:23_812523	5.0	158.0	-176.0	15.81	4.1	235
2014-01-04_13:52:23_822369	35.0	175.0	-258.0	15.43	4.2	235
2014-01-04_13:52:23_832246	3.0	139.0	-168.0	15.39	4.3	236
2014-01-04_13:52:23_842287	23.0	180.0	-240.0	17.07	4.4	236
2014-01-04_13:52:23_852197	-27.0	168.0	-236.0	15.61	4.5	237
2014-01-04_13:52:23_862062	71.0	146.0	-216.0	15.42	4.6	237
2014-01-04_13:52:23_871911	-24.0	187.0	-225.0	15.37	4.7	237
2014-01-04_13:52:23_881789	58.0	152.0	-201.0	15.18	4.8	238
2014-01-04_13:52:23_891670	17.0	152.0	-268.0	15.47	4.9	238
2014-01-04_13:52:23_901624	-11.0	133.0	-185.0	15.64	5.0	239
2014-01-04_13:52:23_911505	23.0	151.0	-242.0	15.01	5.1	239
2014-01-04_13:52:23_921408	-25.0	142.0	-212.0	15.42	5.2	239
2014-01-04_13:52:23_931416	53.0	158.0	-211.0	15.45	5.3	240
2014-01-04_13:52:23_942110	-17.0	177.0	-245.0	15.95	5.4	240
2014-01-04_13:52:23_951955	28.0	160.0	-185.0	15.1	5.5	240
2014-01-04_13:52:23_961826	44.0	165.0	-261.0	15.4	5.6	241
2014-01-04_13:52:23_971731	20.0	130.0	-174.0	15.42	5.7	241
2014-01-04_13:52:23_981665	37.0	165.0	-241.0	15.57	5.8	242
2014-01-04_13:52:23_991554	12.0	180.0	-220.0	15.5	5.9	242
2014-01-04_13:52:24_001491	64.0	120.0	-219.0	15.89	6.0	242
2014-01-04_13:52:24_011571	31.0	187.0	-264.0	15.42	6.1	243
2014-01-04_13:52:24_021547	-7.0	127.0	-166.0	15.39	6.2	243
2014-01-04_13:52:24_031469	41.0	166.0	-231.0	15.44	6.3	243
2014-01-04_13:52:24_041709	7.0	172.0	-237.0	14.92	6.4	244
2014-01-04_13:52:24_051683	33.0	136.0	-209.0	15.17	6.5	244
2014-01-04_13:52:24_061610	24.0	177.0	-275.0	15.01	6.6	245
2014-01-04_13:52:24_071529	22.0	155.0	-166.0	15.42	6.7	245
2014-01-04_13:52:24_081461	45.0	150.0	-212.0	15.18	6.8	245
2014-01-04_13:52:24_091389	7.0	179.0	-272.0	15.02	6.9	246
2014-01-04_13:52:24_101349	16.0	119.0	-143.0	15.88	7.0	246
2014-01-04_13:52:24_111262	25.0	174.0	-247.0	14.96	7.1	246
2014-01-04_13:52:24_121028	14.0	175.0	-208.0	14.26	7.2	247
2014-01-04_13:52:24_131035	40.0	129.0	-198.0	15.43	7.3	247
2014-01-04_13:52:24_140939	-45.0	198.0	-295.0	15.39	7.4	248
2014-01-04_13:52:24_151560	94.0	129.0	-190.0	15.09	7.5	248
2014-01-04_13:52:24_161679	8.0	189.0	-274.0	16.01	7.6	248
2014-01-04_13:52:24_171552	-27.0	128.0	-166.0	14.59	7.7	249
2014-01-04_13:52:24_181460	64.0	146.0	-211.0	15.42	7.8	249
2014-01-04_13:52:24_191339	-7.0	203.0	-251.0	15.47	7.9	250
2014-01-04_13:52:24_201358	29.0	101.0	-137.0	15.52	8.0	250
2014-01-04_13:52:24_211359	35.0	130.0	-230.0	15.4	8.1	250
2014-01-04_13:52:24_221247	38.0	174.0	-263.0	15.05	8.2	251
2014-01-04_13:52:24_231113	20.0	111.0	-138.0	15.45	8.3	251
2014-01-04_13:52:24_240968	58.0	154.0	-216.0	15.54	8.4	251
2014-01-04_13:52:24_251068	20.0	175.0	-284.0	15.51	8.5	252
2014-01-04_13:52:24_260963	6.0	164.0	-142.0	15.47	8.6	252
2014-01-04_13:52:24_270892	74.0	99.0	-213.0	15.91	8.7	253
2014-01-04_13:52:24_280782	70.0	194.0	-284.0	15.84	8.8	253
2014-01-04_13:52:24_290647	-19.0	143.0	-167.0	15.05	8.9	253
2014-01-04_13:52:24_300543	81.0	110.0	-144.0	15.49	9.0	254
2014-01-04_13:52:24_310480	25.0	229.0	-365.0	15.88	9.1	254
2014-01-04_13:52:24_320358	-13.0	145.0	-197.0	15.86	9.2	254
2014-01-04_13:52:24_330231	2.0	108.0	-91.0	15.03	9.3	255
2014-01-04_13:52:24_340129	67.0	196.0	-303.0	14.87	9.4	255
2014-01-04_13:52:24_350141	53.0	192.0	-315.0	15.45	9.5	256
2014-01-04_13:52:24_360117	8.0	137.0	-47.0	15.56	9.6	256
2014-01-04_13:52:24_369999	47.0	145.0	-182.0	15.42	9.7	256
2014-01-04_13:52:24_379901	-5.0	157.0	-398.0	15.84	9.8	257
2014-01-04_13:52:24_389801	7.0	188.0	-199.0	15.47	9.9	257
2014-01-04_13:52:24_399599	37.0	57.0	20.0	14.57	10.0	257
2014-01-04_13:52:24_409508	14.0	175.0	-369.0	15.49	10.1	258
2014-01-04_13:52:24_419450	10.0	233.0	-416.0	15.42	10.2	258
2014-01-04_13:52:24_429377	-101.0	124.0	-53.0	15.3	10.3	259
2014-01-04_13:52:24_439279	-35.0	104.0	-60.0	15.34	10.4	259
2014-01-04_13:52:24_449616	158.0	153.0	-400.0	15.1	10.5	259
2014-01-04_13:52:24_459907	33.0	273.0	-386.0	14.72	10.6	260
2014-01-04_13:52:24_470253	-20.0	91.0	26.0	14.67	10.7	260
2014-01-04_13:52:24_480161	-121.0	114.0	-103.0	15.47	10.8	261
2014-01-04_13:52:24_489964	54.0	256.0	-425.0	14.25	10.9	261
2014-01-04_13:52:24_499888	51.0	274.0	-331.0	15.94	11.0	261
2014-01-04_13:52:24_510416	-61.0	192.0	0.0	16.25	11.1	262
2014-01-04_13:52:24_520322	-179.0	100.0	-52.0	15.76	11.2	262
2014-01-04_13:52:24_530235	175.0	152.0	-418.0	15.47	11.3	262
2014-01-04_13:52:24_540231	-103.0	257.0	-333.0	16.42	11.4	263
2014-01-04_13:52:24_550138	52.0	137.0	-107.0	15.08	11.5	263
2014-01-04_13:52:24_560013	-87.0	43.0	-25.0	14.25	11.6	264
2014-01-04_13:52:24_569947	-39.0	107.0	-305.0	15.2	11.7	264
2014-01-04_13:52:24_579880	-21.0	225.0	-445.0	15.35	11.8	264
2014-01-04_13:52:24_589745	-67.0	212.0	-233.0	14.47	11.9	265
2014-01-04_13:52:24_599541	-117.0	103.0	-11.0	14.16	12.0	265
2014-01-04_13:52:24_609504	118.0	131.0	-109.0	15.47	12.1	265
2014-01-04_13:52:24_619406	18.0	175.0	-408.0	14.62	12.2	266
2014-01-04_13:52:24_629256	73.0	240.0	-405.0	14.2	12.3	266
2014-01-04_13:52:24_639104	-42.0	159.0	-8.0	15.43	12.4	267
2014-01-04_13:52:24_648920	-3.0	131.0	-122.0	14.55	12.5	267
2014-01-04_13:52:24_659212	42.0	177.0	-390.0	14.28	12.6	267
2014-01-04_13:52:24_669113	24.0	219.0	-426.0	15.79	12.7	268
2014-01-04_13:52:24_678959	-49.0	175.0	-217.0	14.76	12.8	268
2014-01-04_13:52:24_688842	45.0	114.0	-41.0	15.83	12.9	269
2014-01-04_13:52:24_698630	-4.0	87.0	-58.0	15.05	13.0	269
2014-01-04_13:52:24_708502	119.0	155.0	-254.0	15.93	13.1	269
2014-01-04_13:52:24_718315	130.0	138.0	-456.0	14.75	13.2	270
2014-01-04_13:52:24_728080	-11.0	208.0	-292.0	14.57	13.3	270
2014-01-04_13:52:24_737833	-69.0	203.0	-137.0	13.08	13.4	270
2014-01-04_13:52:24_747677	-10.0	108.0	-41.0	14.77	13.5	271
2014-01-04_13:52:24_758424	3.0	57.0	-81.0	14.33	13.6	271
2014-01-04_13:52:24_768320	112.0	133.0	-297.0	15.2	13.7	272
2014-01-04_13:52:24_778169	46.0	236.0	-447.0	14.19	13.8	272
2014-01-04_13:52:24_787989	128.0	172.0	-315.0	14.11	13.9	272
2014-01-04_13:52:24_797803	-75.0	204.0	-155.0	14.21	14.0	273
2014-01-04_13:52:24_807580	30.0	138.0	-31.0	14.24	14.1	273
2014-01-04_13:52:24_817412	39.0	68.0	-18.0	14.65	14.2	273
2014-01-04_13:52:24_827329	131.0	60.0	-209.0	15.06	14.3	274
2014-01-04_13:52:24_837025	129.0	124.0	-435.0	12.61	14.4	274
2014-01-04_13:52:24_846839	108.0	263.0	-463.0	14.76	14.5	275
2014-01-04_13:52:24_856620	-94.0	249.0	-278.0	14.25	14.6	275
2014-01-04_13:52:24_866521	-59.0	224.0	-138.0	14.6	14.7	275
2014-01-04_13:52:24_876389	6.0	142.0	10.0	15.1	14.8	276
2014-01-04_13:52:24_886227	-59.0	100.0	40.0	14.74	14.9	276
2014-01-04_13:52:24_896085	-67.0	107.0	-163.0	15.06	15.0	276
2014-01-04_13:52:24_905916	207.0	145.0	-373.0	15.1	15.1	277
2014-01-04_13:52:24_915775	49.0	147.0	-515.0	15.2	15.2	277
2014-01-04_13:52:24_925604	62.0	229.0	-432.0	14.64	15.3	278
2014-01-04_13:52:24_935393	16.0	150.0	-188.0	14.16	15.4	278
2014-01-04_13:52:24_945213	-121.0	180.0	-31.0	15.62	15.5	278
2014-01-04_13:52:24_955177	-41.0	164.0	30.0	15.02	15.6	279
2014-01-04_13:52:24_965386	-43.0	110.0	-12.0	14.89	15.7	279
2014-01-04_13:52:24_975273	-63.0	144.0	-146.0	15.1	15.8	280
2014-01-04_13:52:24_985158	30.0	129.0	-332.0	15.69	15.9	280
2014-01-04_13:52:24_995113	20.0	194.0	-487.0	13.94	16.0	280
2014-01-04_13:52:25_004883	184.0	130.0	-502.0	15.2	16.1	281
2014-01-04_13:52:25_014735	49.0	185.0	-320.0	15.17	16.2	281
2014-01-04_13:52:25_024472	-57.0	227.0	-90.0	13.01	16.3	281
2014-01-04_13:52:25_034308	-16.0	134.0	-28.0	14.36	16.4	282
2014-01-04_13:52:25_044179	46.0	139.0	34.0	15.23	16.5	282
2014-01-04_13:52:25_054023	-17.0	107.0	-64.0	14.62	16.6	283
2014-01-04_13:52:25_064513	-107.0	113.0	-58.0	15.67	16.7	283
2014-01-04_13:52:25_074623	31.0	193.0	-257.0	15.52	16.8	283
2014-01-04_13:52:25_084498	137.0	166.0	-330.0	15.15	16.9	284
2014-01-04_13:52:25_094337	164.0	153.0	-502.0	14.84	17.0	284
2014-01-04_13:52:25_104203	17.0	140.0	-420.0	15.62	17.1	284
2014-01-04_13:52:25_114081	158.0	81.0	-419.0	15.11	17.2	285
2014-01-04_13:52:25_123906	22.0	190.0	-148.0	15.91	17.3	285
2014-01-04_13:52:25_133835	-69.0	223.0	-161.0	15.42	17.4	286
2014-01-04_13:52:25_143671	-26.0	106.0	-99.0	14.65	17.5	286
2014-01-04_13:52:25_153434	27.0	174.0	51.0	14.18	17.6	286
2014-01-04_13:52:25_163342	9.0	161.0	-55.0	15.01	17.7	287
2014-01-04_13:52:25_173378	-17.0	129.0	12.0	15.28	17.8	287
2014-01-04_13:52:25_183278	-158.0	157.0	-12.0	15.47	17.9	288
2014-01-04_13:52:25_193085	-18.0	131.0	-227.0	15.06	18.0	288
2014-01-04_13:52:25_203143	94.0	177.0	-186.0	14.47	18.1	288
2014-01-04_13:52:25_212844	83.0	213.0	-316.0	13.46	18.2	289
2014-01-04_13:52:25_226554	97.0	185.0	-425.0	11.85	18.3	289
2014-01-04_13:52:25_236418	91.0	97.0	-501.0	13.92	18.4	289
2014-01-04_13:52:25_246234	145.0	25.0	-495.0	14.6	18.5	290
2014-01-04_13:52:25_256109	130.0	131.0	-343.0	15.62	18.6	290
2014-01-04_13:52:25_265958	49.0	203.0	-192.0	15.06	18.7	291
2014-01-04_13:52:25_275825	-7.0	182.0	-261.0	14.26	18.8	291
2014-01-04_13:52:25_285630	-51.0	150.0	-245.0	12.92	18.9	291
2014-01-04_13:52:25_295535	-34.0	149.0	-73.0	15.89	19.0	292
2014-01-04_13:52:25_305331	-6.0	158.0	86.0	14.67	19.1	292
2014-01-04_13:52:25_315315	154.0	179.0	98.0	15.91	19.2	292
2014-01-04_13:52:25_325078	196.0	143.0	105.0	15.05	19.3	293
2014-01-04_13:52:25_334860	35.0	130.0	33.0	13.99	19.4	293
2014-01-04_13:52:25_344773	-224.0	251.0	70.0	16.06	19.5	294
2014-01-04_13:52:25_354642	-206.0	192.0	12.0	14.57	19.6	294
2014-01-04_13:52:25_364417	-247.0	178.0	-55.0	13.72	19.7	294
2014-01-04_13:52:25_374670	-189.0	181.0	-73.0	13.63	19.8	295
2014-01-04_13:52:25_384550	20.0	181.0	-126.0	15.23	19.9	295
