datetime	reltime	speed	x	y	z	d	error	integral	derivative	dt	diff_speed
2014-01-12_15:25:11_769778	301788.1875	20.5	-40.0	192.0	-321.0	0.0	0	0	0	0	0
2014-01-12_15:25:11_790213	303756.5	20.51	-122.0	80.0	-97.0	0.0	136.0	3312.974609375	5.582898205033123	24.360107421875	0.0073914195665970624
2014-01-12_15:25:11_807771	305512.78125	20.51	22.0	158.0	-283.0	0.0	143.33333333333334	5984.272623697917	0.393483282462415	18.636962890625	0.007265857721149889
2014-01-12_15:25:11_825546	307293.796875	20.52	98.0	5.0	-284.0	0.0	81.0	7408.258951822917	-3.5456801096174506	17.580078125	0.003769514578556484
2014-01-12_15:25:11_843064	309043.0	20.52	2.0	134.0	-156.0	0.0	99.0	9164.735514322918	1.0145310435931307	17.7421875	0.005143100459502543
2014-01-12_15:25:11_861068	310842.578125	20.53	-76.0	86.0	-311.0	0.0	75.0	10472.804361979168	-1.3760743581847197	17.44091796875	0.0037171206078013197
2014-01-12_15:25:11_879068	312642.59375	20.53	99.0	124.0	-304.0	0.0	114.66666666666667	12524.850585937502	2.2165409294097853	17.895751953125	0.006080235932133688
2014-01-12_15:25:11_896794	314415.28125	20.54	83.0	90.0	-251.0	0.0	100.0	14333.444335937502	-0.8109431245500363	18.0859375	0.0050622401309043715
2014-01-12_15:25:11_914327	316168.390625	20.54	31.0	90.0	-187.0	0.0	101.33333333333333	16115.758138020836	0.07580657847859354	17.588623046875	0.005235404905894734
2014-01-12_15:25:11_932931	318033.5	20.55	58.0	150.0	-388.0	0.0	110.0	18085.955891927086	0.4838769770411064	17.910888671875	0.005729247256623382
2014-01-12_15:25:11_951503	319885.890625	20.56	-4.0	99.0	-336.0	0.0	113.0	20136.92244466146	0.1652879221984585	18.150146484375	0.0058678980166664615
2014-01-12_15:25:11_969608	321696.171875	20.56	48.0	127.0	-310.0	0.0	125.33333333333333	22457.73103841146	0.6660513848236336	18.51708984375	0.006557849115533145
2014-01-12_15:25:11_987871	323522.390625	20.57	138.0	15.0	-299.0	0.0	80.33333333333333	23905.574625651043	-2.4968166671182033	18.02294921875	0.004006040746211357
2014-01-12_15:25:12_005666	325302.59375	20.57	38.0	182.0	-178.0	0.0	108.0	25874.623453776043	1.517483953328513	18.23193359375	0.0058104946298706125
2014-01-12_15:25:12_023434	327078.6875	20.58	-1.0	99.0	-329.0	0.0	98.66666666666667	27626.245849609375	-0.5257348222307788	17.7529296875	0.00515702230960635
2014-01-12_15:25:12_059770	330713.1875	20.58	44.0	66.0	-352.0	0.0	115.66666666666667	31810.860270182293	0.46989594158692455	36.17822265625	0.006148431530193849
2014-01-12_15:25:12_077617	332497.78125	20.59	93.0	69.0	-339.0	0.0	78.0	33198.5594889323	-2.1171734914187437	17.791015625	0.004020268245747449
2014-01-12_15:25:12_095730	334309.0	20.59	-10.0	185.0	-303.0	0.0	106.66666666666667	35130.5126139323	1.5827391142203713	18.112060546875	0.005842912370894694
2014-01-12_15:25:12_113907	336126.296875	20.6	-201.0	139.0	-89.0	0.0	131.0	37461.0077311198	1.367806627509103	17.7900390625	0.007061390740062109
2014-01-12_15:25:12_131810	337916.671875	20.61	21.0	111.0	-311.0	0.0	145.0	40087.39811197917	0.7729239395614024	18.113037109375	0.007728166375075932
2014-01-12_15:25:12_149666	339701.78125	20.61	-10.0	124.0	-135.0	0.0	124.66666666666667	42313.22770182292	-1.1388512851367179	17.854248046875	0.006542580481837891
2014-01-12_15:25:12_167292	341464.796875	20.62	32.0	36.0	-190.0	0.0	90.33333333333333	43920.98901367188	-1.9290453263101106	17.798095703125	0.004762972024172374
2014-01-12_15:25:12_184946	343229.984375	20.62	-118.0	139.0	-187.0	0.0	99.66666666666667	45678.10066731772	0.5294041618198273	17.6298828125	0.005493054756188494
2014-01-12_15:25:12_202517	344986.984375	20.63	-94.0	161.0	-54.0	0.0	112.0	47654.56160481772	0.6988923014489543	17.64697265625	0.006146434846193072
2014-01-12_15:25:12_220499	346785.390625	20.64	104.0	44.0	-229.0	0.0	114.66666666666667	49660.10847981772	0.1524660338730693	17.490234375	0.006245181021518819
2014-01-12_15:25:12_238205	348555.984375	20.64	30.0	112.0	-233.0	0.0	105.66666666666667	51546.681559244804	-0.5040886093258581	17.85400390625	0.0057483912879931955
2014-01-12_15:25:12_256074	350342.984375	20.65	-67.0	145.0	-154.0	0.0	100.33333333333333	53323.09106445314	-0.30123184408898745	17.705078125	0.005519774392902299
