datetime	x	y	z	d	speed	speed_real
2014-01-04_16:48:10_505270	26.0	146.0	-212.0	0.0	0.1	220
2014-01-04_16:48:10_515279	24.0	146.0	-230.0	0.0	0.2	220
2014-01-04_16:48:10_523587	20.0	150.0	-224.0	0.0	0.3	221
2014-01-04_16:48:10_531800	26.0	150.0	-224.0	0.0	0.4	221
2014-01-04_16:48:10_540074	26.0	132.0	-250.0	0.0	0.5	221
2014-01-04_16:48:10_548350	28.0	142.0	-226.0	0.0	0.6	222
2014-01-04_16:48:10_556610	136.0	120.0	-244.0	0.0	0.7	222
2014-01-04_16:48:10_564879	38.0	128.0	-232.0	0.0	0.8	223
2014-01-04_16:48:10_573143	30.0	198.0	-198.0	0.0	0.9	223
2014-01-04_16:48:10_581416	-16.0	128.0	-240.0	0.0	1.0	223
2014-01-04_16:48:10_589693	40.0	138.0	-226.0	0.0	1.1	224
2014-01-04_16:48:10_598270	48.0	164.0	-194.0	0.0	1.2	224
2014-01-04_16:48:10_606605	50.0	142.0	-194.0	0.0	1.3	224
2014-01-04_16:48:10_614826	24.0	134.0	-226.0	0.0	1.4	225
2014-01-04_16:48:10_624002	64.0	150.0	-224.0	0.0	1.5	225
2014-01-04_16:48:10_633269	64.0	166.0	-226.0	0.0	1.6	226
2014-01-04_16:48:10_641557	12.0	154.0	-216.0	0.0	1.7	226
2014-01-04_16:48:10_650105	-258.0	134.0	-192.0	0.0	1.8	226
2014-01-04_16:48:10_658383	82.0	164.0	-256.0	0.0	1.9	227
2014-01-04_16:48:10_666591	70.0	144.0	-252.0	0.0	2.0	227
2014-01-04_16:48:10_674930	86.0	104.0	-264.0	0.0	2.1	227
2014-01-04_16:48:10_683244	0.0	132.0	-192.0	0.0	2.2	228
2014-01-04_16:48:10_691465	-50.0	178.0	-200.0	0.0	2.3	228
2014-01-04_16:48:10_699758	2.0	166.0	-188.0	0.0	2.4	229
2014-01-04_16:48:10_708341	64.0	128.0	-216.0	0.0	2.5	229
2014-01-04_16:48:10_718090	34.0	178.0	-226.0	0.0	2.6	229
2014-01-04_16:48:10_726968	-8.0	160.0	-226.0	0.0	2.7	230
2014-01-04_16:48:10_735241	84.0	142.0	-204.0	0.0	2.8	230
2014-01-04_16:48:10_743516	32.0	148.0	-232.0	0.0	2.9	231
2014-01-04_16:48:10_751743	44.0	166.0	-242.0	0.0	3.0	231
2014-01-04_16:48:10_760003	16.0	86.0	-252.0	0.0	3.1	231
2014-01-04_16:48:10_768371	0.0	126.0	-192.0	0.0	3.2	232
2014-01-04_16:48:10_776732	-82.0	132.0	-164.0	0.0	3.3	232
2014-01-04_16:48:10_785010	40.0	134.0	-224.0	0.0	3.4	232
2014-01-04_16:48:10_793294	32.0	170.0	-236.0	0.0	3.5	233
2014-01-04_16:48:10_801613	-20.0	136.0	-186.0	0.0	3.6	233
2014-01-04_16:48:10_810092	52.0	138.0	-136.0	0.0	3.7	234
2014-01-04_16:48:10_818841	-24.0	144.0	-230.0	0.0	3.8	234
2014-01-04_16:48:10_827212	76.0	112.0	-232.0	0.0	3.9	234
2014-01-04_16:48:10_835415	30.0	128.0	-256.0	0.0	4.0	235
2014-01-04_16:48:10_844563	0.0	138.0	-390.0	0.0	4.1	235
2014-01-04_16:48:10_853844	104.0	160.0	-162.0	0.0	4.2	235
2014-01-04_16:48:10_862097	78.0	190.0	-352.0	0.0	4.3	236
2014-01-04_16:48:10_870381	-74.0	74.0	-234.0	0.0	4.4	236
2014-01-04_16:48:10_878721	30.0	270.0	-138.0	0.0	4.5	237
2014-01-04_16:48:10_887019	-44.0	112.0	-370.0	0.0	4.6	237
2014-01-04_16:48:10_895296	64.0	216.0	-128.0	0.0	4.7	237
2014-01-04_16:48:10_903578	28.0	128.0	-270.0	0.0	4.8	238
2014-01-04_16:48:10_912673	0.0	210.0	-202.0	0.0	4.9	238
2014-01-04_16:48:10_920991	-140.0	256.0	-322.0	0.0	5.0	239
2014-01-04_16:48:10_929277	-80.0	362.0	-194.0	0.0	5.1	239
2014-01-04_16:48:10_937511	-274.0	338.0	-64.0	0.0	5.2	239
2014-01-04_16:48:10_946026	-256.0	296.0	-162.0	0.0	5.3	240
2014-01-04_16:48:10_954343	-202.0	206.0	-272.0	0.0	5.4	240
2014-01-04_16:48:10_962629	274.0	-208.0	-216.0	0.0	5.5	240
2014-01-04_16:48:10_970901	142.0	128.0	-128.0	0.0	5.6	241
2014-01-04_16:48:10_979254	136.0	-96.0	-278.0	0.0	5.7	241
2014-01-04_16:48:10_987510	20.0	94.0	-266.0	0.0	5.8	242
2014-01-04_16:48:10_995863	-40.0	286.0	-298.0	0.0	5.9	242
2014-01-04_16:48:11_004087	-118.0	358.0	-192.0	0.0	6.0	242
2014-01-04_16:48:11_013146	38.0	292.0	-256.0	0.0	6.1	243
2014-01-04_16:48:11_021584	-76.0	318.0	-256.0	0.0	6.2	243
2014-01-04_16:48:11_030763	10.0	126.0	-216.0	0.0	6.3	243
2014-01-04_16:48:11_039098	78.0	166.0	-100.0	0.0	6.4	244
2014-01-04_16:48:11_047378	40.0	94.0	-298.0	0.0	6.5	244
2014-01-04_16:48:11_055654	60.0	238.0	-318.0	0.0	6.6	245
2014-01-04_16:48:11_063993	-164.0	178.0	-240.0	0.0	6.7	245
2014-01-04_16:48:11_072310	178.0	342.0	-226.0	0.0	6.8	245
2014-01-04_16:48:11_080702	102.0	128.0	-56.0	0.0	6.9	246
2014-01-04_16:48:11_089047	218.0	90.0	-278.0	0.0	7.0	246
2014-01-04_16:48:11_097322	74.0	20.0	-280.0	0.0	7.1	246
2014-01-04_16:48:11_105639	174.0	288.0	-394.0	0.0	7.2	247
2014-01-04_16:48:11_114010	286.0	-58.0	-232.0	0.0	7.3	247
2014-01-04_16:48:11_122603	200.0	112.0	-418.0	0.0	7.4	248
2014-01-04_16:48:11_130854	-166.0	72.0	122.0	0.0	7.5	248
2014-01-04_16:48:11_139193	256.0	-52.0	-394.0	0.0	7.6	248
2014-01-04_16:48:11_147475	-72.0	-110.0	-178.0	0.0	7.7	249
2014-01-04_16:48:11_155751	302.0	350.0	-112.0	0.0	7.8	249
2014-01-04_16:48:11_164024	94.0	320.0	-472.0	0.0	7.9	250
2014-01-04_16:48:11_172292	234.0	68.0	-356.0	0.0	8.0	250
2014-01-04_16:48:11_180561	-92.0	34.0	38.0	0.0	8.1	250
2014-01-04_16:48:11_188832	4.0	184.0	-344.0	0.0	8.2	251
2014-01-04_16:48:11_197169	-20.0	236.0	-512.0	0.0	8.3	251
2014-01-04_16:48:11_205447	-96.0	226.0	122.0	0.0	8.4	251
2014-01-04_16:48:11_213709	174.0	384.0	-512.0	0.0	8.5	252
2014-01-04_16:48:11_222024	0.0	258.0	-218.0	0.0	8.6	252
2014-01-04_16:48:11_230320	72.0	262.0	-512.0	0.0	8.7	253
2014-01-04_16:48:11_238591	128.0	-34.0	128.0	0.0	8.8	253
2014-01-04_16:48:11_246854	350.0	-28.0	-192.0	0.0	8.9	253
2014-01-04_16:48:11_255074	-6.0	288.0	-324.0	0.0	9.0	254
2014-01-04_16:48:11_263328	90.0	-86.0	-266.0	0.0	9.1	254
2014-01-04_16:48:11_271608	-112.0	232.0	-234.0	0.0	9.2	254
2014-01-04_16:48:11_279885	116.0	-4.0	174.0	0.0	9.3	255
2014-01-04_16:48:11_288160	-352.0	224.0	-512.0	0.0	9.4	255
2014-01-04_16:48:11_296564	-104.0	382.0	-64.0	0.0	9.5	256
