datetime	reltime	speed	x	y	z	d	error	integral	derivative	dt	diff_speed
2014-01-12_15:22:38_372744	301769.40625	20.5	-108.0	130.0	-78.0	0.0	0	0	0	0	0
2014-01-12_15:22:38_392472	303672.015625	20.51	14.0	94.0	-399.0	0.0	112.0	2649.25390625	4.734917997254533	23.654052734375	0.0060999843387879536
2014-01-12_15:22:38_410210	305446.109375	20.51	18.0	25.0	-106.0	0.0	83.0	4184.916015625	-1.5674020901509553	18.501953125	0.0040351089511411545
2014-01-12_15:22:38_427602	307188.703125	20.51	153.0	101.0	-339.0	0.0	83.0	5653.606689453125	0.0	17.695068359375	0.004206536066894531
2014-01-12_15:22:38_446311	309056.5	20.52	26.0	154.0	-248.0	0.0	83.0	7093.097412109375	0.0	17.34326171875	0.004220930974121094
2014-01-12_15:22:38_463961	310821.203125	20.52	-57.0	155.0	-68.0	0.0	83.0	8595.6689453125	0.0	18.103271484375	0.004235956689453125
2014-01-12_15:22:38_481664	312592.015625	20.53	60.0	112.0	-343.0	0.0	83.0	10053.72119140625	0.0	17.56689453125	0.004250537211914062
2014-01-12_15:22:38_499141	314339.71875	20.53	32.0	68.0	-204.0	0.0	83.0	11522.5537109375	0.0	17.69677734375	0.004265225537109375
2014-01-12_15:22:38_516666	316094.90625	20.54	81.0	101.0	-171.0	0.0	83.0	12967.171142578125	0.0	17.405029296875	0.004279671711425782
2014-01-12_15:22:38_534333	317863.109375	20.54	0.0	147.0	-384.0	0.0	83.0	14420.826171875	0.0	17.513916015625	0.00429420826171875
2014-01-12_15:22:38_570392	321464.296875	20.54	-116.0	115.0	-46.0	0.0	83.0	17418.4716796875	0.0	36.1162109375	0.004324184716796875
2014-01-12_15:22:38_587859	323210.59375	20.55	3.0	82.0	-218.0	0.0	83.0	18867.911865234375	0.0	17.463134765625	0.004338679118652344
2014-01-12_15:22:38_605292	324966.203125	20.55	77.0	102.0	-147.0	0.0	83.0	20313.684326171875	0.0	17.4189453125	0.004353136843261719
2014-01-12_15:22:38_622859	326710.609375	20.56	-51.0	122.0	-347.0	0.0	83.0	21767.09619140625	0.0	17.510986328125	0.004367670961914063
2014-01-12_15:22:38_640348	328459.3125	20.56	-165.0	146.0	-58.0	0.0	83.0	23207.802734375	0.0	17.35791015625	0.00438207802734375
2014-01-12_15:22:38_657762	330201.421875	20.57	54.0	44.0	-306.0	0.0	83.0	24657.83056640625	0.0	17.47021484375	0.004396578305664063
2014-01-12_15:22:38_675144	331948.40625	20.57	-7.0	49.0	-222.0	0.0	83.0	26100.60400390625	0.0	17.3828125	0.004411006040039063
2014-01-12_15:22:38_692708	333699.515625	20.57	-94.0	106.0	-136.0	0.0	83.0	27553.934814453125	0.0	17.510009765625	0.0044255393481445315
2014-01-12_15:22:38_710498	335475.109375	20.58	-4.0	123.0	-423.0	0.0	83.0	29015.97900390625	0.0	17.614990234375	0.004440159790039063
2014-01-12_15:22:38_728014	337226.796875	20.58	-101.0	26.0	-58.0	0.0	83.0	30462.7646484375	0.0	17.43115234375	0.004454627646484375
2014-01-12_15:22:38_745566	338981.796875	20.59	146.0	2.0	-252.0	0.0	83.0	31914.190673828125	0.0	17.487060546875	0.004469141906738281
2014-01-12_15:22:38_763017	340726.8125	20.59	37.0	80.0	-284.0	0.0	83.0	33365.94091796875	0.0	17.490966796875	0.004483659409179688
2014-01-12_15:22:38_780434	342476.203125	20.6	-68.0	98.0	-65.0	0.0	83.0	34809.646484375	0.0	17.39404296875	0.00449809646484375
2014-01-12_15:22:38_798691	344294.59375	20.6	78.0	52.0	-346.0	0.0	83.0	36256.91845703125	0.0	17.43701171875	0.004512569184570312
2014-01-12_15:22:38_816251	346050.3125	20.61	2.0	100.0	-108.0	0.0	83.0	37763.72509765625	0.0	18.154296875	0.004527637250976563
2014-01-12_15:22:38_833646	347789.8125	20.61	144.0	96.0	-204.0	0.0	83.0	39215.49560546875	0.0	17.4912109375	0.004542154956054687
2014-01-12_15:22:38_851229	349547.921875	20.62	-81.0	168.0	-347.0	0.0	83.0	40662.9296875	0.0	17.43896484375	0.004556629296875
2014-01-12_15:22:38_868652	351294.3125	20.62	-128.0	47.0	-6.0	0.0	83.0	42107.790283203125	0.0	17.407958984375	0.004571077902832031
2014-01-12_15:22:38_886265	353051.90625	20.62	41.0	100.0	-386.0	0.0	83.0	43557.3115234375	0.0	17.464111328125	0.004585573115234375
2014-01-12_15:22:38_904166	354841.59375	20.63	-22.0	154.0	-188.0	0.0	83.0	45010.98681640625	0.0	17.51416015625	0.004600109868164063
2014-01-12_15:22:38_921741	356598.8125	20.63	39.0	83.0	-160.0	0.0	83.0	46491.957275390625	0.0	17.843017578125	0.004614919572753906
2014-01-12_15:22:38_939145	358342.109375	20.64	-122.0	139.0	-297.0	0.0	83.0	47946.686279296875	0.0	17.52685546875	0.004629466862792969
2014-01-12_15:22:38_956602	360095.3125	20.64	-47.0	36.0	-70.0	0.0	83.0	49387.7373046875	0.0	17.362060546875	0.004643877373046875
2014-01-12_15:22:38_974262	361851.3125	20.65	145.0	68.0	-244.0	0.0	83.0	50838.555419921875	0.0	17.479736328125	0.004658385554199219
2014-01-12_15:22:38_991857	363611.109375	20.65	-42.0	199.0	-293.0	0.0	83.0	52292.149658203125	0.0	17.51318359375	0.004672921496582032
2014-01-12_15:22:39_009359	365361.59375	20.66	-87.0	52.0	-90.0	0.0	83.0	53748.297119140625	0.0	17.5439453125	0.004687482971191407
2014-01-12_15:22:39_026854	367111.5	20.66	-1.0	141.0	-326.0	0.0	83.0	55199.581298828125	0.0	17.4853515625	0.004701995812988281
2014-01-12_15:22:39_044281	368853.5	20.67	50.0	116.0	-186.0	0.0	83.0	56644.705322265625	0.0	17.4111328125	0.004716447053222657
2014-01-12_15:22:39_062035	370629.09375	20.67	112.0	64.0	-122.0	0.0	83.0	58102.595458984375	0.0	17.56494140625	0.004731025954589844
2014-01-12_15:22:39_079419	372367.5	20.68	1.0	198.0	-329.0	0.0	83.0	59552.501708984375	0.0	17.46875	0.004745525017089844
2014-01-12_15:22:39_097288	374154.5	20.68	-151.0	79.0	-54.0	0.0	83.0	60995.964111328125	0.0	17.39111328125	0.004759959641113282
2014-01-12_15:22:39_114731	375898.609375	20.69	97.0	78.0	-270.0	0.0	83.0	62475.860595703125	0.0	17.830078125	0.0047747586059570316
2014-01-12_15:22:39_131746	377599.09375	20.69	11.0	140.0	-315.0	0.0	83.0	63916.323974609375	0.0	17.35498046875	0.0047891632397460936
2014-01-12_15:22:39_149658	379424.59375	20.7	-11.0	47.0	-52.0	0.0	83.0	65324.892333984375	0.0	16.970703125	0.004803248923339843
2014-01-12_15:22:39_167555	381181.0	20.7	3.0	165.0	-363.0	0.0	83.0	66836.82568359375	0.0	18.216064453125	0.004818368256835938
2014-01-12_15:22:39_185003	382932.8125	20.7	-113.0	129.0	-83.0	0.0	83.0	68289.48779296875	0.0	17.501953125	0.004832894877929687
2014-01-12_15:22:39_202460	384671.40625	20.71	103.0	18.0	-249.0	0.0	83.0	69741.58251953125	0.0	17.4951171875	0.004847415825195312
2014-01-12_15:22:39_220331	386462.90625	20.71	30.0	110.0	-382.0	0.0	83.0	71180.30322265625	0.0	17.333984375	0.004861803032226563
2014-01-12_15:22:39_238021	388226.421875	20.72	-111.0	115.0	-33.0	0.0	83.0	72665.5087890625	0.0	17.89404296875	0.004876655087890625
2014-01-12_15:22:39_255567	389981.609375	20.72	50.0	112.0	-377.0	0.0	83.0	74121.5751953125	0.0	17.54296875	0.004891215751953125
2014-01-12_15:22:39_272909	391716.015625	20.73	-47.0	99.0	-226.0	0.0	83.0	75573.48754882812	0.0	17.492919921875	0.004905734875488281
2014-01-12_15:22:39_290379	393463.0	20.73	9.0	38.0	-137.0	0.0	83.0	77013.62670898438	0.0	17.35107421875	0.004920136267089844
2014-01-12_15:22:39_307933	395218.609375	20.74	-46.0	146.0	-333.0	0.0	83.0	78453.36059570312	0.0	17.34619140625	0.004934533605957032
2014-01-12_15:22:39_325450	396970.390625	20.74	-168.0	104.0	-13.0	0.0	83.0	79906.91430664062	0.0	17.5126953125	0.004949069143066406
2014-01-12_15:22:39_343060	398734.40625	20.75	68.0	7.0	-288.0	0.0	83.0	81358.90771484375	0.0	17.493896484375	0.004963589077148438
2014-01-12_15:22:39_360642	400489.90625	20.75	41.0	97.0	-265.0	0.0	83.0	82816.53442382812	0.0	17.561767578125	0.004978165344238282
2014-01-12_15:22:39_378144	402240.0	20.76	-40.0	116.0	-72.0	0.0	83.0	84269.27758789062	0.0	17.5029296875	0.004992692775878906
2014-01-12_15:22:39_395691	403994.390625	20.76	38.0	138.0	-360.0	0.0	83.0	85725.3642578125	0.0	17.543212890625	0.005007253642578125
2014-01-12_15:22:39_413768	405802.515625	20.77	-59.0	92.0	-114.0	0.0	83.0	87171.0556640625	0.0	17.41796875	0.005021710556640625
2014-01-12_15:22:39_431440	407576.296875	20.77	143.0	6.0	-157.0	0.0	83.0	88668.1357421875	0.0	18.037109375	0.005036681357421875
2014-01-12_15:22:39_448999	409326.015625	20.78	60.0	122.0	-216.0	0.0	83.0	90135.32690429688	0.0	17.677001953125	0.005051353269042969
2014-01-12_15:22:39_466646	411090.21875	20.78	-198.0	151.0	-46.0	0.0	83.0	91589.24536132812	0.0	17.51708984375	0.005065892453613281
2014-01-12_15:22:39_484021	412827.609375	20.79	38.0	30.0	-310.0	0.0	83.0	93042.1708984375	0.0	17.505126953125	0.005080421708984375
2014-01-12_15:22:39_501760	414601.40625	20.79	58.0	45.0	-256.0	0.0	83.0	94481.64135742188	0.0	17.343017578125	0.0050948164135742185
2014-01-12_15:22:39_519593	416384.609375	20.8	-45.0	88.0	-134.0	0.0	83.0	95969.42041015625	0.0	17.925048828125	0.005109694204101563
2014-01-12_15:22:39_537067	418131.625	20.8	7.0	101.0	-317.0	0.0	83.0	97424.08862304688	0.0	17.526123046875	0.005124240886230469
2014-01-12_15:22:39_554534	419878.796875	20.81	-67.0	125.0	-125.0	0.0	83.0	98872.353515625	0.0	17.448974609375	0.0051387235351562505
2014-01-12_15:22:39_573077	421732.8125	20.81	10.0	-19.0	-256.0	0.0	83.0	100399.88989257812	0.0	18.404052734375	0.005153998898925781
2014-01-12_15:22:39_590647	423490.09375	20.82	2.0	98.0	-203.0	0.0	83.0	101849.30981445312	0.0	17.462890625	0.005168493098144531
2014-01-12_15:22:39_608159	425241.3125	20.83	-158.0	104.0	-37.0	0.0	83.0	103302.62036132812	0.0	17.509765625	0.005183026203613281
2014-01-12_15:22:39_625696	426995.203125	20.83	55.0	133.0	-329.0	0.0	83.0	104754.87719726562	0.0	17.4970703125	0.0051975487719726566
2014-01-12_15:22:39_643067	428731.796875	20.84	104.0	44.0	-267.0	0.0	83.0	106206.60717773438	0.0	17.49072265625	0.005212066071777344
2014-01-12_15:22:39_660506	430483.921875	20.84	-98.0	140.0	-193.0	0.0	83.0	107638.86376953125	0.0	17.256103515625	0.005226388637695313
2014-01-12_15:22:39_678111	432236.296875	20.85	-78.0	126.0	-306.0	0.0	83.0	109087.79736328125	0.0	17.45703125	0.005240877973632813
2014-01-12_15:22:39_695649	433990.3125	20.85	44.0	160.0	-240.0	0.0	83.0	110541.796875	0.0	17.51806640625	0.00525541796875
2014-01-12_15:22:39_713079	435733.203125	20.86	166.0	42.0	-179.0	0.0	83.0	111994.23608398438	0.0	17.499267578125	0.005269942360839844
2014-01-12_15:22:39_730650	437493.0	20.86	-78.0	50.0	-222.0	0.0	83.0	113438.853515625	0.0	17.405029296875	0.00528438853515625
2014-01-12_15:22:39_748214	439246.609375	20.87	-142.0	63.0	-12.0	0.0	83.0	114892.02221679688	0.0	17.508056640625	0.005298920222167968
2014-01-12_15:22:39_765846	441010.21875	20.87	91.0	42.0	-271.0	0.0	83.0	116345.08959960938	0.0	17.5068359375	0.005313450895996094
2014-01-12_15:22:39_783419	442767.8125	20.88	-87.0	103.0	-239.0	0.0	83.0	117802.55419921875	0.0	17.559814453125	0.005328025541992187
2014-01-12_15:22:39_800935	444519.3125	20.88	-191.0	138.0	-23.0	0.0	83.0	119260.97119140625	0.0	17.5712890625	0.005342609711914062
2014-01-12_15:22:39_818551	446280.609375	20.89	112.0	133.0	-351.0	0.0	83.0	120712.23510742188	0.0	17.485107421875	0.005357122351074219
2014-01-12_15:22:39_836136	448038.796875	20.89	-48.0	199.0	-258.0	0.0	83.0	122164.49194335938	0.0	17.4970703125	0.005371644919433594
2014-01-12_15:22:39_853674	449792.90625	20.9	-117.0	170.0	-132.0	0.0	83.0	123620.96362304688	0.0	17.5478515625	0.005386209636230469
2014-01-12_15:22:39_871110	451536.296875	20.9	3.0	80.0	-375.0	0.0	83.0	125070.32275390625	0.0	17.462158203125	0.005400703227539063
2014-01-12_15:22:39_888223	453247.0	20.91	-53.0	180.0	-211.0	0.0	83.0	126509.55004882812	0.0	17.340087890625	0.005415095500488281
2014-01-12_15:22:39_905244	454956.609375	20.92	-107.0	116.0	-166.0	0.0	83.0	127926.85205078125	0.0	17.075927734375	0.005429268520507812
2014-01-12_15:22:39_922223	456683.71875	20.92	42.0	102.0	-398.0	0.0	83.0	129340.26342773438	0.0	17.029052734375	0.005443402634277344
2014-01-12_15:22:39_939570	458381.296875	20.93	-21.0	33.0	-182.0	0.0	83.0	130772.68212890625	0.0	17.258056640625	0.005457726821289062
2014-01-12_15:22:39_956591	460093.5	20.93	-9.0	23.0	-354.0	0.0	83.0	132175.15112304688	0.0	16.897216796875	0.005471751511230469
2014-01-12_15:22:39_973794	461804.390625	20.94	86.0	-7.0	-403.0	0.0	83.0	133593.12182617188	0.0	17.083984375	0.005485931218261719
2014-01-12_15:22:39_994702	463946.015625	20.94	0.0	45.0	-231.0	0.0	83.0	135047.42529296875	0.0	17.521728515625	0.005500474252929688
2014-01-12_15:22:40_012473	465681.609375	20.95	-36.0	102.0	-163.0	0.0	83.0	136806.69702148438	0.0	21.196044921875	0.005518066970214844
2014-01-12_15:22:40_030800	467508.609375	20.95	78.0	40.0	-373.0	0.0	83.0	138268.59936523438	0.0	17.61328125	0.005532685993652343
2014-01-12_15:22:40_047956	469220.71875	20.96	8.0	79.0	-173.0	0.0	83.0	139717.93823242188	0.0	17.4619140625	0.0055471793823242185
2014-01-12_15:22:40_064897	470914.796875	20.96	-30.0	84.0	-147.0	0.0	83.0	141135.90893554688	0.0	17.083984375	0.005561359089355469
