datetime	x	y	z	d	speed	speed_real
2014-01-04_16:45:25_733882	144.0	78.0	-192.0	0.0	0.1	220
2014-01-04_16:45:25_742801	76.0	-30.0	-214.0	0.0	0.2	220
2014-01-04_16:45:25_751189	-126.0	88.0	-186.0	0.0	0.3	221
2014-01-04_16:45:25_759499	54.0	190.0	-212.0	0.0	0.4	221
2014-01-04_16:45:25_767731	156.0	176.0	-198.0	0.0	0.5	221
2014-01-04_16:45:25_776015	-62.0	164.0	-224.0	0.0	0.6	222
2014-01-04_16:45:25_784255	50.0	218.0	-226.0	0.0	0.7	222
2014-01-04_16:45:25_792490	160.0	44.0	-162.0	0.0	0.8	223
2014-01-04_16:45:25_800761	-20.0	148.0	-214.0	0.0	0.9	223
2014-01-04_16:45:25_809083	-80.0	168.0	-194.0	0.0	1.0	223
2014-01-04_16:45:25_817275	34.0	238.0	-206.0	0.0	1.1	224
2014-01-04_16:45:25_825531	176.0	104.0	-280.0	0.0	1.2	224
2014-01-04_16:45:25_833744	316.0	48.0	-262.0	0.0	1.3	224
2014-01-04_16:45:25_842085	82.0	76.0	-224.0	0.0	1.4	225
2014-01-04_16:45:25_850393	4.0	198.0	-284.0	0.0	1.5	225
2014-01-04_16:45:25_859136	6.0	146.0	-320.0	0.0	1.6	226
2014-01-04_16:45:25_868424	56.0	274.0	-152.0	0.0	1.7	226
2014-01-04_16:45:25_877293	38.0	60.0	-244.0	0.0	1.8	226
2014-01-04_16:45:25_885486	270.0	2.0	-272.0	0.0	1.9	227
2014-01-04_16:45:25_893734	-32.0	124.0	-204.0	0.0	2.0	227
2014-01-04_16:45:25_901988	116.0	64.0	-240.0	0.0	2.1	227
2014-01-04_16:45:25_910238	76.0	-22.0	-160.0	0.0	2.2	228
2014-01-04_16:45:25_918530	80.0	192.0	-258.0	0.0	2.3	228
2014-01-04_16:45:25_926769	154.0	176.0	-204.0	0.0	2.4	229
2014-01-04_16:45:25_934953	-106.0	306.0	-210.0	0.0	2.5	229
2014-01-04_16:45:25_943201	-250.0	224.0	-248.0	0.0	2.6	229
2014-01-04_16:45:25_951458	22.0	88.0	-230.0	0.0	2.7	230
2014-01-04_16:45:25_959703	-138.0	144.0	-176.0	0.0	2.8	230
2014-01-04_16:45:25_967959	346.0	44.0	-286.0	0.0	2.9	231
2014-01-04_16:45:25_976164	92.0	64.0	-206.0	0.0	3.0	231
2014-01-04_16:45:25_984398	-274.0	208.0	-186.0	0.0	3.1	231
2014-01-04_16:45:25_992628	86.0	344.0	-238.0	0.0	3.2	232
2014-01-04_16:45:26_000915	-108.0	286.0	-152.0	0.0	3.3	232
2014-01-04_16:45:26_009593	-64.0	254.0	-292.0	0.0	3.4	232
2014-01-04_16:45:26_017935	-178.0	182.0	-174.0	0.0	3.5	233
2014-01-04_16:45:26_026185	160.0	0.0	-218.0	0.0	3.6	233
2014-01-04_16:45:26_034524	-100.0	208.0	-208.0	0.0	3.7	234
2014-01-04_16:45:26_042791	82.0	14.0	-208.0	0.0	3.8	234
2014-01-04_16:45:26_051090	114.0	174.0	-182.0	0.0	3.9	234
2014-01-04_16:45:26_059424	-36.0	78.0	-172.0	0.0	4.0	235
2014-01-04_16:45:26_067723	102.0	32.0	-208.0	0.0	4.1	235
2014-01-04_16:45:26_076012	-2.0	8.0	-156.0	0.0	4.2	235
2014-01-04_16:45:26_084252	24.0	12.0	-258.0	0.0	4.3	236
2014-01-04_16:45:26_092496	118.0	208.0	-260.0	0.0	4.4	236
2014-01-04_16:45:26_100749	-88.0	-120.0	-268.0	0.0	4.5	237
2014-01-04_16:45:26_109028	46.0	318.0	-274.0	0.0	4.6	237
2014-01-04_16:45:26_117265	-144.0	174.0	-192.0	0.0	4.7	237
2014-01-04_16:45:26_125517	-42.0	284.0	-258.0	0.0	4.8	238
2014-01-04_16:45:26_133703	46.0	40.0	-222.0	0.0	4.9	238
2014-01-04_16:45:26_141952	-58.0	170.0	-240.0	0.0	5.0	239
2014-01-04_16:45:26_150894	182.0	178.0	-296.0	0.0	5.1	239
2014-01-04_16:45:26_159185	76.0	78.0	-152.0	0.0	5.2	239
2014-01-04_16:45:26_167427	-100.0	178.0	-320.0	0.0	5.3	240
2014-01-04_16:45:26_175660	-176.0	106.0	-214.0	0.0	5.4	240
2014-01-04_16:45:26_183900	-22.0	64.0	-256.0	0.0	5.5	240
2014-01-04_16:45:26_192136	-92.0	220.0	-246.0	0.0	5.6	241
2014-01-04_16:45:26_200373	-50.0	0.0	-416.0	0.0	5.7	241
2014-01-04_16:45:26_208659	4.0	38.0	-232.0	0.0	5.8	242
2014-01-04_16:45:26_217006	46.0	254.0	-376.0	0.0	5.9	242
2014-01-04_16:45:26_225319	78.0	50.0	-94.0	0.0	6.0	242
2014-01-04_16:45:26_233571	-168.0	242.0	-360.0	0.0	6.1	243
2014-01-04_16:45:26_241819	168.0	254.0	-152.0	0.0	6.2	243
2014-01-04_16:45:26_250184	-128.0	-46.0	-240.0	0.0	6.3	243
2014-01-04_16:45:26_258950	28.0	144.0	-246.0	0.0	6.4	244
2014-01-04_16:45:26_267403	70.0	192.0	-374.0	0.0	6.5	244
2014-01-04_16:45:26_275743	80.0	174.0	14.0	0.0	6.6	245
2014-01-04_16:45:26_283983	96.0	80.0	-348.0	0.0	6.7	245
2014-01-04_16:45:26_292215	132.0	26.0	-234.0	0.0	6.8	245
