datetime	x	y	z	d	speed	speed_real
2014-01-04_13:52:19_394838	320.0	400.0	-164.0	13.75	0.1	220
2014-01-04_13:52:19_404705	56.0	66.0	110.0	14.21	0.2	220
2014-01-04_13:52:19_414564	1142.0	10.0	352.0	15.47	0.3	221
2014-01-04_13:52:19_424389	970.0	34.0	496.0	15.11	0.4	221
2014-01-04_13:52:19_435166	210.0	-132.0	590.0	15.54	0.5	221
2014-01-04_13:52:19_444986	176.0	526.0	-474.0	14.69	0.6	222
2014-01-04_13:52:19_454810	-248.0	-78.0	462.0	15.01	0.7	222
2014-01-04_13:52:19_464657	110.0	228.0	52.0	15.49	0.8	223
2014-01-04_13:52:19_474637	664.0	64.0	-1048.0	14.98	0.9	223
2014-01-04_13:52:19_484498	54.0	120.0	-582.0	14.5	1.0	223
2014-01-04_13:52:19_495019	62.0	376.0	-682.0	13.87	1.1	224
2014-01-04_13:52:19_504903	20.0	226.0	168.0	14.91	1.2	224
2014-01-04_13:52:19_514811	-206.0	26.0	208.0	15.66	1.3	224
2014-01-04_13:52:19_524616	-196.0	246.0	-352.0	15.88	1.4	225
2014-01-04_13:52:19_535381	18.0	268.0	-618.0	16.83	1.5	225
2014-01-04_13:52:19_545346	-66.0	46.0	298.0	15.47	1.6	226
2014-01-04_13:52:19_555226	162.0	74.0	138.0	15.4	1.7	226
2014-01-04_13:52:19_565086	122.0	278.0	-290.0	15.45	1.8	226
2014-01-04_13:52:19_574941	-96.0	-24.0	-320.0	15.47	1.9	227
2014-01-04_13:52:19_584793	180.0	106.0	-446.0	15.47	2.0	227
2014-01-04_13:52:19_594772	-64.0	136.0	-72.0	15.37	2.1	227
2014-01-04_13:52:19_604687	162.0	90.0	-192.0	16.34	2.2	228
2014-01-04_13:52:19_614592	-64.0	278.0	-244.0	16.27	2.3	228
2014-01-04_13:52:19_624444	206.0	258.0	-138.0	15.49	2.4	229
2014-01-04_13:52:19_634377	96.0	190.0	-168.0	15.64	2.5	229
2014-01-04_13:52:19_644275	64.0	298.0	-322.0	15.1	2.6	229
2014-01-04_13:52:19_654208	-8.0	76.0	-128.0	16.42	2.7	230
2014-01-04_13:52:19_664093	18.0	146.0	-242.0	15.52	2.8	230
2014-01-04_13:52:19_673952	80.0	66.0	-218.0	15.5	2.9	231
2014-01-04_13:52:19_683888	48.0	228.0	-282.0	16.76	3.0	231
2014-01-04_13:52:19_693676	-48.0	192.0	-288.0	15.15	3.1	231
2014-01-04_13:52:19_703520	-172.0	150.0	-246.0	15.57	3.2	232
2014-01-04_13:52:19_713430	-32.0	76.0	-320.0	14.93	3.3	232
2014-01-04_13:52:19_723257	116.0	14.0	-192.0	15.39	3.4	232
2014-01-04_13:52:19_733120	38.0	222.0	-308.0	15.44	3.5	233
2014-01-04_13:52:19_743083	54.0	264.0	-152.0	18.84	3.6	233
2014-01-04_13:52:19_752941	86.0	166.0	-206.0	14.98	3.7	234
2014-01-04_13:52:19_762857	-40.0	102.0	-116.0	15.45	3.8	234
2014-01-04_13:52:19_772767	116.0	150.0	-194.0	15.93	3.9	234
2014-01-04_13:52:19_782633	34.0	122.0	-360.0	15.54	4.0	235
2014-01-04_13:52:19_792535	-56.0	130.0	-212.0	16.07	4.1	235
2014-01-04_13:52:19_802544	-54.0	172.0	-254.0	14.9	4.2	235
2014-01-04_13:52:19_812477	88.0	64.0	-226.0	15.54	4.3	236
2014-01-04_13:52:19_822359	34.0	212.0	-290.0	15.57	4.4	236
2014-01-04_13:52:19_832220	-128.0	32.0	-128.0	15.39	4.5	237
2014-01-04_13:52:19_843093	52.0	194.0	-388.0	15.41	4.6	237
2014-01-04_13:52:19_853109	100.0	126.0	-358.0	15.06	4.7	237
2014-01-04_13:52:19_862944	88.0	82.0	-128.0	15.16	4.8	238
2014-01-04_13:52:19_872813	32.0	302.0	-226.0	15.5	4.9	238
2014-01-04_13:52:19_882839	136.0	128.0	-184.0	16.48	5.0	239
2014-01-04_13:52:19_892723	0.0	180.0	-226.0	15.81	5.1	239
2014-01-04_13:52:19_902558	82.0	268.0	26.0	15.35	5.2	239
2014-01-04_13:52:19_912476	84.0	148.0	-202.0	15.47	5.3	240
2014-01-04_13:52:19_922308	120.0	276.0	-398.0	14.67	5.4	240
2014-01-04_13:52:19_932164	96.0	128.0	-200.0	15.51	5.5	240
2014-01-04_13:52:19_941984	-92.0	144.0	-194.0	14.99	5.6	241
2014-01-04_13:52:19_951922	196.0	8.0	-420.0	15.86	5.7	241
2014-01-04_13:52:19_961834	-258.0	142.0	8.0	15.45	5.8	242
2014-01-04_13:52:19_971803	-4.0	264.0	-380.0	15.82	5.9	242
2014-01-04_13:52:19_981687	-190.0	214.0	-164.0	15.41	6.0	242
2014-01-04_13:52:19_991564	-58.0	240.0	-328.0	15.43	6.1	243
2014-01-04_13:52:20_001422	0.0	32.0	-170.0	15.11	6.2	243
2014-01-04_13:52:20_011545	-112.0	240.0	-20.0	16.07	6.3	243
2014-01-04_13:52:20_021523	-126.0	196.0	-198.0	15.94	6.4	244
2014-01-04_13:52:20_031449	106.0	74.0	-186.0	15.47	6.5	244
2014-01-04_13:52:20_041422	-126.0	274.0	-130.0	15.47	6.6	245
2014-01-04_13:52:20_051751	192.0	320.0	-398.0	15.66	6.7	245
2014-01-04_13:52:20_061661	104.0	302.0	-144.0	15.47	6.8	245
2014-01-04_13:52:20_071532	104.0	224.0	-290.0	14.6	6.9	246
