datetime	x	y	z	d	speed	speed_real
2014-01-04_13:55:30_656243	-220.0	106.0	-196.0	14.7	0.1	220
2014-01-04_13:55:30_666892	97.0	134.0	-276.0	12.37	0.2	220
2014-01-04_13:55:30_676754	-59.0	141.0	-173.0	13.46	0.3	221
2014-01-04_13:55:30_686538	55.0	189.0	-241.0	13.16	0.4	221
2014-01-04_13:55:30_696258	62.0	125.0	-214.0	14.04	0.5	221
2014-01-04_13:55:30_706047	-40.0	160.0	-188.0	13.75	0.6	222
2014-01-04_13:55:30_716416	60.0	183.0	-282.0	13.84	0.7	222
2014-01-04_13:55:30_726218	25.0	143.0	-186.0	13.75	0.8	223
2014-01-04_13:55:30_736008	-3.0	154.0	-253.0	13.84	0.9	223
2014-01-04_13:55:30_745828	-12.0	166.0	-174.0	13.82	1.0	223
2014-01-04_13:55:30_755632	-7.0	172.0	-216.0	13.33	1.1	224
2014-01-04_13:55:30_765436	57.0	177.0	-281.0	13.8	1.2	224
2014-01-04_13:55:30_775250	-8.0	169.0	-161.0	13.74	1.3	224
2014-01-04_13:55:30_785032	1.0	186.0	-237.0	13.82	1.4	225
2014-01-04_13:55:30_794779	5.0	152.0	-248.0	13.53	1.5	225
2014-01-04_13:55:30_804651	45.0	142.0	-192.0	13.67	1.6	226
2014-01-04_13:55:30_814472	37.0	178.0	-268.0	14.06	1.7	226
2014-01-04_13:55:30_824234	-2.0	143.0	-161.0	13.48	1.8	226
2014-01-04_13:55:30_835072	20.0	164.0	-257.0	14.09	1.9	227
2014-01-04_13:55:30_846255	39.0	162.0	-225.0	15.07	2.0	227
2014-01-04_13:55:30_855997	46.0	167.0	-236.0	14.04	2.1	227
2014-01-04_13:55:30_865784	-13.0	150.0	-156.0	13.75	2.2	228
2014-01-04_13:55:30_875618	79.0	138.0	-304.0	14.03	2.3	228
2014-01-04_13:55:30_885420	37.0	156.0	-182.0	13.87	2.4	229
2014-01-04_13:55:30_895233	9.0	178.0	-241.0	13.84	2.5	229
2014-01-04_13:55:30_904926	12.0	171.0	-179.0	13.48	2.6	229
2014-01-04_13:55:30_914704	26.0	175.0	-239.0	13.74	2.7	230
2014-01-04_13:55:30_924708	6.0	175.0	-249.0	13.8	2.8	230
2014-01-04_13:55:30_934537	-12.0	162.0	-169.0	14.31	2.9	231
2014-01-04_13:55:30_944264	102.0	136.0	-284.0	13.78	3.0	231
2014-01-04_13:55:30_954034	19.0	154.0	-186.0	13.94	3.1	231
2014-01-04_13:55:30_963799	46.0	178.0	-257.0	13.48	3.2	232
2014-01-04_13:55:30_973649	-31.0	164.0	-158.0	13.85	3.3	232
2014-01-04_13:55:30_983410	47.0	169.0	-259.0	13.53	3.4	232
2014-01-04_13:55:30_993192	-33.0	134.0	-135.0	14.06	3.5	233
2014-01-04_13:55:31_002900	44.0	179.0	-256.0	13.16	3.6	233
2014-01-04_13:55:31_012789	-1.0	137.0	-159.0	13.95	3.7	234
2014-01-04_13:55:31_023174	48.0	181.0	-256.0	13.02	3.8	234
2014-01-04_13:55:31_033072	-13.0	153.0	-163.0	13.8	3.9	234
2014-01-04_13:55:31_042891	9.0	167.0	-266.0	13.8	4.0	235
2014-01-04_13:55:31_052767	54.0	121.0	-197.0	13.91	4.1	235
2014-01-04_13:55:31_062547	-15.0	190.0	-233.0	13.8	4.2	235
2014-01-04_13:55:31_072367	132.0	141.0	-222.0	14.15	4.3	236
2014-01-04_13:55:31_082430	47.0	222.0	-225.0	13.74	4.4	236
2014-01-04_13:55:31_092299	23.0	84.0	-201.0	14.25	4.5	237
2014-01-04_13:55:31_102130	50.0	209.0	-253.0	14.21	4.6	237
2014-01-04_13:55:31_111947	51.0	121.0	-146.0	14.23	4.7	237
2014-01-04_13:55:31_121738	-12.0	197.0	-262.0	14.25	4.8	238
2014-01-04_13:55:31_131700	18.0	104.0	-154.0	13.78	4.9	238
2014-01-04_13:55:31_141563	41.0	176.0	-294.0	13.97	5.0	239
2014-01-04_13:55:31_151399	0.0	152.0	-155.0	13.78	5.1	239
2014-01-04_13:55:31_161243	66.0	187.0	-290.0	14.45	5.2	239
2014-01-04_13:55:31_171059	0.0	164.0	-162.0	13.94	5.3	240
2014-01-04_13:55:31_180932	67.0	145.0	-276.0	14.55	5.4	240
2014-01-04_13:55:31_190754	-11.0	186.0	-214.0	14.04	5.5	240
2014-01-04_13:55:31_200883	57.0	132.0	-209.0	14.33	5.6	241
2014-01-04_13:55:31_210934	-12.0	166.0	-265.0	13.77	5.7	241
2014-01-04_13:55:31_220863	6.0	101.0	-144.0	13.92	5.8	242
2014-01-04_13:55:31_231266	31.0	187.0	-295.0	14.38	5.9	242
2014-01-04_13:55:31_241120	-3.0	152.0	-147.0	13.84	6.0	242
2014-01-04_13:55:31_250946	99.0	147.0	-290.0	14.33	6.1	243
2014-01-04_13:55:31_260865	-5.0	173.0	-210.0	14.01	6.2	243
2014-01-04_13:55:31_270677	32.0	133.0	-129.0	14.01	6.3	243
2014-01-04_13:55:31_280565	49.0	187.0	-328.0	13.76	6.4	244
2014-01-04_13:55:31_290377	15.0	163.0	-119.0	13.75	6.5	244
2014-01-04_13:55:31_300220	88.0	138.0	-289.0	14.31	6.6	245
2014-01-04_13:55:31_310108	11.0	204.0	-205.0	14.25	6.7	245
2014-01-04_13:55:31_319928	60.0	124.0	-135.0	14.13	6.8	245
2014-01-04_13:55:31_330753	73.0	201.0	-308.0	13.72	6.9	246
2014-01-04_13:55:31_340770	-8.0	171.0	-151.0	13.7	7.0	246
2014-01-04_13:55:31_350569	59.0	128.0	-236.0	13.79	7.1	246
2014-01-04_13:55:31_360347	24.0	196.0	-303.0	13.42	7.2	247
2014-01-04_13:55:31_370157	-30.0	120.0	-132.0	14.04	7.3	247
2014-01-04_13:55:31_380134	66.0	146.0	-286.0	15.1	7.4	248
2014-01-04_13:55:31_389937	-34.0	200.0	-242.0	13.8	7.5	248
2014-01-04_13:55:31_399757	22.0	116.0	-83.0	13.75	7.6	248
2014-01-04_13:55:31_409564	58.0	174.0	-337.0	14.33	7.7	249
2014-01-04_13:55:31_419432	22.0	199.0	-209.0	13.87	7.8	249
2014-01-04_13:55:31_429305	27.0	130.0	-84.0	14.14	7.9	250
2014-01-04_13:55:31_439202	69.0	213.0	-361.0	14.28	8.0	250
2014-01-04_13:55:31_448939	18.0	165.0	-209.0	13.8	8.1	250
2014-01-04_13:55:31_458777	59.0	143.0	-103.0	14.28	8.2	251
2014-01-04_13:55:31_468760	98.0	212.0	-317.0	13.95	8.3	251
2014-01-04_13:55:31_478601	-12.0	201.0	-230.0	14.4	8.4	251
2014-01-04_13:55:31_488413	59.0	141.0	-94.0	14.08	8.5	252
2014-01-04_13:55:31_498184	55.0	180.0	-328.0	13.82	8.6	252
2014-01-04_13:55:31_508043	2.0	202.0	-259.0	14.32	8.7	253
2014-01-04_13:55:31_517876	10.0	115.0	-29.0	14.62	8.8	253
2014-01-04_13:55:31_527591	54.0	172.0	-340.0	13.98	8.9	253
2014-01-04_13:55:31_537794	-10.0	201.0	-295.0	14.83	9.0	254
2014-01-04_13:55:31_547692	-35.0	103.0	-28.0	14.33	9.1	254
2014-01-04_13:55:31_557457	41.0	163.0	-256.0	13.02	9.2	254
2014-01-04_13:55:31_567315	13.0	160.0	-124.0	14.26	9.3	255
2014-01-04_13:55:31_577101	43.0	123.0	-39.0	13.82	9.4	255
2014-01-04_13:55:31_586938	157.0	179.0	-383.0	14.11	9.5	256
2014-01-04_13:55:31_596805	69.0	203.0	-328.0	13.55	9.6	256
2014-01-04_13:55:31_606651	-60.0	89.0	55.0	14.49	9.7	256
2014-01-04_13:55:31_616422	71.0	128.0	-261.0	13.82	9.8	257
2014-01-04_13:55:31_626239	59.0	209.0	-461.0	14.23	9.9	257
2014-01-04_13:55:31_636634	27.0	143.0	-172.0	13.89	10.0	257
2014-01-04_13:55:31_647091	-3.0	68.0	9.0	15.2	10.1	258
2014-01-04_13:55:31_656906	69.0	153.0	-320.0	14.11	10.2	258
2014-01-04_13:55:31_666704	116.0	225.0	-413.0	13.84	10.3	259
2014-01-04_13:55:31_676678	-27.0	169.0	-139.0	14.3	10.4	259
2014-01-04_13:55:31_686489	136.0	23.0	34.0	14.28	10.5	259
2014-01-04_13:55:31_696199	-72.0	165.0	-405.0	13.87	10.6	260
2014-01-04_13:55:31_705983	47.0	275.0	-379.0	13.78	10.7	260
2014-01-04_13:55:31_715842	170.0	180.0	-108.0	14.04	10.8	261
2014-01-04_13:55:31_725603	233.0	145.0	21.0	13.82	10.9	261
2014-01-04_13:55:31_735436	157.0	190.0	-337.0	14.69	11.0	261
2014-01-04_13:55:31_745307	-116.0	261.0	-439.0	14.57	11.1	262
2014-01-04_13:55:31_755144	83.0	133.0	-189.0	14.21	11.2	262
2014-01-04_13:55:31_764961	-115.0	140.0	52.0	13.77	11.3	262
2014-01-04_13:55:31_774787	121.0	204.0	-187.0	14.36	11.4	263
2014-01-04_13:55:31_784591	96.0	202.0	-483.0	14.26	11.5	263
2014-01-04_13:55:31_794376	37.0	190.0	-306.0	13.67	11.6	264
2014-01-04_13:55:31_804235	-16.0	109.0	-42.0	14.7	11.7	264
2014-01-04_13:55:31_814076	101.0	109.0	-49.0	14.11	11.8	264
2014-01-04_13:55:31_823862	23.0	175.0	-324.0	13.82	11.9	265
2014-01-04_13:55:31_833667	63.0	163.0	-432.0	14.16	12.0	265
2014-01-04_13:55:31_843821	32.0	210.0	-222.0	21.23	12.1	265
2014-01-04_13:55:31_853693	-50.0	119.0	-5.0	15.0	12.2	266
2014-01-04_13:55:31_863510	8.0	74.0	-71.0	14.25	12.3	266
