datetime	x	y	z	d	speed	speed_real
2013-12-28_12:41:04_667386	22.0	161.0	-219.0	15.54	0.1	220
2013-12-28_12:41:04_677527	25.0	161.0	-222.0	15.47	0.2	220
2013-12-28_12:41:04_687498	25.0	161.0	-223.0	15.94	0.3	221
2013-12-28_12:41:04_697460	5.0	147.0	-228.0	15.74	0.4	221
2013-12-28_12:41:04_707376	14.0	158.0	-213.0	15.43	0.5	221
2013-12-28_12:41:04_717245	15.0	164.0	-219.0	15.28	0.6	222
2013-12-28_12:41:04_727183	1.0	163.0	-223.0	15.76	0.7	222
2013-12-28_12:41:04_737094	-72.0	130.0	-217.0	15.33	0.8	223
2013-12-28_12:41:04_747166	27.0	172.0	-221.0	15.55	0.9	223
2013-12-28_12:41:04_756998	-81.0	130.0	-220.0	15.11	1.0	223
2013-12-28_12:41:04_767043	56.0	159.0	-226.0	15.5	1.1	224
2013-12-28_12:41:04_776938	39.0	162.0	-214.0	15.2	1.2	224
2013-12-28_12:41:04_787035	16.0	163.0	-219.0	16.13	1.3	224
2013-12-28_12:41:04_796954	4.0	159.0	-223.0	15.51	1.4	225
2013-12-28_12:41:04_806915	79.0	179.0	-221.0	15.54	1.5	225
2013-12-28_12:41:04_816875	13.0	152.0	-222.0	15.61	1.6	226
2013-12-28_12:41:04_826832	21.0	166.0	-214.0	15.11	1.7	226
2013-12-28_12:41:04_836791	58.0	168.0	-224.0	15.95	1.8	226
2013-12-28_12:41:04_846741	-8.0	145.0	-212.0	15.09	1.9	227
2013-12-28_12:41:04_856670	14.0	154.0	-220.0	15.54	2.0	227
2013-12-28_12:41:04_866594	34.0	149.0	-230.0	14.72	2.1	227
2013-12-28_12:41:04_876494	78.0	154.0	-230.0	15.09	2.2	228
2013-12-28_12:41:04_886372	8.0	163.0	-230.0	15.18	2.3	228
2013-12-28_12:41:04_896259	30.0	144.0	-207.0	15.39	2.4	229
2013-12-28_12:41:04_906164	38.0	161.0	-217.0	14.62	2.5	229
2013-12-28_12:41:04_916065	5.0	162.0	-227.0	14.66	2.6	229
2013-12-28_12:41:04_925934	-13.0	188.0	-220.0	14.64	2.7	230
2013-12-28_12:41:04_935797	-15.0	158.0	-219.0	15.23	2.8	230
2013-12-28_12:41:04_945695	55.0	148.0	-218.0	14.77	2.9	231
2013-12-28_12:41:04_955524	24.0	157.0	-208.0	14.81	3.0	231
2013-12-28_12:41:04_965457	24.0	175.0	-230.0	15.66	3.1	231
2013-12-28_12:41:04_975355	64.0	165.0	-235.0	15.3	3.2	232
2013-12-28_12:41:04_985292	58.0	163.0	-222.0	15.3	3.3	232
2013-12-28_12:41:04_995328	26.0	143.0	-224.0	15.28	3.4	232
2013-12-28_12:41:05_005142	-158.0	169.0	-193.0	14.35	3.5	233
2013-12-28_12:41:05_015072	11.0	171.0	-242.0	15.28	3.6	233
2013-12-28_12:41:05_024961	91.0	157.0	-224.0	14.69	3.7	234
2013-12-28_12:41:05_034987	-26.0	148.0	-198.0	14.99	3.8	234
2013-12-28_12:41:05_044903	-32.0	166.0	-212.0	15.59	3.9	234
2013-12-28_12:41:05_054801	50.0	127.0	-208.0	15.08	4.0	235
2013-12-28_12:41:05_064702	7.0	147.0	-232.0	15.22	4.1	235
2013-12-28_12:41:05_074587	-24.0	170.0	-178.0	14.7	4.2	235
2013-12-28_12:41:05_084427	-135.0	137.0	-221.0	14.69	4.3	236
2013-12-28_12:41:05_094356	-286.0	151.0	-226.0	15.22	4.4	236
2013-12-28_12:41:05_104281	126.0	141.0	-245.0	14.79	4.5	237
2013-12-28_12:41:05_114302	113.0	134.0	-200.0	15.96	4.6	237
2013-12-28_12:41:05_124276	-35.0	155.0	-213.0	14.66	4.7	237
2013-12-28_12:41:05_134162	42.0	102.0	-226.0	14.18	4.8	238
2013-12-28_12:41:05_144049	-7.0	182.0	-232.0	14.64	4.9	238
2013-12-28_12:41:05_153898	79.0	201.0	-202.0	14.77	5.0	239
2013-12-28_12:41:05_163810	198.0	227.0	-242.0	15.22	5.1	239
2013-12-28_12:41:05_173766	-56.0	92.0	-224.0	14.69	5.2	239
2013-12-28_12:41:05_183596	42.0	218.0	-249.0	14.38	5.3	240
2013-12-28_12:41:05_193511	37.0	147.0	-203.0	15.05	5.4	240
2013-12-28_12:41:05_203395	40.0	236.0	-214.0	15.18	5.5	240
2013-12-28_12:41:05_213300	112.0	112.0	-239.0	15.54	5.6	241
2013-12-28_12:41:05_223190	123.0	179.0	-261.0	15.11	5.7	241
2013-12-28_12:41:05_233057	104.0	114.0	-215.0	14.66	5.8	242
2013-12-28_12:41:05_243175	117.0	215.0	-226.0	15.91	5.9	242
2013-12-28_12:41:05_253145	168.0	139.0	-191.0	16.39	6.0	242
2013-12-28_12:41:05_262996	62.0	196.0	-264.0	14.43	6.1	243
2013-12-28_12:41:05_272816	26.0	119.0	-195.0	14.06	6.2	243
2013-12-28_12:41:05_282712	208.0	216.0	-254.0	15.03	6.3	243
2013-12-28_12:41:05_292622	-57.0	109.0	-204.0	15.49	6.4	244
2013-12-28_12:41:05_302533	104.0	142.0	-259.0	15.13	6.5	244
2013-12-28_12:41:05_312423	-36.0	186.0	-238.0	15.22	6.6	245
2013-12-28_12:41:05_322341	96.0	133.0	-180.0	14.79	6.7	245
2013-12-28_12:41:05_332241	64.0	212.0	-317.0	14.35	6.8	245
2013-12-28_12:41:05_342144	17.0	112.0	-145.0	14.16	6.9	246
2013-12-28_12:41:05_352448	32.0	173.0	-289.0	21.03	7.0	246
2013-12-28_12:41:05_362292	-14.0	158.0	-178.0	14.72	7.1	246
2013-12-28_12:41:05_372402	103.0	91.0	-205.0	16.0	7.2	247
2013-12-28_12:41:05_382299	106.0	206.0	-327.0	14.26	7.3	247
2013-12-28_12:41:05_392622	-10.0	92.0	-73.0	20.86	7.4	248
2013-12-28_12:41:05_402545	105.0	198.0	-201.0	14.43	7.5	248
2013-12-28_12:41:05_412388	40.0	219.0	-339.0	14.18	7.6	248
2013-12-28_12:41:05_423308	-28.0	170.0	-175.0	31.21	7.7	249
2013-12-28_12:41:05_433317	101.0	97.0	-194.0	16.27	7.8	249
2013-12-28_12:41:05_443365	113.0	223.0	-336.0	15.64	7.9	250
2013-12-28_12:41:05_453286	-82.0	107.0	-132.0	14.91	8.0	250
2013-12-28_12:41:05_463308	39.0	102.0	-237.0	16.41	8.1	250
2013-12-28_12:41:05_473225	53.0	232.0	-306.0	14.89	8.2	251
2013-12-28_12:41:05_483309	-47.0	82.0	47.0	15.17	8.3	251
2013-12-28_12:41:05_493553	78.0	113.0	-211.0	21.39	8.4	251
2013-12-28_12:41:05_503426	155.0	225.0	-293.0	14.87	8.5	252
2013-12-28_12:41:05_513413	38.0	101.0	38.0	16.1	8.6	252
2013-12-28_12:41:05_523431	114.0	156.0	-222.0	16.51	8.7	253
2013-12-28_12:41:05_533312	87.0	252.0	-350.0	14.76	8.8	253
2013-12-28_12:41:05_543283	-20.0	107.0	47.0	15.91	8.9	253
2013-12-28_12:41:05_553173	61.0	141.0	-219.0	14.81	9.0	254
2013-12-28_12:41:05_563139	161.0	221.0	-467.0	14.5	9.1	254
2013-12-28_12:41:05_573531	138.0	171.0	-446.0	23.32	9.2	254
2013-12-28_12:41:05_583402	-128.0	147.0	-59.0	15.49	9.3	255
2013-12-28_12:41:05_594341	50.0	85.0	-71.0	31.59	9.4	255
2013-12-28_12:41:05_604272	56.0	217.0	-426.0	14.01	9.5	256
2013-12-28_12:41:05_614155	-72.0	229.0	-314.0	13.92	9.6	256
2013-12-28_12:41:05_624056	-94.0	68.0	-65.0	14.72	9.7	256
2013-12-28_12:41:05_633942	75.0	132.0	-256.0	15.06	9.8	257
2013-12-28_12:41:05_643892	208.0	209.0	-436.0	13.74	9.9	257
2013-12-28_12:41:05_653918	-98.0	144.0	23.0	16.06	10.0	257
2013-12-28_12:41:05_663832	4.0	88.0	-130.0	15.56	10.1	258
2013-12-28_12:41:05_674343	-72.0	229.0	-455.0	22.1	10.2	258
2013-12-28_12:41:05_685521	159.0	311.0	-285.0	21.01	10.3	259
2013-12-28_12:41:05_695426	70.0	158.0	-367.0	14.64	10.4	259
2013-12-28_12:41:05_705340	-205.0	88.0	42.0	14.38	10.5	259
2013-12-28_12:41:05_715407	93.0	114.0	-31.0	16.35	10.6	260
2013-12-28_12:41:05_725370	154.0	241.0	-499.0	15.9	10.7	260
2013-12-28_12:41:05_735258	143.0	185.0	-289.0	14.18	10.8	261
2013-12-28_12:41:05_745182	-323.0	143.0	41.0	15.57	10.9	261
2013-12-28_12:41:05_755267	-55.0	130.0	-62.0	16.51	11.0	261
2013-12-28_12:41:05_765555	220.0	235.0	-461.0	21.93	11.1	262
2013-12-28_12:41:05_775458	119.0	192.0	-405.0	15.23	11.2	262
2013-12-28_12:41:05_785412	-249.0	96.0	133.0	15.64	11.3	262
2013-12-28_12:41:05_795445	244.0	138.0	98.0	16.74	11.4	263
2013-12-28_12:41:05_805632	-117.0	49.0	-401.0	20.18	11.5	263
2013-12-28_12:41:05_815448	-41.0	235.0	-457.0	14.11	11.6	264
2013-12-28_12:41:05_825303	129.0	232.0	-134.0	15.25	11.7	264
2013-12-28_12:41:05_835403	37.0	153.0	118.0	15.54	11.8	264
2013-12-28_12:41:05_845602	-166.0	109.0	-192.0	20.42	11.9	265
2013-12-28_12:41:05_855519	18.0	90.0	-493.0	16.12	12.0	265
2013-12-28_12:41:05_865730	-54.0	107.0	-198.0	19.77	12.1	265
2013-12-28_12:41:05_875538	229.0	200.0	-512.0	13.08	12.2	266
2013-12-28_12:41:05_885450	235.0	179.0	-471.0	15.51	12.3	266
2013-12-28_12:41:05_895663	-147.0	212.0	-15.0	20.45	12.4	267
2013-12-28_12:41:05_905590	-386.0	85.0	29.0	15.28	12.5	267
2013-12-28_12:41:05_915503	-264.0	99.0	-269.0	15.16	12.6	267
2013-12-28_12:41:05_925359	62.0	128.0	-480.0	14.21	12.7	268
2013-12-28_12:41:05_935110	37.0	184.0	-402.0	12.6	12.8	268
2013-12-28_12:41:05_944942	63.0	316.0	-115.0	13.82	12.9	269
2013-12-28_12:41:05_954806	-144.0	128.0	154.0	15.28	13.0	269
2013-12-28_12:41:05_964671	116.0	143.0	-141.0	14.59	13.1	269
2013-12-28_12:41:05_974681	-187.0	45.0	-309.0	15.62	13.2	270
2013-12-28_12:41:05_984903	259.0	215.0	-497.0	20.35	13.3	270
2013-12-28_12:41:05_994751	299.0	212.0	-326.0	13.7	13.4	270
2013-12-28_12:41:06_004633	2.0	230.0	-50.0	15.25	13.5	271
2013-12-28_12:41:06_014529	-12.0	142.0	-22.0	14.18	13.6	271
2013-12-28_12:41:06_024422	126.0	164.0	-202.0	14.79	13.7	272
2013-12-28_12:41:06_034369	146.0	127.0	-425.0	15.54	13.8	272
2013-12-28_12:41:06_044234	41.0	133.0	-512.0	13.11	13.9	272
2013-12-28_12:41:06_054697	323.0	245.0	-375.0	16.46	14.0	273
2013-12-28_12:41:06_064957	-112.0	196.0	-124.0	20.65	14.1	273
2013-12-28_12:41:06_074823	-33.0	124.0	17.0	15.23	14.2	273
2013-12-28_12:41:06_085058	341.0	261.0	-286.0	20.85	14.3	274
2013-12-28_12:41:06_095017	-6.0	311.0	-81.0	15.86	14.4	274
2013-12-28_12:41:06_104935	-147.0	150.0	15.0	15.62	14.5	275
2013-12-28_12:41:06_114879	-402.0	23.0	-48.0	15.88	14.6	275
2013-12-28_12:41:06_124699	-12.0	154.0	-221.0	13.46	14.7	275
2013-12-28_12:41:06_134620	163.0	157.0	-512.0	15.64	14.8	276
2013-12-28_12:41:06_144432	217.0	222.0	-505.0	13.61	14.9	276
2013-12-28_12:41:06_154254	-18.0	64.0	-339.0	13.5	15.0	276
2013-12-28_12:41:06_164366	-25.0	233.0	-93.0	15.26	15.1	277
2013-12-28_12:41:06_174187	83.0	256.0	70.0	12.82	15.2	277
2013-12-28_12:41:06_184111	-142.0	98.0	40.0	14.7	15.3	278
2013-12-28_12:41:06_194019	-106.0	68.0	-75.0	14.94	15.4	278
2013-12-28_12:41:06_203822	-160.0	64.0	-150.0	13.19	15.5	278
2013-12-28_12:41:06_213659	211.0	129.0	-453.0	13.33	15.6	279
2013-12-28_12:41:06_223440	226.0	198.0	-512.0	13.01	15.7	279
2013-12-28_12:41:06_233381	-9.0	49.0	-432.0	16.05	15.8	280
2013-12-28_12:41:06_243495	122.0	175.0	-228.0	14.5	15.9	280
2013-12-28_12:41:06_253303	154.0	337.0	-12.0	12.21	16.0	280
2013-12-28_12:41:06_263192	7.0	282.0	143.0	15.13	16.1	281
2013-12-28_12:41:06_273317	-26.0	159.0	129.0	18.4	16.2	281
