datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	asin	angle	angle_rad	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed	Motor0	Motor1
2014-03-22_16:33:34_469594	1045538.0	65.0	-5.0	-289.0	-3.968320610687024	-85.7333969465649	3.5425572519083968	-0.262841796875	0.04638671875	-1.0341796875	0.0	0.0	0.0	0	-0.09334495938239547	0	0	0	0.005	0	0.0	0	0	220	220
2014-03-22_16:33:34_510024	1085840.0	-9.0	-74.0	-273.0	-1.7927480916030536	-84.45095419847328	0.3364503816793891	-0.480615234375	0.031005859375	-0.858154296875	0.0	1.89	0.0	-1.6373637548512694	-0.028575283679777828	1.6373637548512694	70.56094380464282	-84.45095419847328	0.005	0	0.0	43.09423828125	0.008186818774256347	231	231
2014-03-22_16:33:34_561065	1136879.0	-61.0	66.0	-257.0	-2.953053435114504	-85.7104961832061	4.779198473282443	-0.328759765625	0.302734375	-1.085693359375	0.0	13.35	0.0	2.853363593056246	0.04979692134478615	-2.853363593056246	-71.80490191277241	-85.7104961832061	0.005	0	0.0	49.89404296875	-0.014266817965281231	231	231
2014-03-22_16:33:34_610999	1186783.0	-95.0	34.0	-265.0	-0.5637404580152676	-82.3746183206107	4.65706106870229	-0.28701171875	-0.00830078125	-1.222900390625	0.0	19.72	0.0	7.261597870055564	0.1267294567199924	-7.261597870055564	-437.9855118888727	-82.3746183206107	0.005	0	0.0	50.427001953125	-0.03630798935027782	231	231
2014-03-22_16:33:34_660540	1236318.0	-50.0	-32.0	-250.0	-1.624809160305344	-75.35935114503818	-0.43454198473282457	-0.10341796875	-0.262451171875	-0.805908203125	0.0	11.31	0.0	11.003870775788702	0.19203962959491627	-11.003870775788702	-983.5126142677743	-75.35935114503818	0.005	0	0.0	49.575927734375	-0.05501935387894351	231	231
2014-03-22_16:33:34_712232	1288021.0	-141.0	29.0	-205.0	-2.0370229007633593	-81.45095419847328	0.756297709923664	-0.067041015625	-0.3994140625	-1.023681640625	0.0	34.52	0.0	15.517965630877118	0.2708196445179253	-15.517965630877118	-1769.6400235468277	-81.45095419847328	0.005	0	0.0	50.6591796875	-0.07758982815438559	230	232
2014-03-22_16:33:34_761746	1337533.0	-145.0	80.0	-238.0	-2.3652671755725194	-78.84026717557252	-1.144465648854962	-0.369775390625	-0.600341796875	-1.361572265625	0.0	31.35	0.0	19.580943774307013	0.341726767439913	-19.580943774307013	-2719.0576493927556	-78.84026717557252	0.005	0	0.0	48.48681640625	-0.09790471887153507	230	232
2014-03-22_16:33:34_811826	1387608.0	-137.0	-8.0	-251.0	-5.174427480916031	-80.64942748091603	-3.8772900763358775	-0.56923828125	-0.252197265625	-0.626708984375	0.0	28.63	0.0	23.755841212350713	0.41458710667278736	-23.755841212350713	-3919.5105990157995	-80.64942748091603	0.005	0	0.0	50.532958984375	-0.11877920606175357	229	232
2014-03-22_16:33:34_861348	1437131.0	-120.0	-60.0	-209.0	-3.3652671755725194	-80.39751908396947	0.39751908396946545	-0.907861328125	0.430908203125	-0.78173828125	0.0	29.87	0.0	27.766047915191336	0.48457326204522405	-27.766047915191336	-5289.679650494815	-80.39751908396947	0.005	0	0.0	49.346923828125	-0.1388302395759567	229	233
2014-03-22_16:33:34_911965	1487753.0	-162.0	60.0	-201.0	-3.5561068702290077	-84.69522900763359	0.9776717557251906	-0.81142578125	0.525390625	-0.698974609375	0.0	38.87	0.0	32.17356666106206	0.5614933099661791	-32.17356666106206	-6912.064739852496	-84.69522900763359	0.005	0	0.0	50.426025390625	-0.16086783330531032	228	234
2014-03-22_16:33:34_961943	1537723.0	-71.0	-19.0	-505.0	-17.49503816793893	123.58721374045801	6.473854961832061	-2.1	0.462158203125	1.99993896484375	0.0	8.0	0.0	25.67076357790875	0.4480063451642016	-25.67076357790875	-8187.894168943044	123.58721374045801	0.005	0	0.0	49.69970703125	-0.12835381788954375	228	234
2014-03-22_16:33:35_012466	1588255.0	-104.0	149.0	-299.0	3.359923664122137	30.159732824427483	0.30591603053435096	-0.946923828125	0.17333984375	-0.004150390625	0.0	19.18	0.0	24.058201318506807	0.41986389735613977	-24.058201318506807	-9394.815892949571	30.159732824427483	0.005	0	0.0	50.166748046875	-0.12029100659253404	227	234
2014-03-22_16:33:35_061845	1637632.0	-133.0	-73.0	-252.0	-6.0293893129770995	18.602480916030533	-5.686450381679389	-0.857080078125	0.521484375	-0.2744140625	0.0	27.83	0.0	23.225318877582776	0.4053284271829455	-23.225318877582776	-10551.902867099028	18.602480916030533	0.005	0	0.0	49.820068359375	-0.11612659438791388	227	235
2014-03-22_16:33:35_112834	1688690.0	-204.0	11.0	-153.0	-5.01412213740458	10.16736641221374	-6.465076335877862	-0.753564453125	0.50048828125	-0.50927734375	0.0	53.13	0.0	23.322949250824152	0.4070322731382924	-23.322949250824152	-11723.533728109118	10.16736641221374	0.005	0	0.0	50.235107421875	-0.11661474625412076	226	235
2014-03-22_16:33:35_162532	1738352.0	-142.0	-52.0	-238.0	-6.235496183206107	6.136832061068702	-5.495610687022901	-0.72939453125	0.45166015625	-0.623046875	0.0	30.82	0.0	23.173334120890807	0.40442118884626194	-23.173334120890807	-12878.098708753841	6.136832061068702	0.005	0	0.0	49.822998046875	-0.11586667060445403	226	236
2014-03-22_16:33:35_213270	1789058.0	-199.0	-3.0	-163.0	-4.953053435114504	5.694083969465648	-2.6330152671755727	-0.680078125	0.371826171875	-0.671142578125	0.0	50.68	0.0	23.444320801392468	0.4091504502860815	-23.444320801392468	-14051.138963226638	5.694083969465648	0.005	0	0.0	50.03515625	-0.11722160400696234	226	236
