datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	asin	angle	angle_rad	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed	Motor0	Motor1
2014-03-04_20:11:27_035400	2041884.0	-217.0	92.0	-117.0	-2.3715648854961824	-5.409541984732825	-4.030343511450382	-0.85146484375	-0.306396484375	-0.871337890625	0.0	0.0	0.0	0	-0.04474623145461559	0	0	0	0.001	0	0.002	0	0	220	220
2014-03-04_20:11:27_077671	2083992.0	-175.0	-55.0	-221.0	-4.318129770992365	-0.6461832061068709	-3.579961832061069	-0.863916015625	0.428466796875	-0.54248046875	0.0	38.38	0.0	-1.7165801557817524	-0.029957768861810688	1.7165801557817524	77.41960900834626	-0.6461832061068709	0.001	0	0.002	45.10107421875	0.00042421374356801066	231	231
2014-03-04_20:11:27_127568	2133890.0	-150.0	-79.0	-245.0	1.033015267175574	-4.676717557251909	0.794083969465649	-0.489404296875	0.2568359375	-0.38134765625	0.0	31.48	0.0	-0.8239224789435993	-0.014379100854164037	0.8239224789435993	118.54090405851278	-4.676717557251909	0.001	0	0.002	49.9091796875	-0.008529512635560219	231	231
2014-03-04_20:11:27_177680	2184005.0	-198.0	42.0	-155.0	0.5520992366412227	-2.0125954198473286	1.427671755725191	-0.341455078125	-0.53125	-0.76416015625	0.0	51.95	0.0	0.33027076301320607	0.005763887661661537	-0.33027076301320607	102.00761094277966	-2.0125954198473286	0.001	0	0.002	50.059814453125	-0.004355461602707863	231	231
2014-03-04_20:11:27_228567	2234883.0	-258.0	145.0	-108.0	0.5597328244274822	13.33091603053435	-1.9921755725190837	-0.176416015625	-0.97509765625	-1.009521484375	0.0	67.29	0.0	1.0166696014988128	0.017742924982527275	-1.0166696014988128	51.20590179288586	13.33091603053435	0.001	0	0.002	49.96875	0.025645162459569888	231	231
2014-03-04_20:11:27_278202	2284524.0	-145.0	-103.0	-221.0	-1.6921755725190826	-1.4171755725190844	-4.747900763358778	-0.885400390625	-0.404052734375	-0.678955078125	0.0	33.27	0.0	1.7313099884902956	0.030214834005066242	-1.7313099884902956	-35.482598414502625	-1.4171755725190844	0.001	0	0.002	50.071044921875	-0.004565661133528465	231	231
2014-03-04_20:11:27_328014	2334332.0	-162.0	-68.0	-213.0	-4.40209923664122	0.5980916030534345	-4.770801526717557	-1.101953125	0.511474609375	-0.57568359375	0.0	37.26	0.0	2.4125245235522526	0.042103394826391846	-2.4125245235522526	-156.164190145146	0.5980916030534345	0.001	0	0.002	50.02294921875	-0.0012163413174453835	231	231
2014-03-04_20:11:27_378840	2385192.0	-147.0	-118.0	-237.0	-5.715076335877862	11.231679389312976	-3.442557251908397	-1.036767578125	0.15234375	-0.614013671875	0.0	31.81	0.0	2.449637748700098	0.042751095090752145	-2.449637748700098	-278.76150240571224	11.231679389312976	0.001	0	0.002	50.047119140625	0.020013721029925855	231	231
2014-03-04_20:11:27_428821	2435144.0	-230.0	99.0	-149.0	-0.2952290076335866	8.430152671755724	-1.1372137404580154	-0.6673828125	-0.712646484375	-1.183837890625	0.0	57.07	0.0	3.1292398287858125	0.054611515336576134	-3.1292398287858125	-435.1050777870288	8.430152671755724	0.001	0	0.002	49.962158203125	0.013731065514725638	231	231
2014-03-04_20:11:27_479111	2485431.0	-226.0	107.0	-137.0	-0.22652671755725073	-1.6003816793893135	-0.4272900763358779	-0.4583984375	-0.686279296875	-0.974853515625	0.0	58.78	0.0	4.320758398207585	0.07540590572788107	-4.320758398207585	-651.3592465918496	-1.6003816793893135	0.001	0	0.002	50.050048828125	-0.007521521756986212	231	231
